	SP90989	SP117290	SP116797	SP84743	SP84982	SP9816	SP124439	SP107363	SP97194	SP5559	SP28659	SP107439	SP102581	SP23925	SP2293	SP53810	SP52667	SP79243	SP116578	SP121761	SP80754	SP96116	SP102133	SP30113	SP67609	SP116276	SP50097	SP116919	SP114898	SP81312	SP92364	SP125584	SP22031	SP26649	SP84384	SP112907	SP102045	SP85818	SP80615	SP79427	SP111031	SP112290	SP54113	SP29559	SP103894	SP93227	SP77956	SP21400	SP116520	SP112985	SP82103	SP49229	SP114980	SP96118	SP110847	SP16886	SP19295	SP105018	SP99013	SP112947	SP80217	SP116545	SP23502	SP25350	SP125778	SP99325	SP94741	SP49114	SP1305	SP2155	SP90125	SP56553	SP94933	SP62616	SP90629	SP18787	SP116365	SP107784	SP48189	SP102973	SP57189	SP27825	SP17905	SP55235	SP123975	SP111119	SP25494	SP21017	SP98953	SP33688	SP107012	SP5052	SP23775	SP56704	SP59448	SP116676	SP111170	SP63546	SP116819	SP116589	SP93540	SP101670	SP94348	SP103080	SP107076	SP110242	SP125752	SP84392	SP96126	SP95126	SP24135	SP90209	SP59803	SP92659	SP1365	SP57735	SP125746	SP102957	SP3631	SP18310	SP112817	SP112777	DRUP01010025T	CPCT02050439T	CPCT02340026T	CPCT02340014T	DRUP01330020T	CPCT02070336T	CPCT02050424T	CPCT02340081T	CPCT02020865T	DRUP01030028T	CPCT02020597TII	DRUP01340014T	WIDE01010510T	CPCT02100089T	CPCT02080153T	CPCT02020815T	CPCT02120078T	CPCT02450014T	CPCT02020413T	CPCT02070357T	CPCT02070053T	CPCT02010605T	CPCT02100101T	CPCT02040317T	CPCT02030278T	CPCT02250003T	DRUP01030015T	CPCT02050117T	CPCT02070466TII	WIDE01010470T	CPCT02210064T	CPCT02010648T	DRUP01050003T	CPCT02100090T	CPCT02050149T	WIDE01010075T	CPCT02030532T	CPCT02050104T	CPCT02150052T	CPCT02100092T	CPCT02340022T	DRUP01070080T	CPCT02340010T	CPCT02100141T	CPCT02060054T	CPCT02050370T	CPCT02010373T	WIDE01010071T	CPCT02130184T	CPCT02070373T	CPCT02140057T	CPCT02070069TII	DRUP01070015T	CPCT02100044T	CPCT02010408T	CPCT02060291T	DRUP01230001T	WIDE01010539T	CPCT02010486T	CPCT02160034T	WIDE01010016T	CPCT02080120T	CPCT02220045T	CPCT02310006T	CPCT02010786T	CPCT02050170T	CPCT02010530T	DRUP01050017T	CPCT02140107T	CPCT02220047T	CPCT02020476T	CPCT02050385T	CPCT02040113T	CPCT02080273T	CPCT02080045T	CPCT02070436T	CPCT02130170T	DRUP01010022T	CPCT02240008T	CPCT02020436T	CPCT02010523T	CPCT02060033T	CPCT02060246T	CPCT02010772T	CPCT02040329T	CPCT02030430T	CPCT02010715T	CPCT02080110T	CPCT02010662T	CPCT02140012T	CPCT02090019T	CPCT02220023T	CPCT02080294T	CPCT02060224T	DRUP01070038T	WIDE01010565T	WIDE01010404T	CPCT02010579T	DRUP01020002T	CPCT02050390T	CPCT02050349T	CPCT02130140T	CPCT02380029T	DRUP01010078T	DRUP01070009T	CPCT02080157T	CPCT02050192T	WIDE01010208T	CPCT02360007T	CPCT02060265T	CPCT02070192T	CPCT02070058T	CPCT02010505T	CPCT02050211T	CPCT02030451T	CPCT02050089T	CPCT02120032T	WIDE01010228T	CPCT02040299T	CPCT02080078T	CPCT02160058T	CPCT02180009T	CPCT02190055T	CPCT02040280TII	CPCT02130146T	DRUP01010106T	CPCT02020789T	CPCT02020599T	CPCT02060225T	CPCT02010635T	WIDE01010028T	CPCT02110059T	CPCT02180068T	CPCT02020428T	CPCT02390002T	DRUP01340015T	CPCT02010794T	CPCT02090032T	CPCT02370012T	CPCT02070353T
G[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R0]A	0	0	0	3	2	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	5	2	0	0	0	0	0	1	0	2	0	0	0	1	0	9	0	1	0	1	0	3	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	5	1	0	1	0	0	1	2	0	0	0	0	1	0	0	0	0	2	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	5	1	1	2	8	1	7	0	0	0	0	0	0	0	0	1	1	32	4	0	0	0	6	1	1	21	1	0	1	7	0	2	23	0	1	2	17	3	1	2	5	1	1	1	0	1	1	0	0	1	0	1	4	0	0	1	6	1	1	0	1	0	2	0	5	2	1	2	0	0	3	1	1	2	0	1	0	0	0	1	1	0	0	0	3	2	0	1	0	1	0	2	0	0	0	0	1	0	1	0	3	8	5	1	0	1	0	0	5	0	1	0	0	5	0	1	1	1	1	0	0	0	0	2	6	1	0	0	1	1	0	1	2	1	0	0	0	0	6	0
T[Ins(C):R0]G	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	2	2	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	1	1	0	1	5	1	3	0	0	1	0	0	1	0	0	7	0	23	0	0	0	0	0	2	0	2	1	0	0	1	0	0	8	0	0	2	7	1	1	0	1	4	0	0	0	1	8	0	2	0	1	0	0	0	0	0	4	1	1	1	0	0	0	0	2	1	2	1	3	0	0	0	0	6	0	1	1	1	0	0	1	0	0	0	2	1	0	0	1	0	0	11	0	0	2	0	0	0	0	0	1	1	1	3	0	1	0	0	2	1	1	0	0	2	0	0	1	0	0	0	1	0	1	7	3	2	0	0	0	0	3	1	0	0	3	0	0	0	5	0
T[Ins(C):R0]T	32	4	0	32	15	0	14	0	1	1	2	10	0	1	0	3	2	0	0	1	1	4	78	8	1	0	0	0	3	9	97	0	7	0	24	1	4	0	68	0	9	1	12	1	4	17	1	15	0	0	2	0	1	1	6	28	8	8	2	0	0	0	17	0	3	67	40	5	2	0	2	7	217	1	4	6	0	3	0	0	12	2	55	5	17	8	1	72	4	3	25	2	1	6	7	7	8	1	0	1	45	0	34	0	2	66	0	23	12	0	0	29	2	4	0	3	49	1	0	56	1	0	44	3	0	97	112	0	51	0	1	0	1	0	0	1	0	9	3	164	3	2	3	3	23	3	3	2	0	1	3	28	6	4	58	3	1	11	58	113	4	0	21	39	1	7	5	12	6	2	2	2	4	1	19	4	1	6	47	14	0	7	4	1	0	1	31	13	4	38	1	3	1	3	5	47	5	1	2	14	1	2	4	5	2	9	2	19	1	4	15	3	1	4	3	3	8	0	1	5	4	1	5	44	26	12	2	27	0	1	15	3	11	3	0	37	0	6	9	4	0	3	0	4	2	14	74	4	6	1	3	2	1	3	10	0	5	2	6	4	4	2
T[Ins(C):R1]A	2	2	0	1	6	0	1	0	1	2	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	3	0	1	0	1	0	1	0	4	0	1	0	3	1	2	3	169	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	2	1	1	9	4	3	0	0	1	1	6	0	0	2	0	0	0	4	3	0	1	0	0	2	2	1	1	0	0	1	1	1	2	0	2	0	0	0	4	0	2	2	0	5	0	6	0	0	2	2	0	1	1	0	0	0	0	4	0	0	7	0	0	1	21	0	3	0	3	0	1	0	0	1	0	3	2	72	0	1	1	0	1	1	0	14	0	1	3	3	0	0	10	0	0	1	20	0	3	2	3	5	2	1	0	1	6	1	1	0	1	0	5	0	0	0	3	0	2	0	2	0	1	0	3	0	1	6	1	0	3	2	2	4	2	1	1	2	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0	1	0	2	0	2	2	2	1	4	0	0	5	0	1	0	0	3	1	1	1	0	0	0	1	0	2	0	14	0	0	0	2	2	0	0	1	0	0	0	1	0	2	0
T[Ins(C):R1]G	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	8	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0
T[Ins(C):R1]T	2	1	0	6	4	0	1	1	2	2	1	0	0	0	0	3	1	0	0	0	0	1	5	1	0	0	3	0	0	6	6	0	1	0	0	0	1	0	8	0	1	0	4	0	2	3	210	3	0	0	0	0	0	0	1	3	1	1	0	0	0	0	0	0	1	15	0	1	1	0	1	5	16	0	0	0	1	2	1	2	2	0	8	1	2	0	0	4	0	1	2	0	2	4	1	0	1	0	1	0	3	0	2	4	1	8	0	3	1	0	2	6	0	5	1	2	2	1	1	4	0	1	12	0	0	8	23	2	11	1	4	1	3	0	0	1	0	9	0	193	4	1	0	0	3	2	0	8	0	2	2	7	0	0	20	0	0	1	25	10	4	0	0	6	0	4	3	4	6	0	2	2	4	1	0	1	0	1	15	3	1	3	3	0	0	0	11	7	3	3	1	0	1	2	8	12	0	2	1	7	2	0	1	1	0	2	3	4	1	0	1	0	1	0	0	2	2	2	0	0	1	1	2	9	4	8	2	12	0	1	1	0	4	1	0	10	2	2	2	1	1	1	3	1	1	6	21	1	2	0	1	0	6	0	2	2	2	0	2	3	3	0
T[Ins(C):R2]A	1	0	0	0	1	1	0	0	4	0	0	0	1	0	1	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	1	0	2	0	1	0	3	0	1	0	5	0	1	5	106	0	0	0	0	1	0	0	2	0	2	1	0	0	0	0	0	0	1	7	2	2	1	0	0	1	10	0	2	0	0	0	1	1	1	0	6	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	3	0	1	1	1	6	0	1	0	0	0	2	0	2	0	1	5	2	0	1	0	0	5	0	0	1	18	3	1	1	0	0	1	0	0	0	1	4	0	48	4	2	1	1	1	0	0	2	0	1	0	1	1	0	5	0	0	1	18	1	1	0	0	5	1	0	0	0	3	0	2	1	0	0	3	2	2	0	2	0	0	2	0	0	0	0	1	0	0	3	1	0	0	1	1	6	2	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	3	2	8	0	1	0	0	3	0	3	0	0	2	1	2	2	1	0	0	0	1	2	3	5	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
T[Ins(C):R2]G	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	3	0	1	0	1	0	0	0	0	0	0	3	0	17	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	2	1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
T[Ins(C):R2]T	0	1	0	3	1	3	1	0	4	0	0	0	0	1	0	3	0	0	0	0	0	0	3	3	0	0	2	0	0	1	3	0	1	0	5	0	0	0	7	0	0	0	0	1	0	11	131	5	0	0	0	0	0	0	1	4	0	2	0	1	0	0	0	1	0	14	3	0	1	0	1	2	11	1	0	0	0	0	0	1	3	0	8	1	1	1	1	4	0	0	1	0	0	1	1	1	0	1	1	0	2	0	1	1	1	4	0	6	1	0	1	7	0	0	1	2	0	2	0	1	0	0	7	1	0	1	22	2	9	1	3	0	0	0	1	0	0	7	1	78	1	0	0	1	3	1	0	7	1	0	2	7	1	2	29	0	1	1	55	7	1	0	3	10	0	0	1	0	7	1	1	1	1	0	1	0	0	0	5	0	0	1	0	0	0	0	4	3	0	2	2	1	1	3	1	7	1	2	1	5	0	0	0	1	0	0	1	1	0	1	0	0	3	3	0	1	2	0	0	0	1	1	1	4	1	6	0	0	1	0	4	1	3	0	0	4	0	0	1	1	3	0	0	0	1	4	22	2	0	0	1	0	0	0	1	0	0	0	1	2	1	1
T[Ins(C):R3]A	3	0	0	0	3	0	0	0	2	0	1	0	0	0	0	4	0	0	0	0	1	2	4	5	1	0	1	0	1	0	5	0	0	0	11	0	0	0	2	0	0	2	7	0	1	13	50	1	0	0	0	0	0	1	1	2	2	0	0	0	0	0	1	0	0	21	1	1	2	0	0	5	14	0	0	0	0	0	0	0	6	0	4	5	0	1	0	6	0	0	5	0	1	3	1	1	2	0	0	0	3	0	2	1	1	14	0	15	1	0	0	9	1	0	0	1	5	1	0	6	0	0	12	0	0	0	26	2	1	0	1	0	0	2	2	0	0	10	0	97	2	2	0	0	4	0	0	9	0	0	0	3	0	0	19	0	1	1	32	1	1	0	1	15	0	2	0	0	12	0	2	2	3	0	15	2	0	2	3	0	0	2	0	0	1	0	10	0	1	3	0	0	1	0	2	8	0	0	0	4	0	0	3	0	0	0	0	1	0	0	0	0	0	7	0	1	1	1	1	0	0	1	8	6	3	10	0	4	0	0	3	0	8	0	0	6	0	1	2	0	3	0	0	1	2	7	15	3	0	0	0	0	0	0	1	0	6	2	0	0	0	0
T[Ins(C):R3]G	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	1	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	2	8	0	0	0	0	0	0	0	2	0	0	1	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	5	0	5	0	0	0	2	0	0	0	1	2	1	0	1	0	0	3	0	0	0	9	0	0	0	0	0	0	0	1	0	0	5	0	17	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	9	0	0	0	0	4	0	1	0	0	3	1	0	0	1	0	4	0	0	0	1	0	0	0	1	0	0	0	3	1	0	0	0	0	0	1	1	4	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	3	0	5	0	1	0	0	2	0	4	0	0	0	0	2	0	0	0	0	0	0	0	6	6	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0
T[Ins(C):R3]T	2	0	0	4	4	0	0	1	2	0	1	0	0	1	0	5	2	0	0	0	0	0	9	8	0	0	0	0	0	3	6	0	1	0	9	1	1	0	9	0	2	0	4	0	0	16	57	2	1	0	0	0	1	1	0	5	0	0	0	0	0	0	0	0	2	20	7	0	0	1	0	6	17	0	0	0	0	0	0	3	5	1	10	4	0	0	0	3	0	0	8	0	0	4	0	1	0	0	0	0	7	0	3	1	1	10	0	9	0	0	0	14	0	1	0	1	4	0	0	6	0	0	18	1	0	1	35	1	3	0	1	0	0	0	0	0	0	13	1	104	0	0	0	0	6	0	0	7	1	1	0	4	0	0	43	0	0	3	57	1	0	0	3	15	0	0	1	2	4	2	0	2	1	1	8	1	0	0	1	1	0	0	0	0	1	1	6	6	3	6	2	0	0	1	1	18	1	0	1	1	0	1	1	0	0	0	2	0	0	0	0	0	0	7	1	1	1	1	0	0	0	1	0	9	8	4	0	11	0	0	3	2	6	0	1	6	0	0	7	1	0	1	1	0	0	6	25	4	0	0	0	0	0	0	0	0	2	0	1	1	1	1
T[Ins(C):R4]A	48	1	0	3	51	0	0	0	1	0	0	0	0	0	0	10	0	0	0	1	0	3	80	14	0	0	2	0	0	5	94	0	1	0	160	0	0	0	4	1	2	1	7	1	0	42	12	5	0	0	1	1	0	24	3	1	2	2	0	0	0	0	4	0	1	76	47	0	2	1	0	11	175	0	1	2	0	1	0	0	3	0	4	7	5	1	1	122	0	0	25	1	0	4	0	0	2	0	0	0	72	0	50	0	0	122	0	116	0	0	1	37	0	1	1	3	41	0	0	99	0	0	197	0	0	0	131	1	1	1	1	0	2	0	0	0	1	18	0	6173	0	1	0	0	33	2	1	5	0	1	0	11	0	0	50	0	1	14	78	1	1	0	1	80	0	2	3	0	12	1	1	0	4	0	36	2	0	0	20	3	0	4	1	0	0	0	83	16	2	38	1	0	0	0	0	68	1	1	0	50	0	0	1	1	0	1	5	12	0	0	0	2	0	9	0	0	11	0	1	1	0	0	1	54	42	16	1	50	0	1	22	0	14	0	0	87	1	2	15	3	3	0	0	0	0	10	114	5	0	1	0	1	0	1	5	0	1	1	0	0	3	0
T[Ins(C):R4]G	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	5	1	0	0	0	0	0	0	4	0	0	0	12	0	0	0	2	0	0	0	1	0	0	6	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	1	0	8	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	5	0	3	0	0	4	0	9	0	0	0	4	0	0	0	0	6	0	0	2	0	0	10	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	160	0	0	0	0	2	1	0	1	0	0	0	0	0	0	3	0	2	1	8	0	0	0	1	14	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	1	0	5	1	0	5	0	0	0	0	0	9	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	6	1	0	8	0	0	5	0	2	0	0	4	0	1	1	0	1	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R4]T	19	2	0	0	34	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	34	7	0	0	0	0	0	0	40	0	0	0	83	1	0	0	6	0	2	0	2	0	0	26	14	3	0	0	2	0	0	7	1	1	1	0	0	0	0	0	2	0	1	49	28	2	0	0	0	4	84	0	0	1	0	2	0	0	0	0	10	3	0	0	1	69	1	0	13	0	0	4	0	1	0	0	0	0	37	0	24	0	1	60	1	60	2	0	0	26	0	0	0	1	17	0	0	66	0	0	77	0	0	4	90	0	0	0	0	0	0	2	0	1	1	6	0	7786	0	2	1	0	18	0	0	5	1	0	1	0	2	2	40	0	0	9	74	1	0	0	1	31	0	1	1	0	8	1	0	1	0	0	21	3	0	0	13	1	0	1	1	0	1	0	49	13	0	24	1	1	0	0	4	47	0	0	0	19	0	0	0	0	0	1	1	5	0	0	0	0	0	2	0	1	11	0	0	2	0	0	2	28	24	13	0	21	0	0	18	1	12	0	0	41	0	3	5	1	1	0	0	0	0	3	53	0	1	1	0	0	0	1	2	0	0	0	2	0	4	1
T[Ins(C):R5]A	13	0	0	2	17	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	31	7	0	0	0	0	0	3	32	0	4	0	49	0	0	0	3	0	0	1	4	0	1	38	6	3	0	0	1	0	1	4	1	2	1	0	2	0	0	0	0	0	1	50	16	0	2	0	1	5	77	0	0	2	0	0	0	1	2	0	13	2	0	1	0	38	0	1	8	1	0	2	5	1	0	0	0	0	24	0	16	0	0	53	0	38	1	0	0	34	0	0	0	0	13	0	0	51	0	0	54	1	0	0	72	0	0	0	1	0	1	2	0	0	0	7	0	2246	0	0	0	2	10	4	0	0	0	0	1	9	2	0	62	0	1	4	72	0	0	0	4	45	0	1	0	0	10	0	0	0	0	0	18	1	0	0	3	4	0	4	0	0	0	0	35	6	4	11	1	0	0	0	1	23	0	0	0	19	0	0	1	0	0	0	1	3	0	0	0	1	0	8	2	2	9	0	1	0	0	0	3	22	27	9	0	13	0	0	14	0	22	0	0	30	0	1	7	0	1	0	0	0	1	5	46	1	0	0	0	0	0	0	2	0	2	6	0	0	2	0
T[Ins(C):R5]G	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	1	0	0	0	1	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	9	4	0	0	0	0	1	11	0	1	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	5	0	0	1	0	1	1	0	0	0	5	0	3	0	0	7	0	8	2	0	0	5	0	0	0	0	1	0	0	10	0	0	9	0	0	0	18	0	0	0	0	1	0	2	0	0	0	1	0	243	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	2	4	6	0	0	0	0	7	0	1	0	0	2	1	0	0	2	0	8	0	0	0	1	1	0	0	0	0	1	0	6	3	0	3	0	0	1	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	2	1	0	5	0	0	1	0	3	0	0	2	0	0	1	0	0	0	0	1	0	2	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R5]T	18	0	0	1	13	0	0	1	2	0	0	0	0	0	0	3	0	0	0	0	1	1	38	2	0	0	0	0	0	4	42	0	0	0	66	1	0	0	5	0	0	0	1	0	1	36	4	0	0	0	1	0	1	2	1	4	3	1	0	0	0	0	1	0	1	58	22	0	0	0	0	4	78	0	1	2	0	1	0	0	2	0	8	1	1	1	1	33	0	1	12	0	0	2	3	2	0	0	0	0	39	0	17	0	0	81	0	55	6	0	0	33	1	2	0	0	22	0	0	66	0	0	47	2	0	0	125	0	0	0	0	0	1	0	1	0	0	1	0	1678	0	0	0	0	11	0	0	0	1	1	1	2	1	0	63	0	0	7	100	0	1	0	2	37	1	0	0	0	5	1	1	0	1	0	24	2	0	0	12	4	0	0	0	0	0	1	34	8	1	15	0	0	0	1	2	32	0	1	0	11	0	0	3	0	0	0	1	6	0	0	0	1	2	3	0	0	7	0	0	1	0	1	0	26	15	6	0	25	1	0	13	1	15	0	0	35	0	2	10	0	0	0	0	0	0	5	50	3	0	1	0	1	0	1	2	0	1	0	0	0	0	0
T[Ins(C):R6]A	17	3	0	1	28	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	45	1	0	0	0	0	0	1	47	0	0	0	64	0	0	0	8	0	3	0	1	0	0	62	1	6	0	0	1	0	0	11	0	4	1	2	0	0	0	0	0	0	3	69	36	0	0	0	0	3	102	0	0	0	0	1	0	0	2	0	9	1	2	0	1	58	2	0	15	0	0	1	1	1	0	0	0	0	39	0	32	0	0	70	0	68	2	0	0	55	0	1	1	0	25	0	0	67	0	0	77	1	0	0	189	0	1	0	0	0	0	4	1	0	1	3	1	1783	1	0	0	2	19	0	0	1	0	0	0	10	2	1	108	0	0	12	134	0	2	0	6	32	0	4	1	0	8	0	0	0	2	0	44	0	0	0	16	3	0	3	0	0	0	0	44	5	2	30	1	1	1	1	0	43	0	0	0	20	0	0	3	1	1	1	1	5	0	0	1	2	0	2	1	0	9	0	0	2	0	0	2	34	18	12	0	33	0	1	22	0	26	0	0	45	0	3	17	1	0	0	0	0	1	4	74	2	0	0	0	0	0	1	3	0	0	1	0	0	2	0
T[Ins(C):R6]G	7	1	0	0	9	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	12	0	0	0	15	0	0	0	1	0	0	0	2	0	0	10	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	34	13	0	0	0	0	1	25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	17	0	1	4	0	0	0	0	0	0	0	0	0	9	0	10	0	1	30	0	23	0	0	0	13	1	0	0	0	13	0	0	21	0	0	26	0	0	1	36	1	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	4	0	0	0	1	0	0	1	1	0	20	0	1	4	21	0	0	0	1	9	0	0	1	0	0	0	1	0	0	0	10	0	0	0	4	1	0	0	2	0	0	0	12	1	0	3	2	0	1	0	0	15	0	1	0	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	7	10	2	2	7	0	0	7	0	10	0	0	11	0	0	6	0	0	0	1	0	0	2	24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
T[Ins(C):R6]T	15	0	0	0	18	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	20	1	0	0	0	0	0	0	30	0	2	0	35	0	0	0	4	0	0	0	2	0	0	42	0	4	0	0	0	0	0	5	0	3	2	0	0	0	0	0	1	0	1	35	21	0	0	0	0	1	51	0	0	1	0	1	0	0	0	0	3	4	1	0	0	21	0	0	14	0	0	1	4	1	1	1	0	0	29	0	10	0	0	52	1	21	3	0	0	44	0	0	0	0	17	0	0	34	0	0	40	2	0	0	79	1	1	0	0	1	0	0	0	0	1	4	0	1132	1	0	0	0	14	0	0	0	0	0	0	4	1	0	85	0	0	6	117	0	0	0	2	10	0	1	0	1	2	0	1	0	0	0	15	1	0	0	9	0	0	3	0	0	0	0	24	4	0	17	0	0	1	0	1	32	1	0	0	11	0	2	0	0	0	0	0	7	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	13	15	1	0	12	0	0	12	0	10	0	0	23	0	0	9	0	0	0	0	0	1	1	50	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0
