hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16	hdp.17	hdp.18	hdp.19	hdp.20	hdp.21
C[Del(T):R3]G	0.000372445786587188	2.7200007510768e-05	0.000440752330850879	0.0011634614778344	9.32701088681626e-05	0.00205532942128668	0.00484868268714705	0.00025846931304432	0.000107988814204385	0.000578824280334018	0.000914921458536284	0.000796188532893373	0.00318637002027954	5.15228585366479e-05	0.00306194264617837	0.000767024929288338	0.000111098820463969	0.00453194237728743	0.000199610224242738	0.00113686497240885	0.000579585815750259
C[Del(T):R4]A	0.000615941714993427	0.00187207343117992	0.00240509201632337	0.00590103937606798	0.000459365214068213	0.00336212572730184	0.00381894502191155	0.00119329614118081	0.00085140742075106	0.00195991539922441	0.000518510990752888	0.00228633616941134	0.00216292630035634	0.000633422791895398	0.00316558258492134	0.00666065283653342	0.00131573591123512	0.00334999249949456	0.000893309771998301	0.00156726836914458	0.00279735224825889
C[Del(T):R4]C	0.000508030057595481	0.00253317911159235	0.00112565820851517	0.00460791111466611	0.00055048373705092	0.00219202742860918	0.00320064914920552	0.00169646152895757	0.00118709551294298	0.00148923669042143	0.00105090806078899	0.000853412682882474	0.00190639318101175	0.000533446831647373	0.00270983948242983	0.00722292490995232	0.00103730219080512	0.00318138486940447	0.00059020953646231	0.00105091962699615	0.00675384744913878
C[Del(T):R4]G	0.000579238708714634	0.00165022614186043	0.00171950627476195	0.00213420394872174	0.000232133657218295	0.00228602722385426	0.00611554388755988	0.000292813970945419	0.00164706634357644	0.00137399263013007	0.00139948545445755	0.000352784857149355	0.003952569677038	0.000204380896236627	0.00146459054127972	0.00642050373062258	0.000367213849872442	0.00127160816731882	0.00035796267315725	0.00116692883437216	0.00380317791094194
C[Del(T):R5]A	0.00069468344581102	0.00503287288448708	0.00316390940057342	0.00510074277112519	0.00154408349491711	0.00239950409531749	0.00302118354798269	0.000869575054224532	0.00140149778490127	0.00160601773336714	0.000912041426106067	0.000962637102557377	0.000616970945276249	0.00131495593526348	0.00266832567675558	0.0152331724319977	0.00368197687877494	0.00190242887868907	0.000937288479785134	0.00157254989578245	0.00963361562743119
C[Del(T):R5]C	0.00118635144033319	0.00592488766904618	0.00340479548029338	0.00326292979735858	0.000889763767327541	0.000770612445708314	0.00218938814368495	0.000791488252538961	0.00529510971574156	0.000512827176661392	0.000829507758410121	0.000525852727197676	0.000899584477391612	0.00221585887124392	0.00125454307674882	0.0167476953075072	0.00319043127691159	0.00142404634476853	0.00538304475965178	0.000898574917629342	0.0122488784998692
C[Del(T):R5]G	0.000473985374902768	0.00480961538844802	0.00215852941642801	0.00225013354210524	9.83349615728063e-05	0.000959514859090656	0.00368768775320898	0.000329511845442518	0.00302758570102238	0.000779970004788484	0.000551581707968824	0.000994982224435335	0.00112053298763289	0.000221778684133656	0.0013047727162512	0.0111748136742874	0.000876058086059623	0.00114912323820295	0.000925408044745283	0.000872472431117761	0.00369771133149062
C[Del(T):R6]A	0.00161869672294795	0.0109279933607935	0.00526286763152658	0.0122743330764885	0.00592398322723899	0.000623319546209881	0.00123770572281692	0.00209887694737421	0.00238977832585773	0.00162642827024106	0.000608008144568141	0.00272298935143009	0.00154590190065752	0.000536511233000165	0.00244650564046632	0.0258150523031881	0.0101152435484192	0.000643003466179294	0.000293467843623705	0.00270366778544379	0.013750784250847
C[Del(T):R6]C	0.0013715400759726	0.00599472281003499	0.000393532692905022	0.00320256355316988	0.00275403969852382	0.00138142523949999	0.00191308333426805	0.00102568713559316	0.00227725880312822	0.000483554643381049	0.00126175213882425	0.00162683320778727	0.00078335852640269	0.00739693038948624	0.0021153865695362	0.00955038373318621	0.00766197210025513	0.00126834246803145	0.00318948575824301	0.00161711052967465	0.0037083153471948
C[Del(T):R6]G	0.000635090017485922	0.00585442342926731	0.00063201796031755	0.00437263754757171	0.000572738491512134	0.000313372481238643	0.00104114633038173	0.000945162524558141	0.0016653762252766	0.000657748127928664	0.000497895099381215	0.000416377847508231	0.000895463141411644	0.000387150318829325	0.00119142556921624	0.0112295162635195	0.00312779792268424	0.000671641952462361	0.00175586718703797	0.00136051628369336	0.00224914829642831
C[Del(T):R7]A	0.00586206446945615	0.0295483524151162	0.0015680380923319	0.00523046646103144	0.0178751704684245	0.00173353944425914	0.000101679247953086	0.00251595767313912	0.00309666030127059	0.00198297649020747	0.000803020807013362	0.00182985490290804	0.000803190117175302	0.00856273427400558	0.006237521590277	0.0293634984008967	0.0362306715354285	0.000798675534157073	0.000805854346637585	0.00798677086084052	0.00550146228946377
C[Del(T):R7]C	0.00303053540298069	0.0271427053608459	0.00678192942747944	0.00692100583000888	0.00395784386381963	0.00163359163937143	0.000298084988332431	0.00500503792143177	0.00629686599710027	0.000801837076188836	0.00194954243937508	0.000458377606613404	0.00190346387865504	0.0600842796488015	0.000990217860321451	0.0284636194428643	0.0281072935709333	0.00123497507953356	0.00416104052647744	0.0050254458864562	0.00451603447984252
C[Del(T):R7]G	0.00363734253204525	0.0370647854025519	0.00272416381767526	0.0102438124770426	0.00214186957098081	0.00181313390365098	0.000826955364538734	0.00109095429000575	0.00232404148611014	0.000545859601393668	0.000645431040608644	0.00209404847491379	0.000715305701031767	0.000311445359858569	0.00176621622190992	0.0359770888308782	0.0171971217167408	0.000864540871732196	0.00314885365187586	0.00452581475716364	0.00448506845967595
C[Del(T):R8]A	0.0124649504628517	0.0571664895280174	0.000604506134613843	0.00129463058874592	0.00556579463053482	0.00402520931118955	0.000224562479612293	0.006343287590776	0.0010906080478111	0.00205297906382776	0.00195657018585287	0.00118639927221568	0.00295464509844861	0.0180555223917922	0.00156699126194286	0.00248394194655126	0.0472254016668986	0.00052830108017033	0.00208508546408839	0.0135431341690504	0.00186676562600835
C[Del(T):R8]C	0.00583053717035887	0.0494783314667247	0.00663046948582391	0.000910171363879002	0.00118236968260938	0.00281863962301409	0.00083279414266071	0.00833688501135531	0.0042963586658174	0.00162201420848584	0.00253954599986629	0.0017672160459379	0.000592039802590679	0.106670970281507	0.00243783111390752	0.0011745028927259	0.0304480647338096	0.000480450103274559	0.00125026118950917	0.0078773448934228	0.0119127978804415
C[Del(T):R8]G	0.00542600544134511	0.0668498874186554	0.00727173908899205	0.000975272215455047	0.000148130666377202	0.00284148900827069	1.97827021895879e-05	0.00138670593657102	0.00080557244560742	0.00056415731638188	0.0019911247331647	0.000997111134558939	0.00109595464413627	0.00162845779655419	0.00177703872647375	0.00838467241125637	0.0201941886729652	0.000531534970698407	0.0142968922462512	0.00672303677814168	0.00591413702638148
C[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R1]A	0.000245274191060585	5.55152301332178e-06	0.000272341116026996	9.75374646864869e-05	3.96790195820096e-05	0.00211741177193159	0.00602577267393451	0.000203307147543966	2.83106933620502e-05	0.000764388472645335	0.00118713417892332	0.000292465736980561	0.00165129264019197	3.40147479065407e-05	0.102623532073897	6.71751835728695e-05	7.6901139018665e-05	0.00373268368254332	5.57063631966559e-05	0.000973309118785937	0.000114486087061779
G[Del(T):R1]C	0.000148074438100759	1.16663102963038e-05	6.01590273899501e-05	0.000237709158394628	0.000147242038621181	0.003515260421985	0.0011374093433664	0.000238966838248712	3.75840976919187e-05	0.00106375077600158	0.000546324042274717	0.0012232467110217	0.00265497960553416	0.000277212108674863	0.00124111821421735	8.07945045391954e-05	0.000162164513131528	0.00447135729375487	0.000319091170145661	0.000794139158570998	0.000150284498428229
G[Del(T):R1]G	0.00034703146886668	5.3162518606868e-05	0.00225848177046733	3.00124030779774e-05	6.83429610454366e-05	0.00319867495339476	0.00185988130993294	0.00105706335687316	0.000535267881030394	0.000887052814208677	0.000444816043273813	0.00144170747703887	0.00305531046702808	0.000508694908941442	0.301688632908659	0.000177882471674271	0.000184552065054441	0.00513362626514569	0.00247737990267923	0.00136570285532273	0.00170406317274602
G[Del(T):R2]A	0.000158707732445083	2.78292266564482e-05	0.000237887811260509	0.000420765469015102	0.000148615668339279	0.0012345306442187	0.0013918187348259	0.000156065939866749	5.4933801713824e-05	0.00295997877964687	0.00235003636084757	0.0020358284482002	0.00503581285948767	0.00044789744316473	0.00172333927634786	0.000159115311533794	0.000366236219047233	0.00631255431080576	0.000662554328891139	0.00085169940969495	0.000364107054442974
G[Del(T):R2]C	0.000168661444854278	1.26260259557632e-05	0.000112582714439264	0.000237003519793629	0.000132542247609503	0.00102411980311079	0.000478357262848423	0.000277079718803536	4.01902942471977e-05	0.000637125885454966	0.000851817786505451	0.000600770088214045	0.00108426950736297	0.00030186549068717	0.00230048444339322	0.000145351484366684	0.000130081152320108	0.00363871000467334	0.000489389531084322	0.000576329885042507	0.000285369190708476
G[Del(T):R2]G	0.000156020569652994	2.62936093879451e-05	0.000173753983631602	4.40682687591689e-05	5.91311788126977e-05	0.00104276044047295	0.00404304654535632	0.000648288101447075	0.000120820279541141	0.00112094304377973	0.00085784073465059	0.00110563188085965	0.00183372189353098	0.000357115758069577	0.00135405228855903	0.000161209874530098	0.000194487432289997	0.00377215835282539	0.000346875237149452	0.000707926464105238	0.000651118111004227
G[Del(T):R3]A	0.000438076377086169	6.94998302505034e-05	0.000470601789590766	0.0076857814982788	0.00101291846018114	0.00171153977466576	0.00176726753327451	0.00166856899106969	0.000184744835878679	0.00100545763910463	0.00115016694724297	0.000449355082756223	0.00119063311738816	0.00123683565820445	0.00123170015681066	0.000993436623144046	0.000239455540634056	0.00370530694371219	0.00124284773984254	0.000782357362370602	0.000658180285087134
G[Del(T):R3]C	0.000258305790988432	0.000102712443128668	0.000740444577478625	0.00443897895733338	0.00177506812064135	0.00167121811108394	0.00169439804579169	0.000528866204325229	0.000111642477317766	0.000672671255656525	0.000631983100133271	0.000900904672306525	0.00116135078470558	0.00233815644078667	0.00366502877836147	0.00109290039652641	0.000291092487821503	0.00235215172048702	0.000454439371910137	0.000462721287784324	0.000966678992132114
G[Del(T):R3]G	0.000401532451588905	0.000178841580908477	0.000391491727751225	0.0035832783409444	0.000533176653612237	0.00059203938835714	0.00208878446012276	0.000733357650417509	0.000295551833917959	0.000618190936611444	0.00156849603912002	0.000638995057100053	0.000631056185622834	0.00128605352138591	0.00134356024214982	0.00113919365717099	0.000319529130475397	0.0028837821174633	0.000959747085399353	0.000824913800258135	0.000465436705522892
G[Del(T):R4]A	0.000456759996243145	0.0012356505206287	0.000773149464586442	0.00968436626039562	0.00202241912130066	0.00191215233203202	0.00196962729081771	0.00110948779326183	0.000779527106507933	0.00138552846826159	0.000871358777335217	0.00108090789942418	0.000895976303868293	0.00709330937492027	0.00230036052158524	0.00585099236269346	0.00119507803381356	0.00297036556025764	0.00339150408046382	0.00131442254126585	0.00354127521340438
G[Del(T):R4]C	0.000361414325140557	0.00132453590913773	0.000881540371724637	0.00431434269411498	0.00147481284555495	0.00146939736425902	0.000699731462302006	0.00133893410162215	0.00112456757868291	0.000658692334903643	0.00069273834815407	0.000560547402545382	0.00101101556667621	0.0057477019284674	0.00531128869014401	0.00545942251198302	0.00173183324211171	0.00223361107752342	0.000513135850723069	0.000800847776016247	0.00433859825222448
G[Del(T):R4]G	0.000586570844267984	0.0013275209690557	0.000975437129961068	0.00349466379018023	0.000695681606328582	0.00207439491648045	0.00225188611739847	0.000953344950891946	0.00101438822925583	0.00165597178668911	0.000618570210762526	0.000909318936128391	0.00109474657418624	0.00598285751176045	0.00543273206196718	0.0048049477133136	0.00120825762238872	0.00228011548360914	0.0015137987760882	0.00118117208564729	0.00173176697036668
G[Del(T):R5]A	0.00155974240863987	0.0037969384449669	0.00217543673879897	0.0100462905751016	0.00224877507058146	0.00142403051392675	0.00102877733988649	0.000889954217555905	0.00290912637785029	0.00202254850091667	0.00184604821111196	0.00204610327213009	0.000879672704985149	0.0166536610624143	0.00213149640457397	0.0148362962514412	0.00684557471120136	0.00259280619037475	0.00464474083514831	0.00189752096681722	0.00405016759112676
G[Del(T):R5]C	0.000886930244546703	0.00285366119586612	0.00158552638930586	0.00349238753662862	0.00154632296706415	0.000588335159137737	0.000967201278508026	0.000454278466532404	0.0028924708282538	0.000377718779943508	0.000548397899298504	0.00034478206335138	0.00138486510723011	0.013484656621152	0.000805822210043003	0.00971537873787877	0.00408564918137598	0.00160364920265407	0.00485346691064943	0.000861573808685751	0.00307226798738069
G[Del(T):R5]G	0.00102663107963843	0.00482754440307589	0.000672231566466961	0.00408184615635353	0.000696326105580201	0.000799237242113454	0.00159629120813692	0.000808691342490766	0.00275893131193569	0.00125058731896752	0.000853990954992349	0.000849709452667464	0.000475583997584715	0.00542343449639832	0.00196461503649043	0.0104267408109233	0.00363129331561644	0.000748746384987521	0.00621299463651103	0.00141683013509408	0.00203585629968477
G[Del(T):R6]A	0.000996240138287565	0.00723432917895753	0.00258051200986854	0.0056132071144669	0.00142255958047291	0.000482585389487023	0.000125456903594552	0.00079146518178802	0.00502225299058249	0.00060467565112206	0.000909529430274438	0.0013789016467257	0.000238903850781766	0.0207970315978478	0.00173453354633564	0.0202388097354275	0.00884383466023506	0.000991606262186201	0.00212070494354651	0.00132953421601678	0.0156050745642622
G[Del(T):R6]C	0.000912528295918393	0.0038229238236295	0.000510925272733652	0.0032888335627759	0.00105633427340385	0.00149020212120097	0.000451852283215772	0.000941717292417592	0.0027102365868239	0.000473729386495675	0.000362387528891749	0.000407051193633392	0.000255763375659614	0.0103702619327636	0.000485608258215376	0.00899914229976046	0.00635311645992678	0.000518917496179026	0.00892402552004749	0.00136984953132503	0.00149819900579932
G[Del(T):R6]G	0.000917488639351808	0.00401769434958611	0.00135067805037735	0.00311653255018678	0.00157006202283212	0.000980014249466136	0.000578922533396658	0.000703911681966253	0.00381091195211009	0.000668509123565026	0.000964255888299327	0.000915932273179028	0.000573384209114556	0.0115659257896399	0.000877283785979768	0.0088277377458396	0.00519938503296786	0.00117619249236091	0.00645391356262534	0.0013061052200358	0.00201132151825157
G[Del(T):R7]A	0.00234362505348585	0.0159401000877833	0.00421843873736259	0.00342124323187305	0.00223898714507833	0.00038242515568351	0.000555413768852915	0.0011512689232163	0.00512301761082663	0.000587222641476935	0.000459198679872583	0.000570446536453459	0.000854116145555537	0.0300592173550435	0.000978610517640393	0.0185349200298567	0.0149323089774446	0.000428262532195236	0.000798193539474717	0.0022964444735017	0.00705083158605467
G[Del(T):R7]C	0.00156026384009044	0.0140991342498071	0.00449170694052203	0.00335382060167436	0.00115234187656803	0.00215841055268255	0.000265894882633645	0.0017829845352373	0.00221493869953444	0.000570991173142489	0.000940403611600392	0.00160346290309706	0.000302878103710774	0.0292851234386226	0.00226000331945216	0.0139133071780943	0.0141699072639185	0.000811526272911266	0.00274894205744501	0.00285148692066758	0.0022253376567031
G[Del(T):R7]G	0.00132773797353094	0.0165064038180986	0.00489445968664202	0.00265448722301323	0.00123383197133715	0.000577501284431524	0.000542814300273916	0.00175747597494667	0.0053369335590258	0.000581121286091534	0.00078003896607934	0.000780540745318196	0.000676038082213543	0.0233151865397663	0.00206123273944771	0.0150639898551426	0.0100568029502012	0.000824769319696734	0.00588940738011024	0.00253840366356114	0.00221112727189871
G[Del(T):R8]A	0.00264384723496179	0.0293875117011367	0.00781691988790393	0.000626948515719932	0.00334163747833718	0.000593619328418463	0.000683521170410732	0.00529293782242672	0.00518420711559579	0.000793718166437616	0.00170299881127684	0.00222524777919789	0.00144374515368841	0.0414993270297216	0.00148235266709059	0.00165059488642371	0.0270210012132205	0.00048916570332072	0.00151758189073653	0.00496584456359612	0.00908273737008494
G[Del(T):R8]C	0.00202081293588428	0.0194055758041084	0.00552596397201508	0.000978265488875414	0.00100837115990582	0.00076611160805463	0.000124688643315344	0.00472147532161377	0.0050896358492071	0.000641235091146522	0.000428920367325295	0.000543534011557585	0.000321073989152815	0.0382665292713775	0.00129799832408147	0.00163874382412934	0.015246981959565	0.00069828708982976	0.00382055293290728	0.00436223216863542	0.00219554030087715
G[Del(T):R8]G	0.00210908974547546	0.0249681008850973	0.0186680613609828	0.000878440389369559	0.000194283973895931	0.00117945844779545	1.99363542454294e-05	0.00308385958805682	0.00660215261942726	0.000239165933117349	0.000287646890124625	0.00114978440342315	0.000949649889568508	0.0232470574321651	0.0019190944256914	0.000669293676485258	0.0100155756375842	0.00128124622138447	0.0105001802108488	0.00375403243268151	0.00944193316640935
G[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R0]A	0.00192383784964223	3.80120336647538e-05	0.00127814000621003	0.000652340124088141	0.0452988707735122	0.0027032907217303	0.00033380909131557	0.0061657889232849	0.00168492893436119	0.301917443868621	0.00253932400953698	0.00245614209593694	0.00549430213273524	0.0021529963352791	0.00232386435783265	8.81441209876519e-05	0.00196307008868543	0.00092017439173488	0.00411253663155357	0.00881080886247656	0.000457908499647712
A[Ins(C):R0]G	0.000104248613086418	3.60525239266475e-06	5.30032881898944e-05	8.52343142400351e-05	0.000148605903199103	0.000462935714774775	0.00016951663060709	0.000330142445968244	6.27565479929869e-05	0.0104548693390934	0.000380403796670224	0.000373823498370859	0.000247007541243027	0.000148498683101635	0.000526708991196347	1.82745959937203e-05	9.34461829147352e-05	0.000673582286779207	5.26871466984697e-05	0.000550786065862494	9.547198993704e-05
A[Ins(C):R0]T	0.00023412132585963	6.96160937728306e-06	0.000105108331958131	0.00233056496135138	0.00054881064303409	0.00184691010126447	0.000540010150254809	0.000391672138728363	0.000294525150426485	0.207538255487681	0.00182929378310007	0.00137578878654496	0.0028362916614415	3.43799911296452e-05	0.00254494086327401	4.69707305751358e-05	0.000219927170926138	0.000824090732831827	0.0001524886212096	0.00163021800842092	0.000298884112684394
A[Ins(C):R1]A	0.000226650576058047	1.12941707403659e-05	0.000404097365827638	0.00020746912996149	0.000523310606987703	0.000917892068399509	0.000275459723109776	0.00104305941105187	0.000426954850986597	0.00734298332338677	0.000428388758905113	0.000271301865751786	0.000328081863951439	0.000176067584331803	0.00139255066357237	2.3055731260507e-05	7.45530792688329e-05	0.0012984971718408	0.00056352402775063	0.000802385494017988	0.000334488941614053
A[Ins(C):R1]G	8.03962639751938e-06	9.15063726971459e-07	1.26770581221716e-05	3.58509934378569e-06	4.32921214471474e-07	0.000322865398413817	1.5480444626027e-05	5.73923380913348e-05	7.08286910716981e-06	0.00079018268292144	9.51637490633469e-05	0.000135814924552081	0.00024225544307676	8.61909740856923e-06	0.000172499156712097	5.02508659499121e-06	6.75030807882341e-06	0.000120767256114078	2.19493401807902e-05	2.21927370838911e-05	3.16758224348035e-05
A[Ins(C):R1]T	0.000151474208370342	5.35173269545086e-06	6.83750795770391e-05	0.000392915506811154	0.0002836512817404	0.000373981106280138	0.00105981505516647	0.000194486430434123	7.27448898148937e-05	0.00574746618776828	0.000146274101460844	0.000427093958130409	0.000311051284921373	3.57649163128539e-05	0.00107072572824096	2.5356953662233e-05	4.38740928968009e-05	0.000344191981385005	0.000160898776081656	0.000306607878662648	9.23675012285136e-05
A[Ins(C):R2]A	9.4505147791993e-05	5.81474073933607e-06	8.24201062679738e-05	0.000288651712879659	5.36822305944628e-05	0.000469813100924062	0.000682099888894198	0.000207821324478123	0.00019142035687992	0.000994508225484467	0.000443063488042444	0.000373245055003941	8.76973256645481e-05	6.02415677333366e-05	0.0012094768459124	1.71869149125534e-05	5.24186638988748e-05	0.000793310456756395	0.000317839832223521	0.000206958589547375	9.30557943371014e-05
A[Ins(C):R2]G	1.04607242567585e-05	2.16002218965629e-06	2.07777394661119e-05	2.61769158435146e-06	3.87350560316582e-07	0.000232410510701286	0.000173396345017087	3.09840185140008e-05	6.74618342777969e-05	9.24010260760709e-05	0.000131622739726597	4.44685792485124e-05	6.80635162554364e-05	1.21740600404869e-05	7.03875869342464e-05	1.37513965261819e-05	1.97805363890235e-05	5.90794689260442e-05	9.211884168683e-05	8.90087968034597e-06	3.20414781487408e-05
A[Ins(C):R2]T	5.20952347629587e-05	7.131190436247e-06	4.19318076348754e-05	0.000268267862324992	7.31083494513482e-05	0.000477128621712203	0.000167480740867191	0.000210920495354554	0.000146578812321148	0.000924880370775768	6.30394116723497e-05	0.000298703384009385	0.00013475859929314	8.47942668630287e-05	0.000583134721097861	3.89358750455441e-05	3.7134453408332e-05	0.000129504061999768	0.000104915954506853	0.000213039397664575	0.000133406977828064
A[Ins(C):R3]A	0.000167563694432029	1.77549804112267e-05	0.000115501322078442	8.89559887969174e-05	8.65940080344709e-05	0.00029628523032333	0.000975882619663069	0.000210120709321927	0.000433767540227589	0.000426207830515068	0.000184152661861503	0.000499059468975393	0.000139280843442366	0.000269804419141165	0.000750470469144007	0.000273859450276441	0.000131180986998468	0.00043088145337699	0.00015117908152364	0.000320699939438802	0.000157224787273156
A[Ins(C):R3]G	1.64160202974574e-05	7.20942158481091e-06	6.12110996024727e-05	1.05845790149863e-06	3.54800093063088e-07	5.00535632872806e-05	0.000694315227333594	0.00012902701976369	0.000133776443277672	2.35120239105724e-05	6.45466091713272e-05	6.11599502176134e-05	3.12334191062998e-05	0.00018369270604817	0.0006336122042162	0.000100947681143103	1.22426923676707e-05	2.93276760677384e-05	0.000121889043880994	3.81838980300621e-05	0.000131686245056595
A[Ins(C):R3]T	0.000115385663238918	3.33321260020472e-05	0.000121169601479331	0.000113585052225337	2.83514569777935e-05	0.000186817954645975	0.00087385765458434	0.000447818656268874	0.000552896078145129	0.000248377243763387	0.000157893542644821	0.000147992051925752	0.000200817574702288	9.31016757732888e-05	0.000699497298793737	0.000114330819931804	4.14852985292518e-05	0.000261287751748835	0.000513812446227481	0.000245361898179604	0.000158049305059486
A[Ins(C):R4]A	0.000329400480729005	0.000345886987814034	0.000474628781401622	0.000415689423595012	0.000367852830431739	0.000361925765308029	0.001010838462367	0.000357873488599538	0.00207006409867687	0.000116120521474419	0.000127691174157559	0.000669103928848174	9.52664719001326e-05	0.000712187867840962	0.00028716813636554	0.00119627516031063	0.000158641938570854	0.000541766788270847	0.000186587579587911	0.000418790307006745	0.00134561302728925
A[Ins(C):R4]G	0.000132762215155843	5.44185497859649e-05	0.000210393840568241	2.15902649370205e-05	1.9487964744667e-05	4.65883165981612e-05	0.000526335117284919	9.23752867684729e-05	0.00104832282044769	2.48881103090842e-05	8.42803810765442e-05	9.96771224539204e-05	8.31590451885514e-05	0.000949997623294868	0.000239871312985428	0.000369870613141162	6.22104901005704e-05	6.51125302718661e-05	0.000297731122823553	4.27988958218603e-05	0.000774028618926327
A[Ins(C):R4]T	0.000139518496885996	5.26778465526112e-05	0.000441326438141785	0.000509186538227391	0.000175303796440419	8.36969928283865e-05	0.000529869114569273	0.000300073567241576	0.000745172697370164	5.45290113330284e-05	6.23267058782595e-05	0.000191238147769954	6.5230431859349e-05	0.000157352350204808	0.000892443553823	0.000513453838835892	0.000169456979574728	8.48021522739594e-05	0.000476374161649972	0.000201989584733593	0.00128690019118273
A[Ins(C):R5]A	0.00025116157542262	0.000304440847438551	0.000348749577289471	0.000372497512453212	0.00054941282667828	0.000630435914889452	0.000511584519924139	0.000801793187959354	0.00207880961311436	5.14762165843299e-05	0.000110270775157749	0.000503692979244414	8.81623791408869e-05	0.000253550560165766	0.00359509557138983	0.000642659474467711	0.000149174049567194	0.000181818868116261	0.000187286000753756	0.000297104080772986	0.000863908227356091
A[Ins(C):R5]G	8.15112248913505e-05	2.47554646515654e-05	9.61821997007105e-05	5.92622612161654e-05	2.547725071931e-05	1.67155003126489e-05	0.000192564438983309	0.000134479407236121	0.000206562899225824	1.24165334265719e-05	1.57729970823227e-05	9.33082820841455e-05	2.41186354625406e-05	4.74537705466946e-05	0.000357266572414493	0.000178800785272799	4.54064904204419e-05	3.89445242938551e-05	0.000230144324587046	2.32400078572596e-05	0.000181322215793612
A[Ins(C):R5]T	0.000272881683883171	9.12837148127717e-05	0.000284368526425247	0.000446020502170214	7.76328643995839e-05	0.000100186787417989	0.000192948569122913	0.000710194616472567	0.00193664928075854	2.54343107564935e-05	4.19678559405208e-05	6.83875106372455e-05	0.000112158069431522	0.000146709955293469	0.00115032483623527	0.000611318721028944	6.90645744673872e-05	6.74663784595154e-05	0.000490524465478821	0.000167579917818118	0.000424870430435495
A[Ins(C):R6]A	0.000776921232634384	0.000342234315309778	0.000262030533651791	0.000156981826186781	0.000285239744542371	7.09379810726633e-05	0.000379866295054048	0.000411636028542795	0.00243177674690165	0.000116950407425521	0.00013766321342405	0.000394593789576782	0.000317123707325063	0.000654634747292354	0.000823873486739169	0.000769593410470008	0.000628246129562473	0.000133140863478883	0.000419154552593984	0.000384571472001558	0.000659951205897771
A[Ins(C):R6]G	0.000235836793468635	4.32325787418436e-05	9.29463222428734e-05	1.14381740968401e-05	1.47225763387555e-05	4.47561171993165e-05	0.000201629910277955	0.000112569884092317	0.000803822511397257	4.9998511497928e-05	8.51391331399151e-05	9.04220285832363e-05	5.61164528115583e-05	0.000101601881692812	0.000181380219617533	0.000355760281858195	3.49667898226753e-05	0.000114416107175331	0.000332273869650995	6.20249803100649e-05	0.000811045882672567
A[Ins(C):R6]T	0.00048631925210461	7.0817483503546e-05	0.000258371629769075	0.000154648666296381	0.000212668477800705	0.000213915918218744	1.18312082997924e-05	0.000275618571243929	0.00129179228939333	0.00021833198504388	0.000299307224264001	0.000249112301130127	9.60255247005938e-05	0.000114913444087953	0.000669797372147186	0.000744702605842561	6.45236344637879e-05	0.00011735311595001	0.000169709068079978	0.00010551713988331	0.00122572814115699
A[Ins(C):R7]A	0.00243887118281287	0.00138726730077009	0.00225452207831498	0.000159110123257536	0.000140009324797455	0.000348423252346978	0.000481430303965253	0.00125225729033615	0.00678443674021707	7.8324720747294e-05	0.000246397581828965	0.000524457307116658	0.000612844263854023	0.00270555577711145	0.000999966375882767	0.000852424986291217	0.00116139632419267	0.000284889851143913	0.00566735310069424	0.00160841523219718	0.00303282018859475
A[Ins(C):R7]G	0.000455464557715194	0.00026919326185282	0.000271738166025302	4.04262630765929e-05	2.50508395982892e-05	0.000124270915747731	0.000164561351806203	0.000457331495906953	0.00225363676959767	2.65690527712663e-05	7.2596679534083e-05	0.000335407702807105	9.37964752795212e-05	0.000952392590587718	0.000323766376989802	0.000131483550581806	9.3663434209226e-05	8.34131697848511e-05	0.00183071465531108	0.000319030390697103	0.0010458398693396
A[Ins(C):R7]T	0.000706608922643906	0.000348504361333757	0.000261602013377238	7.10077295424728e-05	8.23429170111645e-05	0.000184614004644466	2.36240035856244e-05	0.000392587278515696	0.00178288784061041	5.49587737005636e-05	0.000104084255191016	0.000656777718132514	0.000237604908313371	0.000228051013501691	0.000338017384907827	0.000176191904508115	0.000328388909828853	0.000125156864896451	0.00126427326414895	0.00025167778908484	0.000469121941541789
A[Ins(C):R8]A	0.00165139712652189	0.000424463316276536	0.00211963845458756	5.58137370854763e-05	2.51647662336764e-05	0.000719217924889995	0.000182999598507178	0.0027477879590967	0.00354872940997169	0.000120375804029817	0.000188983872449311	0.000289818016826834	0.00019080556135536	0.00232676427972819	0.00182140273373161	0.000139925509601777	0.000339705374579386	0.000219798526711575	0.00826027805499803	0.0016200596662979	0.00107248971813773
