hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16	hdp.17	hdp.18	hdp.19	hdp.20	hdp.21	hdp.22	hdp.23	hdp.24
A[Del(C):R4]G	0.000258576121174073	0.000902293245634544	0.000752120544884226	0.00178728947386345	0.00020727018402811	0.000161734039917503	2.42110246295295e-05	0.000201425629370422	9.03103299346342e-05	5.64624372054452e-06	0.000474124283347518	1.10602116187659e-05	0.000551349914035409	0.000199568678092372	0.000756708973044768	0.000382982238586904	0.000623190298266785	9.41806156359951e-05	0.000101432308355215	1.38434719580426e-05	0.000371389373129777	0.000328812581296144	0.000104224820686945	0.00119287482989124
A[Del(C):R4]T	0.00050750030144497	0.00267264424435444	0.000756087449375152	0.00364443341622216	0.00233004178121287	0.000311489409667969	0.000113096353146542	0.000348240960819158	0.000351719258839793	3.95719645371496e-06	0.00146806378595154	0.000223404219972511	0.00163327624075034	0.000401243297990711	0.00225570506758949	0.000868749421749619	0.000780414036484162	0.000261460836651694	0.000491280842467126	0.000330763507576819	0.000984132179434744	0.000836674869412993	0.000335915980028852	0.00136443784183659
A[Del(C):R5]A	0.00210214984690441	0.00383285687626044	0.000605106382461185	0.00761065853792414	0.000378821761967739	0.000399723971559323	2.06779257972633e-05	0.000588594279517567	0.00103387492567046	2.75073412026528e-06	0.00104783159976984	0.000398770354603569	0.00257840475104518	0.000552278516772248	0.000842610425946519	0.000385154310633502	0.000434418091413157	0.000414527144813745	0.00157815719653867	0.000264696731059815	0.00327302599349811	0.000985065379860289	0.00069013091520256	0.00265100531116272
A[Del(C):R5]G	0.000535023589046693	0.000294450004624831	0.000254950337339477	0.00092510538314847	0.000100181427215075	0.000224501098650785	0.00043483148996691	8.07117080615899e-05	0.000105653086367092	1.83382274684352e-06	0.000222974423482436	2.07190612749361e-05	0.000334751452162828	4.91378551654624e-05	0.000211502351074687	0.000152640519932572	0.000338454564554531	4.44313164693235e-05	0.000139896119625031	2.98350688750919e-05	0.000930965348414985	0.000128389034717978	8.07321436294183e-05	0.000356001005799792
A[Del(C):R5]T	0.00228307808856313	0.00197994085780866	0.000539999136260538	0.00323702640573468	0.000259033242605056	0.000501506013541674	0.000181303755866292	0.000192734227036186	0.000528757952226776	1.78556425350553e-06	0.000719110602672899	0.000110971292188558	0.00105712577980003	0.000297159721244227	0.000909212133841996	0.000217314957581134	0.000616794170378888	0.000191192413607797	0.000496537455560083	0.00173239117527354	0.0031492712914055	0.000973502482942318	0.000564295560264651	0.00434414299234125
A[Del(C):R6]A	0.00461258398025017	0.00103208445947158	0.000150372959778538	0.00289108931098502	0.000267692552647159	0.000808714184912488	8.33067514134348e-05	0.000754778244650109	0.00101024887174772	2.89550960027924e-06	0.00057154212596905	0.000324121460381	0.00106009342285087	0.000120631274188214	0.000156502644758854	0.000269484385144193	0.00137897059896648	0.000437087185022673	0.000511914665565753	0.00272959851735461	0.00529813466025527	0.00168908812629767	0.00120369388975128	0.00117736280349474
A[Del(C):R6]G	0.00103812850522256	0.000145207318134883	1.54413746444797e-05	0.000545770704361521	0.000302028016279738	0.000352307791240839	0.000183126091053461	0.000120101850721914	0.000226201183356357	2.02685672019547e-06	6.07773678566048e-05	1.75999007775457e-05	0.000173853873716786	3.72057588791872e-05	3.16927038125367e-05	0.00021617504509715	0.000373806136259262	5.81353023294974e-05	7.52601029205119e-05	1.11225136766343e-05	0.000936432351739299	0.000313993969715663	2.79592779024241e-05	0.000120528445100844
A[Del(C):R6]T	0.00227565152497792	0.000763329570367085	7.23249664062011e-05	0.00155555211034165	0.000172582647770392	0.000599285390951685	3.78227527622603e-05	0.000412794005386112	0.000495579987684602	1.1582038401117e-06	0.000196354289362431	7.3232463851774e-05	0.000939384048247427	0.000168548533037886	0.000113106883406515	9.41420260405237e-05	0.000448614902299471	0.000360306921770639	0.000365741096737446	1.28887497540397e-05	0.00235383572916627	0.000245842956062773	0.000681414764577772	0.000139918478096476
A[Del(C):R7]A	0.00475558302755777	0.000132954852559397	3.11043958149567e-05	0.000804431503588924	0.000294978181095412	0.000613477989142252	0.00034114858514082	0.000168849872577785	0.000827523806570109	0.000194916054592131	0.000124981643282916	0.000148559436443342	0.000177400569070231	6.87051709590219e-05	3.7244951469663e-05	0.000268157322849405	0.00040518173657422	0.000375569689198543	0.000112361259653928	0.00115631179737816	0.00250176693368489	0.00100934454346456	0.0007049818591433	0.000845095198081597
A[Del(C):R7]G	0.00100059632101234	1.25419698815482e-05	1.62427120846238e-05	0.000114411998386271	8.42291842236693e-05	5.53042152632421e-05	1.13431067772757e-05	7.95147700249502e-05	9.89219743524633e-05	8.68652880083773e-07	4.0958622957046e-05	3.56970590256898e-05	3.79641165894175e-05	6.69321190573613e-06	2.23683481041389e-06	1.77508759943879e-05	0.000154155325514398	6.68717292556113e-05	2.73547124222225e-05	7.16041653002205e-06	0.000587242054301212	0.000103876277236572	6.39277401036129e-05	0.000317996541128354
A[Del(C):R7]T	0.000841608485478458	0.000146050097336977	1.62824947944182e-05	0.000290041845259741	0.000409711943482888	0.000139008288682608	0.000307677122519351	8.64923747158156e-05	0.0004587006577774	2.21989069354742e-06	9.572448543895e-05	0.000116071948364242	0.000132978045264847	7.49734170294732e-05	3.95847856240838e-05	4.42183962071062e-05	0.000322010465491388	3.93308381767748e-05	0.000116814137528805	1.0406472023632e-05	0.00076850318907036	0.000199562169156247	0.00029107167963362	0.000454967734209494
A[Del(C):R8]A	0.00196755280649555	1.36581698171463e-05	3.01155113143533e-05	8.44425289573995e-05	8.11275920498279e-05	0.000464968870265958	0.000474588149458411	0.000401735930115793	0.000364420314991566	0.00019829414912579	6.53611407048142e-05	0.000190720842586811	0.000186168605356806	2.39421029756861e-05	8.87737742308483e-06	5.25493983910538e-05	0.00192519127717687	0.00041713478095573	5.87142434310825e-05	1.0406472023632e-05	0.000734189019268816	0.00106063299911208	0.000595957109190197	0.000487853230170085
A[Del(C):R8]G	9.39783085156993e-05	1.19500944113751e-06	3.46677899636828e-07	1.34312044487779e-05	2.63216200698966e-06	2.06291174112889e-05	1.85952570119274e-05	3.73499073705975e-05	2.48648173312015e-05	1.10994534677371e-06	7.03206326389424e-06	4.29449633698675e-07	9.6037140414689e-06	2.69381121144442e-06	7.57919701182812e-07	9.35749054017254e-07	1.98150313283857e-05	4.06491565414207e-06	1.21437924616722e-05	3.10284716300956e-06	7.9526555722588e-05	1.70961518825053e-05	4.54256871765014e-06	5.10345668445017e-05
A[Del(C):R8]T	0.000351564849516616	1.66561477421535e-05	2.00504857363726e-05	1.89395372096753e-05	3.79064859732715e-05	0.000143480130054636	8.27860842171008e-05	4.65717708801624e-05	0.000130786551184465	1.25472082678767e-06	3.78322906560752e-05	8.55885585757359e-06	4.21688259230924e-05	5.39706610811739e-06	7.77547878059597e-06	1.71327144980977e-05	6.58196133328928e-05	6.91228998452863e-05	2.9733583901021e-05	8.44929150542602e-06	0.00020914195695992	0.00054903320896114	0.000168440928634067	0.000772343794281988
A[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R1]A	3.02163593586699e-05	0.00686419695582684	0.00173429881726515	0.0157631449177422	0.00668928766813909	0.00127274470157907	0.000590473791156743	0.00117765101236747	2.82378357686875e-05	0.000384861484370449	0.00516606927768888	0.000141786186957462	0.00932729881872343	0.00197507593791241	0.00488719060979312	0.00261961529870533	0.00196097501968484	0.000310102071711693	0.000948693945744833	0.00348831625287574	7.92849696509734e-05	0.00551814436060728	0.000809564814087507	0.00184050193194533
G[Del(C):R1]G	4.38819903213027e-05	0.00100694261884727	0.000625980938614728	0.00467082207400886	0.00114945005962559	0.000350533716467018	3.76739907061649e-05	7.93923559075666e-05	1.5984525427201e-05	1.44775480013962e-06	0.00151818995460501	1.58594996304511e-05	0.000959680489467647	0.000228010697079463	0.000563402524950017	0.000439682960053962	0.000621980220017724	0.000120168766936124	0.000139152433589911	0.000342983951788056	7.54464354019871e-05	0.000232367509275794	6.46362567943863e-05	0.000911021310266743
G[Del(C):R1]T	5.7968192857527e-05	0.00516667559036884	0.00540276478580247	0.012255544218514	0.00622891918004398	0.000596602286128468	0.000134741232308426	0.00174686305663263	0.000234663579170757	3.28157754698314e-06	0.0063597008531628	0.000960588420134736	0.0297226395401719	0.00718876928810439	0.00780988056149428	0.00571967818898145	0.00144587063930746	0.000415722210682338	0.00298329422029801	0.00312222802375082	0.000176223617794371	0.00201978405822818	0.00315664960627208	0.00308689325290451
G[Del(C):R2]A	4.33200501515462e-05	0.0164083224060201	0.00102875245906165	0.0355168726136147	0.00757787706058153	0.00140728114888965	0.000424195002956088	0.000479985754261113	1.71486645339439e-05	2.02685672019547e-06	0.00462812517565413	5.71846091188235e-05	0.00550084882158415	0.00209107508449602	0.00483724175810132	0.002288371475996	0.00156787245706108	0.000526859711388064	0.00102417114955759	0.00145886326382669	0.000261342443693221	0.00328595046998066	0.000809549310440007	0.00141299048445765
G[Del(C):R2]G	1.00842931931153e-05	0.00185971615292975	0.000394042057269177	0.00689179457923222	0.000864539479072841	0.000178858993106121	0.000134592470252331	0.000119965835035932	9.05939022811485e-06	1.83382274684352e-06	0.00110458440458053	6.19085550895089e-05	0.000536185981860989	0.000338128788686992	0.000775791059059933	0.000723305662723397	0.000492674715689414	9.42362000949994e-05	0.000148423103605345	1.3652527517242e-05	2.96614010148941e-05	0.000229739578158073	4.89806735483689e-05	0.000793440150181235
G[Del(C):R2]T	0.000123801191948376	0.00703108492977132	0.00242281817567666	0.0228158194296775	0.0067770627266588	0.000951109343617845	7.13314058977535e-05	0.000448634138642312	0.000107772416535778	2.26814918688541e-06	0.00409499202544978	0.000139006065644571	0.00917418554566352	0.00168132302611438	0.00637728406292472	0.00203344507764976	0.00407889286656495	0.000519363059569308	0.000723721991369297	0.0018840487973794	0.000200614863395156	0.00574832192728497	0.000368768209082438	0.00193093704583695
G[Del(C):R3]A	0.000129925986377232	0.00984571977774883	0.000725585477451368	0.0225158912415145	0.00153867472939803	0.00051619711208191	0.000215295885684096	0.000266536338249901	5.74308625993179e-05	2.60595864025132e-06	0.00246600338617263	9.21734529591155e-05	0.00312553021532751	0.00187905018558718	0.00299709045898342	0.000403755867586087	0.00107245345677111	0.00025570059499792	0.000542077832083333	0.000777525762939994	0.000409667344032256	0.00108676631411608	0.000340329868472248	0.00166413019181706
G[Del(C):R3]G	1.69453823936648e-05	0.00192360331984881	0.000429869229061154	0.00584049637040538	0.000208368315311281	0.000420338427195622	0.000151811678245375	0.000126100142473711	8.49224553508624e-06	2.36466617356138e-06	0.000988261775580072	1.16026743139642e-06	0.000236970574700527	0.000401240937069404	0.000645811717074779	0.000352822763015609	0.000906391825627551	0.000109849391286191	9.78755490568174e-05	0.00115110856136634	0.000106378400200928	0.000144346416449471	3.88908997550354e-05	0.000828342209573371
G[Del(C):R3]T	0.000165795911510874	0.0038301918282874	0.0010023594727352	0.0100139473055111	0.00360298550544665	0.000421657986944745	0.00048306758665585	0.000379769396829735	7.0773687745833e-05	1.9303397335195e-06	0.00169270185859582	2.71231347599163e-05	0.00309147799185056	0.000838733820809912	0.0038941603305357	0.000531358011315713	0.00107197806888755	0.000165703314080903	0.000216167820320022	1.36047914070419e-05	0.000223001839364768	0.00222374071219795	0.000313722508631869	0.00121148926156705
G[Del(C):R4]A	0.000506481269480946	0.00396973612052425	0.000658744841752536	0.0077597947900878	0.00195626639353878	0.000465115488015861	0.000707884243930053	0.000303219768759188	0.000189993472164583	3.08854357363119e-06	0.001169861663815	0.000268632047184671	0.00120153352790149	0.000422175226299796	0.0016781391611466	0.00046474402108246	0.00206506335764431	0.000276007047901564	0.000997426167300802	0.00335785346369874	0.00297454192820223	0.000606103113067641	0.000574842691659249	0.00170477170097591
G[Del(C):R4]G	0.000321267203215152	0.000600457664490597	0.000552087396793776	0.00177919944178832	0.000977160805709485	0.000307384112670697	0.000288189293170851	0.000129350917368675	4.31626961115455e-05	2.12337370687144e-06	0.000566572148851129	1.00958334939688e-06	0.00033815009437072	0.000232919052477003	0.000381130610350947	0.000113843797032378	0.000989303794228441	7.08266843495492e-05	0.000100531570610816	1.74236802230537e-05	0.000395914833214792	0.000444777341674231	4.9408574219383e-05	0.00143517268220465
G[Del(C):R4]T	0.000329684525045153	0.00202642238250432	0.000882335037285521	0.00459818955907784	0.00132324819622087	0.000318233826163486	0.000523121770259542	0.000306769778163313	0.000123055473526865	2.99202658695522e-06	0.00134623294039845	2.0741663887236e-05	0.00121146624893307	0.000629343710079846	0.00196725054623856	0.00073797707364911	0.000874195100786445	9.7698145204725e-05	0.000390107207515431	1.43208330600441e-05	0.00113836251707991	0.000253551554008087	0.000226232325056977	0.000936616153820977
G[Del(C):R5]A	0.00156097554585289	0.00268459755548032	0.000499471921468567	0.00590159747195546	0.000219668170041924	0.000572102460119752	0.00044264149791192	0.000413283661855647	0.00038553899237671	3.37809453365912e-06	0.000818272480865348	6.42140215441018e-05	0.00184913443689516	0.000582063899983101	0.000723875502912759	0.000389980507269676	0.00140118417825282	0.000319082586914304	0.000408108104899659	0.0019148863245687	0.00399542203341923	0.00123515682456338	0.00051224826524068	0.000654142153140619
G[Del(C):R5]G	0.000560034049851581	0.00032532242215193	0.000435757070110723	0.00116440741752833	0.000443284583094333	0.0003886250078917	0.000217676078581622	0.000414739029695652	6.20127947245753e-05	8.68652880083773e-07	0.00019188934859721	1.87300313925422e-05	0.000412245758614612	7.68975678947906e-05	0.000136373074848978	0.000118908184336847	0.000637668020175203	3.86130736409364e-05	9.51363824802592e-05	1.28410136438395e-05	0.000806745369443711	0.000150449056489511	3.6064584815692e-05	0.000133713667537874
G[Del(C):R5]T	0.00164415682783648	0.00138493552441558	0.00031832419404194	0.00312410823747576	0.000938072361637533	0.000250159204883732	0.00153329051217549	0.000311163084820524	0.00025843888169693	2.94376809361723e-06	0.000813900159223632	3.11840707698038e-05	0.00125469118729443	0.000226976613546937	0.000782684241572998	0.000432423815877343	0.000160443410701487	0.000179099168700944	0.000213941381382583	0.00278163087747277	0.00289927444544588	0.000390656560266505	0.000125525281987899	0.00164318895618178
G[Del(C):R6]A	0.00250464037704626	0.00128542002756371	4.10046073095035e-05	0.00309075045353067	0.000364445463107906	0.000779317326057027	0.000605535949336404	0.000185919841168499	0.000347644771966193	3.37809453365912e-06	0.000542623989067728	0.00012625065810331	0.000727750301855688	0.000316889940607979	0.000154392129898637	9.68415202812038e-05	0.000744867987917974	0.000245590265248156	0.000548138180394369	1.61825413578498e-05	0.00576312521468725	0.000938799192571084	0.000522280675538262	0.000667017135049718
G[Del(C):R6]G	0.000956562359450164	0.00014799299290211	0.000116267810996233	0.000618474859458511	8.41621227712619e-05	8.58593543429336e-05	1.71448269649971e-05	4.45723402962302e-05	4.56999223698314e-05	3.86067946703899e-07	0.000124336804479641	7.83557226397582e-07	0.000245590557841551	6.46160552550589e-05	6.07424055901794e-05	9.68018218364879e-05	0.000216236661399297	6.36961649455384e-05	6.67562147797973e-05	9.02212482782778e-06	0.00121368368562995	0.000125965498242746	5.32379751520096e-05	0.00214003916166184
G[Del(C):R6]T	0.00160734091118017	0.000376643493830607	0.000171258882420593	0.00130161160204952	7.23509244660121e-05	0.000329699334205865	0.000581101781622731	0.000100706013900912	0.000191172536131669	1.64078877349157e-06	0.000169026405336392	3.42429576343943e-05	0.000866587961614491	0.000133892569170408	0.000151321583416922	0.000287949833143467	0.000352694592521168	0.000174148526776146	0.000321406323041315	0.000168222052345318	0.00298419642343453	0.000628951514174491	0.000339329883208465	0.000665776172937998
G[Del(C):R7]A	0.00197217084730361	0.000153199245339475	1.14801533978097e-05	0.000625747662973743	0.000127173661809045	0.000357688662662262	9.00754249657764e-05	0.000262850313159795	0.000352629675320708	1.10994534677371e-06	7.24508724795704e-05	0.000205487882622766	0.000120005299644597	3.91936546197973e-05	9.66250449815626e-06	4.567022504243e-05	0.000216582398041886	9.73634300928947e-05	0.000401881466543503	1.01200553624312e-05	0.0016355466524626	0.000679247195844201	0.000374822383431388	0.00083904550778696
G[Del(C):R7]G	0.00070906718007217	2.99363536041621e-05	6.51299791776729e-06	0.000107497395700867	9.03653071189445e-06	6.90716219790916e-05	1.11571542071564e-05	4.92920845997981e-05	5.76845852251464e-05	4.63281536044679e-06	2.4206794316964e-05	2.73868319034155e-05	2.88243024040113e-05	1.97184147572163e-05	3.94895598154737e-06	3.93014602687247e-06	0.00014026103419035	1.5238600271815e-05	3.47407619262978e-05	1.41776247294437e-05	0.000341047952061449	0.000148974495140123	4.62163731990275e-05	0.000478856254860112
G[Del(C):R7]T	0.000729294670040136	5.77126834136437e-05	2.39094085864284e-05	0.000208281842516825	0.000248630334800361	9.2838359238295e-05	9.6583764919951e-05	0.000277771233911997	0.00011796609614995	3.86067946703899e-06	0.000102047051266179	1.57615549771514e-05	4.51594994632415e-05	1.7300831338707e-05	1.29779173448688e-05	3.04373646843067e-05	0.000270733399687398	0.000128482268630683	0.00017267835435325	1.15998747786357e-05	0.000460060409044589	0.000355442283289047	0.000165764999075479	0.000965778763446406
G[Del(C):R8]A	0.00105828177667754	5.50685440849357e-05	2.94392052478486e-06	0.000136681476643598	2.11662709160793e-05	0.000359462737436083	1.26075842540868e-05	0.000284558416642488	0.000181322128305383	1.9303397335195e-06	0.000166349188407892	6.1878418273109e-05	5.396372651873e-05	2.17488070813549e-05	6.68135367350386e-06	1.70816736406059e-05	0.000238839194408557	9.75048079560144e-05	0.000163310681811496	1.59438608068491e-05	0.000739208640979028	0.000250003846999164	0.000371899945877542	0.00157028243211821
G[Del(C):R8]G	0.000117138018782458	5.48610659989239e-06	4.00782384957198e-05	2.83641990433496e-06	6.67261451453431e-06	5.79726583114685e-05	1.39464427589456e-05	3.6697032077885e-05	2.32230826934872e-05	5.30843426717861e-07	3.38601535291289e-05	4.52052245998605e-07	1.59996099293125e-05	4.48811140486927e-06	1.01055960157708e-06	8.06445548371233e-06	7.91736911528954e-05	1.68710916656158e-05	1.62825669179896e-05	7.25588875042235e-06	0.000107899497688871	5.33324020724098e-05	5.27124015017422e-06	0.000663759609506452
G[Del(C):R8]T	0.000326886604912717	1.75069687305273e-05	5.05808738814388e-06	1.18206273842958e-05	2.71934189511926e-05	0.00024891295400956	1.87440190680228e-05	0.000211654008956252	4.54014251629743e-05	7.23877400069811e-07	1.93836097721459e-05	4.52654982326603e-05	3.49471224900591e-05	2.00442218976013e-05	6.78435301751076e-06	2.60875493847234e-05	0.000603785829201474	4.24774018995411e-05	0.000127165692837519	6.92173597902132e-06	0.000261396129486913	8.52617651527165e-05	0.000180076416083202	0.000239815928089969
G[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R1]A	8.80443616916664e-05	0.0189763414025207	0.00873653313359534	0.0195098061974576	0.00930856549358499	0.00308067351385243	0.000478641915487011	0.00348415060897215	0.000182471342551783	0.000380614736956706	0.0104273143161982	0.000756034778820367	0.00854859191423867	0.00214310034642011	0.00748091231703935	0.00242775838659986	0.00957707786803833	0.000780260801484132	0.0010266932152419	0.00758488602192176	0.000371425163658905	0.00714248318408777	0.00102094929593324	0.148597301745056
T[Del(C):R1]G	1.05001524801678e-05	0.0022346145791377	0.00183082303771486	0.00341874832005469	0.0011413188585212	0.000247402791185564	0.000167282932079299	0.000300649072294132	6.76394670738328e-05	0.000196605101858961	0.00304953531980907	0.000840583617230306	0.00136156910803343	0.000220377838493486	0.00116298891378804	0.00045400275618362	0.00183545100988485	0.000107705764541112	0.00014121258248223	0.000134090733552213	8.02871044665596e-05	0.000364873636078201	2.42725105268022e-05	0.00259702345930288
T[Del(C):R1]T	0.000352164487978684	0.0116842120483297	0.018661307609818	0.0204797291377661	0.00942818635931665	0.00228936285585337	0.00386498697941509	0.00430051675623481	0.000287497584784475	0.000175950466710302	0.0152156863032927	0.0051834646129471	0.0539330466169017	0.0108355522196472	0.0101578827582332	0.0134050475528954	0.00239980125329101	0.00192257822683974	0.00278409722291606	0.005065612806109	0.000339043682430277	0.00921361409643275	0.00482653817636377	0.189840832648348
T[Del(C):R2]A	0.000117820122258955	0.0256758055831259	0.00469012573876705	0.0337135888093646	0.00810571775248002	0.00139379231589862	0.00130508951812511	0.00135311124728397	0.00119974982352099	2.89550960027924e-06	0.00668572715802492	0.00560213280057871	0.00590754752234541	0.00162701475328629	0.0058468452148246	0.00147899958512857	0.00506983890984569	0.000564081965196088	0.000530409813917421	0.00297023624887355	0.000249433145125853	0.00303527504058475	0.000769066186086669	0.0211973391910882
T[Del(C):R2]G	2.59753014737148e-05	0.00262694920635692	0.00225575921076151	0.00520799330511505	0.000179322323737334	0.000146427146827677	0.000752996337440988	0.00022063104423105	0.000143965202867209	2.21989069354742e-06	0.00134087326394955	6.95557722509853e-05	0.00106024805613623	0.000207487208156513	0.000562226777721259	0.000461182503470807	0.00124700724419826	0.000122485188847239	0.000105802041207532	0.0017529654387698	2.91603336071011e-05	0.000454865677242814	0.000101641913013359	0.00432071983248252
T[Del(C):R2]T	0.000142463024713813	0.0141692880611432	0.00957289640809131	0.0244781206939866	0.00572218608029072	0.00191425600450269	0.000813654065813896	0.00202083945290574	0.000265110294270188	0.000182658397284282	0.010619257838245	0.00141301737633834	0.0241960031507025	0.00528421879147881	0.00945244413789767	0.00293741269106876	0.00564160088252735	0.00111140038257116	0.00194798625688531	0.00293443416622344	0.000203415472299428	0.00959158358924759	0.00216439756186229	0.030700782162907
T[Del(C):R3]A	0.000132257390142323	0.016297982664836	0.00253206149677206	0.0561090688519281	0.00579876187625839	0.0011591012836296	0.000312511889342452	0.00105034033028852	0.000913296978960514	2.21989069354742e-06	0.00359692482491076	0.00119432203392831	0.00319271673277898	0.00191010338353997	0.00561241676448106	0.00232082779015443	0.00222150918841586	0.000215644742138481	0.00100543580447408	0.00018521610757657	0.000458986693170746	0.00211011189059117	0.000599798913040824	0.00642709789686395
