hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12
G[Del(C):R3]G	7.84678462958849e-05	0.00505868506409311	0.000362007179027543	0.000228838734552615	2.41256132896839e-05	0.000760738786773525	0.000548531389685419	0.000808772578124358	0.000859814322788112	0.00142192945907158	0.00706790569251649	0.00203408671849819
G[Del(C):R3]T	0.000465021687064112	0.00851811089677944	0.000413572505679014	0.00105530844670272	8.05727235175938e-05	0.000522467955991229	0.000874916417000928	0.00311765307545371	0.0020042490889394	0.00152866834987619	0.0101149830901878	0.00491005917917174
G[Del(C):R4]A	0.000463197656123959	0.00685236347184308	0.00112664102537625	0.000472865880690581	0.000593748586425235	0.000312942184522395	0.000756037628240447	0.000774912333969699	0.00126180981086893	0.000896774116312909	0.00880056606068393	0.0033894800959036
G[Del(C):R4]G	0.000118041618003274	0.00144724952747257	0.000100799135346398	0.000239008366657589	0.000265001244587512	0.000138814631495955	0.0001976846945348	0.00047068216953816	0.000858915757852475	0.00146906200457981	0.00208441132628804	0.000648211939887013
G[Del(C):R4]T	0.000158664141124578	0.00381519702386386	0.000800079540231658	0.00050510273397572	0.000507533265782623	0.000448990759017861	0.000243313695039288	0.00400769023954925	0.00123518982465067	0.00110229880409747	0.00591795114709765	0.0011776875625992
G[Del(C):R5]A	0.000248416021620826	0.00568078230779	0.000573818255049256	0.000979663553350462	0.00167185758926792	0.000688736007848876	0.00175181189356038	0.000989586281910235	0.0011171408562313	0.000601170176366972	0.007879670291271	0.00186269483126589
G[Del(C):R5]G	8.43567846150387e-05	0.000831104036443855	9.25418729688615e-05	0.000130345187250222	0.000552892982194902	0.000210366555314798	0.000221433409237028	0.000568810808817587	0.00067515922851461	0.00106186360075737	0.00129932456185279	0.00027700471671939
G[Del(C):R5]T	0.000173428967992394	0.00268792859921429	0.000673936379065548	0.000381361203936519	0.00196390313599785	0.000489250901439089	0.000458809925600759	0.000459987287542969	0.00157832930944723	0.00219806769958101	0.00372329486382774	0.00128473341660391
G[Del(C):R6]A	0.000169674703437261	0.00214568252764632	0.000253844608674373	0.00106315579268848	0.00275444201567992	0.000651497813163865	0.000585678706367683	0.000286655871855658	0.00161898937278483	0.000567097448086599	0.00324183089194631	0.000547792477448773
G[Del(C):R6]G	0.000144273678685528	0.000461546774683835	0.000148879008176423	0.000181457494063532	0.00091410375410699	0.000144115225307467	0.000446579091683204	0.000197776860247747	0.000336400247779281	0.000357386921446957	0.00115973995383216	0.000121085184429286
G[Del(C):R6]T	6.05780057212868e-05	0.00101974807190999	4.20831897288131e-05	0.000460627102659486	0.00185479732233536	0.00027214589008345	0.000197279048786781	0.000496159938615507	0.000355157790810713	0.000226537598837074	0.0018012576722682	0.000287122085306247
G[Del(C):R7]A	0.000106178779225104	0.000374267556453173	7.3920469411273e-05	0.000442423020947769	0.00232753734071316	0.000451488740009493	0.000290171925083229	0.000212080748754057	0.000620459088057679	0.000633149985219803	0.000848247730528601	0.000145360404265483
G[Del(C):R7]G	0.000121124150640125	7.93866766489462e-05	3.85362557178438e-05	0.000145247440356428	0.000813418803213092	6.55202136195358e-05	0.000149560358065223	0.000126761192080452	0.00059316517813769	0.00111142393280155	7.62446405538557e-05	0.000152805666984884
G[Del(C):R7]T	0.000287641979568156	0.000164050358353799	0.000112870534097063	2.93862745890478e-05	0.000665577322800473	0.000283063894807851	0.000262600306513303	0.00014831612799354	0.000214981660851267	0.000154876037638058	0.000145952416137832	0.000230242864038922
G[Del(C):R8]A	0.000338534301345226	4.59423551612426e-05	0.000151333486512014	9.76130596742566e-05	0.00163739652579874	0.000213949025614992	0.000976659745981437	0.000152594080791616	0.000455010819283428	0.000569357801068343	0.000217841356605267	6.41628646802275e-05
G[Del(C):R8]G	4.65141165073292e-05	1.01432097917811e-05	1.65216186230947e-05	1.84792340955098e-05	0.000360957104179414	0.000102782778850806	6.60219185640101e-05	5.55803519904517e-05	3.36961850864054e-06	0.000145918342488181	9.36773854202844e-05	1.74656597223591e-05
G[Del(C):R8]T	0.000100850060015663	2.40748395427859e-05	2.744617537688e-05	9.83614741581724e-05	0.000611376983919106	7.29044891362624e-05	0.000151281279420457	9.48252008253145e-05	0.00066291628126655	0.000140979052639184	6.4954294667745e-05	5.10070531311834e-05
G[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R1]A	0.00356512821153304	0.019505263690597	0.0111881081385363	0.0026596009295484	0.000653274437765779	0.00237408113444698	0.000409173636797655	0.0120219805839579	0.00735958378472181	0.00225064183560084	0.0130889284822984	0.0235292174412574
T[Del(C):R1]G	0.000221002456181122	0.00247324305810632	0.0010295448891373	0.00123339807558863	7.5197383468071e-05	0.000714690639615588	0.000533620835371857	0.000939828240195157	0.000560816840454741	0.000635075471093141	0.00637351627211819	0.000153958551371246
T[Del(C):R1]T	0.00172914416032857	0.0214397638011243	0.0157198909408593	0.0068473981986808	0.00220457945693429	0.00328987752179863	0.00141649036749304	0.00787868419586731	0.00894038414774205	0.00248278845850373	0.00424143091337741	0.0367809015629169
T[Del(C):R2]A	0.00136724792558829	0.0326486653138359	0.00494038250651862	0.00141781620930177	0.00016168298104014	0.00565191960639326	0.000944589147297113	0.00703889233065883	0.00227404321086455	0.00173126295046219	0.0359953464018501	0.0211282441223853
T[Del(C):R2]G	0.000471497395161684	0.00515765041930182	0.000226601790847455	0.000163374479400684	4.77423811870394e-05	0.000264530094377256	0.000390034532868375	0.00080693091118619	0.00163819619828408	0.000372874525210763	0.00712739381561459	0.00185829878612911
T[Del(C):R2]T	0.000765649598696732	0.0231056257326066	0.00743789697477576	0.00530267070387854	0.000299506095939111	0.00236619726273193	0.00231622492889552	0.00987640556660762	0.00456729324722835	0.00148915403108421	0.0206057033225337	0.0209448708572312
T[Del(C):R3]A	0.000369755232677476	0.0543126639844524	0.000324655599269363	0.00234882181510235	0.000112950087754087	0.00234628652643765	0.00156285472875569	0.00655810163945108	0.00724456747296022	0.00248329075916634	0.0540826429385717	0.0403523757725591
T[Del(C):R3]G	9.10953443328081e-05	0.00683488278609885	0.000175977584020228	0.000361627274970915	7.68794421240172e-05	0.00052367429803109	0.000660182308753918	0.000325785100344627	0.00114218835381219	0.000505147033031375	0.00811164612669552	0.0040571402256727
T[Del(C):R3]T	0.000502561677548564	0.0235116995847044	0.00096865585528233	0.00108560822720596	0.000260787038385765	0.00137600978292216	0.00274538583800468	0.0045305915124508	0.00189563505234422	0.00155009984481421	0.0255117961689616	0.0160668984977098
T[Del(C):R4]A	0.000924422597563008	0.0146556766363298	0.00113204655280897	0.00066257794626789	0.00107654320856421	0.00195311650362792	0.00122398072931934	0.00425901583713817	0.00340836912148991	0.00374322825454622	0.0188742893342996	0.00669246153896877
T[Del(C):R4]G	0.000192542794394372	0.00180146938137854	5.72475149370436e-05	0.000319958197969367	0.000487890625697162	0.000176223420004785	0.000377385760907405	0.001141701364126	0.0013389740747168	0.00129233588811822	0.00220940069269487	0.00104187347203761
T[Del(C):R4]T	0.000440308324631883	0.00779599639028271	0.00123754655803123	0.00128049315759857	0.000772289902199342	0.00086642166062925	0.000581929556272352	0.000992262067058066	0.00046489503357544	0.00257655124885758	0.0114999432350182	0.00203897839617491
T[Del(C):R5]A	0.000300752699775542	0.00872154956613347	0.000562186676115951	0.00104965131369194	0.00287465183235482	0.000627968050750005	0.000536484940198782	0.0018832572283053	0.00129561831657229	0.00116885364189328	0.00968578088966288	0.00544312275048821
T[Del(C):R5]G	4.10951250242846e-05	0.00087651396851315	2.54055060092357e-05	9.94070532165842e-05	0.000523843497022776	0.000183632066067771	0.000159357317494662	0.000143261867158747	0.000676394755301112	0.000181414255979282	0.000950719387127938	0.000551843734731689
T[Del(C):R5]T	0.000298947254303484	0.00457509998436643	0.000382253078362155	0.000272224762429029	0.00299198674805942	0.000578508027115693	0.000627091449551848	0.000609657825302695	0.000883064690497732	0.00222067122939845	0.00810967379674771	0.000792053122671402
T[Del(C):R6]A	0.000621102448123525	0.00352822485888229	0.000322922330849336	0.000255913729117805	0.00452197310819444	0.000337970735531234	0.000643882725060773	0.000237806275715462	0.0015955143638413	0.00122402299800327	0.00567843073526773	0.000619583773395768
T[Del(C):R6]G	0.000133722442941471	0.000467538636989561	2.54646215760852e-05	6.53652002937659e-05	0.000846166099559735	0.000133026626759247	0.000146474991921196	5.87516529064003e-05	0.000644608020702936	5.28252863511432e-05	0.000462125193872161	0.000353224381664466
T[Del(C):R6]T	8.51453394756288e-05	0.00181831219449985	9.91438994746123e-05	0.000411132691862877	0.00228668324640981	0.000452938787511952	0.000825009697699144	0.000227689495449741	0.00042221319913266	0.000592547348325501	0.00214094924156505	0.00107902436329158
T[Del(C):R7]A	0.000231859024615306	0.000619241049345802	0.000107107948640575	0.000332791305149453	0.00422911371082219	0.000329928455265492	0.000681030041743037	0.000101002630734506	0.000256203327273636	0.00174850860654513	0.00120781508195497	0.000219112681131336
T[Del(C):R7]G	1.75765426838586e-05	0.000152979451461347	8.65924823211291e-06	4.08986503269295e-05	0.000719943753649663	7.75348929256289e-05	0.000324086368076732	6.52346508725971e-05	1.4601680204109e-06	8.41353609871614e-05	0.000235665252621009	0.000111614293068426
T[Del(C):R7]T	0.000234272480400748	0.000274249646723693	6.85740575454054e-05	0.000554476077723461	0.00136491510295131	0.000102916816855235	0.00071078968889319	0.000144872293405127	0.000355382432044623	0.000225700431066057	0.000712886228984464	0.00011300421910432
T[Del(C):R8]A	0.000296419630642603	0.000132515126227378	9.71528871831216e-05	0.000190031242342509	0.00282463097135466	0.000151548241916713	0.000198483693735444	0.000195918676117309	1.79712987127496e-06	0.000826870607433028	0.000202191995792487	0.000153527566553915
T[Del(C):R8]G	1.92917158823137e-05	8.98649959931313e-06	1.77488577908901e-05	0.000113472843076061	0.000452167263272538	0.000216690712069222	3.70243937283185e-05	3.13165965449915e-05	1.34784740345622e-06	7.03220927653887e-06	2.98103583540204e-05	2.81217593308806e-05
T[Del(C):R8]T	0.000133990604695409	1.7785389603651e-05	0.000101830110832253	5.56248059075085e-05	0.000847624689022611	0.000118928265747939	0.000243903725218225	5.99078563653398e-05	1.4601680204109e-06	0.000490161729930179	5.71213271607339e-05	4.81948771980953e-05
T[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R1]A	0.00215615856513899	0.0109755552861999	0.00752519647927641	0.0023497683393026	0.000768416939495121	0.00202836056520512	0.000905905293690533	0.00803647293362802	0.000884075576050324	0.00216684134172209	0.00935822495051548	0.0107419086856521
A[Del(T):R1]C	0.000818511980091841	0.0011754840905582	0.00298600531411585	0.00141388703326121	0.000103636858140195	0.000835068952865987	0.000562544606435181	0.00459244839750407	0.000704137947688919	0.000683045184372388	0.0012806553815737	0.00129648852749663
A[Del(T):R1]G	0.000221347614874309	0.00237321609136191	0.00434048955724339	0.000414775709424291	9.91055672726057e-05	0.00169828588666207	0.000771489043551369	0.0066817658579808	0.00161550743365923	0.00166420581200376	0.00240773752927845	0.00249244984635068
A[Del(T):R2]A	0.00137447236254339	0.00229567575189937	0.00577508012269734	0.00112151011024321	0.000781988163193186	0.00158341531686639	0.00174229765692501	0.00741413816325766	0.000672238892473789	0.00049577075399599	0.00368472338269715	0.00110999062241685
A[Del(T):R2]C	0.000801376178508515	0.000523419772177026	0.00284588723294652	0.000794563041725516	5.90034166053936e-05	0.000957262871812742	0.000817769535711767	0.00681728942056079	0.0013089844699899	0.00199723115131414	0.0012671275185199	0.000236610664714995
A[Del(T):R2]G	0.000491540494968399	0.00352080781058439	0.00211384498091327	0.00130296760430675	0.000183764153198629	0.000627553751463588	0.000322721923287939	0.00402690799275606	0.00328706285517885	0.000997401682389096	0.00427598812296717	0.0021028072476217
A[Del(T):R3]A	0.000798259130002344	0.00282218590695639	0.00539465962690752	0.00316172101168381	0.000877542382208354	0.000791384748695253	0.00193644217038619	0.00682868628322748	0.000665836617307372	0.00102519565238684	0.00287542502508746	0.00310109738000666
A[Del(T):R3]C	0.000816783531559033	0.000881134986916282	0.00352091370306477	0.00113674254620997	0.00041030755760037	0.000494868312351979	0.000607214807898896	0.00573137487332862	0.000880593636924729	0.00121883255782297	0.00181635013991924	0.000438139165299206
A[Del(T):R3]G	0.000535877456641776	0.00233415965526589	0.00268016738208602	0.00157776779304807	0.00034716392121526	0.000578093727829276	0.000491163247079157	0.004063105419617	0.000456134025452975	0.00106546342217274	0.00359149681555065	0.000793971005108528
A[Del(T):R4]A	0.00278075242619745	0.002681927032964	0.00458401258794584	0.00199920219016015	0.00249285924577559	0.00278222685793338	0.00082955784699512	0.00404637350384692	0.00161932633463569	0.00252925126979515	0.00398902240266165	0.00135821632795893
A[Del(T):R4]C	0.00182803478099368	0.00120066970828917	0.00214634435494445	0.000993641294447126	0.00158519533023916	0.00202686177661014	0.00060880051400479	0.00227591218155731	0.000489156286837652	0.000520802070349384	0.00250086796605775	0.000405826078619776
A[Del(T):R4]G	0.000508941803238793	0.00334435516414346	0.00171573474289941	0.00166076475809527	0.00137572014042164	0.00111386800207837	0.000709388367218213	0.00184836465963373	0.0027403984124604	0.00137504806389465	0.00432972168339402	0.00211670650798064
A[Del(T):R5]A	0.00316199347815746	0.00192597487175975	0.0033136427025771	0.00271042707788256	0.0139596327846713	0.000780454558697722	0.00286523571810133	0.00322325574423557	0.00392392075331191	0.00123498989580359	0.00469260718990905	0.00038532197593523
A[Del(T):R5]C	0.00255821268629821	0.000782673589895458	0.00188904030329804	0.00199884999510889	0.00521881044926606	0.000568065248043359	0.001969213429908	0.000468344986831875	0.00415642443040811	0.000516699948271403	0.00149639181462122	0.000523183244379145
A[Del(T):R5]G	0.000556345367147798	0.00171025165551267	0.00242836107815661	0.00182062829307876	0.00644465674755973	0.00257327379430165	0.00250397744875155	0.00125005414542091	0.000293718413336501	0.000593803099982026	0.00294648525549279	0.000841756446730158
A[Del(T):R6]A	0.0046369096754853	0.00119681012606978	0.00272223638407878	0.00227915323152607	0.0250388850740248	0.000991247598572066	0.00715613185606002	0.00101757466421271	0.00179611898572236	0.00296616912948867	0.00198626553621288	0.00118835443682815
A[Del(T):R6]C	0.00265301981411622	0.000710410255488829	0.00202947524390569	0.00145731708551903	0.00678554692217224	0.000851787147600226	0.00250203526607921	0.00183011316217475	0.00306803765211722	0.00183348113530331	0.000602067804639612	0.00120284630131092
A[Del(T):R6]G	0.00153629868831094	0.00114132297103176	0.00224987462947929	0.000820790566948625	0.0113729859344473	0.000941592610567676	0.00122873784763702	0.00183140150317186	0.00199245542415915	0.00148664252777116	0.00162323086188667	0.000922932437074547
A[Del(T):R7]A	0.00656353770965457	0.000543939086430212	0.00173336064031126	0.00309334014126367	0.0346088596517768	0.00275031362760614	0.0103112813610413	0.00178924962849738	0.000632365073454876	0.000539219761311748	0.00134142634784794	0.000605662963795961
A[Del(T):R7]C	0.00605073543918582	0.000726082772895277	0.00234949381811137	0.00247058224797825	0.0190357536243812	0.00132698842912053	0.00702690295457735	0.00151853284718281	0.00450012551828945	0.000574297090917341	0.001844609153037	0.000477477304501139
A[Del(T):R7]G	0.00220544988159304	0.000585642758604291	0.00154669259718197	0.00139541880526105	0.0258152729180484	0.00119751990211521	0.00533817512098169	0.0003660622736964	0.00284541818931303	0.000688737925215301	0.0010393018630864	0.000608496688969915
A[Del(T):R8]A	0.00742111103354776	0.000618525545166344	0.00214401756623325	0.0027636305428127	0.0518668765871843	0.00162496709823939	0.0174473276064267	0.00154371330679929	0.00140400771193356	0.00101230326871319	0.000270136276364304	0.00233102448301917
A[Del(T):R8]C	0.00541226354359434	0.00038390163261997	0.00215161509888475	0.00420066339459854	0.0323827833644254	0.00112986726569794	0.00738350244397261	0.00355221214549615	0.00234379431399341	0.000793049029483961	0.000266320895238376	0.00171702196300784
A[Del(T):R8]G	0.00258281984605561	0.00027211866049663	0.000996409431606828	0.00155748355931489	0.0305893555142734	0.00152971481818287	0.00496818932190179	0.000509390209624229	0.00246487593907056	0.000402845131413155	0.000567497335688863	0.000484620877848408
A[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R1]A	0.000747000408997121	0.00810845176062865	0.00465351121295678	0.00126584404468545	4.194577151004e-05	0.00230277291609073	0.00142720924907707	0.007427161969363	0.00151464351963392	0.00321514282458899	0.00849351903815349	0.00613484260768484
C[Del(T):R1]C	0.000927688329813936	0.00220708326650388	0.00392131762507239	0.00179112095144084	0.000413348550538499	0.00477999020230929	0.00114574026913317	0.00621100110248129	0.00183374639240218	0.00172071463654738	0.00292743155374488	0.00155545652961069
C[Del(T):R1]G	0.000803757773491509	0.00432891867383994	0.00483915300984556	0.00165336866201892	7.17864584197924e-05	0.0032702714173326	0.00136882084595306	0.00793388465243554	0.00111511908512611	0.00119472212601769	0.00993806343644921	0.000291679749749528
C[Del(T):R2]A	0.000156096691460637	0.0081168029753236	0.00383265136866619	0.000734183602626072	0.000149648863007922	0.000637862492531494	0.00063863391492731	0.00485877160567466	0.000575530841275805	0.000881286512549103	0.00541252750990066	0.00977186960804323
C[Del(T):R2]C	0.000730623956538807	0.00491935194641248	0.0033249385050907	0.000414478544849795	7.68341443146111e-05	0.000969752776770902	0.00128219704030783	0.00475600989396334	0.00166189584846152	0.00311677561149455	0.00304547301499104	0.00593296931924677
C[Del(T):R2]G	0.000218381905179767	0.00880616860969331	0.00243868265612853	0.00123146100280673	7.90567568294699e-05	0.00138968165937392	0.000915948099027863	0.00509616495158336	0.000813762869836691	0.00200057982239821	0.00562578444244236	0.0101765859007584
C[Del(T):R3]A	0.000535118107516763	0.0036728446855634	0.00314252205352923	0.00131933366809473	0.000223520530587374	0.000904927123719771	0.000633741581360288	0.00688310217316286	0.000521279983286692	0.00270380075005209	0.00196369147412116	0.00500934730646449
C[Del(T):R3]C	0.000813074403140702	0.00219857290711803	0.00438107830544225	0.000848834097904765	0.000256015669128324	0.00129486804915008	0.000819908395110415	0.00398796045338206	0.000564635741431201	0.00113720870014886	0.00179316946206206	0.00268630681718639
C[Del(T):R3]G	0.000245041431628199	0.00476981998299121	0.00292837236568295	0.00187141041703152	8.07569346091786e-05	0.000766624273695272	0.000903864772655042	0.00210502531032604	0.000835890031376764	0.0012151490196305	0.00475769407818673	0.00434500575978885
C[Del(T):R4]A	0.000956535631363804	0.00449624637773907	0.00337745677467979	0.00109291627451949	0.00226036370921789	0.00262480531436804	0.000908081029975365	0.00232069854839895	0.00110062972553896	0.000904894643691769	0.00238626067930895	0.00628289666705865
C[Del(T):R4]C	0.000825699246110755	0.00342799022772414	0.0029678166365076	0.00103365945714592	0.00265172772292463	0.000555758122182148	0.000387121258859872	0.00351125776726128	0.000952703473009637	0.000730094013103517	0.00247720663636454	0.00401070161160523
C[Del(T):R4]G	0.00100456579105429	0.00618751711767735	0.00148836208506024	0.00256812927108039	0.00203497841880996	0.00143025861889653	0.000714231531603657	0.000856655918516726	0.0022620249048504	0.000916196408600492	0.00571894139794365	0.00571833888021568
C[Del(T):R5]A	0.000587661880887392	0.00282472898736276	0.00205748892872432	0.000888235919263863	0.00498180174096453	0.00079309068693344	0.0010443657090145	0.000930710750061805	0.00308859232501992	0.00280451203290538	0.0042492075286002	0.00126329192194167
