hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16	hdp.17	hdp.18	hdp.19	hdp.20	hdp.21	hdp.22	hdp.23	hdp.24	hdp.25	hdp.26
A[Del(T):R6]G	0.01433002556241	0.000778260722795037	0.0242727164767727	0.0033547418533279	0.000952795799639559	0.0276186292598937	0.0210942320075661	0.000989463741096001	0.000700352207240614	0.00909655114009253	0.000512364477485472	0.00132357303279539	0.0041702727485031	0.000645249557824747	0.00226187707129621	0.00153934822296624	0.0058205086303341	0.00161652811004272	0.00109301960741235	0.00310332084970945	0.00954504533063921	0.0014944197683274	0.00125852899153558	0.00162662265212648	0.00249121324321785	0.000996328783604871
A[Del(T):R7]A	0.042624002901679	0.00478246090699079	0.0275706190483048	0.00156449731917881	0.00151679702537282	0.0485301144884973	0.0359643190540893	0.000844845207873133	0.00191513954053506	0.0265672195789505	0.00207981149579095	0.000530868219488013	0.0135589459689379	0.00533125147481093	0.00394550165165718	0.000471528505483746	0.00396965347710956	0.00106923760086134	0.000544750467811705	0.00408631814865947	0.0194546803362183	0.00256250860207359	0.00207797310671002	0.00158362095456655	0.00782321354945964	0.00136296777342633
A[Del(T):R7]C	0.0199305469563757	0.00408641205463978	0.0224754624390782	0.00160415320525824	0.00127573142457272	0.0273331386722353	0.0168024219122553	0.00106490821874636	0.000853515994369622	0.0222287105174752	0.00302221099165806	0.000531619005420111	0.0122371473457407	0.00538586146764014	0.00500050049462917	0.000505883155291412	0.00515627298884864	0.00121553722048312	0.000193569859023127	0.00636947110669273	0.0480749231506778	0.00230083702744187	0.00127869288927462	0.0022262789959879	0.00924025722365663	0.00125086935763185
A[Del(T):R7]G	0.0337670831556563	0.00282520072458364	0.0300316203292124	0.00124072297015948	0.000701284194773926	0.0345981750792673	0.0330036021860091	0.000447083309846947	0.000605127357357411	0.0164121069610308	0.00156153836700004	0.000350710878531533	0.00639118172011047	0.00285775731516311	0.00379527854362962	0.00056821304090875	0.00361132968532587	0.000427473049536179	8.49630505133656e-06	0.00236380290867988	0.0199927134237801	0.00130269123165218	0.000613655764269678	0.000831137819503413	0.0038677884798515	0.00116814669603633
A[Del(T):R8]A	0.0649647316257872	0.00620358837656123	0.00306803926916141	0.000217162429415328	0.000543279691364073	0.00142919501079231	0.0358987676410783	0.000783957858509499	0.00121252102400463	0.0357759474623757	0.00301281792426851	0.000474340295350427	0.0209563408691744	0.00878513104340555	0.00157676355988642	7.99215250244699e-05	0.00304905061873641	0.000224290684309426	0.000697169031156895	0.00145420030377212	0.0158284919776869	0.00755184456748022	0.000823519188612071	0.000798009435895872	0.00634841185155745	0.000378577511436411
A[Del(T):R8]C	0.0334454960515558	0.0049179184325109	0.00555275885307649	0.000544903602263543	0.000484753357226711	0.000702296232528049	0.00978740112899694	0.000333285119769936	0.000317175109929097	0.0256041192603135	0.00485861981738689	0.00104650174110386	0.0083014149145672	0.00941764989202769	0.00482565738456476	0.00012565309668979	0.00408996813298878	0.000264244231741176	0.000726519903152421	0.00259492025943963	0.0644129231022959	0.001485829518153	0.00052961094673775	0.000618275535562129	0.000406197214420747	0.00102887738814294
A[Del(T):R8]G	0.0425962559046412	0.00329930471179986	0.00605123081892189	0.000426523556273938	0.000532183195312505	0.000976791044610773	0.0106099672078857	0.000607344662811709	0.000103549835264369	0.015036703176578	0.00141071582196363	0.000373015477264294	0.00269684049790972	0.00506476042036621	0.00307005323325134	0.000152125477406753	0.00111514459677754	0.000155495924722968	0.000761663710410222	0.000396951787430713	0.00350506372341422	0.000929595771374972	0.000546116994546809	0.00077489602345741	0.00407753277173516	0.000680065515057333
A[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R1]A	1.98336120065654e-05	0.000916168434611122	0.000128527560891712	0.00777018734116073	0.00168507930216216	0.000404264414199623	4.15674436106251e-05	0.00614082596924329	0.0113788485376759	0.00174813316599573	0.00119271697614269	0.00203428576576818	0.000207530865698625	0.00011459834652275	0.00230374477329312	0.00824225949981081	0.0091997968900338	0.00744954451604471	0.000185931766603239	0.000687338394647365	0.000248718217473475	0.000409778150211127	0.00412634620593974	0.0062611830004129	0.00364091669169604	0.0051179420397951
C[Del(T):R1]C	0.000105810668288662	0.000480554261514142	0.000240037872956898	0.00704317158604465	0.00198154214633918	0.000567765529354353	7.72986633295933e-05	0.00638045358327812	0.00319770546547932	0.00155620130464914	0.00253527734939118	0.00133649280737692	0.000124657717462353	0.000447988083551021	0.00226776744102986	0.0023366385834689	0.00720224839733279	0.00600249551255097	0.000191338506181362	0.000483870913178914	0.000552519412992363	0.000804310541103728	0.00382307615440086	0.00459323525120898	0.00625196837885979	0.00853102823784369
C[Del(T):R1]G	2.03304808568974e-05	0.000837728933125673	3.39972281637242e-05	0.0095043775489093	0.000297149225376086	0.000309410257887787	1.74045985824474e-05	0.011332779763633	0.00372878486805103	0.000961234193760155	0.00355618425106055	0.00154233328376061	3.20071645065115e-05	0.000274765878153298	0.000813555949957112	0.00600468583012437	0.00906277826204382	0.0112730674979222	0.000375982953837429	0.000994941840948955	0.000126581238781713	0.000445721339129026	0.00404346161268248	0.00865576435339856	0.00893687901682336	0.0116072007515783
C[Del(T):R2]A	4.34128507310183e-05	0.000505959939591751	0.00109459744762437	0.00606255967749412	0.00065391491973511	0.000624006564129181	3.11032193858237e-05	0.00123414314394266	0.0237317602246594	0.0010606955904732	0.000588191043781148	0.00268077501879937	9.32081836709794e-05	0.000160442077871708	0.00167897953192407	0.00796262551728645	0.00416933727552317	0.0055917533408693	1.05989259983845e-05	0.000647855547322775	0.000427201808743495	0.000685371261411769	0.00146975267882068	0.00436898993667715	0.00502013939620767	0.00628614251295582
C[Del(T):R2]C	5.5538057408376e-05	0.00030980116690546	0.001637941878619	0.00807391228967125	0.000416720867789866	0.0010174062810238	9.09842749964042e-05	0.00362160081083869	0.00273549794949119	0.000774313336590971	0.000515862399058289	0.000794644343631968	0.000222838457735994	0.00014952337386076	0.000293858466395291	0.00608563928133408	0.00455890097748848	0.00589625019987769	1.27444575770048e-05	0.000604057693714146	0.000269010560662867	0.00086831177438505	0.00290752774770657	0.00306704368469686	0.00323293648870442	0.00625227636887015
C[Del(T):R2]G	6.39875057461142e-05	0.000211017881581391	0.00104733228126037	0.00552465448417424	0.000511905789954473	0.000891803699414422	0.000137872455462282	0.0019881004671398	0.0011701900107874	0.00089296828654521	0.000361582448915151	0.000674018070541469	7.16618359634915e-05	5.78963113358987e-05	0.000618526181672303	0.00922791627653981	0.00429167954872989	0.00531683819649594	8.41048378819175e-06	0.000485155698202602	0.000289532655585504	0.00133983825943336	0.00203816541176885	0.00300316598251826	0.0041049259597787	0.00528615688489231
C[Del(T):R3]A	0.000153243993817933	0.0005534905527851	0.00381667150126482	0.00788281831596061	0.00154845579741079	0.000270025465886423	0.000108382369010569	0.0016450441242733	0.0069860065764879	0.00138009785332326	0.000280191621275845	0.00234995996746845	0.00014044747139627	0.000148686007825221	0.0035545828433928	0.00390796107788535	0.00953647684976341	0.00429869046870453	0.000184901911445501	0.000799834459228477	0.000499133247226851	0.00212655555543517	0.00164016847782439	0.00346705067596563	0.00179363247234976	0.0035554208020323
C[Del(T):R3]C	0.000134060863716359	0.000291987006238409	0.00220382689675836	0.0091745470880658	0.000939339587831724	0.000982932695840788	0.000225641847584959	0.00221368056316278	0.00124092960954953	0.000889018220248585	0.00188188855891979	0.000815791480719411	0.000324897456742741	0.000250954482657459	0.000778711860073906	0.00179658606187441	0.00563543940335029	0.00413214618300088	1.17575130508395e-05	0.000442854961036141	0.000603804307697574	0.000442746137366923	0.0013556506225672	0.00342799209435524	0.00320678598966483	0.0031754988624861
C[Del(T):R3]G	6.49276858049002e-05	0.000430202756605394	0.0013443850189891	0.00794717156249781	0.00184740396958966	0.000774368139733293	0.000248614356617402	0.000818788612948958	0.00142763819071441	0.00117175021150292	0.000781535619983639	0.000333036126380046	0.000119186228114567	0.00022538050029337	0.00125601860669418	0.0046385262163009	0.00835041900487406	0.00398444552628889	0.000192239629444383	0.000351595637140692	0.000105116204453885	0.0021766438509966	0.00230463406377777	0.00321000104296581	0.00253459929844262	0.00341650104544746
C[Del(T):R4]A	0.00235639942720238	0.000667240628102291	0.00857960042873628	0.00635647344251327	0.00200367906154697	0.00661526450605589	0.00438493599941429	0.00572746556541216	0.0124719954210986	0.00184698394217532	0.00100226932726595	0.000304725240190497	0.000248669757254545	0.000373338960579517	0.00137423695739514	0.00436454852743027	0.0111329193867373	0.00459216295709337	0.000185245196498081	0.000806891779764757	0.0014171876678115	0.00520606135619293	0.00232610107055437	0.00244736322002673	0.00136652566468868	0.00185368403350051
C[Del(T):R4]C	0.00300976516776495	0.000320211810767516	0.00578850328086296	0.00692920833722751	0.00130911512191161	0.00783998798545028	0.00203658683388316	0.00330016966920178	0.00130259258266352	0.00133125922384227	0.000991019255180402	0.000870505005521092	0.000292508755431135	0.000548903045414338	0.00133141035799974	0.00307959198287128	0.00564471813970772	0.0036462757963935	1.08993004193913e-05	0.00230608475122916	0.00157361030619559	0.0032834704995933	0.00188603314702456	0.00325000853387705	0.00724217539517916	0.00248448970261506
C[Del(T):R4]G	0.00196448383600132	0.00040625695177474	0.00344365609039062	0.00597180975940162	0.00317083215827003	0.0059957040323008	0.00187109598149251	0.0030030225650112	0.00137110003760251	0.00210147442783492	0.000211988903350266	8.91245466895314e-05	0.000148501671424696	0.000254301201337204	0.00110539699585166	0.0063943627740776	0.0117994129289587	0.00434570677845399	1.08993004193913e-05	0.000954595272600036	0.00130446811693555	0.0061963478039752	0.00084900411492114	0.00275873742537267	0.00293215171979243	0.00128215419974671
C[Del(T):R5]A	0.0056204163538166	0.000734076167327932	0.00628938285571886	0.00345117025855624	0.0010384768095805	0.018118805589766	0.00619131965720424	0.00117706679315637	0.00443007662562536	0.00272958514022455	0.000667522284393989	0.00114607472534843	0.00141631912576921	0.000346276937588339	0.00189260194716944	0.00317097535135967	0.00653428328796516	0.00364921061723884	0.000190137008497335	0.0021131222767191	0.000913370835772571	0.0130781356601544	0.000942102111029782	0.00216876034448186	0.000871503201464039	0.000463612589380774
C[Del(T):R5]C	0.00707567267017872	0.00073231090342593	0.00368159941804736	0.00337409953010854	0.000728548781292385	0.0178569175474887	0.002412700485694	0.00896564003682665	0.000861681540906279	0.00230497503972931	0.00045996993408106	0.000529272799382303	0.000768121635610549	0.00112190575987773	0.000683992722242716	0.00250150487519759	0.00445415291834934	0.00327311052703396	0.000191252684918217	0.00297395703329074	0.00411529868639542	0.00803555562159472	0.000416937738113171	0.00106212252463207	0.000295543863112727	0.00101341646488033
C[Del(T):R5]G	0.00519081833612164	0.000491804288361599	0.00271752717594261	0.0030517739187954	0.00120161347045265	0.0113257101537406	0.00164627370951117	0.00217003133527109	0.000838044732207769	0.00221128945247106	0.000514687421541552	0.000632630996034536	8.35104404821451e-05	0.000901338055191905	0.00095887249207546	0.00330384163781807	0.00469039280367719	0.00241775499246492	1.11138535772534e-05	0.000829438497337317	0.000538892263314288	0.00562843682022336	0.000935043603743014	0.00132750276627922	5.20308482957142e-05	0.00113795084069039
C[Del(T):R6]A	0.0128755808877662	0.00091727790297353	0.0102880487272633	0.00167478666799073	0.000404083378654119	0.0280500903010892	0.0115375397848463	0.000761313436730156	0.00180930631324754	0.00576439488898915	0.000947058889467974	0.000431295235243443	0.00623508704699318	0.00122984361458993	0.00230927399985071	0.00190775616462281	0.00392236955336561	0.0013924181531205	0.000187776923760853	0.00218110431900891	0.000617019818853586	0.00803844483486659	0.00146043659228025	0.00166530283432242	0.00161419898617109	0.00131546912830737
C[Del(T):R6]C	0.00591968866642853	0.000809135188441048	0.00300542652709273	0.00171015104359335	0.000316361169722495	0.0128659876564184	0.00550831559538918	0.00129013380327377	0.00076133187102099	0.00432263782235909	0.00144075878157263	0.00089593787897093	0.00292939346968313	0.00085940386231707	0.000770081783487393	0.00148756148343594	0.00390086052135546	0.00195881778462344	1.57482017870733e-05	0.00364644302515726	0.00955609973955439	0.00149665546907349	0.000886222737958741	0.00158917469366477	0.00682555039911659	0.000774377146959262
C[Del(T):R6]G	0.00606219289238696	0.000329414131488651	0.00496920809699632	0.00158307857136661	0.000580516992951316	0.0134103070886503	0.00442205431831954	0.00195225049215058	0.000450705142205669	0.00272468304431864	0.000353985611522451	0.000123316589347186	0.000421904237616091	0.000456013070180139	0.00158808353047392	0.0015388258264186	0.00535386738658128	0.00138431740784442	1.26157256822876e-05	0.000714567199939303	0.00051475636508749	0.00140297100896332	0.000637586104358504	0.00123206461242577	0.00133956471629869	0.000298557150341574
C[Del(T):R7]A	0.0293819049171533	0.00328002891262196	0.000950953381861786	0.000469539243318755	0.000464408659594262	0.0357017293824324	0.0152886804076463	0.000936730156130408	0.000904923633234991	0.0145899957101644	0.00148456383416502	0.000817668445549657	0.0206314895322652	0.00204690970105766	0.0056387401124291	0.000627591257362838	0.0021449130240629	0.000857361128759798	0.000726391171257704	0.00135541940928982	0.0097132212061271	0.00181527722078733	0.000603368061341595	0.000955800051211218	0.000133021753379074	0.00054519248708297
C[Del(T):R7]C	0.0252190033080793	0.0015426094007784	0.00690196654398445	0.000885983396696521	0.000207161509872381	0.0290451329378062	0.0104613052997845	0.000736298219324209	0.000192681843589537	0.014420152648917	0.00581644258134727	0.000826333766515961	0.00474223834646141	0.00130900078684129	0.00161303976926089	0.00094099830536104	0.00363739664382152	0.00119342130623284	0.00018202689913015	0.00722705611291033	0.0652921111880067	0.00408028284434861	0.00107709391961779	0.000667946765365446	0.00259840867729749	0.000938141935013061
C[Del(T):R7]G	0.0355284048411711	0.0016793440947316	0.0106456196617606	0.000773737104990371	0.000469152764940748	0.0399800501409058	0.0116445025318292	0.000726903664691683	0.000108953673244347	0.0117565536843366	0.00139163256643316	0.000562682773360689	0.00245050608131933	0.000846675898576875	0.00150144652785867	0.000808988955111329	0.00210082498469388	0.000902431020542622	7.98137747246768e-06	0.00288206071513985	0.00388826568199414	0.0013998066325227	0.000837779087948498	0.000459730061927703	0.00440003758323788	0.00114675684480953
C[Del(T):R8]A	0.0550405904165617	0.00512945706694338	0.000702172086708868	0.00023753122276801	0.000421408896241004	0.000868909399528074	0.00937010055082001	0.000720721870487733	0.000334502695780594	0.0204508233669681	0.00289920300059546	0.00046232772043685	0.00835329972734793	0.00365815020840517	0.00246051827134161	0.000305113037786208	0.000945097149689579	0.000250321825496694	0.000542004187391071	0.000678780358831316	0.00959890296610732	0.00188619192868349	0.000365482077301205	0.000136705035636366	0.000891872495137439	0.00150091954177211
C[Del(T):R8]C	0.0424377554717167	0.00236848899996188	0.0018557969515287	0.000295607782312623	0.000151836044921514	0.000785385056965517	0.00317427648008	0.000804608153126277	0.000285987733094181	0.0189692695047684	0.00305394889009868	0.000838627886154075	0.00191126879435627	0.0041072062768343	0.00469266952328428	0.00021944515073773	0.00253080061649677	0.000341141335961124	0.000375982953837429	0.0011004129745322	0.0797747964895046	0.00192185995443264	0.000473485811874538	0.000195547114838069	0.00781683801456983	0.000764172937605938
C[Del(T):R8]G	0.0610537527484723	0.0028215951730638	0.00226266796650719	0.000126417805126871	0.000353165557677647	0.00299493552462826	0.000633470148200198	0.00090446961003381	8.97640694587582e-05	0.0135989206500134	0.00107408476341828	0.00036516350772443	0.00047709290756621	0.00310213092441995	0.00198067106927595	0.000169817478712199	0.000372295254670562	0.000220885652385876	0.00017631978513102	0.000580147016690667	0.000946859544140205	0.0051487414286028	0.000340425805280806	0.000167654226718646	0.000756959693274097	0.000147725760703977
C[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R1]A	1.08527257951011e-05	0.000237793404446954	3.84919285765121e-05	0.00585034342565546	0.000907591092761196	4.76871205315777e-05	8.61042226423049e-06	0.00269825346366594	0.00333298932504549	0.0010178224421558	0.000729998675111559	0.00168545185206689	0.000239953108707383	6.24565244015724e-05	0.00130116150370156	0.00354955587209412	0.00659530558285334	0.00330138876538073	0.000183786235024619	0.000388573693494732	7.49493232294137e-05	0.000421386596392745	0.00112755510248004	0.00209129519255983	0.00338303170839859	0.00342121998811284
G[Del(T):R1]C	1.03692463552386e-05	0.000163158046670319	8.17618056846943e-05	0.00541362400279643	0.00185924068065983	7.59894561653882e-05	1.26286193208714e-05	0.000992610030619158	0.00180770053631355	0.00141838461735325	0.000686605539924453	0.000315455222470072	0.000157721445429126	7.2664153647915e-05	0.00123486059786232	0.00156811606043439	0.00412457523593448	0.00248066731550144	8.96832199863304e-06	0.000169897524322906	0.000155975101153705	6.15333636116005e-05	0.00266681836075147	0.00184682782521788	0.00172182665990428	0.00423629297395551
G[Del(T):R1]G	9.36847312798243e-05	0.000450241149788967	5.49128655738119e-05	0.00541086416628914	0.0014230409425017	0.000208862653464959	4.82638966576697e-05	0.00363879461837369	0.00268079334309114	0.000984052312171919	0.0014840101091284	0.000722756590633533	0.000660851095408938	0.000119817470567208	0.00203251379485987	0.00277392309457133	0.00710941890874478	0.00334712398984566	0.000187347817445128	0.000207649330761239	0.000606613979935379	0.0010134259505043	0.00297236885310607	0.00402412835340739	0.000976861617016108	0.00543581862207439
G[Del(T):R2]A	1.93842147024434e-05	0.000120130621690976	0.000357205693501862	0.00474769521712357	0.000446791542151566	0.000192023324016741	0.000165448572696809	0.00307540938101229	0.0902215792230777	0.00210858405769346	0.000386229965789247	0.00390330477823316	0.000104184704063702	3.62565766076384e-05	0.00453534808386522	0.00157528292932685	0.00335988828671026	0.00343576197680435	1.25299044191428e-05	0.000273112186730094	0.000371022723470728	0.000128698973333542	0.00145443543223887	0.00226244039644049	0.000162414049820267	0.00214461827645957
G[Del(T):R2]C	1.4298186274645e-05	0.000251579232889637	0.00018045141342153	0.00522381642346802	0.000552689394403558	0.000105915471022831	5.33862441802997e-05	0.00228316481629392	0.00143516598187303	0.000847329602344795	0.000386229965789247	0.000715686689772938	8.18249702002984e-05	8.20014713097792e-05	0.00144649049903287	0.000497856776808257	0.00213134034463934	0.00251613146668641	1.28731894717221e-05	0.00061694873000224	0.0002153372052308	0.000223019748271446	0.00164642683043897	0.00175088319830202	0.000742695784707048	0.00373396085501272
G[Del(T):R2]G	2.1862959746089e-05	0.000274215211905006	5.78422474348827e-05	0.00428061582808305	0.00062599535507898	0.000195348906593269	3.26269145060473e-05	0.00145453850934297	0.00189878567048396	0.000768127591507501	0.000676530445355645	0.000467927332180418	2.39026519323581e-05	3.17759819519012e-05	0.00176467009035379	0.00357611832118137	0.00301391554895198	0.0026208509923916	1.06418366299569e-05	0.000496520827347717	0.000428948879215043	0.000218660131816572	0.00121766394934902	0.0021795165904013	0.00378415010689016	0.00501622260900821
G[Del(T):R3]A	9.38970142967227e-05	0.000297722348656013	0.00934719537700906	0.00545245934924933	0.00142252279198868	0.00111695811342275	0.00218336404332446	0.00181680494387551	0.00351089460429568	0.00117827614197377	0.00108415985798709	0.00133987134407137	0.000855057521914258	0.000139625981866929	0.00173793304211246	0.00138735913480591	0.00502740695518238	0.00313880608797893	1.40317765241771e-05	0.000852471057986062	0.00130791917942867	0.000769975336953208	0.000852090425799565	0.00285912970079068	0.00148739067781175	0.00287227654660354
G[Del(T):R3]C	0.000156446984246065	0.000243406061023369	0.00669898945121393	0.00625591587013209	0.000743447290848585	0.00101552044525885	0.00380590258317205	0.00251271100967356	0.00182230057907505	0.000709443164807605	0.000364033695113863	0.000551733811850918	0.00114992258157026	8.97574026225596e-05	0.00031389568606008	0.000791006161638972	0.00372232067149968	0.00271760571820046	1.21007981034187e-05	0.000699210959894273	0.00249272972179372	0.000859205593269247	0.000823216272914744	0.00247265388448063	0.00189510073101991	0.00282909351571702
G[Del(T):R3]G	0.000126563280741089	0.000351003309010133	0.00621582033768602	0.00520585984015719	0.00149328061853946	0.00129803217350826	0.00134289251409547	0.00159742879902495	0.00103603361162169	0.000935827974289728	0.000431858259355894	0.00046073230033114	0.000333182255939082	0.000147788241616627	0.000683469687298079	0.00150630085121867	0.00583611454375367	0.00293552936066505	1.2444083155998e-05	0.000568206073529334	0.00167625189302265	0.000388925941329331	0.00150535956173288	0.00240284404378937	0.00334731790702428	0.00347420389991975
G[Del(T):R4]A	0.00142775446725776	0.000875682107018711	0.0105513874849472	0.00485639995392555	0.00178731196853417	0.0049480736390621	0.0145078996754056	0.0026578391531713	0.00801993331766429	0.00160280547903172	0.00093289838456798	0.00110737796709818	0.00119634848313964	0.000289964758063936	0.00142998999185087	0.0016102680577265	0.0086638038320114	0.00329369425688651	1.23582618928532e-05	0.00114602104345432	0.0077770626648714	0.00186036958506615	0.00198108580668954	0.00272124871620479	0.000265016937580974	0.00356811220338874
G[Del(T):R4]C	0.00144442793494969	0.000186359792766279	0.00474003055322919	0.00480622704381581	0.00132012862415806	0.00533488350160767	0.00731050218049472	0.00383093984897101	0.00172434818610185	0.00146547092498269	0.000370752675741185	0.00100057866825716	0.000969170568334709	0.000139752273137863	0.00109182299371703	0.000943795571603806	0.00456114764488737	0.0023166404183594	6.69405852529547e-06	0.00134628915829515	0.00711078981820348	0.00113703440521598	0.00067171841651768	0.0019028076524385	0.00298418256808815	0.00276804303525135
G[Del(T):R4]G	0.00141136242062951	0.000730303798369354	0.00419745387371469	0.00501965204757741	0.00235102383748743	0.00451655551539392	0.00649303080471336	0.00111150432344494	0.00157007971555017	0.0018315630204064	0.000739439011711555	0.000489543710475422	0.000399133617962585	0.000383104570377591	0.000951587362489443	0.00240410493957434	0.00862723932009441	0.00282493379583956	7.42353926202639e-06	0.00058236749949071	0.00640062481749695	0.00340945223663544	0.00205343693522654	0.00215222526032536	0.00303253937932871	0.00161508837685568
G[Del(T):R5]A	0.0047238869903803	0.00109901535221242	0.0107007934137597	0.00355611462988697	0.00138056830196471	0.0167027776026779	0.0235669647800833	0.00257780818304705	0.00296142848640537	0.00371801336227154	0.00166445694362417	0.000658032586737204	0.00174861252673378	0.000328859724049125	0.00109788770843223	0.000690734331694725	0.00879365839933317	0.00307889895751373	0.000366156419207348	0.00116411599891399	0.0174110267027707	0.00168546039708075	0.00154417277872434	0.00244254687465923	0.00197144505982764	0.0031437972476572
G[Del(T):R5]C	0.00287836246719252	0.000900225453680193	0.00393044779828107	0.00242024427178816	0.000849441595360576	0.0103685216530901	0.00630369583114039	0.00211997874349073	0.000547364941689456	0.00257436637956921	0.000878241671806631	0.000554674390084971	0.00138261810555656	0.000520904819740804	0.00103806247333611	0.000984537355555489	0.00415364430374191	0.00229100751716695	0.000373065030890505	0.0018307682750287	0.0156430631829807	0.00153983029002009	0.000522186654457983	0.00154391618318687	0.00133345933119234	0.00144457455969072
G[Del(T):R5]G	0.00492976646086065	0.000756137552943199	0.00437643686925675	0.00278714547773719	0.00192295973530647	0.0117019026763629	0.0084002873074315	0.00514294258012757	0.00101393994316825	0.003055327332902	0.00129514260242934	0.000711651215387908	0.000436658391650465	0.000686264020791694	0.00104016706632763	0.00208103226875385	0.00824053169405995	0.0017935705777784	0.000380831855205111	0.00271671572038267	0.00662786364115927	0.000701236137859981	0.00132049525550573	0.00151442819599731	0.00181805401277517	0.000508328268312465
G[Del(T):R6]A	0.00840337878452624	0.000516652143046176	0.00497655764029153	0.000845180519741305	0.000309818117573228	0.0221550987781323	0.0159497152900865	0.0010977891599602	0.00188376994787785	0.00356234306058043	0.000322558339321892	0.00114895273808814	0.00146346198111519	0.000199441371428539	0.000499411199637681	0.000585928202652269	0.00384055154336642	0.00122434648109135	0.000185717213445377	0.000957492336869136	0.0222309500225554	0.00143491573308533	0.000392418712801238	0.00192478004510416	0.00193130080200447	0.000960472885916711
G[Del(T):R6]C	0.00401989661916402	0.000748508964990699	0.00271833965080993	0.000889002629601869	0.000303192071618845	0.0097185763905303	0.00600940639604184	0.00173604279379165	0.00045471389029619	0.0036570345197395	0.000502147575285334	0.000336477228568831	0.00142785327687707	0.000909604642513243	0.000394841570349159	0.000618193266269386	0.00270412538965287	0.00113498718394125	1.8880677891859e-05	0.00163430773037011	0.0142629875998299	0.000830794996095865	0.000303732998170641	0.00127765106906285	0.00168405972017561	0.000257229430246559
G[Del(T):R6]G	0.00408294491862666	0.000634112803085375	0.00307716284014857	0.00120424513110667	0.00048251028141277	0.00945787228102018	0.0111958174116882	0.000905909812984551	0.000706422271820863	0.00304191326018093	0.000796236344431559	0.000553047687232091	0.00143872078675405	0.000349533056008501	0.000756395702436055	0.000819750838669056	0.00493412813311459	0.00119753165477372	9.9552665247984e-06	0.00148808695862659	0.0131457144940499	0.00108200177146608	0.000330612479765517	0.00167574083663175	0.000118757844812025	0.000149567627214392
G[Del(T):R7]A	0.0146428148500567	0.00142071174992152	0.00279744786885457	0.000478843986223433	0.000476705201206289	0.0192452351653267	0.00878177373264386	0.000730670349332083	0.000523090377612909	0.00541895498343166	0.00177048178264888	0.000147967394117755	0.00289885375442698	0.000656514190099557	0.00208595053170363	0.000343695754233125	0.00123176629311983	0.000484544519315394	6.39368410428863e-06	0.000965474558668967	0.0379433096788288	0.00118314143367956	0.000689933366090904	0.000358571285131715	0.00445493201923834	0.000544708492963445
G[Del(T):R7]C	0.0125118867656213	0.00130913030130794	0.00337506532223394	0.000575946469166461	0.000461683322480323	0.0148049502901303	0.0063863396234563	0.000863811572885968	0.000274508136289509	0.00716488918129387	0.00149241052309864	0.000395883165446129	0.00161172886065982	0.00256451996590454	0.00265856171716457	0.000396673969633156	0.00213670145471995	0.000915648110169778	1.33022957874461e-05	0.00137796252802478	0.0378044439020602	0.00191866978144495	0.000386188937139232	0.00114423325705765	0.00416165741430673	0.000804640223710686
G[Del(T):R7]G	0.0148637096923252	0.000654248285783558	0.00341826066036347	0.000542251406438447	0.000197152905590574	0.0156358258495111	0.0107811967156438	0.000443316625206547	0.00021256614519763	0.00532385358864392	0.0013084725197744	0.000116309253980933	0.00134800307409654	0.000698478583060919	0.00133849623617827	0.000349655706963803	0.00267989508175581	0.000687542958440124	0.00036744373815452	0.00030489352158776	0.0280311880893868	0.00149067926900221	0.000574533916190382	0.00101926054377901	0.00231005079842498	0.0005838313509584
G[Del(T):R8]A	0.0249979419502333	0.00129787409603682	0.000667302752494902	0.000112113946605097	0.000128337582694663	0.00183318458345668	0.00638536556435596	0.000932985628458481	0.000137783632878303	0.00829193193550211	0.0027606366865526	0.00062102509683418	0.00443951614424775	0.00236575397822926	0.00196295014722313	0.000185553709691516	0.00111237277087416	0.000145955757778875	0.000525354862340978	0.00023498970001882	0.0433067155100982	0.00108533812488717	0.000118411460702244	0.000702883704123071	0.00331317097439407	0.000536883921364454
G[Del(T):R8]C	0.0161577032186611	0.00120506887691688	0.00123300887708549	6.32344892829725e-05	0.000263058959155803	0.00203655040621663	0.00303997340646285	0.000616008037484628	0.000147378434771097	0.00871241453487638	0.00221964057302708	0.000404704900148286	0.00153399178479983	0.00300982573267943	0.00117097561533878	0.00011199615837299	0.00080262192825453	0.000202550619050237	0.000185631392182232	0.000553134141654811	0.0348720052615444	0.00277834831141048	0.000232604963203973	0.000343062730668766	0.00115591689349793	0.000218725009182108
