C.H.All.1	C.P.All.18	C.PH.All.4	C.PH.All.12	C.PH.All.6	C.H.MSI.4	C.H.All.8	C.P.Kidney.2	C.H.All.10	C.H.Lung.3	C.H.All.12	C.H.All.13	C.H.MSI.9	C.PH.Breast.5	C.PH.MSI.9	C.PH.All.29	C.H.MSI.6	C.PH.All.23	C.H.All.21	C.H.Colon.7	C.H.All.23	C.PH.All.32	C.PH.Prostate.7	C.PH.All.11	C.H.All.30	C.PH.All.34	C.H.All.32	C.H.Ovary.1	C.PH.Biliary.3	C.H.Kidney.1	C.H.Bladder.3	C.PH.Other.4	C.H.Bladder.9	C.H.Colon.13	C.PH.Other.3	C.PH.Breast.10	C.H.Prostate.2	C.PH.Liver.4	C.H.MSI.3	C.H.CNS.2	C.PH.CNS.2	C.PH.Colon.14	C.H.Colon.12	C.PH.MSI.8	C.PH.Lung.9	C.PH.MSI.16	C.PH.Prostate.13	C.PH.Skin.7	C.P.All.2	C.P.All.3	C.P.Other.12	C.P.All.10	C.P.All.11	C.P.Other.13	C.P.All.13	C.P.Other.8	C.P.Other.20	C.P.Other.25	C.P.Other.6	C.P.Other.10	C.P.Head.3	C.PH.Ovary.1	C.PH.Pancreas.6	C.P.Colon.6	C.PH.All.2	C.P.Other.7	C.P.Ovary.2	C.P.Uterus.5	C.PH.All.30	C.PH.Ovary.2
T[Del(C):R8]G	0.000496588996390115	5.29864897247711e-06	1.72481663204453e-05	0.000107643317948907	7.01669319523097e-06	4.3698110982845e-05	1.28320945788902e-05	5.91371207186743e-08	4.41226423052448e-05	1.77488577908901e-05	4.39895520969237e-05	8.18693471857497e-05	8.37982487033075e-05	4.28581993156791e-05	9.73851419392644e-06	6.07659734016008e-05	9.7914279530578e-05	3.04820075135868e-06	2.42023731021967e-05	9.64293842573964e-06	0.000199243122240278	3.30216238361804e-05	1.91251725329627e-07	0.000217464776564994	2.95755526913593e-06	2.40114204594013e-05	6.076852778691e-05	9.54136310476497e-07	2.44744356713567e-05	0.000571865891882332	1.49397298026631e-05	2.1101332440849e-05	1.10067270303922e-05	0.000520772655538948	6.27916275627975e-06	9.01833033067757e-06	7.49256731785689e-06	2.66973905046935e-05	1.54947903984919e-05	7.97842602650451e-05	6.4618100070133e-05	0.000299757576719224	1.40805028800798e-05	3.72731268767139e-05	2.11778542954707e-06	0.000715075913328948	0.000145614568057175	0.000369831895970147	1.80457684112555e-06	2.61429235791706e-07	1.52034151249955e-05	3.37809453365912e-07	4.04902847476217e-06	3.3373988665422e-06	1.03209492799205e-05	4.44911926936599e-05	3.40378060337233e-05	2.32328813781486e-06	5.13255996251601e-05	1.93563038042195e-05	0	1.36355763657613e-05	1.40155584009672e-05	1.08331428198659e-05	7.43522318898786e-06	3.44026616472258e-05	5.54463716386486e-05	4.55036816590567e-05	5.07096152876629e-05	3.00904549939122e-05
T[Del(C):R8]T	0.000824635703293707	2.49864226802467e-05	2.96104133684582e-05	0.000159930922015949	1.20925463065097e-05	3.60499457059934e-05	6.33107971348594e-05	5.45881114326225e-08	5.31226652855406e-05	0.000101830110832253	0.000130592718138705	0.000243572214096147	0.000203324235213473	6.41367017456628e-05	1.56230108833766e-05	0.00037340133955034	7.74008575488281e-05	1.6210931078526e-05	0.000181276022510588	0.000153623578798844	0.000606154592759652	6.1321205432488e-05	1.36818541966579e-05	5.19480042063868e-05	0.000120511468918286	0.000215325431127228	0.000495159524894859	2.13579743345124e-05	4.99988612445045e-05	0.000620948926768765	3.07894939080266e-05	3.11607848286131e-05	1.43327473479874e-05	0.000890525624078771	5.83574981790277e-05	0.000230090314726092	1.86022360995068e-05	1.36661777340242e-05	4.73336483368506e-05	8.01158886416231e-05	0.000143889882461914	0.000912876701350195	0.000159848183146988	0.000122182589470744	1.89486064748949e-06	0.000864040032422047	0.000344898552818827	0.000896690347381688	2.45113645799941e-06	6.59256333735607e-07	2.25235779629563e-05	8.20394386745785e-07	2.33155536945519e-05	1.59490769953851e-05	3.69145842909493e-05	0.000196665252165799	2.40546305275329e-05	0.000103089157370948	0.000199712544506781	0.00014591505741704	2.51616472191484e-05	2.95727140195773e-05	2.42959911078558e-05	1.63602565034709e-06	5.59085737782898e-05	0.000318213237242343	5.5432510045739e-05	5.59462625867593e-05	4.24807073164321e-05	7.16821505632753e-05
T[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R1]A	0.000975907957711457	0.00139636136180363	0.00424011836859926	0.000658475975252002	0.00344781711107368	0.01232438099654	0.00515267687000693	0.0138374061712815	0.000656029343063066	0.00752519647927641	0.00454073079771404	0.00964681689651482	0.00142080874235558	0.0029550542396291	0.0110394264310594	0.00247648641335303	0.000393120272329284	0.00886856830736864	0.0528451253444871	0.00525803842680796	0.00194275046657916	0.00920091179656749	0.00329989037009754	0.00348766171716988	0.000678349152512538	0.00357187893644592	0.004020273274298	0.00445649406316345	0.00206571697520816	0.00158778764312071	0.00640307718999115	0.00509849992361151	0.00402249582987344	0.00520552959056078	0.00784024851740529	0.008983464652646	0.00828183362093596	0.00527026691993302	0.000176324390330593	0.00152137281324939	0.00165837660285566	0.000704726623582469	0.00697644462512004	0.000412233898266564	0.000949436646783262	0.00100449338986336	0.00305667719583475	0.000912482843385875	0.00970436286688458	0.0131981469873034	0.0023145791804183	2.12337370687144e-06	0.00938292535177377	0.00036695035954603	0.0152645918630452	0.0035465108446839	0.000970948390660645	0.00353836783389203	0.000581044603838252	0.00400487040726997	0.00463817394202212	0.0101819239528641	0.0118002518169899	0.000497852922679497	0.00250736818486875	7.98874815061098e-05	0.00063143714181384	0.010081851979283	0.00653097464263186	0.00440574669052574
A[Del(T):R1]C	8.69970015973694e-05	0.000205258906809304	0.00152237436441265	0.000240168129893236	0.00150881649848768	0.00245784944745989	0.00124257798401912	0.00861549605911365	0.00019153803847262	0.00298600531411585	0.000374970125617353	0.000761496414617009	0.000606300475630291	0.000706495889174047	0.00115251309847575	0.00131446028844877	3.07555014305551e-05	0.00613148020891382	0.0242407844504911	0.00119168653602625	0.000284863468985911	0.00247982555019374	0.00146121099444968	0.00148746826197509	0.000286669061930103	0.00129990186621279	0.00559755930794582	0.00226993544883947	0.000337944776154138	0.000221085221794493	0.00212542303205248	0.00143806168523722	0.000380263560021963	0.000788951173833844	0.0046407973186499	0.00148059667116837	0.000442393654541048	0.00254902355232246	2.25961928785004e-05	0.000495425158909409	0.00064667218558362	0.000208427491242166	0.0043963467046579	7.55708831452203e-05	0.000741447825123534	0.000523042182240441	0.000416156804446776	8.53435808049185e-05	0.00556705039551033	0.00246917071583138	0.000123316589347186	4.15023042706691e-06	0.00386165998791041	0.000182089488409457	0.00655422063162696	0.00120892851382045	0.000527585993522711	0.00176802227287711	0.000227727353611407	0.00168642745252807	0.00178142367689533	0.00520104001636307	0.0047714345504912	0.000834004607431445	0.0010198500407523	3.14544660730898e-05	0.000193549421797613	0.0047672997089081	0.00103245718517724	0.000583446206830677
A[Del(T):R1]G	0.000160826307391484	0.000615008204864286	0.00107778922172743	0.000289952156351381	0.00107186540437691	0.00273513527293992	0.00260356472842456	0.0107999234947618	0.000874911324872395	0.00434048955724339	0.00120857281233354	0.00208643231513523	0.00107625666133598	0.00170640833017404	0.00268468482615242	0.0010807800057808	0.00013355671601242	0.00821431349193441	0.00562232162057503	0.00158696494883885	0.000128362681125518	0.0025456554699505	0.00098789607551901	0.00133323254669979	0.00011687688292489	0.000493127061437514	0.00501575264267039	0.00211360952989992	0.000710642836491904	0.000394139010235997	0.00362925471726471	0.00151809350496929	0.00121238583906732	0.000967419393083109	0.00648449984741574	0.00269247262205896	0.00306368493983265	0.00259083022275062	2.10693009966665e-05	0.000106729065862004	0.00245453272094949	0.000401534046814869	0.00623227371742768	6.67779066689022e-05	0.00167784337215643	0.00035263782116799	0.00024663577912627	0.000362751496470115	0.00558786897183076	0.0046249275606583	0.000550857894930137	2.12337370687144e-06	0.00609718854912728	5.01951497867377e-05	0.00784063796297823	0.00335503032314077	0.000134751276307962	0.000121351282733306	0.00020902755838611	0.000742658963926441	0.0016992490361073	0.00513566158459075	0.00732021009292586	6.88162501033386e-05	0.00143711398346323	1.08772643107531e-05	0.000190680072065313	0.00534771963881367	0.000536580130006739	0.00303941371243123
A[Del(T):R2]A	0.00100869203387558	0.000824771869568549	0.00334362423098609	0.000672270196979453	0.00121746055197408	0.149558915968174	0.00285445899827966	0.0136643800540773	0.00154952174304761	0.00577508012269734	0.00109088963156275	0.0026232606277949	0.00136626082574682	0.00334045912169358	0.00243354876792613	0.00143328902730908	0.000142745324432205	0.00798392089937174	0.079746868966765	0.00256435760732782	0.000560572442758989	0.00437346442578465	0.000539554218415031	0.0033152752175854	0.00338992846956599	0.00104673556664523	0.0024566967437504	0.00181253153484021	0.00135099161219021	0.00143776952850649	0.00536106895435134	0.00210659043543853	0.00150003516323542	0.00209414038122031	0.00674437128561133	0.0060920428423723	0.00271688610969185	0.00368298439074289	0.000191168670578244	0.00046563387641349	0.0013585082322177	0.00127515620598454	0.00602914976189797	0.000153756113866964	0.000733311070578432	0.0015705192168098	0.00215157839250121	0.000781801395823547	0.00776395060535431	0.176368374753035	0.0107556966977494	0.000189704137311628	0.00576601227149213	0.00128246259786314	0.0057253368710797	0.00266519526670432	0.000816615838963649	0.00266967419017605	0.000341154455209193	0.00129674998603833	0.0023048697239351	0.00620314919530982	0.00690390264490318	0.00383179315766024	0.00143000551876702	0.000156508043592231	0.000197998993121614	0.00507002634253761	0.00775260253194316	0.00565098744785671
A[Del(T):R2]C	0.000194477085555357	0.000307579020616018	0.000581622108945561	0.000743082171505599	0.000850169546226817	0.0036589300694788	0.00128820798199385	0.0127665784833635	0.000340388220912216	0.00284588723294652	0.00152050608516067	0.000962025419535568	0.00113492308590749	0.00073751891811235	0.000784019031412992	0.000560479387860114	0.000130630407598476	0.00676801443226362	0.026979372238053	0.000979073786852898	0.000150868267030595	0.00165791921634686	0.000637202935866985	0.000618780915208496	0.00126255540115692	0.00056128875292067	0.00204163768640736	0.000952103830761873	0.000864058795234541	0.000230506078135525	0.00325958172036468	0.00124102235124975	0.000292895521163896	0.000302326169899532	0.00623676328445049	0.00181415436540374	0.000766050417153299	0.00283612873291212	7.28300323045148e-05	0.000229127572517315	0.0013056512812735	0.000708939238234874	0.00450163293914457	8.07265064715933e-05	0.00147264111027242	0.000893733134184949	0.00102642310752544	0.000203578482469727	0.00707333486652669	0.00298115714115241	0.000896938926880395	0.000191200150605106	0.00363595242651924	0.000932693972682803	0.00366599328806	0.00194358711747766	0.000267184901200643	0.000150041189737485	0.000504148170606538	0.000629910758090483	0.0015611610783198	0.00341687909999071	0.00386511867269045	0.00248603677900626	0.000902086671282213	3.58011438280073e-05	0.000133154461490215	0.00433942442405694	0.00103420538665611	0.00087884703252305
A[Del(T):R2]G	0.00030504258345249	0.000492294636392008	0.000551493948987534	0.000205507255013763	0.000985516563699166	0.00339231980803105	0.00161002765246187	0.00853354338232078	0.000180403622690673	0.00211384498091327	0.00121867651503842	0.000633578589144425	0.00043759465874145	0.000270596642475555	0.00366576278448089	0.000824767478483549	0.000119598224877906	0.00575441050649493	0.0211894938192694	0.000984992121529753	0.000147338754981679	0.00440945534358119	0.000421743155611981	0.000756474143518481	0.000733901305097874	0.000783289956483488	0.00094930607000958	0.000696598547525634	0.00138365182439856	0.000507649750905154	0.00331700867667466	0.00149944255195623	0.00047476368368477	0.000451957872961315	0.0047127294230188	0.00163215472255893	0.00251137569183063	0.00195462419151282	7.42756104174936e-05	2.5507749298454e-05	0.00067895394756967	0.000317729471266059	0.00413756302930262	4.92666493613095e-05	0.00319306311580185	0.000907367546285691	0.000310910959557757	0.00036538357913748	0.00467347927127456	0.00149047627217959	0.000688314285998512	0.000192889197871936	0.00364150782639894	0.000348150238292795	0.00358403764682225	0.00176526783520746	0.000200977085848306	0.00493860819155738	0.00015130237932093	0.000819540861474266	0.0014658165014743	0.00330880905485691	0.00383458961693853	0.00175384897511173	0.00111668247429032	2.9730755478173e-05	6.83376530446344e-05	0.00351979905227897	0.00151855137550641	0.00140845961508599
A[Del(T):R3]A	0.00128291925739187	0.00126915149394103	0.00219496739758941	0.000566783321928965	0.00125583479266583	0.00638852838943183	0.00173529353719655	0.0160224249781369	0.000706460301870968	0.00539465962690752	0.000849007798183435	0.00112023829651265	0.00219869671536877	0.000915613428042572	0.00302272375436003	0.0018763796029161	0.000182835749703243	0.00694065452480177	0.0488090572620212	0.00305280601492634	0.000732904213386572	0.00487435837161029	0.0029128520467973	0.000866642511572274	0.0101420271490033	0.00291324395630833	0.00346815769579298	0.00349779596488302	0.00229059441772731	0.00136407030624547	0.00439135156863229	0.0028888038943554	0.00124859488499908	0.00300505286488556	0.0075274760403815	0.00320041778880499	0.00449664766667244	0.00459262942483633	0.000479055551777979	0.000236644482386415	0.00100681985649815	0.00187470027897438	0.0051640697937141	0.000657095965629429	0.000684936392871936	0.00135432867739652	0.00181244246110864	0.000926794185859535	0.00755941098804909	0.00749443736839489	0.00180626582164042	0.000187484246618081	0.00496988799385904	0.005863528896801	0.00951989622066709	0.0024727176815799	0.00136725598616071	0.00656539615763802	0.000276549781100134	0.00261952904896498	0.00405183686832221	0.00625069287563164	0.00634110050364871	0.0361148830181967	0.00186339450393718	0.0017010616881564	0.00110099860162865	0.00568070991803331	0.00387240165829566	0.00208345281644344
A[Del(T):R3]C	0.000262100172512026	0.000384184071986408	0.00101233197814141	0.00131561600783035	0.000217715281672181	0.00139144823586304	0.000695067249704325	0.0137791470093551	0.000239739742576576	0.00352091370306477	0.000652343069566124	0.000630621792117586	0.000836809413557618	0.00124715765449743	0.000996110880407333	0.000521927895573439	0.000105054472060602	0.00586757832027692	0.0312851070796306	0.00109696024055829	0.000287313210397332	0.00264144162592741	0.000206945400560041	0.00127066978002398	0.00825108033614504	0.000679363943028415	0.00221281392595921	0.00031367936929038	0.0005755257149193	0.000656031349523546	0.0022907933279963	0.000876317891152181	0.000954636408888319	0.00036771022414861	0.005957413133273	0.00115506945032494	0.000288076295152084	0.00341091633496722	0.000351338725496299	0.000382063525515847	0.000565462951711696	0.00104372481825377	0.00507208382805616	0.000220472315437786	0.00089236790257652	0.000818786851275575	0.00140969127574404	0.000246867015489816	0.00658201871706456	0.00142146463717484	0.000766239609200907	2.60595864025132e-06	0.00354468589172298	0.00610878997908256	0.00268363105669379	0.00465843615052984	0.00137478115558517	0.00326665118168108	0.000238103678649932	0.000873742917404478	0.00246916663996024	0.00322413978183961	0.0034326512092437	0.0320961997231815	0.0011948646287776	0.00168987383071014	0.000251851281575652	0.00281735062054812	0.000889863983744434	0.000570782497395633
A[Del(T):R3]G	0.000432594988745152	0.00027869926908986	0.000489712873742978	0.000355472956351162	0.000387871327860407	0.000800866473391157	0.000971036907512646	0.0118175141270052	0.000281526410537791	0.00268016738208602	0.000305525717707214	0.00179535746028004	0.000535431536754305	0.00147142350275616	0.0024458381868479	0.000785252466534058	9.75631225209047e-05	0.00468887364463212	0.0186883050264758	0.0012198906572614	9.96177922871983e-05	0.00389306917858763	0.00102029117545561	0.000175809875359253	0.00365268765697091	0.000865475772178997	0.00198884069553547	0.00134715578373804	0.000381367384855845	0.000662571191012598	0.00367464267811189	0.000684285524416531	0.000908072124441987	0.00103475420058525	0.00431029437338078	0.00149727680100955	0.00190019627204545	0.00369116678015703	0.000254846386454962	0.000234461262240611	0.000279184029483755	0.00015890115284589	0.00293615682254437	0.000118863504721419	0.000492440843565209	0.000642966550970169	0.000367648067879185	0.000527446056582668	0.00591520666562434	0.00181505771814776	0.00056312073182108	2.17163220020943e-06	0.00345846098280057	0.00215154893461088	0.00459772792378724	0.00290768112967215	0.000525091999064964	0.00240589994159902	0.00073819265119739	0.000904704682409812	0.00166587908878076	0.00336278771265757	0.00462444498256176	0.0204802407380793	0.00102943795671827	0.0012681875473686	0.000250354229541408	0.00318567253368377	0.000712342069935888	0.00136338051293784
A[Del(T):R4]A	0.00280537657433453	0.00279725044030051	0.00442048519507397	0.00110735622001129	0.00113672160448167	0.016982990002414	0.00135873630848484	0.0138492267719113	0.00131062389985391	0.00458401258794584	0.00182090575877195	0.00325989295813098	0.0012304903217613	0.00226974826628042	0.00260648371711821	0.000739024934266949	0.000185469427275793	0.00464110123867168	0.0929638320331501	0.00406896691513605	0.000687712137595267	0.00465796699026871	0.00253654956554008	0.00013470639038569	0.0169508182432984	0.00432844146865812	0.00363513636276639	0.00220732942785205	0.00328912099867413	0.00286824007122167	0.00311733198342384	0.0037515422834155	0.0019402356667126	0.00253052740123934	0.00439725896276833	0.00256310590237833	0.0015313626503344	0.0027470604657797	0.00131673192879639	0.0013844102937227	0.000141788702687674	0.000793279361031638	0.0048024222384269	0.0011754187894966	0.00162032877838557	0.00101130199918479	0.00207117505119248	0.00238821680886453	0.00590771815424085	0.0194509262003056	0.0032092657495024	0.000377719227356427	0.00429553864079881	0.00807469400538596	0.0104702954229436	0.00300497237823682	0.00186793706977561	0.00274288478149556	0.00566695761532533	0.00422315439925406	0.00428685346087068	0.00636049613732727	0.00490879173591304	0.0459810315059187	0.00306417091780509	0.0200412367188363	0.00149910354999414	0.00498154395560962	0.00223829239917609	0.00169806867115047
A[Del(T):R4]C	0.00166190899100247	0.000834735988023975	0.00255055039352804	0.00259392029390122	0.000390764044928208	0.00147780876878083	0.000907006348051227	0.00913766091352704	0.000816132518662478	0.00214634435494445	0.00163126910640196	0.00108000646811468	0.000799564330711854	0.00163982663814084	0.00118569739805177	0.00136181192698917	0.000206451058603774	0.00348419702393794	0.0931141235626369	0.00112269959298212	0.000243400653389376	0.00381993998474579	0.000933370944211092	0.000426451528560259	0.010359995409019	0.00223018724851528	0.00223476453485562	0.00145731618427069	0.000936749872448677	0.00199009056585303	0.00252665336430344	0.00220252696250917	0.00157903671799562	0.00114044660707313	0.00272154521024709	0.000699485427920235	0.000604019035254818	0.00325666314193767	0.000912828369166896	0.000215392630587379	0.0006403686462609	0.00104926344789211	0.00515570495888457	0.000463590401870722	0.000540815521271706	0.000829773470862428	0.00387548578249742	0.00170101984559251	0.00459493031961066	0.00137209429432	0.000330314527376189	0.000190331497725022	0.00278028279012523	0.00650698442952491	0.00475034439629208	0.000586893780911187	0.0041293098626454	0.00823286868110877	0.00469805875110755	0.00233162697403554	0.00230259182246989	0.00270076474493595	0.00321374574328963	0.0306337991373487	0.00185314015717696	0.00489709107071583	0.000871824886053201	0.00386090532703828	0.00130810794361267	0.000770984324621795
A[Del(T):R4]G	0.00147445324584383	0.000484052427807911	0.00142331218360856	0.000565247513815944	0.000554444855218509	0.00138842083710762	0.000944733628079463	0.00932431586255232	0.000848907305905611	0.00171573474289941	0.000903573188625648	0.0030848117964762	0.000371367010572707	0.00211915103842458	0.00303328593417692	0.00100206044932872	0.000144471846396433	0.00325684964467081	0.0442249765316333	0.00134789624388269	0.00014594994004305	0.00501134564339444	0.00200008847599047	0.000111271200518147	0.00529919074517529	0.00180279856505529	0.000981962414473015	0.0020115282362329	0.000310071688958562	0.00132483125731116	0.00250776067299843	0.00070640721609279	0.0013938082462879	0.00135772696975544	0.00462602495309033	0.000478222016701763	0.00138660477338546	0.0023406540271888	0.000366589574588226	6.60216826370602e-05	0.000189515500416839	0.000188715068139481	0.00407244070348225	0.00014272226803934	0.0028429597455804	0.00103172782714908	0.000438268482636283	0.00109215405100055	0.00445872658539434	0.00185717055808725	0.00107409312410848	2.36466617356138e-06	0.00244243793559768	0.00224323935648577	0.00768697195817492	0.00272590536032017	0.000912344919159995	0.000595085943020764	0.00403959974345192	0.00176420631370521	0.00211363073195939	0.00353753257918717	0.00373404168283626	0.0185175847774858	0.000886147900730241	0.0050603069503496	0.000308060040824332	0.00267937869637381	0.00071610335190557	0.000458804855478117
A[Del(T):R5]A	0.013307209223243	0.00260341051474318	0.00276951531203284	0.00446640349273902	0.00040067098278349	0.0105781694275747	0.00116890030446606	0.00977999467174542	0.00199614343679312	0.0033136427025771	0.000933101900536156	0.00320036924093494	0.00286509170501894	0.000951207525779322	0.00199082029990395	0.00255510961783882	0.00110734436692068	0.00372333091221947	0.0272299573105847	0.00551005973747765	0.000800187303459484	0.00591169899398822	0.00253430235776745	0.000255880107406692	0.0226296094256075	0.0108778582147144	0.00230989723302562	0.00249674889343759	0.00350646890834491	0.0118001701466391	0.00399252903547389	0.00372051805223921	0.00301183140862481	0.00351063616014336	0.00303276906909591	0.00110720801797251	0.00191289303636733	0.00441554635516979	0.00244917975277759	0.000781123005331313	0.00206008397242172	0.00511925972597797	0.00440425791503897	0.00189977006439586	0.00399269430904241	0.00150637042545057	0.00405816668022691	0.0132973544791423	0.00489073616940222	0.0106728428679521	0.00141416786860195	0.000572731798935234	0.0046347972476078	0.0103601162387515	0.0104364044128918	0.00377729782829803	0.00490033202803733	0.000471141222366176	0.0300852030746599	0.00966449186801149	0.00649425780314784	0.00688462270444743	0.00587946488986855	0.0713034217830212	0.0031686123239582	0.0628243012082533	0.00217505026664091	0.0041839399850626	0.000970634423788231	0.000527133334818139
A[Del(T):R5]C	0.00542348791229056	0.00191347445914107	0.00157432830778724	0.00843347298971817	0.000280959471923769	0.00106098376119241	0.000989953979664544	0.00535686557065718	0.000634685415046554	0.00188904030329804	0.000464500532629706	0.00118354283613644	0.00129554489645459	0.00138019701731737	0.000751631761506955	0.000308476172937584	0.000885852083069234	0.00165682407523564	0.020652950021306	0.00202423978592321	0.000395393917052755	0.00218273471681624	0.0012413487465943	0.000263531007628154	0.00898348504701034	0.00649629108961339	0.000774124807080142	0.000939197584574007	0.000821762162545939	0.00442799537760768	0.0020327038079409	0.0019100783502753	0.000720957764925319	0.00151437976115524	0.00213346955688584	0.000188503428240523	0.000945982760377695	0.0017303661112734	0.000711224431585585	0.000996874899993318	0.00122097646517653	0.00478138510943288	0.000758088105770996	0.000864105202957307	0.00423780010691473	0.00100454497023701	0.00624250669382184	0.00463511700219343	0.00270289101090899	0.00106957520255495	0.000357374103678907	0.000576930287855639	0.00196693485058137	0.00691739644315458	0.00569808522208844	0.00211590186129171	0.00493556824699231	0.00347461248499385	0.0137159118483577	0.00553651717960558	0.00371275683469934	0.00337382111564867	0.00231224311105995	0.0222699938436797	0.00218000861299385	0.00800871229681267	0.00161907563662727	0.00227419212794243	0.000919495115881183	0.000187147199059573
A[Del(T):R5]G	0.00755036445417724	0.00113933157322083	0.00150650685566439	0.00129644295129611	0.000231076173154572	0.000464068361850633	0.00111029782158966	0.00634823798788039	0.00039894173010418	0.00242836107815661	0.000885578075930985	0.00180194966348742	0.00109948861646949	0.0011714869768301	0.00157193715655858	0.00154838680391947	0.000658097499211945	0.00198348145657097	0.0363349905015605	0.00171623325992737	0.000337806149719659	0.00355043379616638	0.0024393421982235	0.000249653699118354	0.00520337308109449	0.00425303822694183	0.00145170544485624	0.00243803845856987	0.000997580208469554	0.00457704900560839	0.00141387100258072	0.00199614887596563	0.00115100876310345	0.00339435936152512	0.00204331094251243	0.000830884580537026	0.00139033260244508	0.00205861413528408	0.000562230502453498	0.000657646706452123	0.000170905050987856	0.000256824896039756	0.00178300718461288	0.000415278557711273	0.000278878902354041	0.00245235447814013	0.001061421299465	0.00609431546678209	0.00330094578965926	0.00146300915268869	0.000614987526630221	2.75073412026528e-06	0.0027359741509463	0.00229095242068332	0.00743047152854114	0.00174621284232073	0.00148306298133508	0.00818299903108079	0.0167923843998321	0.00401023138634231	0.00310443932099894	0.00414434156131473	0.00459200712440467	0.0209964142002487	0.00144468773660005	0.0105944310465425	0.00141628053235891	0.00316632039320808	0.000635385887664164	0.000404271692427611
A[Del(T):R6]A	0.0274736909803056	0.0031573531496022	0.00340429106195212	0.00458027770342043	0.00109918551001726	0.00508320168132167	0.000947472287062907	0.00369087962532176	0.00157521746083194	0.00272223638407878	0.00185164853375781	0.00163079474050762	0.00439673038920793	0.00120823270042693	0.00126991003678196	0.00453897519202907	0.00395329635181812	0.00129208758624556	0.0128436860968079	0.00839148948119832	0.00160415474635844	0.00360866462963235	0.00221821106872891	0.000295972662621263	0.0221464232876619	0.0251345096663093	0.00242057451367174	0.00240739318109492	0.00575953309491148	0.0218117652047068	0.00188183718369637	0.00412946968884631	0.00104248449191594	0.00179960910746791	0.00169189560259162	0.00104296186754288	0.0020843362639114	0.000969735809261836	0.00264064657384164	0.0022762142697369	0.00199298265989112	0.00348402083017019	0.00259504030979429	0.00385293939590599	0.00177481565235148	0.00139017703708132	0.00210765876796546	0.0248228074178344	0.00234245814986065	0.00684293297982493	0.00209882207318148	0.000958606711665781	0.00319725757920855	0.0117974743940588	0.00814569982435304	0.00176721764843308	0.00648479585762852	0.0041887804525668	0.0600219325236462	0.0215078821553863	0.00894424556008203	0.00592280493923319	0.00378928501664284	0.0625761387545485	0.00333643000726409	0.0554880734602005	0.0064133570531063	0.00496960442439349	0.000637216495946748	0.000943338335892908
A[Del(T):R6]C	0.00829312844445851	0.00186635817163028	0.00171368759370177	0.0150454705445714	0.000830180129565984	0.00108460543832352	0.00023221816616769	0.00240682849964326	0.000921725673655277	0.00202947524390569	0.000489793513366207	0.0012297367306705	0.00085976085112091	0.00261117875781099	0.0005474876710984	0.00110614733734794	0.00320755591560854	0.00112957994801811	0.0106780758538081	0.00411699436574192	0.000648674565996038	0.00129355898025059	0.00152300369132013	0.000156969820759856	0.0099449043086556	0.0114441220268824	0.00142817593251289	0.00110466966222937	0.00255310570883171	0.00536672708729355	0.0010345194116905	0.00292417129030695	0.000319983727874207	0.00563434628103462	0.00139448227223276	0.000558356593445111	0.00160636214191018	0.0018306039893521	0.000815757798880367	0.000842750611978715	0.000473938835311685	0.0114474059703842	0.00136107294012586	0.000755283391039129	0.00318715560907732	0.00126942738237324	0.0129210232098455	0.00767653708674408	0.00141094266124356	0.000753541355948311	0.000432139869417054	0.000579825797455918	0.00168354479808319	0.00639507255698001	0.00445347809904104	0.00148044000548784	0.00586732529617408	0.00657344662118533	0.0157025531459385	0.0102376907851735	0.0045052178082252	0.00245304159731961	0.00240631054316934	0.0246525335765892	0.00214184478634738	0.0118989270940651	0.00268001423474699	0.00232348327418666	0.00129737151432832	0.000387328451615654
