MutationType	CPCT02020389T	CPCT02080033T	CPCT02060156T	DRUP01340014T	DRUP01010121T	CPCT02130034T	CPCT02260015T	CPCT02220071T	CPCT02010710T	CPCT02340068T	CPCT02130050T	DRUP01060016T	CPCT02260017T	CPCT02020682T	DRUP01030013T	CPCT02130059T	WIDE01010296T	CPCT02380044T	CPCT02060117T	CPCT02080220T	CPCT02210056T	CPCT02020734T	CPCT02020716T	CPCT02080226T	DRUP01080014T	DRUP01270003T	CPCT02190044T	CPCT02130131T	CPCT02220054T	CPCT02330075T	CPCT02130134T	CPCT02130148T	CPCT02070381T	DRUP01070053T	DRUP01060025T	DRUP01100007T	CPCT02380019T	CPCT02020598T	DRUP01070059T	CPCT02080152T	CPCT02070406T	CPCT02450002T	DRUP01070024T	DRUP01060027T	CPCT02030381T	DRUP01220005T	CPCT02370010T	CPCT02020623T	CPCT02290023T	DRUP01010022T	CPCT02070159T	CPCT02030354T	CPCT02020565T	CPCT02060114T	CPCT02060118T	CPCT02220002T	DRUP01030002T	CPCT02070060T	CPCT02030320T	CPCT02060035T	CPCT02070110T	CPCT02020492T	CPCT02030327T	CPCT02020503T	CPCT02380029T	CPCT02020636T	CPCT02130013T	DRUP01110002T	WIDE01010639T	DRUP01010167T	WIDE01010570T
A[Del(C):R4]G	0	0	0	0	0	1	0	2	0	0	0	1	0	0	18	0	0	0	0	0	1	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	1	1	1	2	0	0	0	0	1	8	0	0	0	1	0	0	1	1	0	0	1	0	0	0	26	1	0	29	0	16	0
A[Del(C):R4]T	1	1	0	0	1	1	0	5	0	0	2	1	0	0	35	0	0	1	0	0	0	0	0	1	6	0	1	0	0	0	0	2	1	0	3	0	2	1	1	10	1	1	1	0	1	0	3	0	0	18	0	1	0	1	0	0	3	0	0	0	1	0	0	4	32	1	0	29	1	26	2
A[Del(C):R5]A	0	1	2	0	1	1	1	14	1	0	2	0	1	0	108	1	1	1	0	0	0	1	0	1	20	0	1	0	0	1	1	0	0	1	3	0	1	1	0	28	1	1	0	0	0	1	3	1	1	78	0	0	1	0	1	0	1	1	0	0	0	2	0	0	129	1	0	135	0	92	1
A[Del(C):R5]G	0	0	1	0	0	0	1	6	0	0	0	1	0	0	26	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	1	0	0	39	0	1	39	0	29	1
A[Del(C):R5]T	0	0	1	0	0	1	0	12	1	0	0	1	0	0	112	1	0	1	0	1	0	0	0	0	31	1	1	0	1	0	1	0	2	0	2	0	0	1	2	35	1	1	0	0	1	1	2	0	0	105	3	1	0	1	0	1	0	0	0	0	0	1	1	3	142	2	1	169	0	117	1
A[Del(C):R6]A	0	0	0	1	1	0	1	33	0	1	3	1	0	3	194	0	0	2	0	0	2	0	0	0	59	0	0	0	1	0	0	0	0	0	1	0	1	0	0	81	1	0	1	2	0	2	0	0	0	153	1	1	0	0	0	0	1	0	1	0	1	0	0	0	294	2	2	256	0	175	1
A[Del(C):R6]G	0	0	1	0	0	0	0	4	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	1	0	0	0	0	0	76	0	0	71	0	51	0
A[Del(C):R6]T	0	0	0	0	1	0	0	14	0	1	0	0	0	0	96	0	0	0	2	0	1	0	0	0	22	0	0	0	0	0	0	0	1	0	0	0	0	0	1	30	0	0	0	0	0	0	0	0	0	69	1	0	0	0	0	0	0	0	1	0	0	0	0	0	177	1	0	130	1	83	0
A[Del(C):R7]A	0	0	1	0	1	1	0	33	0	0	0	1	0	0	244	0	0	0	0	0	0	0	0	0	78	0	0	0	0	1	0	0	0	0	0	1	1	0	0	69	0	1	0	1	0	1	0	1	2	225	1	0	0	1	0	0	0	0	0	0	0	0	1	0	301	1	0	318	1	168	0
A[Del(C):R7]G	0	0	1	0	0	0	0	13	0	0	0	0	0	1	47	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	87	0	44	0
A[Del(C):R7]T	0	0	0	0	0	0	0	4	0	0	0	0	0	0	34	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	27	0	0	0	0	0	0	0	0	1	0	0	0	1	0	54	0	0	46	0	31	0
A[Del(C):R8]A	0	1	1	1	3	1	1	41	1	2	0	0	1	0	158	0	0	0	0	0	1	0	1	1	47	0	0	1	0	3	0	0	0	0	0	2	0	0	0	69	0	0	0	0	0	0	0	1	0	141	2	1	0	0	3	0	0	2	0	0	0	0	0	1	165	0	0	238	0	106	1
A[Del(C):R8]G	0	0	0	0	0	0	0	5	1	0	0	0	0	2	17	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	21	0	16	0
A[Del(C):R8]T	0	0	1	0	1	0	0	12	0	0	0	0	0	0	24	1	1	0	0	0	0	0	0	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	17	0	1	0	0	1	0	0	0	0	24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	48	0	0	34	0	21	1
A[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R1]A	1	1	2	1	1	1	6	5	1	1	3	5	3	6	6	2	2	6	0	2	2	1	2	3	2	2	0	0	1	2	2	1	0	1	8	2	3	1	0	0	1	0	4	2	3	0	9	1	3	3	0	0	0	5	1	2	2	5	1	0	4	3	1	8	4	3	10	3	0	1	2
G[Del(C):R1]G	1	3	1	0	1	0	0	4	0	0	0	0	1	1	8	0	0	2	0	2	1	0	0	0	6	0	1	0	0	1	1	0	1	1	3	1	0	0	2	5	2	0	1	4	2	0	3	0	2	18	0	0	0	0	2	0	0	1	0	0	1	1	0	2	20	2	0	23	0	6	1
G[Del(C):R1]T	0	1	2	0	3	12	8	2	2	0	5	1	5	3	5	6	15	16	0	2	1	1	1	4	5	6	4	4	2	2	5	7	2	3	13	5	6	3	2	0	6	2	4	10	3	5	13	4	2	28	4	2	0	2	7	0	6	6	0	2	3	4	2	16	8	7	6	9	2	6	10
G[Del(C):R2]A	0	0	0	0	3	3	2	6	0	0	4	3	3	2	6	2	9	4	3	7	0	1	2	4	2	1	4	1	1	4	1	2	0	0	6	2	3	2	0	3	6	0	1	4	2	1	7	2	6	6	5	0	1	2	2	0	4	8	2	2	2	3	1	8	2	4	5	9	0	2	7
G[Del(C):R2]G	0	0	0	0	1	1	0	0	0	0	1	1	0	1	3	0	1	1	0	0	2	0	0	0	0	0	0	0	1	0	2	1	0	0	0	1	2	0	0	1	2	0	0	0	1	1	0	0	1	4	1	1	0	0	0	0	2	4	0	0	0	0	0	3	2	0	2	4	0	3	2
G[Del(C):R2]T	0	2	1	1	2	3	3	1	0	1	3	4	5	1	7	2	6	5	0	0	3	0	2	3	3	2	3	2	0	2	1	2	2	2	3	4	5	2	2	3	5	2	3	4	2	1	3	3	3	13	2	2	0	3	4	0	3	6	3	1	3	1	2	4	1	6	2	15	1	9	6
G[Del(C):R3]A	0	0	0	1	3	3	2	3	0	1	1	3	0	4	12	4	2	4	0	1	0	1	0	1	5	3	2	1	0	2	1	1	0	0	5	0	3	2	0	1	2	1	0	5	1	0	5	2	2	10	2	1	1	1	1	0	1	9	1	0	2	2	1	5	13	2	6	9	0	9	4
G[Del(C):R3]G	0	1	0	0	1	0	2	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	2	1	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	1	2	4	0	1	4	0	2	0
G[Del(C):R3]T	0	0	0	2	0	1	1	0	0	2	2	2	1	0	8	3	2	3	1	0	0	0	0	0	6	2	1	1	0	1	1	1	2	1	0	0	2	1	1	3	1	0	3	4	0	0	0	1	1	9	1	0	1	0	0	0	0	0	0	0	3	1	0	3	11	1	3	6	0	8	1
G[Del(C):R4]A	0	0	1	0	0	0	0	7	1	0	1	2	2	0	29	1	0	1	0	0	0	0	0	0	25	1	0	1	1	1	0	0	0	0	2	0	3	0	0	5	0	1	0	5	0	1	1	3	1	34	2	0	0	2	0	0	2	3	0	0	0	1	1	0	32	1	2	33	0	27	2
G[Del(C):R4]G	0	0	0	0	0	0	0	5	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	1	1	0	0	10	0	0	0	0	0	1	0	0	0	0	1	1	0	0	20	0	0	14	0	12	0
G[Del(C):R4]T	0	1	0	1	2	2	1	5	1	1	3	0	1	0	24	1	3	0	1	1	0	0	0	0	9	0	2	0	1	2	0	2	1	0	1	0	0	0	1	6	0	0	1	0	1	0	1	1	0	15	1	0	2	0	1	1	0	1	1	2	1	0	0	1	24	0	2	26	1	20	3
G[Del(C):R5]A	0	0	1	0	0	1	0	11	0	0	0	0	2	0	80	0	2	3	0	0	0	0	0	1	38	0	0	0	0	1	0	1	1	0	1	1	1	0	1	24	0	0	0	1	0	0	1	0	0	74	2	0	0	0	0	1	2	1	0	0	0	0	0	2	67	2	2	68	0	66	1
G[Del(C):R5]G	0	0	0	0	0	0	0	7	0	1	0	0	0	0	23	0	0	0	0	0	0	0	0	0	6	0	1	2	0	0	0	0	0	0	0	0	0	0	0	17	1	1	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	29	0	30	2
G[Del(C):R5]T	0	0	0	0	0	0	0	10	1	0	0	0	1	2	60	1	1	0	0	1	0	1	0	0	23	0	0	0	0	0	0	0	0	0	1	0	0	0	0	23	0	0	0	2	0	0	2	0	0	64	0	0	0	0	1	0	1	1	0	0	0	0	0	0	96	1	1	100	0	66	2
G[Del(C):R6]A	0	0	2	0	1	1	0	16	1	0	0	0	1	0	97	0	0	2	0	0	1	1	0	0	53	0	0	0	1	0	0	2	0	0	0	0	1	0	0	29	0	1	0	1	0	1	0	0	0	99	0	0	0	0	0	0	0	0	1	1	0	0	0	1	152	0	0	138	0	83	1
G[Del(C):R6]G	0	1	0	0	0	0	0	21	0	0	1	0	0	0	30	0	0	0	0	0	0	1	0	0	15	0	1	1	0	0	0	1	0	0	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	65	0	55	0
G[Del(C):R6]T	0	0	2	0	0	0	0	10	0	0	0	0	0	0	53	1	1	1	0	0	0	0	0	0	22	1	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	73	0	1	0	0	0	0	0	0	0	1	0	2	0	0	98	0	0	83	0	55	0
G[Del(C):R7]A	0	0	0	0	1	0	0	18	1	0	1	0	0	0	80	0	0	1	0	0	0	0	0	0	39	0	0	1	1	0	0	0	1	0	0	0	0	0	1	33	0	0	0	0	0	1	0	0	0	108	0	0	0	0	0	0	1	0	0	0	0	1	0	0	130	0	0	129	0	87	0
G[Del(C):R7]G	0	0	0	0	0	0	0	6	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	1	0	0	62	0	0	55	0	41	0
G[Del(C):R7]T	0	0	0	0	0	0	0	6	0	0	0	0	0	1	26	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	1	0	0	0	0	0	0	0	38	0	0	0	0	1	0	1	0	1	0	0	0	0	0	52	0	0	57	0	27	1
G[Del(C):R8]A	0	0	3	0	0	0	2	14	0	0	0	0	0	2	56	0	1	1	1	2	0	0	0	0	32	0	0	0	0	1	0	0	0	0	2	0	0	0	0	32	0	1	0	1	0	0	2	2	0	77	0	0	0	0	0	1	0	1	0	0	0	0	0	0	81	0	1	92	3	47	0
G[Del(C):R8]G	0	0	0	0	0	0	0	5	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	15	0	11	1
G[Del(C):R8]T	0	0	0	0	0	0	1	9	0	0	0	0	0	1	14	0	0	1	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	2	0	0	7	0	0	0	0	0	0	1	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	29	0	15	0
G[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R1]A	2	1	2	4	2	3	8	9	0	4	13	5	3	2	10	20	13	7	4	5	0	4	2	1	9	7	3	25	7	2	1	1	1	4	6	3	3	3	1	7	3	14	9	8	6	7	8	23	1	14	11	1	1	2	1	2	2	13	0	0	9	28	2	14	21	9	13	20	2	5	13
T[Del(C):R1]G	1	1	2	0	2	1	0	3	1	1	1	1	1	1	2	1	0	2	0	0	1	0	0	3	0	0	2	1	0	2	0	0	1	1	3	0	4	0	1	2	4	0	1	2	1	0	2	0	2	4	0	0	0	1	0	1	2	2	0	0	1	2	1	2	7	1	0	14	1	5	3
T[Del(C):R1]T	7	4	9	4	9	19	7	16	5	7	17	4	5	13	62	19	16	19	5	8	0	3	3	14	13	8	6	49	14	7	11	20	3	5	41	6	15	6	3	18	10	26	10	15	6	14	43	26	9	69	17	2	6	4	12	2	10	22	3	7	8	21	5	13	119	8	9	124	6	31	11
T[Del(C):R2]A	1	2	2	0	3	5	6	3	1	0	10	3	4	3	10	3	8	9	3	3	0	0	5	2	4	3	4	3	1	3	2	5	0	0	3	2	4	0	1	6	6	5	6	6	2	1	5	4	3	20	2	0	1	0	1	0	5	9	1	1	6	5	0	7	14	9	6	12	2	5	3
T[Del(C):R2]G	0	1	2	0	1	0	0	2	2	0	1	4	0	0	1	1	0	0	0	0	0	0	0	0	8	1	3	2	2	1	0	1	0	0	3	1	2	1	0	4	4	0	0	0	0	2	3	0	0	3	0	0	0	2	1	0	0	0	0	0	0	2	1	1	11	0	1	23	0	8	3
T[Del(C):R2]T	1	2	7	3	1	8	1	8	0	5	4	5	6	9	17	4	11	2	1	4	4	3	5	5	7	4	5	9	5	5	5	8	2	2	19	7	11	4	3	6	7	6	4	2	1	5	18	7	6	25	6	2	0	6	2	3	6	4	1	4	5	9	4	9	23	6	4	36	2	16	4
T[Del(C):R3]A	0	1	1	0	2	1	2	0	0	0	4	7	1	3	18	3	8	3	2	3	0	0	0	2	4	2	2	4	2	2	2	1	3	1	3	2	7	0	3	7	6	3	2	4	2	4	3	2	1	16	3	0	0	3	1	2	1	3	2	2	2	3	1	4	14	5	8	15	0	6	3
T[Del(C):R3]G	0	0	0	0	1	2	0	2	1	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	1	0	1	0	0	2	1	0	2	1	0	0	1	0	0	4	1	0	1	0	1	0	0	1	0	0	2	0	0	1	13	2	1	11	0	5	0
T[Del(C):R3]T	0	3	1	2	2	1	6	10	0	3	0	1	1	1	19	5	6	7	0	1	0	0	0	1	8	3	2	2	5	0	0	1	2	1	8	1	0	1	2	8	4	1	1	2	2	5	8	4	4	14	0	0	2	2	2	0	3	3	2	1	1	2	1	3	15	6	2	28	1	12	3
T[Del(C):R4]A	0	0	1	0	0	1	1	9	0	1	0	2	0	1	91	1	1	0	0	0	1	0	0	1	15	0	0	1	0	2	0	0	0	0	2	0	2	0	0	16	1	1	0	0	0	1	2	0	0	55	3	0	0	2	0	0	1	4	1	0	1	0	0	0	54	0	0	64	0	40	5
T[Del(C):R4]G	0	0	0	1	0	0	1	9	0	1	0	0	0	0	17	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	1	0	0	8	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	21	0	0	36	0	14	0
T[Del(C):R4]T	1	0	0	0	1	4	2	8	0	0	1	0	1	0	36	1	0	0	0	0	0	1	1	1	11	2	0	2	0	0	1	1	1	2	1	3	1	0	1	17	0	1	0	2	2	0	1	0	0	33	0	0	1	0	1	1	2	2	0	0	0	0	0	1	30	0	2	42	1	30	2
T[Del(C):R5]A	0	1	0	0	1	1	1	17	2	0	1	1	1	1	177	1	2	3	1	0	0	0	1	0	36	0	1	3	2	0	0	0	0	0	2	0	0	1	0	39	2	0	0	2	1	1	2	0	1	124	0	0	0	2	1	0	1	1	1	1	0	2	0	0	139	3	0	136	1	85	2
T[Del(C):R5]G	0	0	0	0	0	0	0	11	0	0	0	0	0	0	28	0	0	0	0	0	1	0	0	1	15	0	0	0	0	0	0	0	1	0	0	0	0	0	1	24	0	0	0	0	1	0	0	0	0	19	0	0	0	0	2	0	0	0	0	0	0	0	0	0	34	0	0	43	0	33	0
T[Del(C):R5]T	0	1	3	0	1	2	0	22	1	0	1	1	2	0	136	3	0	1	0	1	1	1	0	0	48	2	0	1	0	0	0	3	1	0	0	0	0	0	0	61	0	0	0	2	0	0	0	0	0	123	1	0	0	1	1	0	0	0	0	0	0	1	1	1	167	0	0	187	1	124	2
T[Del(C):R6]A	0	1	1	0	3	1	0	43	3	0	0	0	1	0	231	1	1	0	1	2	1	1	0	1	48	1	0	1	0	0	1	0	0	1	0	0	0	0	0	62	0	0	0	0	0	1	0	1	0	164	0	0	0	0	2	0	0	0	0	1	0	2	0	1	235	0	1	268	0	132	1
T[Del(C):R6]G	0	0	0	0	0	0	0	8	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	61	0	0	60	0	40	0
T[Del(C):R6]T	0	1	1	0	1	0	2	17	1	1	0	0	1	1	114	0	0	0	0	0	0	0	0	0	25	0	1	0	0	1	1	0	0	0	1	2	0	0	0	38	2	0	0	0	0	0	1	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	1	169	0	0	165	1	77	0
T[Del(C):R7]A	0	0	0	0	1	0	0	29	0	0	0	0	0	0	209	0	1	1	0	0	0	0	0	0	58	0	1	0	0	0	0	0	0	0	0	0	0	0	0	85	1	0	0	0	0	0	0	1	0	194	1	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	1	266	0	114	0
T[Del(C):R7]G	0	0	0	0	0	0	0	12	0	0	0	0	0	1	37	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	1	0	0	1	1	54	0	0	68	0	42	0
T[Del(C):R7]T	0	0	1	0	0	0	0	12	0	0	0	0	0	1	62	0	0	0	0	0	0	0	0	0	21	0	0	0	0	1	0	0	0	0	2	0	0	0	0	23	0	0	0	0	0	0	2	0	0	72	0	0	1	0	0	0	0	0	0	0	0	0	0	1	107	0	1	106	0	70	0
T[Del(C):R8]A	0	0	0	0	0	0	0	21	1	0	0	1	1	1	149	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	1	0	1	0	57	0	1	0	0	0	0	0	1	0	136	0	0	0	1	0	0	0	1	0	0	0	0	0	0	126	0	0	185	0	75	0
T[Del(C):R8]G	0	0	0	0	0	0	0	6	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	34	0	20	0
T[Del(C):R8]T	0	0	1	0	0	0	1	6	0	0	0	0	0	1	42	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	23	0	0	0	0	1	0	0	0	0	0	0	0	0	0	49	1	0	60	0	32	0
T[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R1]A	3	5	5	3	5	5	12	18	5	5	4	2	4	7	32	4	8	7	2	0	1	2	0	1	16	1	2	0	6	6	4	7	1	5	12	7	4	7	3	24	2	11	1	4	4	3	11	0	5	37	1	3	1	4	3	3	1	11	1	1	1	6	4	9	114	6	5	91	1	28	4
