MutationType	SP95454	SP94741	SP90209	SP90989	SP93540	SP93227	SP94348	SP94588	SP90725	SP94236	SP93772	SP92195	SP89957	SP92268	SP92707	SP89687	SP90269	SP94933	SP95126	SP95646	SP89443	SP89651	SP94060	SP92787	SP92723	SP92364	SP95406	SP91746	SP92332	SP91730	SP92947	SP91666	SP90245	SP90893	SP89519	SP94917	SP92659	SP94332	SP94661	SP93652	SP90125	SP94540	SP95222	SP89389	SP90503	SP92460	SP92931	SP91265	SP89909	SP90629	SP95550
A[Del(C):R7]T	21	23	80	28	74	72	42	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	15	1	0	11	0	0
A[Del(C):R8]A	63	104	150	73	173	103	114	0	1	0	0	0	0	0	0	0	1	61	0	0	0	0	2	0	0	76	0	0	0	0	1	0	0	0	0	41	3	0	0	1	0	0	0	0	0	31	1	1	27	0	0
A[Del(C):R8]G	1	5	6	5	9	4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
A[Del(C):R8]T	13	19	32	15	33	21	13	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0
A[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R1]A	3	0	1	2	5	3	6	2	2	2	1	3	2	0	1	1	1	2	3	2	4	1	3	2	1	0	1	0	4	4	0	4	2	2	1	0	1	2	0	1	2	1	2	1	0	1	3	2	2	2	1
G[Del(C):R1]G	2	2	5	6	6	5	2	0	0	0	1	2	1	0	1	1	2	4	0	2	0	0	0	0	4	5	0	0	1	1	0	0	0	2	0	1	0	1	4	0	1	1	1	1	0	2	0	2	1	4	0
G[Del(C):R1]T	1	2	15	2	3	13	4	0	0	3	4	4	1	0	2	5	1	9	10	3	0	2	0	2	2	3	2	2	16	6	1	6	6	3	0	5	3	12	3	1	4	0	9	5	3	3	3	6	0	15	4
G[Del(C):R2]A	4	7	4	0	10	6	3	2	0	3	1	2	1	1	0	0	2	4	2	1	0	1	1	0	1	6	0	1	1	1	1	1	0	1	0	4	2	1	3	3	1	2	1	0	1	0	1	2	3	2	1
G[Del(C):R2]G	1	3	0	0	4	2	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	3	0	0	0	1	1	0	0	0	0	1	1	3	0	0	0	1	0
G[Del(C):R2]T	3	4	8	7	5	11	10	3	1	3	1	3	1	0	2	7	0	5	1	2	1	1	1	1	0	6	1	0	1	1	1	0	2	1	0	3	2	2	3	1	1	1	0	4	2	1	2	1	2	2	1
G[Del(C):R3]A	4	9	7	7	6	2	9	0	0	1	1	0	0	0	0	0	0	3	0	1	0	0	0	1	0	4	0	2	1	4	0	0	0	0	1	3	1	1	1	0	3	1	1	0	0	6	1	1	1	1	0
G[Del(C):R3]G	0	2	2	4	4	2	2	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	2	0	0	2	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0
G[Del(C):R3]T	2	13	10	6	5	8	10	0	1	0	0	2	1	0	0	1	1	4	0	0	0	2	1	2	0	1	0	1	1	1	0	0	0	0	0	4	1	1	1	1	2	0	1	0	0	3	0	1	2	0	1
G[Del(C):R4]A	22	23	20	17	33	35	19	1	1	0	0	0	0	0	0	0	0	4	1	0	2	0	0	0	0	13	0	0	0	1	0	0	0	0	0	21	2	1	0	0	0	1	0	0	1	11	0	0	9	0	0
G[Del(C):R4]G	10	13	11	9	22	12	15	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
G[Del(C):R4]T	12	21	16	8	36	24	14	0	0	1	0	0	1	0	0	0	2	3	0	0	0	0	1	0	0	13	0	0	1	2	0	0	2	0	0	17	0	1	0	0	1	0	2	0	0	14	0	0	10	1	1
G[Del(C):R5]A	35	73	83	48	101	85	68	0	0	1	1	2	0	0	0	1	2	9	1	0	0	0	0	0	0	54	0	0	0	1	1	0	1	0	0	27	0	0	0	0	0	0	0	1	0	18	0	2	19	0	0
G[Del(C):R5]G	17	30	25	14	41	19	24	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	27	0	0	0	1	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	7	0	0	8	0	0
G[Del(C):R5]T	36	75	72	50	95	82	62	1	0	0	0	2	0	1	0	0	0	18	0	0	1	0	0	1	0	61	0	0	1	0	0	0	1	0	0	22	2	0	0	0	0	0	0	0	0	23	0	0	25	2	0
G[Del(C):R6]A	52	84	139	64	150	106	112	0	0	0	0	0	0	1	0	0	0	25	1	0	0	1	0	0	0	78	1	0	0	0	1	0	1	0	0	31	2	0	0	0	1	0	1	0	1	26	0	1	31	0	1
G[Del(C):R6]G	16	32	30	29	50	26	46	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	32	0	0	0	1	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	16	0	0	12	0	0
G[Del(C):R6]T	38	41	56	46	128	68	73	0	1	0	0	0	0	0	0	0	0	27	1	0	0	0	0	0	0	45	0	0	0	0	0	1	0	1	0	31	0	0	0	0	0	0	0	0	0	16	0	0	22	1	0
G[Del(C):R7]A	46	83	146	50	145	97	75	0	0	0	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	27	0	0	22	1	0
G[Del(C):R7]G	18	37	21	23	44	23	35	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	0	0	7	0	0
G[Del(C):R7]T	9	21	31	24	56	38	33	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	1	24	1	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	1	0	0	12	0	0	6	0	0
G[Del(C):R8]A	25	46	65	25	86	44	47	0	0	0	0	0	0	0	0	0	0	25	0	1	0	0	0	0	0	32	1	0	1	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	17	0	0	15	0	1
G[Del(C):R8]G	3	10	6	4	9	5	5	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0
G[Del(C):R8]T	6	21	17	7	19	16	9	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0
G[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R1]A	3	7	5	6	7	10	4	2	1	6	2	0	3	3	2	4	2	5	6	3	7	3	5	1	1	10	1	0	2	6	3	2	4	2	0	13	4	4	0	2	2	2	6	6	1	1	3	3	5	15	2
T[Del(C):R1]G	0	3	4	0	2	3	1	1	0	0	0	1	0	1	0	2	1	4	1	1	2	2	0	1	0	3	2	0	4	1	0	0	2	2	0	4	2	2	0	1	0	0	0	1	0	3	2	2	3	0	0
T[Del(C):R1]T	8	19	31	18	42	25	21	7	3	15	2	6	4	4	2	11	3	20	12	6	2	2	3	5	3	18	1	4	23	26	3	5	15	8	2	20	10	8	9	3	12	1	17	7	3	3	2	14	8	40	8
T[Del(C):R2]A	4	13	38	2	10	85	8	2	1	5	2	4	1	2	1	3	1	4	3	2	0	4	3	3	2	5	2	3	3	1	1	0	3	3	2	6	6	3	1	1	1	0	2	3	4	3	3	5	1	5	3
T[Del(C):R2]G	4	8	7	6	9	13	4	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	1	1	0	2	0	0	1	1	0	0	1	0	0	1	1	1	1	0	0
T[Del(C):R2]T	5	11	11	5	15	19	12	1	2	5	3	4	2	3	2	5	3	10	10	7	1	1	4	1	2	6	3	2	4	12	3	5	3	5	4	9	4	6	2	3	3	3	3	5	3	7	1	9	1	16	6
T[Del(C):R3]A	2	8	32	1	14	72	9	2	2	1	0	2	1	0	0	2	2	1	4	2	0	2	1	0	1	5	0	1	2	2	0	1	0	2	1	7	4	0	3	1	2	0	3	0	1	3	0	2	4	4	0
T[Del(C):R3]G	2	9	6	6	8	6	6	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	6	0	0	0	1	0	0	0	2	0	7	0	1	0	1	1	1	0	0	0	3	0	0	4	3	0
T[Del(C):R3]T	8	15	20	11	25	30	19	0	0	1	2	2	2	1	0	2	1	9	2	1	0	1	5	0	1	11	0	0	2	2	0	0	1	2	1	15	6	1	0	0	0	2	2	1	1	4	1	2	6	1	1
T[Del(C):R4]A	27	41	101	27	77	131	40	0	0	0	2	3	1	1	0	1	0	10	2	0	0	0	3	0	0	31	0	0	0	1	1	1	2	1	1	55	0	1	1	0	1	0	1	1	2	15	1	0	11	1	1
T[Del(C):R4]G	10	22	19	20	25	18	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	7	0	0	10	0	0
T[Del(C):R4]T	16	33	47	26	41	72	32	0	0	0	0	0	0	0	0	1	1	11	1	1	4	0	0	0	0	31	0	0	0	2	0	1	0	1	0	22	0	1	0	0	1	0	0	1	0	10	0	2	11	1	0
T[Del(C):R5]A	62	143	211	72	266	211	133	1	1	1	1	0	0	0	0	0	0	31	1	1	1	1	0	0	1	79	0	1	0	0	0	0	0	0	0	59	1	1	0	0	1	0	1	0	1	37	1	2	35	2	2
T[Del(C):R5]G	20	38	39	22	58	40	27	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	28	1	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	6	0	0	12	0	0
T[Del(C):R5]T	76	160	183	81	306	188	163	1	0	0	0	0	0	1	0	0	0	42	1	0	0	0	0	0	0	118	0	0	2	1	2	0	0	0	1	65	0	1	0	0	0	0	1	1	0	42	0	0	48	1	0
T[Del(C):R6]A	120	202	412	108	355	305	198	0	0	1	0	0	0	0	0	0	0	110	1	0	0	1	0	0	2	149	0	0	1	0	0	0	0	0	0	81	2	0	0	1	0	0	1	0	0	64	2	0	54	2	0
T[Del(C):R6]G	21	51	53	24	84	49	58	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	14	0	0	18	0	0
T[Del(C):R6]T	54	103	179	81	211	170	121	0	1	0	0	0	0	1	1	0	0	66	0	0	0	0	1	0	0	100	0	0	0	1	0	0	0	0	1	29	1	0	0	0	0	0	0	2	0	33	1	2	28	2	0
T[Del(C):R7]A	109	193	414	114	360	255	197	0	1	0	0	0	1	0	0	0	0	52	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	1	86	0	0	0	0	0	0	0	0	0	37	0	1	65	0	0
T[Del(C):R7]G	18	58	54	29	86	35	41	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	4	0	0	7	0	0
T[Del(C):R7]T	39	64	160	59	150	104	79	0	0	0	0	0	0	0	0	0	0	56	0	1	0	0	0	0	0	53	0	0	0	1	0	0	0	0	0	18	0	0	0	0	0	0	1	0	0	23	0	1	22	2	0
T[Del(C):R8]A	52	116	156	52	201	71	70	0	0	0	0	0	0	0	0	0	0	44	0	1	0	0	0	0	0	53	0	0	0	0	0	0	0	1	0	29	0	0	1	0	0	0	0	0	0	23	0	0	15	1	0
T[Del(C):R8]G	5	20	9	11	14	7	15	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0
T[Del(C):R8]T	13	25	47	15	47	27	22	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	26	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0
T[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R1]A	7	14	22	12	26	17	11	1	1	4	3	3	3	1	2	5	3	30	8	5	5	3	3	3	2	24	1	2	4	9	3	4	10	3	1	6	5	5	3	3	1	3	8	5	1	4	3	7	7	7	2
A[Del(T):R1]C	1	2	5	2	6	8	1	1	0	3	1	1	0	0	1	1	2	2	3	3	1	1	0	3	0	4	4	1	5	2	0	3	3	3	0	5	0	2	2	4	2	0	2	3	0	0	1	1	1	4	2
A[Del(T):R1]G	3	6	1	7	7	5	10	1	0	0	3	3	1	2	2	2	3	5	2	1	0	1	3	0	1	8	2	0	3	2	2	2	5	2	1	1	0	2	3	3	1	2	2	1	0	3	1	4	0	6	3
A[Del(T):R2]A	13	22	37	19	40	56	18	0	0	3	2	2	0	2	1	0	1	17	3	4	3	2	4	4	3	23	2	2	2	5	0	0	4	1	1	12	7	0	3	3	3	2	2	0	0	9	3	0	9	2	1
A[Del(T):R2]C	1	5	8	3	9	15	3	2	0	1	2	2	3	1	0	1	1	7	5	2	1	0	1	1	1	7	0	1	3	4	0	3	6	1	1	2	4	1	0	0	1	1	1	1	1	1	3	4	2	3	1
A[Del(T):R2]G	4	10	8	6	10	25	4	1	0	2	2	2	3	0	1	1	0	7	0	2	2	1	2	1	1	9	1	1	3	2	2	1	2	1	1	2	3	0	1	1	1	0	2	0	4	1	2	1	3	1	0
A[Del(T):R3]A	18	54	178	38	58	560	34	2	1	2	2	5	3	2	3	1	1	40	2	2	3	2	0	1	1	41	4	0	6	4	1	4	4	1	3	26	22	4	2	0	3	0	2	2	1	12	1	3	13	9	0
A[Del(T):R3]C	4	15	138	12	14	533	15	0	3	0	0	2	1	1	0	1	1	12	3	1	0	2	0	2	2	25	2	0	2	1	2	0	0	3	1	12	18	0	1	2	2	0	3	1	1	1	1	0	4	4	0
A[Del(T):R3]G	8	13	104	14	32	408	8	0	0	1	2	0	1	0	1	1	1	14	5	3	0	2	1	2	0	18	1	1	2	3	1	1	1	2	0	6	6	3	0	1	1	0	1	2	2	6	3	1	4	2	1
A[Del(T):R4]A	66	106	1394	94	195	2562	97	2	2	2	4	7	3	1	0	4	0	98	4	3	2	0	0	1	2	134	1	2	3	2	0	3	3	1	2	54	41	1	2	3	2	2	3	3	2	34	4	8	40	8	3
A[Del(T):R4]C	26	51	430	62	113	855	59	3	0	2	2	2	0	0	2	1	1	61	5	1	1	1	1	3	2	95	1	0	3	2	1	2	0	2	1	26	22	1	2	2	1	1	3	1	2	18	2	5	23	5	1
A[Del(T):R4]G	23	54	370	50	100	809	49	0	0	0	1	3	3	1	0	0	1	32	3	3	0	2	0	0	0	66	0	0	2	5	0	0	3	0	1	14	7	1	0	1	1	0	6	0	0	16	0	6	25	4	2
A[Del(T):R5]A	283	445	4595	437	792	6437	406	5	1	2	1	4	2	2	2	2	3	270	8	5	2	1	0	6	0	500	3	1	6	1	3	4	4	1	1	174	70	2	4	0	5	3	11	4	3	137	1	7	165	3	4
A[Del(T):R5]C	108	157	737	200	314	1031	171	3	1	0	0	2	2	1	0	1	0	137	2	2	0	0	0	0	0	240	1	3	1	3	0	0	2	2	0	79	29	1	0	3	1	0	7	2	2	58	0	3	70	3	2
A[Del(T):R5]G	143	274	929	259	497	1426	257	3	1	2	0	0	0	2	0	1	0	147	3	5	2	1	0	1	0	280	2	3	3	5	0	0	1	2	1	89	12	4	2	1	1	1	1	1	2	72	1	6	88	3	0
A[Del(T):R6]A	524	855	4649	942	1726	5855	918	2	2	1	3	2	4	3	2	8	1	647	13	3	6	1	1	1	0	1176	3	1	7	5	5	8	0	4	3	321	41	5	3	2	4	4	13	5	2	298	1	13	312	7	8
A[Del(T):R6]C	130	213	1135	260	472	1335	276	0	1	1	2	1	1	2	2	2	0	193	5	1	1	0	0	0	2	302	0	1	1	2	1	4	2	1	2	91	20	1	4	0	1	0	3	2	0	69	1	5	59	1	3
A[Del(T):R6]G	243	454	1887	442	939	2258	451	3	0	0	3	3	3	0	2	3	2	258	3	2	1	1	0	0	1	446	1	0	1	3	1	2	3	0	1	127	16	1	1	2	0	1	4	3	0	156	1	5	125	7	1
A[Del(T):R7]A	679	1159	3572	1277	2458	4097	1286	2	1	1	0	1	16	5	2	5	1	802	11	2	3	1	1	1	1	1400	2	1	4	4	4	4	2	1	1	373	32	6	2	2	2	4	13	7	0	334	3	11	313	6	12
A[Del(T):R7]C	329	563	1761	627	1142	2061	582	3	2	0	0	3	5	3	0	7	2	490	8	4	1	1	3	1	3	711	2	1	8	2	2	3	2	3	3	194	29	8	2	1	2	1	5	2	2	174	4	8	149	10	4
A[Del(T):R7]G	524	1006	3026	986	2042	3880	968	3	2	1	0	1	3	1	3	3	0	608	8	4	1	0	0	0	3	1004	1	1	4	4	2	4	2	2	1	287	11	2	0	0	1	0	5	3	1	238	4	1	274	3	5
A[Del(T):R8]A	1072	1747	3876	1972	3668	4317	1896	2	2	2	3	0	4	8	4	5	3	1309	8	2	1	3	1	1	1	1913	3	1	3	2	5	9	2	1	3	525	48	4	5	1	1	2	12	5	2	440	4	8	387	9	7
A[Del(T):R8]C	426	862	1412	1039	1827	1696	905	1	1	1	0	4	3	6	2	4	0	860	14	2	0	0	1	1	1	1071	2	1	0	2	0	3	2	1	4	322	21	2	5	2	3	5	11	6	2	202	4	5	212	3	4
A[Del(T):R8]G	526	1230	1739	1284	2370	1861	1158	5	0	1	0	2	3	4	1	5	2	814	6	0	0	0	2	1	2	1194	0	1	1	2	4	6	1	2	1	306	8	1	2	1	2	1	3	5	2	262	0	5	276	4	3
A[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R1]A	1	6	8	1	5	6	6	0	3	2	0	1	1	0	1	1	5	7	5	1	0	2	1	3	1	11	0	3	2	3	1	3	1	4	0	5	3	4	4	1	2	1	5	0	0	3	1	1	2	6	6
C[Del(T):R1]C	7	13	10	9	8	15	10	1	0	2	1	4	2	1	1	3	1	13	3	1	2	2	2	1	3	15	3	0	1	2	2	1	1	1	1	4	0	0	1	0	1	3	2	0	3	7	4	2	8	7	1
C[Del(T):R1]G	3	6	4	4	6	3	7	2	1	0	5	2	1	4	3	1	4	10	3	1	0	1	0	3	2	9	5	1	1	5	1	2	3	1	2	1	1	1	1	4	1	2	3	1	7	3	5	2	1	4	2
C[Del(T):R2]A	3	6	7	2	8	16	2	1	0	1	0	0	0	2	0	3	2	6	2	1	0	0	4	2	3	20	0	0	1	0	0	0	0	2	0	7	4	0	1	0	0	1	1	0	1	1	1	0	1	2	0
C[Del(T):R2]C	5	8	12	7	5	33	3	1	0	0	0	1	0	1	0	0	0	6	1	0	2	0	1	0	1	17	0	2	2	2	2	1	1	3	0	7	1	1	1	1	2	0	1	2	1	3	3	1	5	2	1
C[Del(T):R2]G	4	4	10	11	11	36	4	1	0	0	1	0	1	3	1	1	2	1	4	2	1	1	1	1	1	16	0	3	0	0	1	1	0	4	0	9	2	2	2	0	1	2	2	1	0	1	0	0	1	1	1
C[Del(T):R3]A	9	10	15	11	20	75	3	0	0	0	1	2	0	1	5	1	0	9	1	2	1	1	1	1	2	28	1	1	2	2	1	0	1	0	2	11	1	0	0	2	1	0	3	1	2	2	2	0	3	3	1
C[Del(T):R3]C	6	7	25	6	12	53	9	3	2	1	0	1	3	0	1	0	0	10	2	2	2	0	1	0	0	22	0	0	4	2	2	1	2	2	0	6	1	3	0	1	0	0	6	2	1	6	1	1	6	4	0
C[Del(T):R3]G	6	9	22	7	14	44	7	0	1	0	2	2	1	0	2	0	1	6	3	3	0	0	0	1	0	25	0	1	1	4	1	1	1	2	0	9	1	1	0	1	1	0	5	2	0	3	2	3	5	6	1
