MutationType	SP101845	SP101682	SP61553	SP101724	SP102103	SP102174	SP101622	SP102161	SP101654	SP102074	SP101694	SP101616	SP101666	SP101558	SP102096	SP102084	SP101580	SP102064	SP101564	SP101921	SP101648	SP101628	SP101708	SP102055	SP101634	SP101588	SP101584	SP101686	SP101532	SP101732	SP101528	SP101536	SP101576	SP102015	SP102168	SP101716	SP101592	SP101658	SP102045	SP101552	SP101519	SP101690	SP102123	SP101662	SP101600	SP101544	SP102133	SP101881	SP102035	SP101642	SP101596	SP101670	SP101674	SP101572	SP101678	SP101740	SP101700	SP101891	SP102143	SP102113	SP101521	SP101526	SP101540	SP101604	SP101548	SP101523	SP102090	SP101795	SP102187	SP101515	SP101931	SP101610	SP61703	SP59707	SP68659	SP62616	SP59761	SP66960	SP61453	SP63796	SP69155	SP59950	SP59938	SP64976	SP64296	SP65807	SP59803	SP66159	SP63356	SP68348	SP62450	SP67428	SP61713	SP68725	SP67609	SP62110	SP64546	SP63546	SP60322	SP60243	SP63966	SP60362	SP69077	SP67346	SP66687	SP63716	SP65376	SP61343	SP60001	SP59860	SP60610	SP64036	SP60842	CPCT02020307T	CPCT02020333T	CPCT02080024T	CPCT02030259TII	CPCT02040038T	CPCT02030250T	CPCT02050058T	CPCT02020393T	CPCT02030280T	CPCT02030278T	CPCT02100030T	CPCT02060056T	CPCT02030296T	CPCT02060046T	CPCT02130056T	CPCT02180051T	CPCT02070434T	DRUP01210006T	CPCT02020659T	CPCT02080191T	CPCT02330084T	CPCT02360009T	CPCT02060196T	CPCT02290028T	CPCT02030455T	CPCT02080198T	CPCT02010679T	CPCT02100152T	CPCT02070465T	CPCT02040224T	DRUP01060007T	CPCT02040223T	CPCT02270023T	CPCT02220079T	CPCT02230082T	CPCT02090043T	CPCT02130051T	CPCT02030259TIII	DRUP01020026T	CPCT02210046T	CPCT02120120T	WIDE01010205T	CPCT02340080T	WIDE01010216T	CPCT02130087T	WIDE01010264T	CPCT02130085T	WIDE01010292T	WIDE01010277T	CPCT02120118T	WIDE01010301T	CPCT02220045T	CPCT02130093T	CPCT02030482T	CPCT02030477T	CPCT02370026T	WIDE01010385T	WIDE01010397T	WIDE01010414T	WIDE01010420T	CPCT02270031T	CPCT02120132T	DRUP01010084T	CPCT02020741T	CPCT02020740T	CPCT02030492T	CPCT02070349T	CPCT02070348T	CPCT02060226T	CPCT02230111T	CPCT02080236T	CPCT02030498T	DRUP01050029T	CPCT02030505T	CPCT02120149T	CPCT02070358T	CPCT02060168T	CPCT02030509T	CPCT02210066T	CPCT02030495T	CPCT02060251T	CPCT02380049T	CPCT02300049T	CPCT02140079T	CPCT02110074T	CPCT02210065T	CPCT02120153T	CPCT02110078T	CPCT02030517T	CPCT02020466T	CPCT02070397T	CPCT02050203T	CPCT02020572T	CPCT02060142T	CPCT02230050T	CPCT02070222T	CPCT02010646T	CPCT02070418T	CPCT02080160T	CPCT02100112T	CPCT02100119T	CPCT02340032T	CPCT02020513T	CPCT02180025T	CPCT02120022T	CPCT02020516T	CPCT02060089T	CPCT02090018T	CPCT02060094T	CPCT02120028T	CPCT02090019T	CPCT02060105T	CPCT02020544T	CPCT02060110T	CPCT02030355T	CPCT02040127T	CPCT02070190T	CPCT02090020T	DRUP01020004T	CPCT02060120T	CPCT02070210T	CPCT02040144T	CPCT02040143T	CPCT02020593T	CPCT02180005T	CPCT02030299T	CPCT02020420T	CPCT02030303T	CPCT02070058T	CPCT02040050T	CPCT02020434T	CPCT02220006T	DRUP01140003T	CPCT02020459T	CPCT02330021T	CPCT02110016T	CPCT02330023T	CPCT02040095T	CPCT02160017T	CPCT02080093T	CPCT02060088T	CPCT02290021T	CPCT02340042T	CPCT02040192T	CPCT02300026T	CPCT02450007T	CPCT02170020T	CPCT02030440T	CPCT02190003T	WIDE01010536T	WIDE01010554T
3:Del:R:2	4	3	0	3	2	2	0	2	2	1	3	1	0	0	5	3	1	3	0	4	1	0	0	2	1	3	6	2	2	1	0	0	2	0	0	2	1	1	1	0	0	2	3	1	2	0	6	2	1	3	3	1	1	0	0	1	1	7	1	1	0	3	1	2	0	1	3	2	0	2	3	0	5	0	3	3	2	0	1	0	0	3	2	2	0	0	3	1	5	0	0	2	0	1	2	6	0	0	0	1	2	0	2	2	5	1	2	2	6	1	1	0	0	2	0	4	0	2	4	3	2	2	1	3	2	0	2	2	2	2	1	1	2	2	0	2	5	1	1	0	2	3	0	1	2	4	3	0	0	1	0	0	1	1	5	0	2	5	0	3	0	2	2	1	3	1	5	0	0	2	3	2	5	0	1	5	3	7	4	0	5	4	0	1	1	2	2	6	1	0	0	1	1	2	0	0	2	5	4	4	3	3	3	0	0	3	0	7	0	1	2	3	6	5	3	0	5	0	0	3	3	2	4	0	2	0	0	0	3	3	0	4	3	3	2	0	7	2	3	0	0	2	2	2	3	1	3	2	0	1	6	3	1	1	1	6	1	1	1	0	2	2	0	3
3:Del:R:3	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	2	0	0	1	0	2	2	2	1	2	1	1	0	0	2	3	1	0	0	0	2	1	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	2	0	1	3	0	1	0	1	0	1	0	3	1	0	2	0	0	1	0	0	1	1	2	0	0	2	0	0	1	1	1	2	0	2	1	1	1	0	3	0	1	0	1	1	1	0	0	2	0	1	1	0	0	1	2	0	0	0	0	0	3	0	0	1	0	4	1	1	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	1	0	0	0	1
3:Del:R:4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	0	1	0	1	3	1	2	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	1	0	3	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3:Del:R:5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	3	2	0	1	0	0	0	3	1	0	0	0	0	1	1	1	0	0	1	1	0	0	3	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4:Del:R:0	2	5	0	3	0	0	3	3	1	0	0	3	1	2	3	5	1	4	0	2	3	0	2	1	1	1	1	1	0	5	2	4	4	4	2	2	4	1	14	8	0	7	3	4	0	3	2	2	4	15	5	4	2	0	3	7	0	6	3	3	3	4	5	1	2	3	1	2	0	0	3	2	6	0	1	4	3	1	1	1	3	9	2	1	3	2	1	11	3	1	1	5	4	3	11	7	1	1	2	0	0	1	3	5	1	1	4	4	3	6	0	3	2	2	4	7	3	4	6	2	3	6	10	6	9	11	0	2	0	5	4	0	12	3	1	2	6	2	2	3	11	9	2	2	1	9	2	5	4	7	2	3	1	0	2	1	4	4	2	1	1	0	2	3	4	1	5	0	0	1	3	1	10	3	0	6	1	5	10	10	6	4	2	4	2	2	4	3	1	0	5	3	2	0	3	1	0	3	4	5	7	4	8	2	7	6	6	12	3	1	1	7	1	4	3	3	2	4	1	0	5	1	4	6	5	2	0	1	3	3	0	3	3	4	13	3	2	2	11	0	3	9	3	1	1	0	4	2	1	0	0	13	2	2	1	2	0	5	11	4	2	5	0	1
4:Del:R:1	4	11	3	5	3	3	6	10	18	3	5	3	2	2	9	9	7	8	4	5	5	3	4	5	1	11	8	3	6	8	3	10	4	8	3	9	2	0	9	5	4	10	2	1	2	3	10	5	7	12	9	3	3	1	7	5	1	10	4	4	5	9	2	6	1	2	10	1	4	2	6	5	4	5	2	6	6	13	4	2	0	18	1	2	8	3	15	11	10	7	5	7	8	4	8	10	3	3	4	3	18	2	8	5	4	1	5	4	7	6	4	4	3	5	6	8	7	5	18	16	6	10	8	5	7	5	1	7	3	5	11	4	6	5	17	3	9	6	2	2	8	6	13	2	7	10	9	5	1	4	7	5	2	3	5	5	4	9	6	9	2	5	4	4	9	4	16	2	5	8	2	6	18	4	5	15	6	9	13	10	8	11	5	10	5	7	6	7	2	2	5	8	3	0	7	2	2	8	10	6	4	9	6	4	4	6	4	10	1	6	8	4	12	14	8	3	9	4	6	8	4	4	6	6	4	4	0	3	7	12	3	1	17	4	14	7	11	6	4	6	5	2	4	3	8	2	12	6	4	2	10	3	2	2	9	5	8	5	9	8	5	8	2	5
4:Del:R:2	0	4	0	1	1	1	1	2	2	0	2	2	2	0	0	0	3	0	1	0	0	0	0	1	0	1	2	1	1	1	1	1	1	1	1	3	2	0	2	0	0	4	0	2	0	0	4	0	3	3	2	0	0	1	1	1	0	1	3	1	0	1	1	2	0	0	2	1	0	2	0	0	1	1	0	2	0	1	0	0	1	3	0	0	0	0	3	0	2	0	1	1	0	0	3	1	0	2	1	1	5	0	2	3	3	1	0	0	0	1	0	2	0	3	2	1	1	1	5	4	2	3	2	2	1	3	0	3	2	1	0	1	5	1	4	1	1	2	1	0	6	3	6	3	2	8	4	1	1	1	1	1	3	0	0	0	2	4	0	0	1	0	1	1	5	1	3	3	0	2	1	1	2	0	1	4	0	1	0	5	3	5	1	1	2	0	2	1	1	0	2	0	0	2	2	0	0	2	2	4	4	2	0	1	2	2	0	3	1	1	4	2	3	5	1	2	2	2	1	1	4	0	4	2	2	1	0	0	2	0	2	3	3	4	6	1	4	2	0	0	2	0	3	2	2	1	2	1	1	1	2	3	1	0	2	2	2	0	1	1	1	4	0	2
4:Del:R:3	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	2	0	0	0	1	0	3	1	1	1	0	2	0	0	0	0	0	0	1	1	0	1	0	1	3	1	0	1	1	0	0	2	0	0	0	2	2	2	2	0	4	2	0	1	0	1	3	0	1	3	0	1	2	1	1	0	0	0	1	0	0	1	0	0	0	1	0	2	2	2	0	0	2	0	0	0	0	0	2	3	1	4	1	0	1	2	0	1	1	0	2	0	1	1	3	1	0	1	0	0	2	0	0	0	3	2	0	1	1	0	0	0	1	3	0	1	1	0	0	3	1	2	0	1	2	1	0	0	1	1	0	1	1	0	0	0	3	0	3	0	0	0	2	2	2	2	1	2	0	1	1	1	1	0	1	0	0	0	2	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1	3	0	0	2	1	1	0	3	0	0
4:Del:R:4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	1	1	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	2	1	0	0	1	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1
4:Del:R:5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:0	64	8	4	25	9	20	75	23	14	10	21	13	32	61	14	13	34	70	7	5	41	15	4	2	49	12	15	5	63	64	5	9	16	99	7	21	9	2	146	116	18	31	15	30	10	9	16	80	89	118	11	108	43	7	88	256	60	94	89	55	8	32	9	29	33	53	9	84	38	35	57	66	27	5	60	84	11	14	10	8	4	37	39	9	77	94	27	89	28	86	12	56	86	32	121	23	45	9	24	55	20	5	160	20	5	5	119	11	68	25	1	93	35	19	102	25	45	99	26	57	49	99	75	35	47	76	6	18	24	41	70	34	107	14	15	13	35	80	21	26	100	201	51	27	34	52	17	43	14	121	48	71	34	23	49	22	11	50	10	39	3	6	29	26	185	22	22	19	7	24	8	49	247	27	39	56	26	125	44	60	43	33	41	21	33	12	63	21	21	16	45	78	16	8	13	24	26	23	11	32	41	38	84	24	124	130	70	110	30	23	9	128	69	29	14	5	19	12	14	7	11	15	19	114	50	57	8	10	27	20	5	10	49	43	97	24	16	20	99	20	93	117	40	20	8	7	72	11	5	15	10	117	13	6	30	27	38	44	90	61	28	105	4	8
5:Del:R:1	2	2	0	4	3	4	4	2	5	3	2	1	3	3	1	1	2	3	0	0	1	0	0	0	1	0	6	1	3	3	1	5	6	1	0	3	2	0	9	6	0	1	1	4	0	1	3	2	6	3	4	5	3	0	2	8	2	5	3	2	3	2	3	3	3	3	3	2	1	1	6	4	1	4	0	2	2	0	1	0	0	2	2	3	4	5	3	7	0	8	1	11	1	1	4	4	2	1	2	1	3	0	5	1	0	1	5	0	5	2	0	0	0	4	3	9	6	8	8	2	5	7	11	5	4	12	0	6	7	4	9	2	10	3	8	0	4	7	4	2	5	12	10	1	8	7	3	4	4	2	9	6	2	1	3	2	6	7	1	4	0	3	0	7	8	1	7	2	2	3	2	3	24	0	1	5	3	4	12	3	7	5	2	1	5	1	6	3	3	2	1	8	1	0	0	3	0	1	1	6	6	5	1	2	11	8	4	6	2	4	5	8	5	11	4	0	3	0	8	1	3	0	1	6	4	4	0	4	5	4	2	0	6	9	25	5	2	6	5	5	5	13	3	5	3	0	6	3	0	2	4	9	1	1	11	8	3	4	7	4	2	11	1	9
5:Del:R:2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	1	4	0	1	0	0	1	3	0	0	0	1	0	0	1	1	1	0	0	2	1	1	1	0	0	0	1	1	2	2	1	0	0	1	0	0	2	0	1	0	1	3	1	0	0	0	1	2	4	0	1	1	0	1	4	0	0	3	1	0	1	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	5	3	1	0	0	0	1	0	2	1	0	1	0	0	2	1	0	1	0	1	2	0	0	1	0	0	0	0	2	2	0	1	2	0	3	1	0	1	0	0	2	0	0	0	1	0	2	2	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	1
5:Del:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	2	0	1	0	1	0	0	1	0	0
5:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Ins:R:0	0	2	2	3	0	2	2	0	0	1	2	1	1	0	0	1	1	3	0	2	4	1	0	1	0	1	1	3	0	3	0	0	3	2	1	3	1	0	5	3	1	1	0	2	1	2	52	3	2	5	3	4	3	0	1	3	2	5	1	2	1	0	2	0	4	1	1	0	2	1	0	0	2	0	0	2	1	0	0	1	0	1	0	0	0	10	1	7	2	5	0	3	1	1	5	1	1	2	0	0	2	2	1	1	2	0	2	2	2	0	1	1	2	8	13	9	11	7	8	8	7	9	10	13	6	13	6	8	5	8	53	4	17	8	12	2	6	9	4	1	14	10	6	4	5	11	6	1	5	6	11	8	5	3	12	3	7	5	10	9	4	3	6	8	16	5	12	2	2	10	7	7	16	7	6	10	7	13	11	3	8	10	4	6	4	6	6	3	2	8	4	10	5	1	6	7	2	7	4	3	8	14	5	3	6	11	5	13	5	6	5	15	13	9	8	8	4	4	4	7	4	6	5	15	9	10	1	7	12	6	1	8	12	7	19	6	10	10	10	12	4	5	6	7	10	4	3	4	4	2	9	26	4	5	6	9	11	13	6	8	8	10	5	5
2:Ins:R:1	9	2	1	0	1	1	1	1	2	1	2	1	4	2	2	1	0	0	1	2	1	0	0	0	4	2	1	0	0	1	2	2	3	2	0	3	1	0	4	2	0	0	0	1	0	2	15	3	0	1	2	2	1	1	0	4	1	2	0	2	1	0	1	1	1	3	1	0	0	0	0	1	1	1	0	0	2	2	2	0	0	1	1	2	1	2	1	3	3	0	0	1	1	3	1	1	1	4	0	1	1	0	2	0	3	1	2	0	1	1	0	1	1	4	3	3	4	0	2	9	4	2	5	6	4	4	2	3	2	9	4	0	2	3	3	5	1	3	0	0	8	3	3	1	3	0	5	2	2	6	3	6	0	3	1	1	3	2	4	4	2	0	2	0	5	2	3	0	1	5	0	0	9	1	2	6	4	2	10	2	3	4	7	1	2	2	0	2	2	2	2	5	2	0	4	1	3	3	4	4	1	1	2	2	4	7	5	3	2	2	1	7	1	2	3	0	5	2	6	5	4	3	3	1	5	2	0	3	6	2	1	0	1	8	7	0	1	6	3	1	3	2	2	4	4	1	4	0	1	2	2	5	2	4	1	3	1	3	5	1	2	0	1	3
2:Ins:R:2	1	1	0	2	3	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	2	0	1	3	1	2	2	0	0	1	1	0	0	0	0	0	2	12	0	1	0	0	0	0	2	0	1	1	0	0	1	1	1	1	0	0	2	1	0	0	1	1	1	1	1	0	1	1	0	0	0	0	1	3	2	0	0	1	3	1	2	1	3	0	0	2	0	0	0	0	2	2	0	3	0	1	0	2	0	2	0	0	2	0	1	0	1	2	1	0	4	3	4	1	1	6	3	2	2	1	1	2	1	1	2	3	1	1	0	1	1	2	1	1	1	0	2	3	2	1	1	1	6	3	3	3	1	1	1	2	3	0	1	0	0	7	2	2	1	0	3	0	1	4	3	1	4	0	2	4	0	1	2	0	1	1	1	2	0	0	1	0	3	0	0	1	1	0	1	1	0	3	2	2	1	1	0	1	4	1	1	1	2	1	1	2	1	2	1	4	0	0	1	2	1	0	2	1	3	1	0	1	1	0	4	1	0	1	1	6	2	4	3	0	2	4	2	1	0	0	1	2	5	0	0	1	4	1	1	1	0	0	3	0	0
2:Ins:R:3	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	45	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	3	0	1	0	1	1	2	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	1	0	0	3	1	2	1	0	4	0	0	1	1	1	1	2	0	0	1	1	0	2	1	0	1	0	3	0	0	0	1	1	4	0	1	3	0	0	2	1	0	1	0	1	1	6	0	2	0	0	3	0	1	0	0	0	1	3	2	2	1	2	3	1	2	0	0	2	0	0	1	1	0	1	0	1	0	0	0	2	1	0	2	1	2	0	3	3	1	1	0	0	3	0	1	1	1	1	0	4	0	0	2	0	2	2	1	1	2	0	0	0	1	2	3	4	0	2	3	0	2	0	1	0	3	1	1	0	0	0	0	1	1	1	0	2	0	0	2	1	1	1	1	0	2
2:Ins:R:4	0	1	1	0	1	1	0	0	2	0	0	1	0	1	1	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	2	0	0	1	0	0	0	0	253	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	2	0	0	0	3	0	4	2	0	0	1	2	2	2	2	2	4	2	1	2	3	0	3	3	0	0	0	2	0	3	1	2	2	1	2	1	3	1	0	1	2	1	1	0	1	5	0	4	0	2	5	2	2	0	0	1	0	0	1	0	0	3	2	2	1	3	1	3	0	2	2	2	1	0	0	0	0	4	0	0	0	0	0	2	6	2	2	2	0	0	1	3	1	2	0	2	1	2	0	1	4	4	1	1	1	2	1	2	0	0	1	0	3	0	0	3	2	1	1	3	1	0	2	4	1	0	0	0	0	0	1	0	0	0	0	0	3	1	2	2	1	0	3	3	0	1	3	0	0	0
2:Ins:R:5	3	7	4	4	1	2	1	2	8	1	1	6	1	2	5	2	3	2	1	5	1	6	3	1	1	2	4	1	2	2	0	2	2	1	1	7	1	1	4	2	2	5	2	1	5	4	999	0	2	12	3	3	1	2	2	5	0	2	1	0	3	1	5	1	1	1	0	0	2	0	3	1	3	2	1	3	3	8	0	0	1	3	0	1	0	5	4	1	4	3	0	0	2	2	0	4	1	1	0	1	2	2	1	3	3	0	0	1	2	3	2	3	1	9	4	7	9	3	7	13	22	15	10	7	7	2	2	13	6	4	7	5	8	5	34	1	6	15	5	0	1	2	6	0	6	11	5	3	4	5	5	24	4	9	4	1	8	2	4	33	5	21	6	6	10	8	3	0	2	4	10	3	9	10	5	3	6	12	11	10	11	9	4	14	1	11	4	2	5	8	3	4	1	1	7	3	3	10	19	1	8	12	7	2	14	8	3	11	1	9	7	15	7	18	12	10	4	4	24	10	2	3	8	2	2	3	0	3	9	15	1	4	14	20	13	2	23	21	2	8	4	5	1	10	10	12	1	9	0	3	12	14	7	1	7	12	7	11	3	3	8	16	3	3
