MutationType	CPCT02060044T	CPCT02030247T	CPCT02050043T	CPCT02020342T	CPCT02010371T	CPCT02030256T	CPCT02050045T	CPCT02050047T	CPCT02010393T	CPCT02020358T	CPCT02090002T	CPCT02010403T	CPCT02030272T	CPCT02020373T	CPCT02050052T	CPCT02030270T	CPCT02050056T	CPCT02050055T	CPCT02030279T	CPCT02020320T	CPCT02060037T	CPCT02100033T	CPCT02010436T	CPCT02010439T	CPCT02060043T	CPCT02030284T	CPCT02020410T	CPCT02020408T	CPCT02030291T	CPCT02050079T	CPCT02050073T	CPCT02220001T	CPCT02010440T	CPCT02011020T	CPCT02340050T	CPCT02080280T	CPCT02080282T	CPCT02060163T	CPCT02011025T	CPCT02010754TII	CPCT02010716T	CPCT02170039T	CPCT02080284T	CPCT02030555T	CPCT02011037T	CPCT02120180T	CPCT02050304T	CPCT02020895T	CPCT02090032T	CPCT02020662T	DRUP01080025T	CPCT02020891T	CPCT02080266TII	CPCT02020901T	CPCT02080287T	CPCT02011045T	CPCT02020897T	CPCT02120101T	CPCT02020910T	CPCT02120095T	CPCT02080294T	CPCT02080292T	CPCT02120098T	CPCT02120105T	CPCT02020914T	CPCT02160035T	CPCT02050310T	CPCT02290061T	CPCT02050308T	CPCT02090035T	CPCT02020933T	CPCT02020930T	CPCT02020934T	CPCT02020939T	CPCT02020670T	CPCT02020837TII	CPCT02030459T	CPCT02350019T	CPCT02050424T	CPCT02340064T	CPCT02011045TII	CPCT02120189T	CPCT02010754T	CPCT02020868T	CPCT02060286T	CPCT02060288T	CPCT02120193T	CPCT02120187T	CPCT02120191T	CPCT02080304T	CPCT02080307T	CPCT02080303T	CPCT02340067T	CPCT02030461T	CPCT02020919T	CPCT02050432T	CPCT02120110T	CPCT02080308T	CPCT02020951T	DRUP01060009T	CPCT02020949T	CPCT02020960T	WIDE01010033T	CPCT02340115T	CPCT02050322T	CPCT02050046T	CPCT02050331T	WIDE01010071T	CPCT02020895TII	CPCT02030468T	CPCT02020959T	CPCT02080313T	CPCT02080311T	CPCT02011108T	CPCT02080314T	CPCT02020694T	CPCT02020672T	WIDE01010123T	CPCT02020665T	CPCT02080207T	CPCT02060291T	CPCT02050441T	CPCT02050440T	CPCT02050438T	DRUP01230001T	CPCT02080205T	CPCT02020714T	WIDE01010172T	CPCT02340081T	CPCT02010801T	CPCT02010794T	CPCT02340083T	CPCT02050347T	CPCT02120198T	CPCT02120199T	WIDE01010255T	CPCT02040241T	WIDE01010305T	WIDE01010314T	CPCT02060228T	WIDE01010328T	CPCT02030479T	CPCT02040246T	WIDE01010376T	WIDE01010381T	WIDE01010392T	CPCT02080221T	CPCT02020723T	CPCT02020736T	CPCT02020743T	CPCT02020739T	CPCT02050365T	CPCT02020670TII	CPCT02030490T	CPCT02300042T	CPCT02020700T	CPCT02220050T	CPCT02050370T	CPCT02050373T	CPCT02080234T	CPCT02030499T	CPCT02020770T	CPCT02050376T	CPCT02080239T	CPCT02050301T	CPCT02080242T	CPCT02020789T	CPCT02020796T	CPCT02220057T	CPCT02340098T	CPCT02340097T	CPCT02170038T	CPCT02010920T	CPCT02050399T	CPCT02050404T	CPCT02050402T	CPCT02060256T	CPCT02080259T	CPCT02020813T	CPCT02020785T	CPCT02020810T	CPCT02020821T	CPCT02340100T	CPCT02080266T	CPCT02010941T	CPCT02020822T	CPCT02020819T	CPCT02050405T	CPCT02020837T	CPCT02340102T	DRUP01060021T	DRUP01060019T	DRUP01060018T	CPCT02070394T	CPCT02080269T	CPCT02030459TII	CPCT02050411T	CPCT02030547T	CPCT02020828T	CPCT02080270T	CPCT02060133T	CPCT02050276TII	CPCT02080271T	CPCT02050243T	CPCT02060126T	DRUP01010106T	CPCT02050245T	CPCT02030548T	CPCT02050415T	CPCT02020853T	CPCT02020506TII	DRUP01080021T	CPCT02020854T	CPCT02010994T	DRUP01080022T	CPCT02020863T	CPCT02050276T	CPCT02030552T	CPCT02080275T	CPCT02030553T	CPCT02120062T	CPCT02020615T	CPCT02050421T	CPCT02120053T	CPCT02020626T	CPCT02120055T	CPCT02070422T	CPCT02120058T	CPCT02170017T	CPCT02020609T	CPCT02050249T	CPCT02060146T	CPCT02060049T	CPCT02050159T	CPCT02010550T	CPCT02010534T	CPCT02050079TII	CPCT02050170T	CPCT02050168T	CPCT02020509T	CPCT02050073TII	CPCT02020511T	CPCT02010565T	CPCT02020517T	CPCT02010393TII	CPCT02050181T	CPCT02020519T	CPCT02020520T	CPCT02060092T	CPCT02080116T	CPCT02080113T	CPCT02050194T	CPCT02050193T	CPCT02030350T	CPCT02080123T	CPCT02020542T	CPCT02010505T	CPCT02020553T	CPCT02170006T	CPCT02050212T	CPCT02050214T	CPCT02050217T	CPCT02020573T	CPCT02180032T	CPCT02010503TII	CPCT02010622T	CPCT02030370T	CPCT02030339TII	CPCT02040142T	CPCT02120050T	CPCT02120037T	CPCT02050235T	CPCT02050236T	CPCT02050232T	CPCT02050240T	CPCT02020574T	CPCT02020578T	CPCT02090005T	CPCT02020423T	CPCT02020426T	CPCT02050092T	CPCT02010403TII	CPCT02020412T	CPCT02010469T	CPCT02180012T	CPCT02020445T	CPCT02050105T	CPCT02050055TII	CPCT02010493T	CPCT02010503T	CPCT02010501T	CPCT02020464T	CPCT02090009T	CPCT02020468T	CPCT02340001T	CPCT02080079T	CPCT02010526T	CPCT02010532T	CPCT02060051T	CPCT02050141T	CPCT02110024T	CPCT02120013T	CPCT02050158T	CPCT02050149T	CPCT02010557T	CPCT02220014T	CPCT02050052TII	CPCT02020506T	CPCT02030339T	CPCT02080163T	CPCT02050281T	CPCT02070243T	CPCT02340040T	CPCT02120077T	CPCT02030437T	CPCT02010641TII	CPCT02050291T	CPCT02020643T	CPCT02150006T	WIDE01010503T	WIDE01010567T	WIDE01010459T	CPCT02060041T	WIDE01010561T	WIDE01010651T
Del6:U(2,):R1	2	1	2	0	2	1	3	0	3	1	2	0	2	2	2	3	7	1	2	2	1	3	2	0	0	2	1	2	2	2	1	3	1	0	1	3	0	6	1	2	3	0	1	0	1	1	11	1	2	1	3	0	1	1	2	2	0	2	0	2	1	0	2	3	0	4	4	2	4	3	0	2	1	1	5	3	1	0	16	4	1	1	4	1	5	1	1	1	2	1	2	1	3	8	1	1	1	0	0	11	2	0	0	3	1	0	2	1	1	2	1	0	0	7	3	2	1	1	3	4	5	0	0	1	26	0	6	3	2	2	5	3	3	4	1	4	2	1	3	6	0	9	5	0	0	1	3	3	3	0	7	4	4	1	5	1	4	3	2	13	0	2	0	3	0	2	0	2	2	2	2	1	3	6	0	4	1	4	4	5	3	4	4	2	5	5	3	4	2	0	3	3	2	4	6	1	2	3	5	1	0	0	1	3	1	3	4	1	1	1	9	0	3	0	10	3	4	4	2	8	4	4	5	4	4	2	1	5	4	16	5	6	0	4	1	0	1	2	3	1	1	4	1	1	0	4	6	1	2	4	1	2	4	1	6	3	2	1	2	3	2	0	1	2	7	1	1	5	1	5	5	6	5	2	14	3	2	2	2	7	2	2	3	3	0	1	2	2	2	3	3	0	0	1	0	1	0	2	0	2	2	4	1	0	0	0	0	1	2	1	1	4	1	4	3	1	1	2	5	5	9	4	4	0	1
Del7:U(2,):R1	0	3	1	1	2	0	3	1	2	2	2	1	2	1	3	0	3	0	1	2	0	1	3	0	1	2	1	3	4	0	4	2	3	7	2	2	1	0	1	1	5	2	0	0	2	2	11	0	2	2	2	0	0	3	0	0	3	1	1	3	2	0	1	2	2	5	2	5	6	1	1	1	1	2	6	1	1	0	3	2	0	2	1	1	2	1	1	1	0	1	3	0	0	7	1	0	2	0	1	6	0	4	1	2	4	4	0	0	0	4	1	1	1	0	1	3	2	0	5	0	0	0	3	1	15	3	4	3	1	0	4	4	4	1	1	2	3	2	4	2	0	5	3	1	1	1	2	0	3	3	7	1	3	2	1	4	5	2	2	14	1	4	0	2	3	1	3	1	2	6	2	2	0	4	1	0	2	3	2	6	2	1	7	3	6	4	1	0	1	1	7	4	2	4	4	2	2	0	3	4	2	1	1	4	0	0	3	2	2	0	6	3	1	0	8	5	3	2	6	6	3	2	5	1	1	5	0	2	4	4	3	2	0	2	3	1	0	1	2	1	4	2	1	1	1	0	1	4	2	2	3	2	2	2	1	0	4	0	0	6	1	0	1	3	10	4	2	0	4	3	4	4	7	0	13	3	4	2	1	6	1	0	3	1	1	0	3	0	0	5	5	2	0	0	0	0	1	1	0	1	3	0	0	0	0	2	2	2	0	2	1	2	0	3	2	2	1	2	9	1	9	5	6	0	1
Del8:U(2,):R1	3	2	1	1	2	0	2	2	1	1	1	1	5	3	0	3	2	1	1	2	0	1	0	1	0	0	2	1	3	1	3	5	2	1	1	1	0	3	2	0	4	0	0	3	1	1	15	0	1	4	2	1	2	0	1	1	1	0	0	4	1	0	2	1	2	5	3	0	2	1	1	2	1	1	3	0	2	1	6	4	1	3	1	1	1	0	0	2	0	1	3	0	1	13	2	0	2	2	0	8	2	3	0	1	1	0	0	1	1	1	1	0	1	0	0	1	6	1	1	2	2	1	2	2	18	3	2	0	1	1	4	2	3	1	1	6	5	3	0	3	1	1	3	2	3	0	2	0	4	1	4	2	4	3	2	2	9	2	4	13	4	4	1	1	2	0	1	5	1	3	2	1	2	2	0	6	0	1	1	3	1	2	5	3	7	3	0	0	1	0	0	4	3	2	7	0	2	3	1	5	1	0	3	0	0	2	1	1	1	0	6	2	1	0	12	1	1	2	1	2	2	5	5	2	1	1	1	1	0	14	3	3	2	1	1	2	2	0	1	1	1	3	1	2	0	2	5	2	1	6	0	1	1	0	4	1	1	0	0	2	1	2	1	2	7	4	1	5	5	2	1	3	6	0	4	1	5	3	1	8	1	1	3	1	0	1	1	2	1	3	2	1	2	1	0	0	0	1	1	1	2	1	4	1	0	0	0	1	2	2	1	1	2	2	1	3	2	2	7	3	9	1	6	0	1
Del9:U(2,):R1	0	0	0	0	0	0	1	2	2	2	3	1	0	2	0	3	3	1	1	1	0	0	4	1	1	2	0	2	4	0	0	1	1	0	4	2	0	0	0	2	2	2	1	0	2	0	9	1	2	2	4	1	2	1	0	2	0	2	0	2	0	0	3	3	0	9	1	4	2	1	0	4	2	2	1	0	0	0	4	1	3	6	1	1	2	0	1	0	0	0	2	0	3	9	0	1	0	0	0	5	2	4	0	0	4	1	1	1	1	3	0	2	2	1	1	0	1	0	1	2	4	0	1	1	13	3	3	1	3	1	6	1	7	2	1	4	3	3	4	3	0	6	5	1	0	0	3	1	3	3	3	4	0	5	5	2	4	4	2	12	1	2	0	2	4	5	2	3	3	2	1	3	0	1	1	4	0	3	1	8	1	4	5	4	7	5	1	2	0	2	6	3	3	1	5	0	2	4	0	2	3	0	2	0	0	0	3	1	0	2	9	2	0	1	9	1	0	2	2	2	2	1	5	1	3	4	1	2	3	10	3	1	0	5	1	0	0	1	2	0	0	4	2	0	2	2	1	1	0	3	1	2	2	2	4	0	2	2	0	4	3	4	3	4	5	2	0	4	1	0	7	1	3	1	9	1	4	3	2	3	1	1	3	0	0	0	4	2	1	2	0	2	0	0	2	1	0	2	0	0	6	0	0	1	2	0	0	5	3	1	0	5	1	2	2	2	2	1	2	2	8	3	5	2	1
Del(10,):U(2,):R1	17	5	5	7	19	2	10	3	12	6	30	5	13	11	8	8	19	14	6	11	1	4	14	10	6	10	18	14	22	5	5	12	10	35	17	19	5	4	4	9	20	5	4	12	9	1	126	6	14	4	30	10	1	6	7	8	8	7	14	32	2	5	19	20	7	13	9	21	17	5	1	23	17	5	20	18	5	3	79	5	9	38	12	6	20	10	10	7	9	5	10	4	13	105	10	5	14	8	2	31	18	9	0	8	25	14	4	4	6	19	9	3	9	15	10	20	7	6	12	9	15	3	15	20	125	11	13	14	13	4	33	21	16	18	16	29	11	19	28	22	14	47	16	7	7	8	11	6	22	10	30	20	24	26	19	13	26	30	3	92	10	18	5	4	11	12	12	2	25	13	22	12	4	12	4	21	11	15	14	51	8	29	44	6	41	32	4	15	16	13	37	11	15	10	33	6	20	17	9	17	5	10	13	6	5	10	14	14	26	4	31	10	9	11	57	30	14	6	25	43	50	23	30	19	16	17	14	20	21	66	13	13	0	18	24	4	4	8	17	5	6	14	21	11	7	2	11	20	14	38	8	15	18	3	14	6	3	5	10	18	4	11	13	6	21	20	11	23	10	9	26	19	45	10	82	3	49	13	30	69	10	9	14	6	6	5	49	12	9	10	20	7	7	5	2	1	1	24	2	8	12	19	13	5	8	3	8	22	12	7	7	17	3	9	9	21	11	21	53	10	155	24	22	22	10
Del2:U1:R3	5	1	0	3	1	5	2	3	2	1	2	1	5	2	8	2	1	5	2	1	0	4	3	2	5	1	2	2	4	2	1	0	1	7	5	5	1	1	2	2	2	2	0	2	6	1	12	0	2	2	23	3	5	5	0	3	1	4	3	1	1	0	1	1	3	5	2	4	5	5	3	1	3	1	5	7	17	0	13	0	3	3	2	1	3	2	1	2	4	3	3	4	3	11	12	1	1	2	1	2	5	3	1	4	2	2	1	28	1	10	6	1	1	9	3	0	0	1	3	4	7	0	3	2	69	6	0	15	0	8	21	2	1	1	6	6	4	3	5	2	4	3	4	1	18	0	0	1	3	0	5	1	7	4	5	1	8	9	0	7	2	3	2	0	2	1	23	4	3	2	0	1	3	2	2	0	3	3	3	7	2	4	10	3	7	6	2	2	2	1	6	4	4	4	24	6	5	0	1	0	0	2	0	1	3	5	2	4	2	1	3	6	0	4	4	3	1	1	5	6	3	4	5	2	3	1	4	5	3	8	4	2	2	4	4	1	1	43	2	1	3	5	3	2	3	3	4	6	1	4	1	4	2	1	7	2	1	3	3	5	0	0	3	0	2	2	2	4	4	2	1	6	4	2	17	0	7	3	4	53	3	1	2	0	1	1	5	5	2	2	5	2	9	0	4	2	0	3	1	7	13	5	0	3	2	1	10	4	1	0	0	3	0	3	1	2	0	5	5	2	9	4	4	21	1
Del2:U1:R4	3	1	0	0	0	0	2	0	2	0	0	0	0	1	4	0	1	4	1	1	0	1	1	0	1	1	2	2	3	0	1	0	0	6	2	1	1	0	3	1	4	1	0	2	2	2	5	0	1	1	6	3	0	1	0	1	1	2	0	1	0	0	1	4	1	0	1	3	2	0	0	2	0	0	1	1	9	0	4	0	2	2	2	1	1	3	1	2	0	0	1	0	1	8	5	2	0	0	0	1	3	1	0	1	0	1	0	11	0	0	0	4	3	3	2	2	0	1	3	2	1	1	1	2	45	1	1	4	0	5	12	2	0	4	2	2	0	3	1	2	0	3	1	1	8	2	2	1	2	2	3	1	1	1	1	0	5	2	0	6	1	2	0	1	2	0	14	1	3	0	1	1	1	0	0	2	1	3	1	4	1	2	14	1	4	4	3	1	0	1	3	1	1	3	6	6	1	0	0	0	0	2	2	0	0	2	1	0	2	0	1	3	0	1	3	3	2	0	1	2	4	3	2	1	2	1	3	0	2	4	0	0	1	3	0	1	0	26	1	1	1	2	4	3	2	2	2	5	1	6	1	0	1	1	0	1	0	0	1	2	1	1	0	1	3	3	0	0	1	1	3	2	2	0	7	0	3	6	3	43	0	0	0	2	1	1	2	4	0	1	1	1	6	0	0	0	0	1	0	3	8	2	0	0	1	2	3	1	0	1	1	1	0	0	0	2	1	3	4	0	9	2	6	8	1
Del2:U1:R(5,9)	2	0	0	0	2	4	1	1	5	1	1	0	1	2	5	2	1	0	0	3	1	0	1	0	1	4	1	3	1	2	3	1	2	6	3	0	1	1	1	1	7	2	0	5	2	0	6	0	0	1	4	3	1	0	2	1	1	1	1	2	1	0	2	6	1	2	2	6	2	2	0	1	1	0	4	2	3	0	18	0	1	3	2	0	5	2	3	5	2	1	2	0	0	12	7	0	0	0	2	1	2	1	0	5	3	2	0	11	0	4	1	1	4	4	2	6	2	2	0	1	4	2	2	2	100	4	1	11	0	2	9	7	0	3	2	3	2	5	3	5	2	3	5	0	7	2	1	0	1	0	2	5	4	1	2	2	6	6	0	9	3	4	6	1	0	1	27	0	1	0	1	2	0	0	2	1	0	2	1	18	0	2	10	1	3	4	2	0	1	2	4	4	3	2	4	2	4	0	0	1	0	1	1	2	1	2	1	2	2	2	3	5	3	0	5	1	1	5	4	6	5	1	5	6	1	2	2	2	1	10	1	2	1	2	2	0	1	47	1	0	2	3	3	1	4	3	2	5	0	8	1	2	5	2	3	3	2	3	0	3	1	0	2	0	1	1	0	3	1	1	3	6	4	3	9	0	9	5	5	17	2	0	2	3	0	0	7	1	1	1	3	0	8	0	0	0	0	3	1	0	13	1	2	0	1	2	3	3	3	1	0	3	0	2	2	0	2	2	6	2	12	5	6	7	1
Del2:U2:R2	6	7	2	2	8	5	1	6	4	7	7	0	7	5	24	3	2	10	5	5	0	2	5	3	10	7	2	10	6	1	5	5	2	22	8	8	13	3	6	2	8	3	0	8	6	5	19	2	6	2	43	6	9	4	5	12	1	3	8	6	5	2	3	10	2	4	4	8	8	0	10	4	5	5	5	5	33	0	16	1	7	6	2	4	8	9	2	9	2	9	4	1	6	17	34	3	2	1	1	11	5	9	0	5	9	5	2	193	4	25	2	4	2	19	14	2	2	2	11	7	4	2	11	5	211	19	6	63	1	23	150	5	3	2	25	11	1	7	5	4	1	4	5	3	59	7	2	8	11	2	6	10	5	8	6	1	12	6	1	18	5	8	6	3	4	4	478	9	7	2	4	3	5	8	4	2	5	7	12	14	2	5	38	7	8	17	4	2	2	2	19	7	8	9	46	18	4	4	2	5	0	5	7	1	1	22	3	4	3	8	7	20	4	4	19	8	2	4	10	3	7	21	13	3	11	3	21	5	19	17	6	6	3	4	6	0	1	79	8	2	5	4	3	8	3	13	6	9	0	15	6	5	3	5	17	5	2	3	5	13	1	3	1	3	9	3	3	4	6	4	7	5	7	4	38	1	13	12	6	229	4	0	2	6	2	5	14	12	6	8	5	2	30	1	1	4	0	5	3	33	49	9	4	8	4	4	44	5	2	0	9	3	5	6	4	9	3	6	8	5	18	7	9	38	4
Del2:U2:R3	0	3	2	0	2	1	4	5	1	4	2	0	2	2	9	0	2	6	2	1	1	0	1	3	1	1	1	0	1	3	0	0	2	6	2	2	5	0	1	1	1	0	1	3	3	3	9	0	2	2	16	1	2	1	1	1	1	2	0	0	2	1	1	9	3	4	4	2	2	1	4	5	1	0	0	2	6	2	8	1	2	4	2	0	1	1	3	6	1	1	2	0	3	8	6	0	2	3	0	2	0	1	1	2	5	2	0	50	1	9	0	1	0	4	6	2	2	0	3	2	1	1	2	0	78	8	2	18	1	9	40	1	0	1	8	3	1	1	4	1	1	2	7	0	7	3	1	5	2	1	4	2	1	2	2	1	3	6	0	10	2	6	0	2	0	3	110	6	2	1	1	0	0	0	2	1	1	7	1	8	1	3	10	3	1	3	1	1	0	0	4	2	1	7	20	4	1	3	0	1	0	0	2	1	1	21	2	0	1	0	1	9	0	0	7	1	0	1	1	1	3	10	2	0	2	1	23	1	3	5	2	2	0	0	1	0	3	39	1	2	3	5	2	1	0	0	2	3	1	6	0	2	1	2	5	2	1	0	1	2	1	1	1	2	0	1	1	1	2	1	2	4	2	2	13	0	4	1	3	54	0	0	1	2	0	1	4	7	1	1	1	1	5	0	0	0	1	3	1	16	20	0	2	0	2	3	10	1	1	1	2	1	2	0	2	4	0	2	5	2	9	1	4	8	2
Del2:U2:R4	0	1	0	0	1	0	0	2	3	0	0	1	1	3	6	0	0	1	2	2	2	0	1	0	4	1	0	1	1	1	0	1	2	5	4	4	1	1	0	1	0	1	2	0	1	2	2	1	3	1	1	0	3	2	3	2	1	2	3	0	0	0	0	18	0	2	1	5	0	2	3	1	1	0	0	2	3	1	3	1	1	3	1	0	3	0	0	2	1	2	1	1	1	4	3	1	1	0	2	2	1	1	0	2	1	1	0	15	0	4	0	1	1	2	2	1	3	1	1	2	0	0	2	1	138	0	0	5	0	1	16	1	0	3	2	1	1	1	2	1	1	0	0	2	7	1	2	1	0	0	3	2	0	3	2	0	2	0	0	2	3	1	1	3	1	1	48	1	2	1	1	2	0	2	2	1	0	1	3	0	0	4	4	1	0	3	0	3	1	0	1	0	0	4	4	1	1	0	2	1	0	1	0	0	1	11	1	2	2	1	2	1	0	0	2	0	1	1	0	0	3	4	5	0	2	1	10	0	3	4	0	0	1	3	2	1	1	32	2	1	0	1	2	1	3	2	0	1	1	2	1	2	0	3	2	2	0	1	0	0	0	2	2	1	1	0	1	4	2	0	1	5	2	0	3	2	5	1	0	19	1	1	0	0	0	0	1	3	2	2	1	0	2	1	1	1	0	2	1	4	7	1	0	0	2	1	4	3	1	0	2	2	2	0	1	2	0	0	3	1	3	2	1	3	0
Del2:U2:R(5,9)	3	2	2	2	2	0	5	0	5	1	0	2	3	2	4	5	1	5	1	3	1	1	3	0	4	0	0	2	1	1	2	3	1	1	4	2	2	0	0	2	1	3	3	1	3	1	6	2	2	0	11	6	4	6	2	2	4	0	6	2	4	1	2	104	2	2	3	4	2	3	11	4	3	1	5	11	8	0	4	3	2	7	2	3	2	5	4	7	6	5	2	9	3	5	7	1	0	1	1	2	2	4	1	4	0	0	2	15	2	3	3	0	6	15	5	0	7	0	5	1	0	5	3	1	1328	1	3	7	0	6	16	3	0	3	12	9	3	1	12	8	1	1	2	1	12	5	2	4	3	0	1	4	5	11	8	4	8	3	2	8	2	3	1	3	0	1	17	6	2	2	2	4	1	1	1	1	3	4	5	7	1	3	6	10	2	1	8	1	4	4	6	4	2	4	10	9	6	0	2	2	3	3	8	1	0	18	4	2	3	1	3	3	1	3	3	4	0	3	2	0	3	7	2	2	2	6	19	1	2	4	2	1	2	3	1	2	3	227	3	1	1	9	9	0	5	4	0	1	2	4	3	0	4	3	4	10	9	4	1	0	2	0	2	3	2	3	2	3	8	4	4	9	3	3	7	0	3	1	3	13	3	1	3	2	2	1	1	9	1	0	0	0	2	1	1	4	0	2	0	2	18	3	0	1	1	4	6	4	1	2	5	5	1	2	1	2	4	3	0	3	6	3	1	7	8
Del3:U1:R4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	3	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	1	1	0	0	0	0	1	1	1	0	1	1	2	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	1	0	1	0	0	0	0	0	1	3	0	0	0	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	2	0
Del3:U1:R(5,9)	1	0	0	0	0	0	0	0	2	1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	2	0	1	1	0	2	0	0	1	2	1	0	0	1	0	1	0	0	0	0	0	2	2	2	0	1	0	1	0	3	1	2	0	0	0	0	0	2	0	0	2	0	0	2	0	2	0	1	0	0	0	3	3	0	0	0	0	0	1	1	1	0	0	3	2	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	9	1	0	0	0	2	3	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	0	0	0	1	0	0	0	0	1	0	1	0	3	0	1	2	0	2	0	1	0	0	0	2	2	2	1	1	1	1	0	1	0	0	1	1	0	0	2	0	0	2	0	0	2	0	0	1	0	1	0	1	2	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	2	0	1	0	1	0	0	1	0	1	2	0	2	1	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	2	1	0	1	0	1	5	0	7	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	2	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	2	1	1	0
Del3:U3:R2	3	3	0	0	3	2	5	9	5	5	8	5	6	2	24	2	5	2	2	5	1	0	5	2	9	3	1	7	3	3	1	3	3	18	6	3	8	2	4	3	1	1	1	2	3	2	10	3	3	2	38	8	8	5	1	6	4	1	5	1	0	0	2	7	2	4	4	6	3	4	5	3	4	3	3	4	38	1	13	3	4	10	3	0	2	12	4	10	2	4	2	1	6	14	32	1	1	1	5	9	4	3	1	6	5	4	0	9	4	6	9	3	0	12	11	3	1	2	8	3	4	1	10	1	183	15	3	43	1	21	16	6	0	10	19	4	2	0	3	3	2	3	2	3	53	7	4	0	7	2	4	2	3	3	10	4	15	3	2	10	5	10	6	2	4	2	31	7	1	5	4	2	2	1	0	7	4	13	4	10	2	7	38	8	7	5	2	1	2	2	11	18	18	12	42	14	3	3	1	4	2	2	2	1	4	7	4	5	8	0	0	19	2	0	6	6	3	2	9	6	3	14	7	2	2	2	12	3	12	13	3	11	0	6	0	3	3	94	4	4	5	7	6	4	4	12	7	4	1	6	1	5	3	4	7	2	1	0	1	10	2	2	2	1	3	1	6	6	0	0	8	7	5	0	41	1	5	2	1	180	2	5	2	1	1	3	12	6	4	3	3	2	25	1	0	1	1	4	2	4	39	3	5	1	1	7	31	0	1	5	6	7	0	7	1	8	0	5	7	2	7	2	7	43	2
Del3:U3:R3	1	0	1	1	1	0	2	1	2	1	1	0	0	0	6	0	1	4	0	0	1	0	1	0	6	2	1	0	0	0	3	2	2	4	2	1	2	0	1	1	0	0	1	2	0	0	0	0	1	0	15	1	0	1	1	2	0	2	2	0	1	1	0	1	0	1	0	0	1	2	2	0	0	0	0	1	10	1	2	0	1	1	0	1	0	3	1	4	1	0	2	1	4	0	8	3	0	0	0	5	0	1	0	1	1	1	0	4	0	1	2	2	0	5	3	0	1	0	1	1	1	2	4	2	55	5	1	14	2	5	4	1	0	0	8	1	1	0	0	0	1	0	2	1	15	0	0	1	0	0	3	2	0	2	1	2	2	3	1	2	0	1	2	0	0	0	8	1	1	2	0	2	0	0	3	1	0	6	2	1	0	1	12	0	1	2	0	0	1	1	6	5	3	4	18	6	1	3	1	0	0	0	0	0	0	0	1	0	1	0	0	6	0	1	2	2	1	1	1	2	0	3	1	0	1	1	3	1	8	2	0	2	1	0	1	0	0	49	1	0	3	0	0	0	2	1	1	0	0	0	0	0	3	1	4	2	0	1	0	1	0	3	1	1	1	0	1	1	0	0	0	5	1	1	17	1	1	0	1	56	0	0	0	1	0	0	3	5	0	1	2	0	10	0	0	0	0	0	0	0	15	1	0	1	1	1	11	0	0	0	0	0	0	2	0	1	0	2	1	1	1	0	3	24	1
