signature	cluster_id	retained
C.P.Liver.7	56	TRUE
C.P.Lung.1	5	TRUE
C.P.Lung.2	1	TRUE
C.P.Lung.3	55	TRUE
C.P.Lung.4	103	FALSE
C.P.Lung.5	85	TRUE
C.P.Lung.6	104	FALSE
C.P.Lymphoid.1	1	TRUE
C.P.Lymphoid.2	34	TRUE
C.P.Lymphoid.3	105	FALSE
C.P.Lymphoid.4	6	TRUE
C.P.Lymphoid.5	106	FALSE
C.P.MSI.1	1	TRUE
C.P.MSI.2	2	TRUE
C.P.MSI.3	5	TRUE
C.P.MSI.4	76	TRUE
C.P.MSI.5	107	FALSE
C.P.MSI.6	69	FALSE
C.P.MSI.7	60	TRUE
C.P.MSI.8	82	TRUE
C.P.MSI.9	42	TRUE
C.P.MSI.10	6	TRUE
C.P.MSI.11	84	TRUE
C.P.MSI.12	33	TRUE
C.P.Myeloid.1	108	TRUE
C.P.Myeloid.2	109	FALSE
C.P.Other.1	1	TRUE
C.P.Other.2	2	TRUE
C.P.Ovary.1	1	TRUE
C.P.Ovary.2	86	TRUE
C.P.Ovary.3	108	TRUE
C.P.Ovary.4	110	FALSE
C.P.Ovary.5	16	TRUE
C.P.Pancreas.1	1	TRUE
C.P.Pancreas.2	2	TRUE
C.P.Pancreas.3	76	TRUE
C.P.Pancreas.4	6	TRUE
C.P.Pancreas.5	37	TRUE
C.P.Pancreas.6	35	TRUE
C.P.Pancreas.7	79	TRUE
C.P.Pancreas.8	9	TRUE
C.P.Prostate.1	2	TRUE
C.P.Prostate.2	1	TRUE
C.P.Prostate.3	111	TRUE
C.P.Prostate.4	3	TRUE
C.P.Prostate.5	65	TRUE
C.P.Prostate.6	112	FALSE
C.P.Prostate.7	110	FALSE
C.P.Prostate.8	113	FALSE
C.P.Prostate.9	114	FALSE
C.P.Skin.1	8	TRUE
C.P.Skin.2	1	TRUE
C.P.Skin.3	15	TRUE
C.P.Skin.4	2	TRUE
C.P.Skin.5	89	FALSE
C.P.Skin.6	115	FALSE
C.P.Skin.7	116	FALSE
C.P.Stomach.1	2	TRUE
C.P.Stomach.2	1	TRUE
C.P.Stomach.3	43	TRUE
C.P.Stomach.4	6	TRUE
C.P.Stomach.5	9	TRUE
C.P.Stomach.6	117	FALSE
C.P.Stomach.7	118	FALSE
C.P.Thymus.1	85	TRUE
C.P.Thymus.2	119	FALSE
C.P.Uterus.1	1	TRUE
C.P.Uterus.2	2	TRUE
C.P.Uterus.3	34	TRUE
C.P.Uterus.4	108	TRUE
C.P.Uterus.5	86	TRUE
C.P.Uterus.6	60	TRUE
C.P.Uterus.7	120	FALSE
C.PH.All.1	1	TRUE
C.PH.All.2	2	TRUE
C.PH.All.3	4	TRUE
C.PH.All.4	5	TRUE
C.PH.All.5	6	TRUE
C.PH.All.6	14	TRUE
C.PH.All.7	121	TRUE
C.PH.All.8	15	TRUE
C.PH.All.9	12	TRUE
C.PH.All.10	59	TRUE
C.PH.All.11	72	TRUE
C.PH.All.12	47	TRUE
C.PH.All.13	7	TRUE
C.PH.All.14	8	TRUE
C.PH.All.15	9	TRUE
C.PH.All.16	75	TRUE
C.PH.All.17	85	TRUE
C.PH.All.18	16	TRUE
C.PH.All.19	13	TRUE
C.PH.All.20	91	TRUE
C.PH.All.21	36	TRUE
C.PH.All.22	56	TRUE
C.PH.All.23	18	TRUE
C.PH.All.24	19	TRUE
C.PH.All.25	10	TRUE
C.PH.All.26	77	FALSE
C.PH.All.27	122	TRUE
C.PH.All.28	20	FALSE
C.PH.All.29	21	TRUE
C.PH.All.30	94	FALSE
C.PH.All.31	57	TRUE
C.PH.All.32	80	FALSE
C.PH.Biliary.1	2	TRUE
C.PH.Biliary.2	37	TRUE
C.PH.Biliary.3	1	TRUE
C.PH.Biliary.4	6	TRUE
C.PH.Biliary.5	7	TRUE
C.PH.Biliary.6	24	TRUE
C.PH.Biliary.7	118	FALSE
C.PH.Biliary.8	33	TRUE
C.PH.Bladder.1	16	TRUE
C.PH.Bladder.2	1	TRUE
C.PH.Bladder.3	2	TRUE
C.PH.Bladder.4	32	TRUE
C.PH.Bladder.5	6	TRUE
C.PH.Bladder.6	30	TRUE
C.PH.Bladder.7	31	TRUE
C.PH.Bladder.8	10	TRUE
C.PH.Bladder.9	8	TRUE
C.PH.Bladder.10	24	TRUE
C.PH.Bladder.11	9	TRUE
C.PH.Bladder.12	29	TRUE
C.PH.Bladder.13	75	TRUE
C.PH.Bone.SoftTissue.1	1	TRUE
C.PH.Bone.SoftTissue.2	36	TRUE
C.PH.Bone.SoftTissue.3	35	TRUE
C.PH.Bone.SoftTissue.4	7	TRUE
C.PH.Bone.SoftTissue.5	34	TRUE
C.PH.Bone.SoftTissue.6	6	TRUE
C.PH.Bone.SoftTissue.7	123	FALSE
C.PH.Bone.SoftTissue.8	15	TRUE
C.PH.Bone.SoftTissue.9	8	TRUE
C.PH.Bone.SoftTissue.10	13	TRUE
C.PH.Breast.1	2	TRUE
C.PH.Breast.2	6	TRUE
C.PH.Breast.3	3	TRUE
C.PH.Breast.4	1	TRUE
C.PH.Breast.5	40	TRUE
C.PH.Breast.6	7	TRUE
C.PH.Breast.7	12	TRUE
C.PH.Breast.8	5	TRUE
C.PH.Breast.9	24	TRUE
C.PH.Breast.10	38	TRUE
C.PH.Breast.11	13	TRUE
C.PH.Breast.12	39	FALSE
C.PH.Breast.13	41	FALSE
C.PH.Breast.14	9	TRUE
C.PH.CNS.1	1	TRUE
C.PH.CNS.2	7	TRUE
C.PH.CNS.3	12	TRUE
C.PH.CNS.4	34	TRUE
C.PH.CNS.5	47	TRUE
C.PH.CNS.6	45	TRUE
C.PH.CNS.7	46	FALSE
C.PH.CNS.8	27	TRUE
C.PH.CNS.9	124	FALSE
C.PH.CNS.10	92	FALSE
C.PH.CNS.11	125	FALSE
C.PH.Colon.1	1	TRUE
C.PH.Colon.2	2	TRUE
C.PH.Colon.3	9	TRUE
C.PH.Colon.4	14	TRUE
C.PH.Colon.5	5	TRUE
C.PH.Colon.6	49	TRUE
C.PH.Colon.7	31	TRUE
C.PH.Colon.8	18	TRUE
C.PH.Colon.9	35	TRUE
C.PH.Colon.10	6	TRUE
C.PH.Colon.11	50	FALSE
C.PH.Colon.12	122	TRUE
C.PH.Colon.13	82	TRUE
C.PH.Colon.14	66	TRUE
C.PH.Colon.15	93	TRUE
C.PH.Colon.16	81	FALSE
C.PH.Colon.17	52	FALSE
C.PH.Colon.18	40	TRUE
C.PH.Colon.19	11	TRUE
C.PH.Colon.20	93	TRUE
C.PH.Esophagus.1	1	TRUE
C.PH.Esophagus.2	4	TRUE
C.PH.Esophagus.3	7	TRUE
C.PH.Esophagus.4	2	TRUE
C.PH.Esophagus.5	5	TRUE
C.PH.Esophagus.6	9	TRUE
C.PH.Esophagus.7	6	TRUE
C.PH.Esophagus.8	53	FALSE
C.PH.Esophagus.9	54	FALSE
C.PH.Esophagus.10	18	TRUE
C.PH.Head.1	2	TRUE
C.PH.Head.2	1	TRUE
C.PH.Head.3	5	TRUE
C.PH.Head.4	49	TRUE
C.PH.Head.5	7	TRUE
C.PH.Head.6	8	TRUE
C.PH.Head.7	12	TRUE
C.PH.Head.8	111	TRUE
C.PH.Head.9	47	TRUE
C.PH.Head.10	100	FALSE
C.PH.Head.11	24	TRUE
C.PH.Kidney.1	56	TRUE
C.PH.Kidney.2	2	TRUE
C.PH.Kidney.3	7	TRUE
C.PH.Kidney.4	1	TRUE
C.PH.Kidney.5	83	TRUE
C.PH.Kidney.6	121	TRUE
C.PH.Kidney.7	102	FALSE
C.PH.Kidney.8	8	TRUE
C.PH.Kidney.9	55	TRUE
C.PH.Liver.1	2	TRUE
C.PH.Liver.2	3	TRUE
C.PH.Liver.3	75	TRUE
C.PH.Liver.4	1	TRUE
C.PH.Liver.5	16	TRUE
C.PH.Liver.6	6	TRUE
C.PH.Liver.7	7	TRUE
C.PH.Liver.8	56	TRUE
C.PH.Liver.9	78	TRUE
C.PH.Lung.1	5	TRUE
C.PH.Lung.2	1	TRUE
C.PH.Lung.3	2	TRUE
C.PH.Lung.4	13	TRUE
C.PH.Lung.5	91	TRUE
C.PH.Lung.6	7	TRUE
C.PH.Lung.7	35	TRUE
C.PH.Lung.8	6	TRUE
C.PH.Lung.9	17	TRUE
C.PH.Lung.10	40	TRUE
C.PH.Lung.11	121	TRUE
C.PH.Lung.12	126	FALSE
C.PH.Lung.13	22	TRUE
C.PH.Lung.14	36	TRUE
C.PH.Lung.15	30	TRUE
C.PH.Lymphoid.1	4	TRUE
C.PH.Lymphoid.2	105	FALSE
C.PH.Lymphoid.3	2	TRUE
C.PH.Lymphoid.4	1	TRUE
C.PH.Lymphoid.5	7	TRUE
C.PH.Lymphoid.6	6	TRUE
C.PH.Lymphoid.7	15	TRUE
C.PH.MSI.1	1	TRUE
C.PH.MSI.2	2	TRUE
C.PH.MSI.3	26	TRUE
C.PH.MSI.4	9	TRUE
C.PH.MSI.5	76	TRUE
C.PH.MSI.6	5	TRUE
C.PH.MSI.7	15	TRUE
C.PH.MSI.8	6	TRUE
C.PH.MSI.9	59	TRUE
C.PH.MSI.10	47	TRUE
C.PH.MSI.11	122	TRUE
C.PH.MSI.12	127	FALSE
C.PH.MSI.13	60	TRUE
C.PH.MSI.14	40	TRUE
C.PH.MSI.15	62	TRUE
C.PH.MSI.16	35	TRUE
C.PH.MSI.17	128	FALSE
C.PH.MSI.18	61	FALSE
C.PH.MSI.19	63	FALSE
C.PH.MSI.20	84	TRUE
C.PH.MSI.21	129	FALSE
C.PH.MSI.22	33	TRUE
C.PH.Myeloid.1	108	TRUE
C.PH.Myeloid.2	1	TRUE
C.PH.Myeloid.3	130	FALSE
C.PH.Other.1	2	TRUE
C.PH.Other.2	1	TRUE
C.PH.Other.3	7	TRUE
C.PH.Other.4	5	TRUE
C.PH.Other.5	65	TRUE
C.PH.Other.6	19	TRUE
C.PH.Other.7	8	TRUE
C.PH.Other.8	66	TRUE
C.PH.Other.9	6	TRUE
C.PH.Other.10	9	TRUE
C.PH.Other.11	57	TRUE
C.PH.Other.12	62	TRUE
C.PH.Other.13	22	TRUE
C.PH.Other.14	18	TRUE
C.PH.Other.15	24	TRUE
C.PH.Other.16	4	TRUE
C.PH.Ovary.1	6	TRUE
C.PH.Ovary.2	1	TRUE
C.PH.Ovary.3	7	TRUE
C.PH.Ovary.4	2	TRUE
C.PH.Ovary.5	108	TRUE
C.PH.Ovary.6	36	TRUE
C.PH.Ovary.7	13	TRUE
C.PH.Pancreas.1	1	TRUE
C.PH.Pancreas.2	2	TRUE
C.PH.Pancreas.3	6	TRUE
C.PH.Pancreas.4	76	TRUE
C.PH.Pancreas.5	37	TRUE
C.PH.Pancreas.6	7	TRUE
C.PH.Pancreas.7	35	TRUE
C.PH.Pancreas.8	128	FALSE
C.PH.Pancreas.9	79	TRUE
C.PH.Pancreas.10	9	TRUE
C.PH.Pancreas.11	124	FALSE
C.PH.Prostate.1	1	TRUE
C.PH.Prostate.2	2	TRUE
C.PH.Prostate.3	3	TRUE
C.PH.Prostate.4	13	TRUE
C.PH.Prostate.5	65	TRUE
C.PH.Prostate.6	31	TRUE
C.PH.Prostate.7	6	TRUE
C.PH.Prostate.8	111	TRUE
C.PH.Prostate.9	5	TRUE
C.PH.Prostate.10	8	TRUE
C.PH.Prostate.11	38	TRUE
C.PH.Prostate.12	112	FALSE
C.PH.Prostate.13	113	FALSE
C.PH.Prostate.14	131	FALSE
C.PH.Prostate.15	27	TRUE
C.PH.Prostate.16	47	TRUE
C.PH.Skin.1	1	TRUE
C.PH.Skin.2	15	TRUE
C.PH.Skin.3	2	TRUE
C.PH.Skin.4	45	TRUE
C.PH.Skin.5	7	TRUE
C.PH.Skin.6	8	TRUE
C.PH.Skin.7	35	TRUE
C.PH.Skin.8	17	TRUE
C.PH.Skin.9	5	TRUE
C.PH.Skin.10	21	TRUE
C.PH.Skin.11	72	TRUE
C.PH.Skin.12	132	FALSE
C.PH.Skin.13	11	TRUE
C.PH.Skin.14	13	TRUE
C.PH.Skin.15	116	FALSE
C.PH.Skin.16	36	TRUE
C.PH.Stomach.1	1	TRUE
C.PH.Stomach.2	32	TRUE
C.PH.Stomach.3	2	TRUE
C.PH.Stomach.4	6	TRUE
C.PH.Stomach.5	9	TRUE
C.PH.Stomach.6	42	TRUE
C.PH.Stomach.7	123	FALSE
C.PH.Stomach.8	34	TRUE
C.PH.Stomach.9	99	FALSE
C.PH.Thymus.1	85	TRUE
C.PH.Thymus.2	1	TRUE
C.PH.Thymus.3	2	TRUE
C.PH.Thymus.4	7	TRUE
C.PH.Thymus.5	119	FALSE
C.PH.Uterus.1	1	TRUE
C.PH.Uterus.2	2	TRUE
C.PH.Uterus.3	6	TRUE
C.PH.Uterus.4	65	TRUE
C.PH.Uterus.5	4	TRUE
C.PH.Uterus.6	72	TRUE
C.PH.Uterus.7	108	TRUE
C.PH.Uterus.8	13	TRUE
C.PH.Uterus.9	32	TRUE
