signature	cluster_id	retained
C.P.Thymus.16	16	TRUE
C.P.Thymus.17	94	TRUE
C.P.Thymus.18	87	TRUE
C.P.Thymus.19	91	TRUE
C.P.Thymus.20	96	TRUE
C.P.Thymus.21	5	TRUE
C.P.Thymus.22	127	FALSE
C.P.Thymus.23	6	TRUE
C.P.Thymus.24	92	TRUE
C.P.Thymus.25	97	TRUE
C.P.Thymus.26	19	TRUE
C.P.Uterus.1	138	FALSE
C.P.Uterus.2	122	TRUE
C.P.Uterus.3	1	TRUE
C.P.Uterus.4	123	TRUE
C.P.Uterus.5	139	TRUE
C.P.Uterus.6	36	TRUE
C.P.Uterus.7	140	FALSE
C.PH.All.1	1	TRUE
C.PH.All.2	115	TRUE
C.PH.All.3	25	TRUE
C.PH.All.4	4	TRUE
C.PH.All.5	49	TRUE
C.PH.All.6	6	TRUE
C.PH.All.7	88	TRUE
C.PH.All.8	10	TRUE
C.PH.All.9	27	FALSE
C.PH.All.10	12	TRUE
C.PH.All.11	26	TRUE
C.PH.All.12	5	TRUE
C.PH.All.13	141	FALSE
C.PH.All.14	21	TRUE
C.PH.All.15	93	TRUE
C.PH.All.16	9	TRUE
C.PH.All.17	63	TRUE
C.PH.All.18	18	TRUE
C.PH.All.19	8	TRUE
C.PH.All.20	95	TRUE
C.PH.All.21	94	TRUE
C.PH.All.22	57	TRUE
C.PH.All.23	19	TRUE
C.PH.All.24	16	TRUE
C.PH.All.25	15	TRUE
C.PH.All.26	142	FALSE
C.PH.All.27	22	TRUE
C.PH.All.28	13	TRUE
C.PH.All.29	17	TRUE
C.PH.All.30	143	TRUE
C.PH.All.31	87	TRUE
C.PH.All.32	24	TRUE
C.PH.All.33	28	FALSE
C.PH.All.34	31	TRUE
C.PH.All.35	144	FALSE
C.PH.All.36	145	FALSE
C.PH.All.37	32	TRUE
C.PH.All.38	92	TRUE
C.PH.All.39	99	FALSE
C.PH.Biliary.1	36	TRUE
C.PH.Biliary.2	146	TRUE
C.PH.Biliary.3	38	TRUE
C.PH.Biliary.4	1	TRUE
C.PH.Biliary.5	147	FALSE
C.PH.Biliary.6	148	FALSE
C.PH.Bladder.1	1	TRUE
C.PH.Bladder.2	21	TRUE
C.PH.Bladder.3	8	TRUE
C.PH.Bladder.4	40	TRUE
C.PH.Bladder.5	103	FALSE
C.PH.Bladder.6	44	TRUE
C.PH.Bladder.7	41	TRUE
C.PH.Bladder.8	42	FALSE
C.PH.Bladder.9	10	TRUE
C.PH.Bladder.10	47	FALSE
C.PH.Bladder.11	43	FALSE
C.PH.Bladder.12	45	TRUE
C.PH.Bone.SoftTissue.1	8	TRUE
C.PH.Bone.SoftTissue.2	48	TRUE
C.PH.Bone.SoftTissue.3	25	TRUE
C.PH.Bone.SoftTissue.4	49	TRUE
C.PH.Bone.SoftTissue.5	10	TRUE
C.PH.Bone.SoftTissue.6	94	TRUE
C.PH.Bone.SoftTissue.7	7	TRUE
C.PH.Bone.SoftTissue.8	41	TRUE
C.PH.Breast.1	1	TRUE
C.PH.Breast.2	6	TRUE
C.PH.Breast.3	19	TRUE
C.PH.Breast.4	12	TRUE
C.PH.Breast.5	15	TRUE
C.PH.Breast.6	25	TRUE
C.PH.Breast.7	5	TRUE
C.PH.Breast.8	2	TRUE
C.PH.Breast.9	8	TRUE
C.PH.Breast.10	49	TRUE
C.PH.Breast.11	51	FALSE
C.PH.Breast.12	52	FALSE
C.PH.Breast.13	50	TRUE
C.PH.Breast.14	53	FALSE
C.PH.Breast.15	4	TRUE
C.PH.Breast.16	70	TRUE
C.PH.CNS.1	55	TRUE
C.PH.CNS.2	57	TRUE
C.PH.CNS.3	58	FALSE
C.PH.CNS.4	109	FALSE
C.PH.CNS.5	48	TRUE
C.PH.CNS.6	56	TRUE
C.PH.CNS.7	146	TRUE
C.PH.CNS.8	38	TRUE
C.PH.CNS.9	110	FALSE
C.PH.Colon.1	111	FALSE
C.PH.Colon.2	1	TRUE
C.PH.Colon.3	45	TRUE
C.PH.Colon.4	112	TRUE
C.PH.Colon.5	93	TRUE
C.PH.Colon.6	36	TRUE
C.PH.Colon.7	50	TRUE
C.PH.Colon.8	149	FALSE
C.PH.Colon.9	64	FALSE
C.PH.Colon.10	4	TRUE
C.PH.Colon.11	21	TRUE
C.PH.Colon.12	8	TRUE
C.PH.Colon.13	17	TRUE
C.PH.Colon.14	61	TRUE
C.PH.Colon.15	13	TRUE
C.PH.Colon.16	98	TRUE
C.PH.Colon.17	150	FALSE
C.PH.Colon.18	62	TRUE
C.PH.Colon.19	151	FALSE
C.PH.Colon.20	22	TRUE
C.PH.Colon.21	75	TRUE
C.PH.Esophagus.1	4	TRUE
C.PH.Esophagus.2	25	TRUE
C.PH.Esophagus.3	31	TRUE
C.PH.Esophagus.4	115	TRUE
C.PH.Esophagus.5	152	FALSE
C.PH.Esophagus.6	139	TRUE
C.PH.Esophagus.7	8	TRUE
C.PH.Esophagus.8	16	TRUE
C.PH.Esophagus.9	1	TRUE
C.PH.Esophagus.10	153	FALSE
C.PH.Head.1	50	TRUE
C.PH.Head.2	104	TRUE
C.PH.Head.3	48	TRUE
C.PH.Head.4	10	TRUE
C.PH.Head.5	39	TRUE
C.PH.Head.6	21	TRUE
C.PH.Head.7	146	TRUE
C.PH.Head.8	36	TRUE
C.PH.Head.9	14	TRUE
C.PH.Kidney.1	146	TRUE
C.PH.Kidney.2	9	TRUE
C.PH.Kidney.3	39	TRUE
C.PH.Kidney.4	10	TRUE
C.PH.Liver.1	87	TRUE
C.PH.Liver.2	115	TRUE
C.PH.Liver.3	86	TRUE
C.PH.Liver.4	54	TRUE
C.PH.Liver.5	154	FALSE
C.PH.Liver.6	48	TRUE
C.PH.Lung.1	1	TRUE
C.PH.Lung.2	2	TRUE
C.PH.Lung.3	16	TRUE
C.PH.Lung.4	25	TRUE
C.PH.Lung.5	8	TRUE
C.PH.Lung.6	14	TRUE
C.PH.Lung.7	3	FALSE
C.PH.Lung.8	92	TRUE
C.PH.Lung.9	70	TRUE
C.PH.Lung.10	62	TRUE
C.PH.Lung.11	12	TRUE
C.PH.Lung.12	24	TRUE
C.PH.Lymphoid.1	100	TRUE
C.PH.Lymphoid.2	80	TRUE
C.PH.Lymphoid.3	121	FALSE
C.PH.Lymphoid.4	155	FALSE
C.PH.Lymphoid.5	154	FALSE
C.PH.MSI.1	1	TRUE
C.PH.MSI.2	4	TRUE
C.PH.MSI.3	91	TRUE
C.PH.MSI.4	18	TRUE
C.PH.MSI.5	90	FALSE
C.PH.MSI.6	93	TRUE
C.PH.MSI.7	14	TRUE
C.PH.MSI.8	63	TRUE
C.PH.MSI.9	16	TRUE
C.PH.MSI.10	98	TRUE
C.PH.MSI.11	25	TRUE
C.PH.MSI.12	5	TRUE
C.PH.MSI.13	45	TRUE
C.PH.MSI.14	7	TRUE
C.PH.MSI.15	143	TRUE
C.PH.MSI.16	75	TRUE
C.PH.MSI.17	156	FALSE
C.PH.MSI.18	55	TRUE
C.PH.MSI.19	70	TRUE
C.PH.Myeloid.1	125	FALSE
C.PH.Myeloid.2	126	FALSE
C.PH.Other.1	25	TRUE
C.PH.Other.2	4	TRUE
C.PH.Other.3	48	TRUE
C.PH.Other.4	41	TRUE
C.PH.Other.5	26	TRUE
C.PH.Other.6	1	TRUE
C.PH.Other.7	8	TRUE
C.PH.Other.8	10	TRUE
C.PH.Other.9	16	TRUE
C.PH.Other.10	76	FALSE
C.PH.Other.11	77	FALSE
C.PH.Ovary.1	105	TRUE
C.PH.Ovary.2	146	TRUE
C.PH.Ovary.3	36	TRUE
C.PH.Ovary.4	123	TRUE
C.PH.Ovary.5	44	TRUE
C.PH.Pancreas.1	115	TRUE
C.PH.Pancreas.2	1	TRUE
C.PH.Pancreas.3	146	TRUE
C.PH.Pancreas.4	91	TRUE
C.PH.Pancreas.5	25	TRUE
C.PH.Pancreas.6	108	TRUE
C.PH.Pancreas.7	157	FALSE
C.PH.Prostate.1	1	TRUE
C.PH.Prostate.2	2	TRUE
C.PH.Prostate.3	50	TRUE
C.PH.Prostate.4	81	FALSE
C.PH.Prostate.5	8	TRUE
C.PH.Prostate.6	95	TRUE
C.PH.Prostate.7	25	TRUE
C.PH.Prostate.8	19	TRUE
C.PH.Prostate.9	130	FALSE
C.PH.Prostate.10	158	FALSE
C.PH.Prostate.11	45	TRUE
C.PH.Prostate.12	97	TRUE
C.PH.Prostate.13	80	TRUE
C.PH.Prostate.14	159	FALSE
C.PH.Skin.1	16	TRUE
C.PH.Skin.2	88	TRUE
C.PH.Skin.3	143	TRUE
C.PH.Skin.4	146	TRUE
C.PH.Skin.5	40	TRUE
C.PH.Skin.6	89	TRUE
C.PH.Skin.7	86	TRUE
C.PH.Skin.8	14	TRUE
C.PH.Skin.9	160	FALSE
C.PH.Skin.10	32	TRUE
C.PH.Skin.11	35	FALSE
C.PH.Skin.12	161	FALSE
C.PH.Stomach.1	18	TRUE
C.PH.Stomach.2	4	TRUE
C.PH.Stomach.3	25	TRUE
C.PH.Stomach.4	1	TRUE
C.PH.Stomach.5	162	FALSE
C.PH.Stomach.6	135	FALSE
C.PH.Stomach.7	163	FALSE
C.PH.Thymus.1	164	FALSE
C.PH.Thymus.2	83	FALSE
C.PH.Uterus.1	122	TRUE
C.PH.Uterus.2	36	TRUE
C.PH.Uterus.3	1	TRUE
C.PH.Uterus.4	45	TRUE
C.PH.Uterus.5	123	TRUE
C.PH.Uterus.6	139	TRUE
C.PH.Uterus.7	146	TRUE
C.PH.Uterus.8	138	FALSE
C.PH.Uterus.9	140	FALSE
