Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
SP78913	0	18	2	0	8	2	0	0	3	0	0	3	8	6	1	0
SP107375	19	45	10	3	20	2	0	1	18	25	0	14	28	0	4	6
SP107408	10	161	42	7	16	18	2	2	18	0	4	6	16	14	4	0
SP107439	0	23	6	0	0	0	1	0	9	0	0	0	0	0	248	0
SP78816	0	32	2	0	1	4	0	0	2	3	0	0	0	0	0	0
SP78663	29	88	3	8	28	5	0	7	6	1	0	0	1	18	0	17
SP78709	2	80	5	4	6	3	0	5	1	8	0	9	6	0	0	2
SP107462	57	104	7	11	4	0	0	0	9	0	0	4	24	3	0	0
SP78951	0	59	7	3	4	1	0	4	19	1	5	4	0	4	0	2
SP107435	22	61	17	8	0	13	0	0	8	27	0	0	12	27	0	4
SP78679	9	56	44	0	9	19	0	4	24	4	0	22	0	0	0	28
SP107360	13	124	26	7	21	17	2	13	0	0	20	40	10	0	5	0
SP78819	2	8	3	2	0	2	0	1	0	9	3	0	0	0	0	5
SP78821	0	61	8	2	0	0	2	4	20	16	1	1	16	0	6	4
SP107552	0	35	0	0	3	3	0	0	3	3	0	0	3	19	2	0
SP78865	4	19	1	2	4	0	0	1	3	0	0	0	5	8	0	18
SP107470	0	82	29	4	0	7	4	0	7	8	0	0	0	0	0	3
SP78673	5	0	5	0	1	9	0	0	7	10	0	0	0	0	3	7
SP78824	0	24	3	3	9	3	0	0	6	0	0	0	3	0	0	0
SP107550	1	28	7	7	0	0	0	0	5	0	0	0	7	0	0	7
SP78718	58	143	29	2	0	1	0	0	11	0	0	13	2	9	6	0
SP107451	10	42	6	4	3	0	0	5	0	9	0	6	0	0	3	2
SP107557	8	39	5	5	3	0	0	0	3	5	0	0	0	11	0	0
SP107358	0	21	4	0	4	12	2	0	7	9	0	9	13	4	4	4
SP78731	0	30	3	0	3	0	0	0	3	0	0	5	7	10	0	3
SP107455	0	28	4	0	0	0	0	1	5	0	1	6	2	0	0	11
SP107549	1	32	6	1	3	4	1	1	0	1	0	0	0	0	0	6
SP78814	0	39	4	4	9	2	2	0	15	5	0	0	8	0	6	19
SP107357	34	182	59	8	13	10	12	39	6	16	17	32	23	0	31	14
SP78919	3	57	3	3	13	7	2	0	6	0	0	0	0	11	1	6
SP107453	24	24	11	2	0	1	0	2	5	7	0	7	7	6	3	1
SP78719	0	3	2	0	0	2	0	0	0	0	1	1	0	1	1	3
SP78662	5	4	3	1	0	0	0	0	8	0	0	0	0	13	1	0
SP107457	12	95	0	2	5	5	2	0	9	0	0	8	2	35	0	10
SP107404	29	89	45	7	13	21	2	10	8	0	10	17	20	3	1	4
SP78714	3	37	12	6	1	4	0	0	10	1	0	0	0	0	3	7
SP107454	0	40	5	4	0	1	0	4	7	0	0	0	0	0	0	8
SP107359	0	158	48	4	17	13	0	13	21	11	1	47	5	0	13	5
SP78664	5	73	2	4	0	0	0	6	12	3	0	8	0	0	0	0
SP78931	0	68	9	1	4	0	0	0	0	0	0	10	0	3	0	8
SP78815	0	21	2	0	0	0	0	3	3	1	0	10	6	0	0	2
SP107466	3	74	24	0	6	4	0	14	10	4	9	11	28	13	1	1
SP78901	5	164	12	5	0	4	2	0	1	0	0	0	0	38	0	0
SP107384	5	159	38	8	227	14	7	3	42	122	28	21	24	0	30	12
SP107467	1	11	4	0	0	0	0	1	15	4	0	0	9	0	4	0
SP78680	17	15	2	0	3	0	0	0	7	0	0	1	0	0	0	0
SP78672	0	32	3	0	10	0	0	0	4	0	0	0	0	0	0	4
SP107365	0	36	9	0	2	4	0	17	6	3	2	3	0	57	5	0
SP78660	0	31	4	0	5	1	0	0	0	14	0	2	0	1	0	0
SP78659	14	2	9	0	0	6	0	0	1	2	3	0	16	0	0	0
SP107449	0	35	5	3	8	0	0	1	19	3	0	0	20	0	0	2
SP78813	24	19	4	0	0	1	0	6	5	4	0	14	7	0	0	0
SP78953	0	19	3	0	0	1	0	2	0	0	0	2	5	1	0	0
SP78804	49	21	2	1	11	11	0	3	15	4	0	0	8	0	0	7
SP107460	0	30	20	3	4	6	4	0	9	7	0	2	1	17	0	3
SP107548	17	73	0	6	4	1	0	3	10	2	0	0	0	0	8	9
SP78730	0	99	27	10	7	8	0	6	3	5	0	3	19	8	3	3
SP78727	8	55	6	1	1	1	0	1	7	7	0	22	0	0	1	0
SP78822	28	95	22	8	9	13	0	9	23	37	0	13	0	0	3	26
SP78818	7	63	8	3	2	0	0	4	7	3	0	0	1	0	0	3
SP78923	0	20	2	2	2	5	0	2	2	0	0	1	0	0	0	2
SP107405	12	146	29	7	1	30	1	11	21	27	13	53	6	2	0	0
SP107437	32	58	64	11	6	0	8	2	0	0	0	0	50	0	14	7
SP78675	12	55	5	3	6	1	0	2	7	4	9	0	14	4	2	2
SP107371	15	130	53	14	152	19	34	18	30	0	17	1	55	0	10	0
SP107556	11	99	14	0	2	0	0	3	7	13	0	0	7	30	0	4
SP78807	10	21	8	2	3	5	0	1	0	9	0	4	13	0	1	8
SP78945	0	56	0	4	1	1	0	1	6	0	0	14	1	0	0	6
SP107480	25	11	8	0	3	0	0	4	4	0	0	6	8	0	0	1
SP107448	3	40	2	8	4	3	2	5	7	1	0	0	6	6	0	2
SP107436	0	86	6	8	3	0	0	2	13	6	0	0	0	0	4	10
SP79150	0	3	2	0	1	0	2	4	1	0	0	4	0	0	0	3
SP107546	28	144	37	14	0	5	0	7	2	1	0	0	14	0	11	4
SP107459	0	39	16	2	4	11	0	16	2	0	3	1	11	1	5	0
SP78823	1	9	1	1	0	0	0	0	0	2	0	0	1	0	2	5
SP78666	20	27	6	0	1	5	0	0	5	2	0	0	2	6	2	5
SP78721	0	20	4	0	1	3	0	0	0	0	0	2	0	0	0	12
SP78665	0	125	5	4	8	0	0	5	0	10	0	9	13	0	0	4
SP78935	10	60	8	8	1	0	3	4	10	4	0	7	0	0	0	9
SP107458	30	178	13	11	17	10	1	23	9	7	0	17	0	9	0	12
SP79160	19	54	0	0	1	0	0	0	1	5	6	0	16	0	0	0
SP107479	4	84	5	5	10	1	0	1	1	0	0	0	1	11	0	15
SP107377	19	96	18	6	1	17	0	4	1	20	10	0	18	47	0	1
SP78937	27	119	22	0	1	1	0	0	52	9	0	0	48	0	8	14
SP107444	0	39	2	4	2	0	0	0	4	8	2	0	7	6	2	4
SP79144	8	82	7	3	11	5	1	1	12	21	0	4	10	13	0	15
SP107469	0	15	0	2	2	0	0	0	4	0	0	4	0	0	2	0
SP107373	0	118	5	0	10	7	15	18	7	3	0	67	27	0	11	0
SP107406	0	124	28	5	397	26	28	0	46	72	11	19	93	15	10	3
SP107369	0	161	50	0	9	14	2	12	4	9	23	28	45	22	5	11
SP107403	86	167	61	4	7	33	3	13	35	48	24	0	39	7	14	3
SP107363	0	126	34	3	0	25	49	2	0	3	17	36	0	56	28	12
SP78955	16	25	0	2	2	0	0	3	1	1	0	8	0	0	0	6
SP78711	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SP78677	0	22	8	0	5	6	0	0	4	0	1	3	0	0	0	3
SP78805	36	53	0	11	14	0	0	0	4	8	0	0	15	0	0	0
SP107461	5	24	0	0	3	8	0	0	5	0	1	3	0	0	5	0
SP107472	0	13	7	0	0	1	0	2	7	0	0	0	8	0	0	0
SP107356	0	61	15	0	2	23	0	0	4	38	14	18	2	9	5	4
SP78825	0	25	12	1	6	0	0	0	7	15	0	0	0	10	0	10
SP107468	0	49	4	0	2	0	0	0	0	18	0	7	0	11	2	2
SP78851	104	239	21	18	19	15	5	11	20	6	0	3	14	31	6	42
SP78726	2	24	9	8	0	0	0	2	30	1	0	0	21	0	3	7
SP107379	71	179	85	7	17	33	5	32	23	20	9	32	18	0	13	3
SP107474	0	62	10	8	6	3	0	0	18	0	0	0	3	0	6	1
SP107438	13	20	2	2	8	0	0	0	16	0	0	7	3	0	0	17
SP107478	4	79	3	3	3	0	0	8	16	0	0	5	0	0	3	12
SP78716	0	151	53	8	2	0	0	15	17	15	0	6	11	29	3	11
SP78676	39	79	31	1	0	2	0	8	9	11	0	1	0	0	0	9
SP107443	0	8	0	0	2	0	0	1	0	0	0	0	3	2	0	1
SP107361	8	162	51	0	2	37	6	23	9	16	22	26	26	29	5	12
SP107464	3	125	29	3	17	19	0	6	6	25	13	26	2	10	1	12
SP78717	0	5	4	6	2	0	0	3	1	4	0	0	0	0	0	0
SP78671	0	38	2	2	1	5	0	6	0	10	0	0	5	23	4	0
SP78817	9	11	7	0	3	1	0	3	0	0	0	7	6	1	0	2
SP107381	36	92	40	5	10	10	0	8	7	34	15	17	0	0	1	1
SP107463	61	85	29	0	2	11	0	13	3	7	15	41	21	6	4	7
SP107477	39	51	6	5	2	5	0	5	6	6	0	0	0	3	0	15
SP78661	18	67	23	3	5	5	6	17	5	13	2	1	1	0	6	8
SP78939	0	30	4	0	0	1	0	0	3	1	0	10	0	12	1	6
SP78674	6	171	11	11	7	4	0	0	9	3	0	3	0	37	0	7
SP107553	0	6	2	2	0	4	0	2	3	0	0	1	0	0	1	0
SP107555	13	69	9	3	7	10	0	1	13	0	0	0	10	0	5	9
SP107446	6	24	7	4	1	5	0	0	8	0	0	2	5	0	4	5
SP78713	2	239	43	13	2	11	1	2	11	7	0	6	14	17	0	10
SP78720	6	37	5	3	0	3	0	2	15	3	4	0	0	0	5	7
SP78947	8	38	4	0	1	6	0	1	2	3	0	0	6	0	6	6
SP78875	1	24	3	1	0	9	0	0	9	0	0	0	0	0	0	0
SP107554	0	170	4	7	2	3	0	4	17	16	0	3	3	21	7	15
SP107407	0	204	77	0	4	37	4	17	27	12	29	20	34	0	14	7
SP78820	9	59	3	7	1	0	2	8	8	4	1	0	0	13	0	10
SP78668	3	0	4	0	1	0	0	0	0	4	0	4	0	8	0	3
SP107547	7	28	0	2	0	5	0	0	2	0	0	2	0	0	4	7
SP79148	5	221	37	6	3	9	0	5	5	1	0	41	0	0	0	2
SP107386	40	195	38	18	2	23	3	16	9	11	14	9	0	0	15	11
SP78921	40	71	8	17	1	11	1	1	2	10	0	0	0	0	6	15
SP107545	0	44	3	1	21	0	0	0	0	1	0	15	0	0	0	17
SP107440	13	33	9	3	5	1	0	8	3	0	0	0	0	19	0	3
SP79066	16	5	7	0	2	4	2	0	21	0	0	2	0	0	0	3
SP107473	2	58	4	5	10	3	0	1	5	0	0	0	15	0	1	2
SP107362	2	95	23	0	8	19	1	2	10	29	0	20	2	22	2	7
SP78722	9	4	2	0	3	0	2	0	2	0	0	0	0	0	4	0
SP78729	0	116	2	3	1	3	0	0	2	0	0	13	2	0	6	6
SP107441	4	95	5	8	3	0	0	1	17	0	0	3	8	16	0	8
SP78873	0	60	1	3	8	0	2	0	1	0	0	0	0	0	8	15
SP47708	0	67	10	2	9	12	1	39	8	28	8	3	22	3	9	18
SP47990	0	20	1	1	36	0	1	14	14	9	27	0	0	0	4	17
SP48414	9	16	3	2	13	2	1	17	19	30	21	2	4	0	3	8
SP48135	0	74	48	5	8	55	0	60	23	12	2	1	53	0	9	12
SP47652	1	24	8	9	6	7	0	18	11	14	4	0	12	0	2	1
SP48888	0	18	0	8	0	11	0	13	2	1	0	0	4	6	5	7
SP48426	0	2	0	1	0	3	0	3	3	5	0	0	0	0	6	0
SP48480	0	79	16	0	10	48	0	56	13	24	0	21	25	0	11	7
SP48263	7	4	0	0	16	6	0	9	6	12	3	11	8	0	0	0
SP47628	0	3	0	0	0	0	0	8	8	20	9	6	4	0	0	0
SP47808	0	42	20	2	11	33	0	17	21	15	6	10	14	14	1	3
SP48850	9	17	37	5	23	1	0	24	104	72	20	0	25	29	0	8
SP48189	0	47	40	4	23	221	0	76	16	11	4	21	0	5	1	4
SP48073	21	15	14	4	0	16	0	12	4	34	0	9	15	0	0	11
SP48008	2	16	27	0	13	352	0	101	25	10	15	8	11	0	0	6
SP48504	17	11	29	3	12	186	0	115	4	0	2	0	0	0	0	13
SP48534	0	55	10	2	8	12	0	51	18	16	7	12	0	36	5	6
SP48010	4	21	5	2	7	10	0	55	14	3	0	9	5	0	0	2
SP79365	0	5	4	0	0	1	0	0	0	1	0	0	0	0	0	0
SP79237	0	0	7	0	0	2	0	1	2	1	0	0	0	0	0	0
SP79462	0	2	0	0	1	0	0	0	2	2	0	3	0	0	0	3
SP79201	0	3	0	0	1	1	0	4	2	3	0	0	7	0	0	0
SP79371	0	4	0	0	0	0	3	0	1	2	0	0	0	0	1	0
SP79439	0	0	0	0	0	1	0	0	2	0	0	4	0	0	0	0
SP79175	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2
SP79354	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	5
SP79184	0	2	1	0	3	1	0	3	0	0	1	0	0	0	0	0
SP79312	0	4	5	2	0	2	0	0	4	0	0	0	0	0	1	0
SP79252	0	1	2	0	0	1	0	0	2	1	1	0	0	0	1	0
SP79294	0	4	3	2	6	0	1	0	3	0	0	0	3	0	0	0
SP79246	5	0	2	2	2	0	0	2	4	0	0	0	0	3	0	0
SP79458	0	1	2	0	0	0	2	2	2	4	1	0	0	0	2	0
SP79222	0	6	2	0	0	3	2	0	9	2	0	4	0	0	6	0
SP79178	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	3
SP79474	0	2	3	0	0	1	0	0	0	0	0	0	4	0	0	0
SP79387	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1
SP79306	1	1	0	0	4	0	0	6	4	2	0	0	0	0	0	0
SP79270	0	0	1	0	3	0	2	0	1	0	0	0	0	3	0	3
SP79210	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
SP79427	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0
SP79297	0	3	0	0	3	4	0	0	6	0	0	0	0	4	0	0
SP79368	2	0	0	2	1	1	0	0	0	0	0	0	0	0	2	1
SP79351	0	4	1	0	0	1	0	0	1	1	0	0	0	2	1	0
SP79300	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
SP79435	0	2	1	0	4	1	0	0	2	0	0	0	0	0	0	0
SP79288	0	0	0	0	0	5	0	0	2	0	0	0	0	2	0	0
SP79447	0	0	0	2	0	4	0	0	0	2	0	0	0	0	0	0
SP79403	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0
SP79377	0	2	2	0	0	0	0	2	1	0	0	0	2	0	1	2
SP79327	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP79324	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
SP79359	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0
SP79330	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
SP79391	0	0	4	0	1	3	0	0	4	3	0	2	0	8	1	2
SP79399	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0
SP79243	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SP79192	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SP79395	0	3	0	4	6	1	1	0	1	12	0	0	3	2	1	0
SP79195	0	2	0	0	0	1	0	1	0	0	0	0	1	0	1	2
SP79318	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0
SP79282	0	3	1	0	2	4	0	0	3	0	0	0	0	0	1	5
SP79261	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SP79228	0	2	1	0	0	0	0	0	0	1	0	0	4	0	1	0
SP79431	0	4	1	0	0	1	0	0	0	2	0	0	0	0	0	3
SP79172	0	1	1	0	0	3	0	0	0	4	0	0	3	0	0	0
SP79234	4	0	3	0	0	0	2	0	6	13	0	0	1	0	3	0
SP79345	0	0	1	0	0	0	0	0	0	3	0	2	0	0	0	0
SP79342	0	2	3	0	0	1	0	0	0	0	0	0	4	0	0	0
SP79415	3	0	1	0	5	2	1	1	1	0	0	0	4	2	1	0
SP79407	0	6	3	0	0	1	0	0	2	3	0	0	1	0	0	2
SP79374	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
SP79291	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP79336	0	5	1	0	0	0	2	3	7	11	0	0	2	0	5	2
SP79380	0	3	1	0	2	0	2	1	2	0	0	0	1	0	0	0
SP79455	5	0	2	0	4	2	0	0	4	0	0	0	0	7	0	3
SP79181	0	0	1	3	0	2	0	0	0	1	0	0	0	0	0	0
SP79207	1	3	1	0	0	0	0	0	1	0	0	0	0	0	2	0
SP79190	0	1	0	0	0	0	2	2	0	6	0	0	4	0	0	0
SP79303	2	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0
SP79258	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0
SP79249	0	2	0	0	0	0	2	2	1	5	0	0	0	0	0	0
SP79321	0	1	2	0	1	0	0	0	0	2	0	0	0	0	1	0
SP79423	0	1	6	0	0	3	0	0	1	1	0	0	1	0	0	0
SP79219	1	2	0	0	2	0	0	0	0	0	0	0	1	0	0	4
SP79240	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	0
SP79255	0	2	0	1	0	0	0	0	0	3	0	0	0	0	1	0
SP79466	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SP79357	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SP79443	0	0	0	0	2	1	0	0	2	0	0	0	2	0	0	2
SP79285	0	13	4	0	2	2	2	4	3	1	0	0	0	0	0	3
SP79470	0	4	1	0	0	0	0	0	1	0	0	0	3	0	2	7
SP79309	0	2	1	0	0	1	0	0	0	1	0	0	0	1	0	0
SP79383	0	0	2	0	6	0	0	0	4	3	0	0	0	0	1	3
SP79187	0	8	0	0	0	1	0	3	1	5	3	0	1	0	1	1
SP79315	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
SP79264	0	1	0	0	0	3	0	0	1	0	0	0	3	5	0	0
SP79333	0	13	2	2	6	4	0	0	7	2	0	1	1	0	3	0
SP79204	0	2	2	0	4	1	0	1	2	0	0	4	0	0	0	0
SP79419	0	2	2	0	0	0	0	2	2	2	0	0	0	0	1	2
SP79198	0	3	2	0	0	3	0	4	1	1	3	3	0	0	0	5
SP79339	0	1	1	0	0	2	0	0	0	4	0	0	0	0	0	0
SP79411	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
SP79279	0	6	2	0	0	0	0	0	4	0	0	0	1	0	1	0
SP79451	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
SP79231	1	0	1	0	1	0	2	0	0	2	2	0	0	7	2	2
SP79225	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
SP79267	2	0	1	0	0	1	0	0	3	0	0	0	4	0	0	0
CPCT02030434T	64	24	79	31	65	17	103	24	24	36	63	4	29	7	20	16
CPCT02060161T	35	3	16	6	61	15	96	27	14	7	12	0	0	0	13	4
CPCT02030441T	0	133	61	7	48	52	214	67	28	27	52	15	0	47	16	14
CPCT02030426T	0	74	89	1	50	53	121	78	26	34	19	26	0	102	12	10
CPCT02100147T	0	70	75	0	16	42	67	98	47	37	34	18	67	0	23	11
CPCT02030445T	17	83	45	2	23	21	72	57	68	71	36	10	0	0	1	22
CPCT02060147T	16	17	73	9	306	62	76	103	139	149	20	5	36	0	9	14
CPCT02030453T	16	60	90	8	21	73	67	114	41	72	93	26	0	0	28	9
CPCT02090038T	18	55	9	2	118	15	100	10	31	70	22	6	24	0	8	6
CPCT02100151T	49	49	76	2	23	29	37	62	41	13	61	10	35	0	13	11
CPCT02100159T	0	57	65	7	9	37	50	93	58	26	21	23	62	0	3	11
CPCT02030465T	19	132	42	0	46	13	154	43	28	31	24	43	42	0	9	19
CPCT02100166T	109	445	936	63	292	19	137	39	41	57	72	76	10	99	53	20
CPCT02070311T	0	0	14	0	300	23	105	0	34	153	3	4	52	27	38	28
CPCT02030467T	18	75	68	9	61	48	97	60	68	57	55	45	0	0	19	28
CPCT02060225T	46	75	126	4	249	68	102	129	136	110	55	26	7	0	22	27
CPCT02060224T	0	13	12	10	131	8	309	0	0	0	1	0	2	4	33	5
CPCT02030466T	0	18	22	1	49	5	112	22	26	0	0	0	36	0	0	0
CPCT02070341T	33	130	52	8	295	8	128	34	61	83	40	39	50	0	14	17
CPCT02080225T	0	95	78	1	355	37	155	63	64	180	27	9	28	0	40	14
CPCT02030476T	24	55	134	0	27	72	166	100	148	74	48	14	21	18	17	4
CPCT02070351T	1	36	14	7	24	14	65	14	20	13	23	0	52	0	17	12
CPCT02070353T	0	73	78	0	3	26	42	71	82	16	30	0	0	150	19	0
CPCT02060247T	29	52	59	1	42	35	57	53	44	30	27	20	0	10	22	12
CPCT02060257T	27	87	6	6	192	18	53	1	33	29	4	49	19	0	14	19
CPCT02030506T	5	57	49	4	34	42	91	83	44	26	40	10	17	0	9	10
CPCT02050390T	51	141	145	10	342	33	84	61	164	178	22	32	101	0	8	35
CPCT02030483T	1	55	74	5	34	44	46	89	49	31	34	40	0	32	23	10
CPCT02030487T	0	67	72	7	46	49	98	49	42	7	61	7	74	0	21	14
CPCT02070373T	0	107	198	7	396	324	53	101	116	220	95	27	20	0	0	26
CPCT02050396T	18	377	1068	91	328	0	98	10	344	43	171	132	0	160	66	5
CPCT02030510T	0	61	16	2	24	31	47	71	11	58	7	11	0	62	39	12
CPCT02030516T	58	13	60	8	29	98	106	131	50	40	77	11	0	0	35	43
CPCT02030537T	0	155	49	7	50	28	109	78	32	49	86	37	21	11	42	18
CPCT02030529T	49	37	42	7	21	37	71	46	27	58	25	26	18	0	23	6
CPCT02060246T	35	34	227	15	396	554	120	176	64	79	31	52	0	0	13	22
CPCT02030532T	68690	31595	3139	4998	0	0	545	0	0	0	0	0	0	807	822	0
DRUP01060020T	10	98	53	6	257	35	222	48	112	40	38	27	23	25	44	13
CPCT02060264T	0	51	44	2	46	64	63	152	17	12	17	12	38	13	10	9
CPCT02030399T	25	56	85	8	110	40	60	58	22	41	26	3	7	0	30	10
CPCT02050254T	23	11	37	1	26	47	101	144	41	0	38	1	0	34	16	18
CPCT02030392T	1203	7077	11399	959	0	1746	425	497	21	0	2665	380	0	0	11	0
CPCT02030397T	71	66	26	12	28	0	133	7	35	12	37	52	69	0	10	7
CPCT02100121T	0	94	66	6	21	94	86	94	51	92	54	3	0	10	14	11
CPCT02100116T	103	73	154	4	510	64	179	36	110	160	50	4	0	5	16	33
CPCT02030385T	0	94	52	11	366	11	90	81	145	107	54	0	0	51	41	19
CPCT02030387T	10	80	53	2	79	46	200	82	45	23	0	1	42	48	36	13
CPCT02080162T	964	4069	4264	434	0	0	236	0	411	0	470	659	0	0	41	0
CPCT02100122T	36	48	38	13	31	17	99	57	13	31	16	25	5	0	13	7
CPCT02030386T	0	61	100	6	15	41	148	40	51	60	37	4	0	15	0	2
CPCT02030400T	26	63	88	5	14	79	96	160	52	47	71	29	27	33	30	15
CPCT02030396T	19	78	62	3	19	26	205	53	34	77	45	13	0	44	13	17
CPCT02050176T	0	123	37	1	453	17	41	23	132	275	35	30	37	0	29	31
CPCT02100081T	35	134	40	13	14	25	44	49	112	50	61	53	6	0	27	23
CPCT02100084T	36	36	77	7	38	47	65	129	64	55	79	22	35	0	49	14
DRUP01050008T	10	26	8	4	230	11	40	5	41	118	9	5	24	16	32	35
CPCT02100085T	17	111	66	7	22	24	24	90	28	61	38	14	2	34	26	6
CPCT02100092T	31	25	54	7	3	77	41	48	44	49	105	0	20	0	33	18
CPCT02100090T	0	67	55	6	15	84	41	104	43	45	67	0	22	57	18	14
CPCT02100094T	18	22	19	15	39	8	28	19	24	17	4	1	6	0	13	13
CPCT02100089T	0	31	102	3	11	502	50	266	7	0	77	0	0	30	7	6
CPCT02100101T	1760	7591	2309	1514	0	0	275	0	0	0	336	1295	0	0	49	0
CPCT02100095T	5	44	15	22	33	5	56	33	5	36	13	11	52	0	11	0
CPCT02030368T	9	88	85	7	58	68	214	74	25	52	62	0	0	22	30	9
CPCT02030369T	55	15	51	3	33	50	139	69	53	26	42	15	13	0	24	24
CPCT02100108T	12	46	32	27	40	61	119	38	4	29	28	0	29	0	4	12
CPCT02030375T	26	105	59	3	73	23	141	69	8	27	43	0	29	0	21	22
CPCT02030377T	0	20	7	0	43	14	76	27	9	26	2	1	21	26	6	3
CPCT02030374T	0	53	46	8	42	36	80	66	48	28	28	0	0	0	28	5
DRUP01050003T	56180	43400	1339	2876	0	0	597	0	0	0	3	546	0	0	0	0
CPCT02330058T	9	130	78	0	268	26	140	38	74	37	47	60	7	0	31	24
