MutationType	CPCT02030262T	CPCT02190001T	CPCT02160010T	CPCT02330006T	CPCT02030290T	CPCT02060058T	CPCT02130025T	CPCT02060167T	CPCT02090031T	CPCT02220061T	DRUP01020037T	CPCT02380033T	CPCT02100135T	CPCT02080286T	CPCT02380032T	CPCT02250006T	CPCT02050312T	CPCT02270017T	CPCT02060210T	CPCT02090039T	CPCT02110060T	CPCT02130044T	CPCT02130047T	WIDE01010068T	WIDE01010103T	CPCT02440009T	WIDE01010243T	CPCT02130079T	CPCT02130082T	CPCT02210054T	CPCT02120131T	CPCT02370030T	CPCT02090047T	CPCT02130118T	CPCT02080238T	CPCT02130120T	CPCT02030501T	CPCT02190041T	CPCT02130133T	CPCT02130129T	CPCT02290049T	CPCT02380050T	CPCT02090060T	CPCT02210068T	CPCT02410012T	DRUP01090022T	CPCT02050246T	CPCT02050244T	CPCT02060111T	CPCT02050070T	CPCT02250001T	CPCT02070231T	CPCT02210016T	CPCT02070132T	CPCT02180029T	CPCT02050195T	CPCT02060107T	CPCT02070177T	CPCT02030366T	CPCT02050223T	CPCT02060116T	CPCT02050239T	CPCT02210031T	CPCT02230035T	CPCT02050089T	CPCT02180009T	CPCT02330014T	CPCT02230001T	CPCT02040083T	CPCT02180020T	CPCT02050135T	CPCT02020483T	CPCT02080091T	CPCT02260012T	CPCT02210036T	CPCT02130014T	CPCT02130010T	CPCT02250002T	CPCT02090027T	DRUP01070119T	CPCT02050447T	CPCT02330135T	CPCT02200008T	CPCT02200009T
A[Del(C):R4]G	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
A[Del(C):R4]T	0	1	0	0	2	1	0	0	0	1	0	1	0	0	3	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	1	1	0	2	0	0	1	1	0	1	61	0	2	0	0	0	0	0	0	0	0	1	1	2	0	0	0	2	0	0	0	1	1	0	0	0	1	4	1	1	0	0
A[Del(C):R5]A	0	0	0	0	4	0	0	0	1	2	0	0	0	1	0	1	2	3	0	1	0	0	2	1	0	0	1	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	285	0	0	0	0	1	3	0	2	2	0	1	5	1	0	0	0	0	1	1	0	1	1	1	0	0	0	6	2	1	0	0
A[Del(C):R5]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A[Del(C):R5]T	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	276	1	0	0	1	1	1	1	0	0	1	0	5	0	1	0	0	1	1	2	0	0	0	0	0	0	0	9	0	0	0	1
A[Del(C):R6]A	0	0	0	0	1	0	3	0	0	3	0	0	0	0	1	1	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	1	1	2	0	1	0	0	0	0	581	0	0	0	0	1	0	1	0	0	0	1	4	1	1	0	0	1	0	1	1	2	1	0	0	0	0	27	0	1	0	0
A[Del(C):R6]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0
A[Del(C):R6]T	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	237	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	13	0	1	0	0
A[Del(C):R7]A	0	0	0	0	0	1	0	0	1	3	0	2	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656	0	0	1	0	0	0	0	0	0	0	0	2	2	1	0	0	0	1	0	1	1	1	0	2	0	0	26	1	0	1	0
A[Del(C):R7]G	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0
A[Del(C):R7]T	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0
A[Del(C):R8]A	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	2	1	1	0	1	0	1	0	0	0	0	0	1	2	0	0	0	0	346	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	1	0	1	0	0	0	1	0	32	0	1	0	0
A[Del(C):R8]G	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
A[Del(C):R8]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	1	0	0	1	0	0	0	0	0	2	0	1	0	0	1	0	1	0	0	0	1	0	0	0	3	0	0	0	0
A[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R1]A	0	2	1	0	7	0	0	2	3	1	1	0	1	0	0	3	2	1	1	4	1	0	2	1	0	0	1	0	1	1	1	0	6	1	0	1	3	2	1	2	0	1	0	1	0	2	3	0	1	0	0	3	7	1	0	2	4	1	0	0	1	0	1	1	2	4	0	1	1	5	5	0	1	1	2	2	0	0	0	2	1	2	1	0
G[Del(C):R1]G	0	0	2	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	49	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1	1	1	2	1	0	1	0	1	0	2
G[Del(C):R1]T	2	3	1	1	12	1	4	1	6	0	9	5	0	2	1	3	0	1	5	1	1	2	0	4	1	1	0	1	2	1	0	2	8	1	2	4	0	2	4	1	4	1	5	8	1	10	2	4	5	2	1	2	15	1	2	0	6	0	1	2	3	0	5	3	2	20	1	1	2	6	10	3	0	1	1	4	2	1	0	2	2	1	4	0
G[Del(C):R2]A	0	1	2	1	1	2	0	0	1	2	4	0	1	1	3	0	0	4	0	1	1	1	4	3	1	0	1	1	3	1	0	1	6	0	1	1	2	2	0	1	2	1	0	3	1	2	1	1	2	0	1	1	13	1	3	0	2	0	3	0	2	4	4	5	3	6	2	0	2	2	5	1	2	2	1	2	1	2	0	0	3	0	0	1
G[Del(C):R2]G	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
G[Del(C):R2]T	0	2	0	1	4	0	0	0	3	0	6	2	0	2	0	2	1	0	0	2	0	0	2	4	0	1	1	0	0	0	0	1	3	0	1	1	2	1	0	1	1	1	1	2	0	4	0	1	1	1	1	3	21	0	5	2	2	1	0	1	0	2	1	1	1	4	0	2	1	2	1	0	1	0	2	1	2	1	0	1	5	0	0	0
G[Del(C):R3]A	1	0	2	0	7	1	1	1	2	4	2	1	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	1	2	0	0	1	1	1	2	2	0	0	0	2	0	3	0	2	2	1	0	1	17	0	1	2	0	1	0	2	1	1	0	1	1	4	0	0	0	1	2	1	2	0	2	0	0	1	0	0	2	0	0	0
G[Del(C):R3]G	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R3]T	0	1	0	0	2	1	2	2	0	1	2	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	2	0	0	4	0	1	1	0	0	2	0	0	0	0	1	0	2	0	0	0	1	0	1	25	1	2	0	0	0	0	0	0	0	0	1	2	4	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0
G[Del(C):R4]A	0	0	1	1	2	1	0	0	0	1	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	2	0	1	1	1	3	0	2	1	0	0	0	0	0	103	0	0	0	1	0	0	0	0	1	0	0	2	2	0	0	4	2	2	0	0	1	0	3	0	0	0	1	1	0	0	0
G[Del(C):R4]G	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	61	0	1	0	0	0	1	0	1	0	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
G[Del(C):R4]T	0	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	2	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	59	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	0
G[Del(C):R5]A	0	0	1	0	4	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1	0	1	0	0	1	315	0	1	0	1	0	0	0	0	0	0	0	2	1	0	1	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0
G[Del(C):R5]G	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
G[Del(C):R5]T	0	0	0	0	0	2	0	0	0	3	0	0	0	0	1	0	0	1	0	2	1	0	0	1	0	0	0	0	1	0	0	0	2	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	1	0	266	0	1	0	1	0	1	0	1	0	0	2	0	3	0	0	0	0	0	0	1	1	0	2	0	0	0	6	0	0	0	0
G[Del(C):R6]A	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	494	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	8	0	0	0	0
G[Del(C):R6]G	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	168	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R6]T	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0
G[Del(C):R7]A	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	10	0	0	0	0
G[Del(C):R7]G	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0
G[Del(C):R7]T	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
G[Del(C):R8]A	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	220	1	0	0	1	1	1	0	0	0	0	1	2	0	0	0	0	2	1	0	0	1	1	0	0	1	0	9	0	0	0	0
G[Del(C):R8]G	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
G[Del(C):R8]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	3	1	0	0	0
G[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R1]A	0	1	0	0	4	3	2	4	9	3	5	1	1	3	2	4	2	1	3	2	0	3	3	0	0	2	1	2	2	2	3	1	5	1	2	3	2	1	2	2	4	1	2	4	2	4	3	3	7	0	1	2	47	5	0	2	0	1	5	1	1	2	2	1	2	14	1	1	2	3	4	4	2	3	2	3	2	3	0	2	3	5	1	3
T[Del(C):R1]G	0	1	1	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	17	0	1	1	1	1	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0
T[Del(C):R1]T	4	6	6	2	26	1	3	6	7	5	24	3	3	2	4	10	3	1	3	3	5	2	4	2	1	1	4	4	3	4	7	2	19	4	5	13	0	11	5	0	3	2	8	8	2	14	1	6	13	1	4	7	288	3	6	3	7	1	6	5	2	4	7	3	11	32	1	0	2	11	5	2	8	4	3	5	6	3	1	15	3	3	2	2
T[Del(C):R2]A	1	4	2	0	4	0	0	1	0	1	7	2	1	0	1	2	2	5	1	1	0	2	3	1	1	0	0	1	1	3	0	1	4	0	0	3	3	8	1	0	2	3	0	7	1	10	1	0	1	0	2	1	25	1	2	2	5	2	0	2	1	11	4	1	3	3	1	1	3	2	7	0	2	1	0	5	2	0	0	3	0	3	0	0
T[Del(C):R2]G	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0
T[Del(C):R2]T	4	3	3	3	7	3	3	3	4	5	4	1	3	2	3	4	1	1	2	1	3	2	1	3	1	2	4	1	1	0	1	1	9	1	6	3	1	7	1	2	2	6	3	6	0	8	2	2	4	1	7	5	42	0	1	5	4	0	2	2	1	2	8	2	2	17	0	2	1	4	4	2	5	2	2	2	11	4	2	8	2	1	2	2
T[Del(C):R3]A	0	1	0	1	4	2	2	1	2	5	4	1	0	0	1	0	1	3	1	1	1	0	2	0	0	1	0	1	0	2	0	0	2	0	3	1	1	2	1	1	0	0	0	4	1	3	1	1	1	1	3	0	26	2	2	1	5	0	0	0	1	3	1	0	2	4	1	0	3	2	1	2	1	2	2	0	1	0	1	2	1	1	0	0
T[Del(C):R3]G	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
T[Del(C):R3]T	1	2	1	0	4	1	2	1	1	1	1	1	0	1	0	3	2	0	2	1	0	2	1	2	0	0	1	1	2	0	0	1	7	0	0	0	2	2	1	0	3	1	0	2	0	2	0	1	2	0	0	0	43	0	0	0	0	0	0	0	1	0	3	1	3	4	0	0	2	4	1	1	3	2	0	1	2	0	0	2	0	1	1	2
T[Del(C):R4]A	0	0	0	0	8	1	0	1	2	0	2	0	4	0	1	1	1	0	0	1	0	1	0	0	0	0	1	1	0	2	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	3	0	2	1	0	0	1	129	0	1	0	0	0	1	0	0	1	0	1	7	2	0	0	1	3	0	1	1	0	2	3	0	0	3	2	1	1	1	0
T[Del(C):R4]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
T[Del(C):R4]T	1	1	1	0	3	0	1	0	1	1	3	0	0	0	0	0	1	0	1	0	0	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	3	0	0	0	0	0	1	1	0	1	0	0	94	1	0	0	0	0	1	1	0	0	1	0	3	3	0	0	3	1	0	0	1	0	1	1	1	1	0	2	0	2	0	0
T[Del(C):R5]A	0	1	0	0	0	1	1	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	3	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	363	0	0	0	0	1	0	1	0	0	0	0	2	4	0	0	0	0	0	0	0	0	1	0	0	0	0	9	1	0	0	0
T[Del(C):R5]G	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
T[Del(C):R5]T	0	0	2	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	2	1	0	2	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	429	1	0	0	2	0	0	1	0	0	0	0	4	0	1	0	0	0	0	0	1	1	2	0	0	0	0	6	0	0	1	0
