MutationType	CPCT02060044T	CPCT02030247T	CPCT02050043T	CPCT02020342T	CPCT02010371T	CPCT02030256T	CPCT02050045T	CPCT02050047T	CPCT02010393T	CPCT02020358T	CPCT02090002T	CPCT02010403T	CPCT02030272T	CPCT02020373T	CPCT02050052T	CPCT02030270T	CPCT02050056T	CPCT02050055T	CPCT02030279T	CPCT02020320T	CPCT02060037T	CPCT02100033T	CPCT02010436T	CPCT02010439T	CPCT02060043T	CPCT02030284T	CPCT02020410T	CPCT02020408T	CPCT02030291T	CPCT02050079T	CPCT02050073T	CPCT02220001T	CPCT02010440T	CPCT02011020T	CPCT02340050T	CPCT02080280T	CPCT02080282T	CPCT02060163T	CPCT02011025T	CPCT02010754TII	CPCT02010716T	CPCT02170039T	CPCT02080284T	CPCT02030555T	CPCT02011037T	CPCT02120180T	CPCT02050304T	CPCT02020895T	CPCT02090032T	CPCT02020662T	DRUP01080025T	CPCT02020891T	CPCT02080266TII	CPCT02020901T	CPCT02080287T	CPCT02011045T	CPCT02020897T	CPCT02120101T	CPCT02020910T	CPCT02120095T	CPCT02080294T	CPCT02080292T	CPCT02120098T	CPCT02120105T	CPCT02020914T	CPCT02160035T	CPCT02050310T	CPCT02290061T	CPCT02050308T	CPCT02090035T	CPCT02020933T	CPCT02020930T	CPCT02020934T	CPCT02020939T	CPCT02020670T	CPCT02020837TII	CPCT02030459T	CPCT02350019T	CPCT02050424T	CPCT02340064T	CPCT02011045TII	CPCT02120189T	CPCT02010754T	CPCT02020868T	CPCT02060286T	CPCT02060288T	CPCT02120193T	CPCT02120187T	CPCT02120191T	CPCT02080304T	CPCT02080307T	CPCT02080303T	CPCT02340067T	CPCT02030461T	CPCT02020919T	CPCT02050432T	CPCT02120110T	CPCT02080308T	CPCT02020951T	DRUP01060009T	CPCT02020949T	CPCT02020960T	WIDE01010033T	CPCT02340115T	CPCT02050322T	CPCT02050046T	CPCT02050331T	WIDE01010071T	CPCT02020895TII	CPCT02030468T	CPCT02020959T	CPCT02080313T	CPCT02080311T	CPCT02011108T	CPCT02080314T	CPCT02020694T	CPCT02020672T	WIDE01010123T	CPCT02020665T	CPCT02080207T	CPCT02060291T	CPCT02050441T	CPCT02050440T	CPCT02050438T	DRUP01230001T	CPCT02080205T	CPCT02020714T	WIDE01010172T	CPCT02340081T	CPCT02010801T	CPCT02010794T	CPCT02340083T	CPCT02050347T	CPCT02120198T	CPCT02120199T	WIDE01010255T	CPCT02040241T	WIDE01010305T	WIDE01010314T	CPCT02060228T	WIDE01010328T	CPCT02030479T	CPCT02040246T	WIDE01010376T	WIDE01010381T	WIDE01010392T	CPCT02080221T	CPCT02020723T	CPCT02020736T	CPCT02020743T	CPCT02020739T	CPCT02050365T	CPCT02020670TII	CPCT02030490T	CPCT02300042T	CPCT02020700T	CPCT02220050T	CPCT02050370T	CPCT02050373T	CPCT02080234T	CPCT02030499T	CPCT02020770T	CPCT02050376T	CPCT02080239T	CPCT02050301T	CPCT02080242T	CPCT02020789T	CPCT02020796T	CPCT02220057T	CPCT02340098T	CPCT02340097T	CPCT02170038T	CPCT02010920T	CPCT02050399T	CPCT02050404T	CPCT02050402T	CPCT02060256T	CPCT02080259T	CPCT02020813T	CPCT02020785T	CPCT02020810T	CPCT02020821T	CPCT02340100T	CPCT02080266T	CPCT02010941T	CPCT02020822T	CPCT02020819T	CPCT02050405T	CPCT02020837T	CPCT02340102T	DRUP01060021T	DRUP01060019T	DRUP01060018T	CPCT02070394T	CPCT02080269T	CPCT02030459TII	CPCT02050411T	CPCT02030547T	CPCT02020828T	CPCT02080270T	CPCT02060133T	CPCT02050276TII	CPCT02080271T	CPCT02050243T	CPCT02060126T	DRUP01010106T	CPCT02050245T	CPCT02030548T	CPCT02050415T	CPCT02020853T	CPCT02020506TII	DRUP01080021T	CPCT02020854T	CPCT02010994T	DRUP01080022T	CPCT02020863T	CPCT02050276T	CPCT02030552T	CPCT02080275T	CPCT02030553T	CPCT02120062T	CPCT02020615T	CPCT02050421T	CPCT02120053T	CPCT02020626T	CPCT02120055T	CPCT02070422T	CPCT02120058T	CPCT02170017T	CPCT02020609T	CPCT02050249T	CPCT02060146T	CPCT02060049T	CPCT02050159T	CPCT02010550T	CPCT02010534T	CPCT02050079TII	CPCT02050170T	CPCT02050168T	CPCT02020509T	CPCT02050073TII	CPCT02020511T	CPCT02010565T	CPCT02020517T	CPCT02010393TII	CPCT02050181T	CPCT02020519T	CPCT02020520T	CPCT02060092T	CPCT02080116T	CPCT02080113T	CPCT02050194T	CPCT02050193T	CPCT02030350T	CPCT02080123T	CPCT02020542T	CPCT02010505T	CPCT02020553T	CPCT02170006T	CPCT02050212T	CPCT02050214T	CPCT02050217T	CPCT02020573T	CPCT02180032T	CPCT02010503TII	CPCT02010622T	CPCT02030370T	CPCT02030339TII	CPCT02040142T	CPCT02120050T	CPCT02120037T	CPCT02050235T	CPCT02050236T	CPCT02050232T	CPCT02050240T	CPCT02020574T	CPCT02020578T	CPCT02090005T	CPCT02020423T	CPCT02020426T	CPCT02050092T	CPCT02010403TII	CPCT02020412T	CPCT02010469T	CPCT02180012T	CPCT02020445T	CPCT02050105T	CPCT02050055TII	CPCT02010493T	CPCT02010503T	CPCT02010501T	CPCT02020464T	CPCT02090009T	CPCT02020468T	CPCT02340001T	CPCT02080079T	CPCT02010526T	CPCT02010532T	CPCT02060051T	CPCT02050141T	CPCT02110024T	CPCT02120013T	CPCT02050158T	CPCT02050149T	CPCT02010557T	CPCT02220014T	CPCT02050052TII	CPCT02020506T	CPCT02030339T	CPCT02080163T	CPCT02050281T	CPCT02070243T	CPCT02340040T	CPCT02120077T	CPCT02030437T	CPCT02010641TII	CPCT02050291T	CPCT02020643T	CPCT02150006T	WIDE01010503T	WIDE01010567T	WIDE01010459T	CPCT02060041T	WIDE01010561T	WIDE01010651T
5:Del:R:0	38	24	14	27	47	7	28	19	28	16	71	15	37	30	23	25	50	29	16	36	4	17	38	19	15	26	34	30	56	13	17	35	26	67	34	47	11	19	18	20	56	21	7	24	31	9	266	17	35	20	65	17	13	18	15	16	15	21	22	66	11	11	37	46	18	57	30	54	48	14	6	48	37	17	52	28	13	6	175	26	17	78	34	16	39	20	23	22	22	12	34	12	34	247	29	12	26	14	8	94	36	34	2	23	56	35	11	10	18	43	18	10	22	30	23	53	31	13	33	32	51	7	31	38	326	34	46	41	46	17	91	45	50	37	29	82	36	40	65	65	24	102	49	16	22	24	32	15	50	27	84	61	59	62	52	29	78	72	23	237	29	40	10	15	36	34	35	23	55	42	35	38	20	43	14	55	29	40	35	128	29	62	102	30	115	79	14	37	28	21	91	39	40	33	92	15	56	42	26	47	16	19	32	25	13	25	43	32	44	16	100	27	26	24	154	63	36	25	61	96	103	62	79	44	45	52	31	49	41	167	41	42	4	47	48	15	11	15	39	15	23	45	50	26	17	24	52	46	30	105	30	33	42	15	51	15	17	11	15	50	14	29	27	26	90	51	24	62	40	25	67	53	90	31	203	17	114	38	73	143	32	20	46	19	20	17	89	29	22	48	52	18	23	10	10	8	2	50	8	20	37	41	31	10	17	10	18	51	31	24	23	52	13	31	36	35	25	43	122	33	282	59	58	43	18
5:Del:R:1	9	4	5	1	3	0	2	2	5	0	8	2	3	7	4	1	0	12	2	4	1	1	5	1	4	5	4	3	4	2	3	1	4	9	5	3	2	1	6	5	6	4	0	2	6	2	17	3	2	1	11	2	4	3	3	2	2	4	3	5	2	0	3	7	3	2	5	2	10	2	10	2	3	0	5	2	5	0	18	3	2	9	3	2	4	7	2	3	2	2	4	2	15	53	1	1	3	1	1	6	1	6	1	3	9	4	5	5	5	2	3	3	1	19	2	9	0	2	1	1	7	2	6	4	24	2	3	11	1	9	8	4	1	8	10	11	7	5	7	4	1	5	3	2	15	4	0	3	5	5	5	1	5	3	7	5	3	9	4	5	2	1	2	0	1	4	4	4	7	2	4	4	1	3	2	5	5	3	4	13	2	1	14	5	6	10	5	3	0	0	1	7	6	4	9	4	2	0	3	3	2	3	1	2	1	1	1	2	10	2	2	4	0	5	4	8	0	3	9	10	4	8	9	1	4	6	7	4	3	11	1	3	1	1	3	0	4	8	1	2	3	8	10	4	5	9	2	5	3	17	2	4	8	1	7	3	2	4	2	3	3	2	4	0	3	6	3	6	1	3	6	9	4	6	11	2	9	5	9	35	5	0	1	6	2	1	6	15	3	2	4	2	3	1	3	1	0	3	0	1	16	2	2	1	5	6	5	2	5	1	5	1	0	0	4	4	1	2	23	2	10	16	3	13	1
5:Del:R:2	0	2	0	1	0	0	4	1	1	0	0	0	1	0	2	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	0	0	1	5	3	1	0	0	1	2	0	0	0	0	0	0	2	0	1	0	2	1	2	0	0	0	0	0	1	2	0	1	0	1	0	0	2	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	3	0	1	1	1	0	0	5	4	0	0	0	1	1	1	0	4	1	1	1	0	0	1	1	1	1	1	1	4	2	1	0	0	1	1	2	0	1	0	16	2	0	3	0	1	1	1	0	2	4	0	1	0	4	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	3	1	1	0	0	1	1	1	0	0	2	0	1	1	1	0	0	0	0	1	0	0	2	0	0	3	0	1	3	1	1	0	0	1	0	1	1	2	2	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	3	1	1	2	1	2	0	1	2	1	2	0	0	0	0	1	8	1	0	0	3	1	0	1	0	1	1	0	2	0	0	0	0	3	1	0	1	0	2	1	0	0	1	1	0	2	0	1	2	0	0	1	0	3	0	3	1	0	8	1	0	0	0	0	0	0	0	2	1	0	0	2	1	0	0	0	0	0	0	4	1	0	0	0	2	1	0	0	0	1	0	0	0	1	1	2	1	1	0	3	2	0	3	0
5:Del:R:3	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	1	1	0	5	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5:Del:R:4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Ins:R:0	23	6	8	17	7	2	24	5	22	8	16	5	10	4	7	7	4	5	3	10	2	0	13	4	13	10	3	8	23	3	8	2	7	12	13	5	10	6	9	37	22	0	3	16	22	8	30	4	24	8	62	9	22	18	10	7	7	7	11	14	10	7	12	19	9	8	3	20	11	10	7	8	12	7	21	35	9	0	105	7	4	14	7	5	28	5	10	13	11	4	11	12	17	45	4	4	6	4	3	22	36	16	4	12	10	14	3	9	6	13	6	7	5	10	20	11	3	11	8	2	23	14	20	15	219	11	7	19	7	13	19	8	8	13	7	45	10	14	15	8	11	13	13	4	18	7	7	3	18	7	28	10	20	9	23	9	9	30	7	39	8	11	15	2	8	15	17	45	18	11	10	7	4	3	1	6	7	11	10	75	4	12	24	10	12	13	23	9	10	7	29	8	8	13	16	12	17	0	4	6	1	6	10	14	8	18	16	11	5	7	34	17	5	7	33	20	6	8	24	43	38	7	16	12	8	4	24	9	10	22	16	11	6	17	10	5	4	91	14	3	11	21	3	11	16	11	18	18	5	30	1	10	12	10	31	15	7	1	7	9	6	3	2	6	19	15	3	12	9	4	10	33	21	3	27	4	39	39	17	23	12	6	7	12	4	8	11	10	9	17	31	2	3	2	1	6	2	18	11	3	18	8	8	8	5	4	5	30	9	6	8	15	3	9	10	5	4	18	24	1	22	12	41	15	9
2:Ins:R:1	7	1	4	5	3	0	6	5	8	1	7	3	2	3	5	2	2	4	4	4	0	4	2	5	3	4	1	6	6	4	1	3	2	3	12	3	5	1	5	6	7	1	1	9	9	3	8	1	8	3	9	5	2	4	5	2	3	3	2	2	7	1	1	7	4	5	4	11	3	9	2	6	3	3	10	2	3	1	19	3	4	7	3	3	7	4	2	6	7	1	5	2	8	15	2	6	3	0	3	3	8	9	1	5	6	3	1	3	2	2	3	4	5	5	6	3	1	4	4	4	5	3	4	6	59	7	3	3	2	5	7	6	2	1	4	6	9	6	2	2	4	5	1	0	4	1	1	3	2	4	7	8	9	6	9	3	14	10	2	8	3	5	3	4	5	3	4	3	7	3	2	6	4	4	4	2	2	3	2	23	8	9	9	3	9	11	4	4	2	0	16	6	5	9	9	7	11	2	3	2	1	0	4	5	3	8	7	3	4	0	9	5	2	5	7	7	0	6	9	13	7	11	6	1	5	4	14	5	3	12	3	3	1	6	7	2	5	15	5	2	3	9	7	7	4	6	5	11	1	9	2	4	9	4	11	1	2	4	1	4	4	2	3	0	6	4	2	3	4	1	6	10	6	3	11	0	14	6	5	23	2	2	3	4	2	3	5	4	8	8	4	1	5	1	2	0	1	6	1	4	3	4	3	6	5	3	5	8	4	2	5	3	1	2	4	2	3	2	8	0	10	11	10	4	3
2:Ins:R:2	0	1	2	1	1	0	1	1	4	0	0	1	3	3	3	1	0	1	4	1	0	1	1	1	1	3	0	3	1	0	3	1	1	5	0	1	2	0	1	0	7	1	0	1	3	1	6	1	3	0	5	4	3	4	2	1	1	2	2	1	3	1	2	4	1	5	3	5	0	5	0	0	1	2	7	0	2	0	8	1	1	3	0	1	6	2	1	3	2	2	0	2	6	13	0	2	3	0	0	4	3	0	0	1	2	1	1	0	1	2	2	2	3	4	1	0	3	0	1	1	2	0	1	4	38	4	0	4	1	2	2	5	0	0	1	5	1	1	1	2	3	3	1	1	4	1	0	2	5	1	5	5	7	1	0	3	2	8	2	3	0	0	0	2	1	3	3	2	2	2	2	3	3	1	2	0	3	0	5	10	1	3	5	3	1	4	1	2	0	1	7	1	0	2	4	6	3	1	3	4	0	2	1	2	3	1	4	0	3	0	3	3	0	2	1	1	2	0	2	4	5	4	5	0	0	2	4	0	3	11	2	0	0	1	1	0	0	13	3	0	4	1	3	2	4	4	1	4	2	10	2	2	3	0	5	4	2	0	1	1	0	0	1	1	2	2	0	3	1	0	7	2	3	1	3	1	2	3	2	9	0	1	2	2	0	3	1	2	2	3	4	0	2	1	0	2	0	3	0	0	1	1	4	5	2	2	5	4	2	0	0	2	1	0	1	0	2	2	2	1	8	1	5	4	0
2:Ins:R:3	2	2	1	1	0	1	4	0	3	0	0	0	2	0	2	1	0	2	2	2	0	1	1	2	1	1	1	1	2	0	0	0	1	2	2	2	0	0	0	1	1	2	0	2	4	1	0	0	2	1	2	1	3	2	1	0	1	0	0	1	4	1	2	3	3	0	0	2	1	3	0	2	1	1	7	1	1	0	5	1	0	3	0	0	0	1	0	1	1	1	3	0	3	4	0	1	2	0	0	1	0	1	0	4	2	1	0	0	1	0	1	1	1	0	1	0	0	1	5	2	2	0	1	2	46	3	0	2	1	0	3	1	1	1	0	2	1	1	0	3	1	0	2	0	1	0	0	0	1	4	3	3	6	0	1	0	2	2	0	2	0	2	0	1	1	2	1	8	1	0	0	0	2	2	1	1	0	4	1	5	1	0	5	3	0	1	0	0	0	0	4	0	0	4	2	2	0	0	0	0	1	0	2	2	1	4	2	0	2	0	2	3	1	1	2	1	0	2	0	4	1	2	2	4	1	1	1	0	1	2	1	0	0	3	0	0	0	29	1	0	0	1	0	0	2	2	1	2	0	2	1	2	1	3	2	1	0	1	2	2	1	0	0	3	2	0	1	3	0	0	1	2	3	2	2	0	6	3	1	5	1	1	1	1	2	0	3	2	1	0	2	0	2	1	0	0	0	3	1	2	2	2	0	3	2	3	1	2	2	0	0	1	0	2	0	2	1	0	1	2	4	3	0	1	0
2:Ins:R:4	3	0	0	1	1	1	2	2	3	1	1	0	1	1	0	3	0	5	5	1	0	0	1	0	4	2	0	1	1	1	1	2	1	2	3	2	1	0	2	0	0	0	0	0	0	2	1	0	2	0	1	0	3	0	2	2	0	0	0	1	1	1	0	6	1	1	1	1	3	3	1	1	2	0	3	2	1	0	5	3	2	0	0	2	2	2	2	1	2	2	3	0	3	6	1	3	0	0	2	8	2	0	1	2	2	1	0	1	0	0	1	0	1	5	1	0	2	1	1	2	3	2	7	0	145	1	0	1	0	2	4	1	1	2	3	4	4	3	0	4	0	1	0	0	3	2	0	3	5	1	3	3	3	3	0	0	3	3	1	4	1	1	0	2	0	1	1	9	1	1	1	1	0	2	1	2	2	1	2	3	0	3	5	2	1	2	1	0	1	0	4	2	1	5	1	3	0	1	1	1	0	0	1	4	2	4	3	0	2	0	0	0	0	0	2	1	2	2	0	3	5	4	4	0	0	3	5	3	0	2	3	1	0	2	1	0	1	111	2	0	1	2	1	0	1	5	2	0	1	1	3	2	4	1	2	1	1	1	1	1	2	0	0	0	0	1	2	3	0	0	3	4	1	2	2	0	4	2	0	3	0	1	0	2	0	2	1	5	2	1	1	1	2	0	0	0	0	4	1	1	2	2	0	2	2	0	0	1	3	2	1	4	0	2	2	2	0	1	1	1	1	1	1	3	1
2:Ins:R:5	6	14	7	7	7	1	19	15	46	7	6	0	7	16	18	17	7	19	7	22	1	5	6	13	8	23	8	4	20	1	16	2	5	9	24	8	15	0	13	8	19	2	1	14	20	19	20	15	3	1	14	7	14	13	13	15	2	18	15	2	16	1	5	43	10	7	8	7	27	24	4	5	12	10	22	5	32	1	21	8	15	11	4	11	25	8	13	14	39	7	15	2	27	15	6	17	8	9	2	30	10	20	4	10	10	10	4	6	14	8	5	5	10	25	5	3	11	6	8	10	7	18	15	10	693	13	4	18	3	31	11	9	1	11	12	19	20	18	18	13	18	5	11	5	45	11	1	3	21	8	43	24	23	12	16	8	17	13	14	7	8	8	42	10	3	13	15	32	14	5	18	16	2	16	9	5	7	3	5	44	5	26	24	14	10	6	13	9	4	9	29	10	11	40	11	39	9	4	6	16	1	7	13	29	14	6	25	4	7	0	12	23	8	10	6	15	6	7	8	13	6	29	32	20	12	12	16	9	17	28	14	4	2	29	1	0	1	632	16	6	17	11	11	7	43	32	16	20	3	19	5	22	32	15	36	8	9	11	5	12	5	8	6	1	18	5	7	18	20	3	11	45	11	5	23	1	20	14	4	17	7	2	6	5	4	10	10	23	3	14	13	5	16	1	5	7	1	3	2	6	14	17	7	38	15	16	12	9	12	2	7	10	8	8	7	6	7	16	16	5	13	4	7	18	8
3:Ins:R:0	7	3	1	3	3	1	9	2	4	2	5	4	1	3	5	2	3	3	1	5	0	1	7	6	8	5	0	2	8	3	3	2	2	5	5	1	3	1	8	14	7	2	2	6	9	1	9	6	5	6	29	1	9	9	4	2	2	2	4	2	2	1	1	10	3	6	3	5	5	4	6	4	9	4	11	4	1	0	41	1	1	8	1	1	2	5	1	5	2	4	1	5	1	22	2	5	5	2	0	8	11	2	4	7	2	6	0	2	7	1	2	2	4	6	12	3	1	6	4	1	4	0	5	3	55	7	2	6	1	3	10	4	3	2	4	14	3	13	6	0	4	9	3	3	8	2	3	2	2	4	12	3	13	8	8	6	3	7	3	17	1	6	2	2	5	6	10	2	8	3	4	4	0	4	1	3	4	3	3	22	1	3	9	5	4	3	5	3	2	2	9	3	5	2	16	5	11	1	2	4	1	4	4	2	4	5	4	3	5	4	6	7	1	3	10	9	4	2	4	11	14	1	4	2	5	3	7	6	5	17	7	2	1	4	3	0	5	18	2	1	3	13	5	5	6	6	5	8	3	10	3	7	2	5	9	1	2	2	2	2	2	2	6	3	8	5	3	4	4	1	7	12	9	2	13	1	10	25	8	9	1	1	2	3	3	1	6	1	1	8	10	1	6	1	2	2	1	8	3	4	6	5	1	1	7	6	3	6	3	2	4	1	1	0	0	5	0	3	10	1	11	9	18	2	5
3:Ins:R:1	1	5	2	1	3	1	5	0	4	1	3	2	5	5	6	1	1	3	0	7	2	3	3	5	1	3	2	2	3	3	2	0	5	6	7	1	2	1	8	1	5	0	0	4	5	3	9	1	3	1	6	4	8	7	3	2	4	2	2	3	2	1	1	4	4	3	3	7	5	6	1	3	4	1	9	1	4	0	25	1	1	5	0	3	5	3	4	0	5	0	1	1	2	14	0	1	1	1	1	1	8	6	2	4	3	4	1	1	1	1	0	0	0	10	3	1	0	0	0	1	2	3	1	4	25	6	1	7	1	2	6	5	0	2	1	5	1	2	1	1	1	8	5	2	8	2	4	0	3	2	8	5	9	4	2	3	2	3	0	7	4	3	1	1	3	4	3	3	7	1	2	2	4	1	3	1	0	3	5	8	0	3	11	3	4	8	2	1	0	1	10	0	1	3	6	4	4	0	0	4	0	3	3	1	1	5	7	2	5	1	6	5	0	3	3	10	3	0	9	7	7	6	6	5	1	3	4	2	5	3	4	0	3	7	5	1	2	4	1	2	1	8	3	3	4	5	4	10	1	8	4	2	3	1	3	4	1	3	2	1	2	0	1	1	5	1	0	3	3	2	7	5	4	2	5	0	11	4	4	18	2	3	2	1	0	3	8	5	1	5	6	1	1	3	5	0	0	3	2	1	2	2	4	0	4	1	4	7	3	1	1	1	5	2	0	0	1	1	8	1	9	4	2	8	2
3:Ins:R:2	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	0	0	3	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	2	0	2	0	1	0	5	0	0	0	0	1	0	0	1	0	0	1	0	0	4	2	1	0	0	0	0	0	1	1	0	1	3	1	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	0	1	0	17	1	0	2	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	2	1	2	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	3	1	0	0	2	0	1	1	0	0	0	0	0	0	0	2	0	3	2	0	1	0	0	0	1	0	0	0	0	0	1	1	1	2	1	0	1	0	0	0	2	0	1	2	2	0	0	0	1	0	0	1	2	0	0	1	0	0	0	5	0	1	0	1	2	1	0	1	0	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	2	1	0	0	0	0	0	1	2	0	0	5	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	2	2	0	0	1	0	0	2	0	0	1	0	1	0	0
3:Ins:R:3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
