MutationType	SP18310	SP17172	SP96133	SP110242	SP114330	SP21017	SP22383	SP81312	SP22031	SP96112	SP19215	SP96120	SP16886	SP96124	SP19295	SP19670	SP17905	SP16934	SP20993	SP19983	SP18121	SP96122	SP119755	SP96126	SP19606	SP96118	SP21528	SP21400	SP23078	SP17430	SP96110	SP18946	SP21057	SP22750	SP19750	SP17016	SP16958	SP17329	SP96116	SP96129	SP21193	SP18787	SP96114	SP19582	SP17294	SP80367	SP82087	SP80615	SP80271	SP81172	SP81840	SP80657	SP81494	SP81711	SP80423	SP80754	SP81440	SP80950	SP82103	SP81137
G[Del(C):R1]A	3	1	0	2	1	6	4	2	2	2	3	3	1	1	2	0	3	1	2	1	2	1	1	2	1	0	1	2	2	0	4	2	4	1	0	4	2	2	2	2	2	0	2	0	2	2	0	2	2	5	0	1	3	2	0	1	1	0	4	4
G[Del(C):R1]G	2	0	5	8	0	6	2	1	0	0	3	0	0	0	0	1	0	0	0	0	4	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0
G[Del(C):R1]T	4	5	6	10	0	9	6	4	1	1	4	9	7	1	5	1	52	5	4	4	7	1	3	6	7	1	2	11	7	3	5	7	5	3	2	4	4	4	1	7	3	4	8	5	4	0	2	23	3	13	7	3	9	4	5	3	3	2	2	4
G[Del(C):R2]A	6	0	3	8	3	4	9	1	1	0	9	1	0	1	1	2	1	0	3	1	11	1	2	1	0	2	1	2	0	2	2	1	4	3	2	1	5	0	3	1	4	2	0	1	0	0	1	5	1	1	0	1	0	1	1	0	0	1	1	4
G[Del(C):R2]G	2	0	2	3	0	1	3	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
G[Del(C):R2]T	6	6	11	11	3	15	10	1	1	0	8	1	1	0	2	0	5	1	3	0	13	3	2	1	4	0	1	2	1	2	3	3	2	1	1	0	1	0	0	1	1	0	0	0	0	0	2	5	1	3	0	2	0	2	0	3	1	0	0	2
G[Del(C):R3]A	15	2	9	12	2	14	15	4	0	0	13	3	1	0	0	3	0	1	1	1	34	0	0	0	2	0	0	0	2	0	1	3	0	2	0	0	1	1	0	0	2	0	1	0	1	0	0	5	0	2	0	1	0	3	0	0	0	0	1	0
G[Del(C):R3]G	3	1	3	2	0	2	4	0	0	0	2	0	0	0	0	1	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0
G[Del(C):R3]T	16	2	12	8	1	14	12	1	1	0	11	1	0	0	0	0	0	1	2	1	16	0	1	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	1	1	0	1	1	0	0	0	0	1	2	3	0	0	1	0	1
G[Del(C):R4]A	54	8	41	85	0	96	80	5	0	0	52	1	1	2	2	3	2	0	0	1	52	3	1	1	1	12	3	5	0	1	1	3	2	2	0	0	2	0	1	1	0	1	0	0	1	0	0	4	0	1	0	1	1	2	0	1	0	1	2	0
G[Del(C):R4]G	26	2	20	51	0	38	20	0	0	0	17	0	0	0	0	0	0	0	0	0	23	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
G[Del(C):R4]T	45	1	27	48	1	41	45	0	0	0	31	1	0	0	0	0	4	0	0	0	36	0	1	0	1	7	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0
G[Del(C):R5]A	185	26	107	155	2	235	155	7	0	2	102	2	0	0	0	1	3	0	2	1	155	1	0	6	1	29	0	2	1	0	1	4	1	2	0	1	0	0	0	0	0	0	0	0	1	1	1	4	0	1	1	1	5	1	1	0	0	0	0	1
G[Del(C):R5]G	75	8	37	72	0	73	35	0	1	0	42	0	0	0	0	0	0	0	0	0	37	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R5]T	182	24	91	150	2	200	138	1	0	0	118	1	0	0	0	0	2	1	1	1	145	0	0	1	0	17	1	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	2	1	0	0	0	0	0	0
G[Del(C):R6]A	278	53	130	257	1	351	202	2	0	1	142	0	2	0	1	2	5	1	2	0	165	1	0	1	1	45	0	2	0	1	0	3	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	2	2	0	2	0	1	1	0	1	0	1	0	0
G[Del(C):R6]G	112	17	60	108	1	98	52	0	0	0	49	0	0	1	0	0	0	0	0	0	68	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
G[Del(C):R6]T	186	51	71	146	0	153	97	2	0	0	103	0	1	0	0	1	1	0	0	2	96	1	0	1	1	15	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	2	1	1	1	0	0	0	0
G[Del(C):R7]A	215	37	89	205	0	176	110	4	0	0	93	0	2	0	2	0	3	0	1	0	130	0	0	0	0	14	0	3	0	0	0	6	0	0	0	1	2	0	0	0	2	0	0	1	0	0	1	2	0	0	0	0	0	1	2	0	0	1	0	0
G[Del(C):R7]G	81	11	23	68	0	61	32	1	0	0	32	0	0	0	0	0	0	0	0	0	41	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R7]T	86	30	37	58	0	64	34	1	0	0	27	0	0	0	0	1	0	0	0	0	34	0	0	0	0	5	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1
G[Del(C):R8]A	101	36	57	96	0	111	50	2	1	0	34	0	0	1	0	0	1	0	0	2	53	0	0	1	0	5	1	2	0	0	0	4	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0
G[Del(C):R8]G	11	2	6	12	0	11	2	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R8]T	19	9	18	21	0	27	21	1	1	0	8	0	0	0	1	0	1	0	0	0	18	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R1]A	12	6	11	15	3	9	8	8	2	3	6	6	5	0	2	2	32	4	3	4	16	4	1	1	3	1	3	4	5	3	2	13	4	0	3	3	1	4	2	4	1	5	5	1	5	2	1	10	3	11	2	4	2	6	5	1	3	0	5	2
T[Del(C):R1]G	2	1	2	1	0	2	1	10	0	0	0	0	2	0	0	1	29	1	0	0	1	1	0	0	0	1	0	7	0	0	0	6	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	12	0	1	0	0	0	0	1	0	0	0	0	1
T[Del(C):R1]T	40	31	30	54	5	44	31	61	6	7	19	17	29	6	7	2	130	7	10	7	33	8	10	10	14	4	3	21	10	8	7	64	12	8	1	8	8	6	7	4	8	8	8	5	5	9	9	98	7	12	4	4	6	5	8	2	3	6	4	9
T[Del(C):R2]A	15	9	12	16	1	14	4	59	7	1	6	3	31	3	9	0	154	1	2	2	16	1	2	2	2	1	4	27	3	2	3	71	2	2	1	3	4	1	2	2	0	2	3	1	3	2	1	63	1	1	3	1	6	4	3	2	1	2	2	5
T[Del(C):R2]G	5	1	0	1	1	3	1	2	0	1	3	1	0	0	1	0	5	1	0	0	3	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	0	2	0	0	1	2	1
T[Del(C):R2]T	16	9	15	24	3	24	9	17	1	1	10	7	6	4	4	1	44	3	10	4	27	3	6	2	5	1	5	12	5	1	1	24	6	0	0	4	7	5	2	3	4	3	7	6	6	3	5	26	5	12	6	2	5	5	6	4	5	3	3	3
T[Del(C):R3]A	14	5	14	34	3	18	15	21	0	1	14	1	6	3	0	1	30	2	2	5	23	2	1	1	1	4	1	9	0	0	0	19	2	0	1	1	0	3	1	1	0	2	2	0	0	0	4	14	1	4	1	1	1	0	1	3	0	2	1	3
T[Del(C):R3]G	3	2	3	11	0	5	0	1	0	0	1	0	0	0	0	0	2	0	0	0	10	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
T[Del(C):R3]T	28	12	23	36	0	29	18	16	0	1	21	0	7	0	1	1	34	1	8	1	33	1	5	2	2	5	1	8	0	1	1	12	1	0	2	0	2	0	0	1	0	4	0	3	2	2	2	15	0	2	5	1	0	1	0	0	1	2	0	4
T[Del(C):R4]A	123	11	70	136	1	91	62	25	2	2	52	2	4	2	4	0	29	1	2	0	95	0	3	0	0	17	3	5	1	0	1	22	2	1	2	4	3	2	1	1	0	0	4	0	0	0	1	16	0	0	0	1	2	0	2	1	1	1	0	0
T[Del(C):R4]G	36	5	17	50	0	30	19	0	0	0	19	0	0	0	0	0	0	0	0	0	25	1	1	1	0	6	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R4]T	94	13	52	94	1	49	38	12	1	1	39	1	3	1	2	1	28	0	1	1	87	2	3	3	1	13	0	4	1	0	1	7	0	1	2	1	1	0	0	1	0	1	1	0	2	1	2	9	1	1	0	2	0	1	1	0	0	0	0	1
T[Del(C):R5]A	392	38	190	296	0	268	157	15	1	1	184	1	6	0	2	1	14	2	1	2	229	1	1	0	0	38	0	8	0	1	0	17	0	0	1	0	2	3	0	2	0	1	2	2	0	1	1	9	1	0	0	0	1	1	2	0	0	0	0	2
T[Del(C):R5]G	75	13	35	79	0	54	29	4	0	0	36	0	1	0	0	0	0	0	1	0	39	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R5]T	424	43	175	314	0	266	165	12	0	1	182	0	2	1	1	1	11	1	1	0	238	0	0	1	0	44	0	6	0	0	1	6	0	1	0	0	0	0	0	0	1	2	1	0	1	2	0	7	0	0	0	0	3	1	1	0	0	0	2	0
T[Del(C):R6]A	567	80	275	459	0	446	234	17	0	0	232	0	5	1	3	1	11	1	2	2	264	1	3	2	1	77	3	7	0	0	0	13	1	0	0	0	1	2	1	3	1	0	0	0	5	0	1	9	1	0	3	0	0	1	1	0	0	0	1	1
T[Del(C):R6]G	123	11	58	114	0	66	56	1	0	0	63	1	0	0	0	0	1	0	0	0	79	0	0	0	0	10	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
T[Del(C):R6]T	285	47	121	199	1	194	127	8	0	0	116	0	1	2	0	1	7	0	1	0	158	0	1	2	0	21	0	7	1	0	0	10	1	2	1	1	2	1	0	1	0	1	1	0	1	0	0	3	0	1	2	0	3	1	0	0	0	1	1	0
T[Del(C):R7]A	480	59	236	382	2	299	190	5	0	0	244	3	0	0	0	0	5	0	3	1	242	2	1	2	2	39	1	2	0	0	0	6	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	3	2	0	1	1	0	1	0	0	0	0	1	1
T[Del(C):R7]G	93	9	36	94	0	67	38	0	0	0	38	0	0	0	0	0	0	0	0	0	42	0	0	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R7]T	167	52	83	145	0	116	86	9	0	0	80	0	1	1	1	0	1	0	1	0	101	0	0	2	0	5	0	1	0	0	1	5	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0
T[Del(C):R8]A	209	40	97	178	0	128	77	4	0	0	68	0	1	1	0	0	1	0	0	0	110	0	0	0	0	13	0	2	0	0	0	7	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0
T[Del(C):R8]G	26	6	9	24	0	13	10	0	0	0	8	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R8]T	48	9	16	45	1	36	33	2	0	0	18	0	0	0	1	0	0	0	0	0	29	0	0	0	0	5	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R1]A	30	24	35	56	5	26	21	3	1	1	16	11	6	4	4	6	8	7	6	4	30	8	12	3	10	6	6	2	4	4	3	7	5	3	2	5	6	7	2	6	5	3	5	6	8	3	5	29	7	18	6	2	19	16	6	20	2	1	6	6
A[Del(T):R1]C	5	3	7	8	2	10	12	2	1	1	7	5	1	2	1	0	11	3	2	6	5	2	2	4	0	2	1	2	2	2	1	7	2	2	0	3	3	7	0	2	0	4	1	2	2	2	0	5	2	8	1	1	14	6	4	13	1	0	1	6
A[Del(T):R1]G	14	8	6	20	2	9	10	1	0	1	9	4	3	0	2	4	1	2	1	4	8	1	2	3	4	2	0	0	2	3	2	1	3	2	1	2	4	2	1	1	2	4	3	3	2	4	3	6	1	5	1	0	6	8	3	4	2	3	4	4
A[Del(T):R2]A	50	25	36	84	5	67	27	9	5	3	22	9	4	0	7	2	53	7	4	2	67	3	6	0	4	6	0	10	4	2	1	24	2	3	4	3	4	7	3	5	2	2	4	9	2	4	2	22	4	17	9	1	22	20	7	29	1	1	6	7
A[Del(T):R2]C	10	6	14	14	1	17	12	6	2	2	11	3	6	0	1	1	35	2	2	1	22	1	5	3	4	3	2	3	2	2	3	8	1	1	2	4	1	4	0	3	4	1	1	3	2	0	0	22	1	10	4	1	8	5	1	7	1	1	0	2
A[Del(T):R2]G	37	8	10	25	1	29	18	3	0	1	9	3	2	0	3	0	28	1	1	4	16	4	7	0	0	3	2	5	3	3	0	2	4	1	2	1	2	1	1	1	2	4	2	4	3	2	1	8	1	3	1	1	7	13	3	6	2	0	1	1
A[Del(T):R3]A	98	42	47	105	2	115	57	36	13	1	48	6	40	7	14	0	472	5	1	5	75	7	9	7	6	8	1	37	2	0	3	126	7	3	3	1	6	3	1	6	1	1	9	6	2	2	3	142	5	12	8	4	14	27	9	17	2	0	5	6
A[Del(T):R3]C	37	9	14	33	2	27	35	58	9	1	20	1	36	1	7	2	449	2	0	1	27	2	2	2	1	3	1	41	0	2	1	114	2	1	1	2	1	2	3	1	0	2	1	4	1	0	1	117	2	5	5	2	10	13	2	8	1	0	1	3
A[Del(T):R3]G	62	14	31	35	3	29	28	16	6	4	30	1	16	1	4	2	267	5	1	1	42	1	1	0	1	5	1	17	1	2	0	62	3	0	2	5	1	3	3	1	1	2	0	6	6	0	2	65	2	8	2	1	3	10	3	9	0	0	2	3
A[Del(T):R4]A	234	58	191	277	7	226	176	99	22	5	203	9	55	4	21	1	637	7	4	6	237	8	9	14	8	34	1	83	5	3	6	222	1	3	5	5	6	9	0	9	2	3	6	10	7	4	4	203	6	21	10	5	27	37	11	37	3	4	11	16
A[Del(T):R4]C	165	60	120	174	3	137	131	93	14	2	157	3	35	0	10	0	439	5	4	4	159	3	7	5	2	27	2	51	3	3	3	143	5	1	0	3	2	8	0	4	3	6	1	10	9	4	5	115	5	21	11	4	36	22	8	42	1	0	4	4
A[Del(T):R4]G	164	39	119	136	1	100	112	29	10	2	115	2	14	0	5	2	244	3	5	2	112	2	5	2	0	27	1	26	0	3	2	80	2	1	0	4	5	4	2	2	0	0	3	7	6	3	2	66	5	23	5	1	13	14	11	27	0	1	1	3
A[Del(T):R5]A	1291	273	931	1164	10	990	887	129	32	3	926	9	87	6	49	6	970	10	10	13	945	18	17	19	1	203	4	96	4	4	14	398	21	5	7	8	6	9	4	9	8	12	10	2	9	3	2	303	13	7	19	1	9	15	3	15	6	4	9	8
A[Del(T):R5]C	424	161	311	454	3	431	445	68	13	2	459	9	40	6	19	4	330	4	6	11	436	10	4	12	6	77	4	62	2	0	5	131	8	3	5	3	4	3	1	2	2	6	8	7	11	1	1	149	4	10	8	3	8	9	3	17	3	7	5	6
A[Del(T):R5]G	859	187	587	638	6	556	439	47	6	1	525	8	21	2	12	4	272	4	5	5	560	8	13	8	3	127	5	22	4	1	2	99	9	4	3	9	4	1	3	3	8	4	6	9	11	3	2	86	8	13	5	2	10	13	2	16	1	3	2	5
A[Del(T):R6]A	2489	715	1844	2213	14	1860	1779	177	47	4	1874	19	81	19	54	12	869	13	15	34	1986	41	45	41	13	414	9	113	10	2	13	457	29	13	11	13	20	7	16	24	19	22	6	4	32	4	9	307	13	13	23	4	8	21	9	18	4	6	7	7
A[Del(T):R6]C	774	246	484	599	7	614	589	70	18	1	561	7	30	12	23	4	356	5	13	12	593	21	16	16	1	88	3	59	1	2	4	151	18	3	7	8	7	2	4	9	4	11	3	3	14	1	5	153	6	9	12	5	7	9	13	0	0	5	0	7
A[Del(T):R6]G	1565	362	987	1124	5	865	794	52	10	2	860	13	33	5	19	7	313	4	9	13	875	13	13	12	5	211	3	40	2	4	5	168	16	1	7	7	7	4	6	11	5	9	4	1	12	2	3	140	5	7	14	0	8	10	7	9	0	2	2	7
A[Del(T):R7]A	3476	993	2164	2866	14	2466	2201	235	41	7	2384	18	61	26	63	15	485	10	28	34	2352	66	55	47	6	346	10	143	3	5	16	400	39	21	20	16	28	9	14	24	13	19	12	3	38	2	14	241	21	16	32	8	13	31	14	14	3	14	10	11
A[Del(T):R7]C	1902	599	1085	1521	8	1589	1445	148	31	5	1307	16	58	15	44	9	426	21	16	22	1297	32	26	34	11	199	13	134	5	4	11	270	35	10	9	21	20	5	10	21	11	19	13	5	34	1	6	213	12	8	37	6	10	24	17	14	1	9	8	11
