MutationType	CPCT02020340T	CPCT02140010T	CPCT02110007T	CPCT02140015T	CPCT02020376T	CPCT02050051T	CPCT02140017T	CPCT02040048T	CPCT02060029T	CPCT02060039T	CPCT02050077T	CPCT02060050T	CPCT02020866T	CPCT02120177T	CPCT02140095T	CPCT02120176T	CPCT02120085T	CPCT02100138T	CPCT02080177T	CPCT02230079T	CPCT02340107T	CPCT02120096T	CPCT02120102T	CPCT02440023T	CPCT02160060T	CPCT02180055T	CPCT02140104T	CPCT02140105T	CPCT02190055T	CPCT02030551TII	CPCT02050317T	CPCT02180078T	CPCT02220075T	CPCT02230085T	CPCT02120195T	CPCT02080302T	CPCT02070470T	CPCT02300034T	CPCT02020955T	CPCT02020965T	CPCT02140094TII	CPCT02210083T	CPCT02100200T	CPCT02140106T	CPCT02140059T	WIDE01010156T	CPCT02100174T	CPCT02120200T	CPCT02140070T	CPCT02040248T	CPCT02060149T	CPCT02020718T	CPCT02230096T	CPCT02180064T	CPCT02020764T	CPCT02440012T	CPCT02020752T	CPCT02140071T	CPCT02140074T	CPCT02140017TII	CPCT02120143T	CPCT02030431T	CPCT02180067T	CPCT02160052T	CPCT02140080T	CPCT02170036T	CPCT02290045T	CPCT02060269T	CPCT02230113T	CPCT02050407T	CPCT02030543T	CPCT02190050T	CPCT02140087T	CPCT02100190T	CPCT02140094T	CPCT02130164T	CPCT02140093T	CPCT02020592T	CPCT02180076T	CPCT02020865T	CPCT02230059T	CPCT02180022T	CPCT02120014T	CPCT02180033T	CPCT02140046T	CPCT02080111T	CPCT02120027T	CPCT02140042TII	CPCT02070169T	CPCT02160024T	CPCT02020566T	CPCT02230033T	CPCT02030356T	CPCT02090021T	CPCT02330047T	CPCT02100107T	CPCT02020580T	CPCT02180003T	CPCT02020414T	CPCT02050087T	CPCT02010458T	CPCT02020447T	CPCT02060067T	CPCT02020480T	CPCT02140042T	CPCT02120002T	CPCT02030332T	CPCT02230015T	CPCT02060138T	CPCT02360007T	CPCT02040181T	CPCT02300027T	CPCT02120090T	WIDE01010520T	WIDE01010600T	WIDE01010710T	WIDE01010727T
G[Del(C):R6]T	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	31	0	0	0	0	0	1	0
G[Del(C):R7]A	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0
G[Del(C):R7]G	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
G[Del(C):R7]T	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0
G[Del(C):R8]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	54	1	0	0	0	0	1	0
G[Del(C):R8]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0
G[Del(C):R8]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
G[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R1]A	5	5	7	6	1	7	8	15	4	3	9	9	7	6	8	5	6	4	9	9	9	4	2	5	5	5	0	8	11	10	3	10	4	11	10	12	2	9	6	5	5	3	9	2	9	2	3	1	1	5	3	3	9	5	6	10	4	5	9	7	4	3	3	7	3	1	8	5	3	2	5	10	6	11	3	5	6	1	2	6	2	1	7	8	4	2	10	2	5	6	0	2	4	9	7	8	3	1	6	4	3	3	2	8	5	4	2	6	14	22	6	9	5	5	2	4	1
T[Del(C):R1]G	2	0	0	0	0	0	0	4	1	4	0	0	1	1	2	3	1	1	0	1	0	2	0	1	1	0	0	1	1	0	0	1	2	1	0	2	0	2	1	1	1	1	1	0	2	1	1	1	0	1	0	0	2	1	0	0	1	3	2	0	2	0	0	1	1	0	1	0	0	1	0	0	3	1	1	0	0	0	1	2	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	2	0	1	3	1	0	0	0	1	1	0	1	1	3	5	3	0	1	1	1	2	0
T[Del(C):R1]T	15	9	14	8	7	10	12	18	7	5	7	17	5	8	18	13	8	10	12	21	12	13	1	13	7	5	2	12	21	5	2	9	9	19	9	19	5	10	8	5	17	2	16	5	16	3	12	3	4	5	10	12	14	10	8	12	5	6	13	9	7	8	8	12	6	2	5	9	4	4	10	9	7	9	5	9	16	1	8	15	2	7	16	17	8	10	9	5	7	11	0	7	6	9	10	12	8	3	7	1	5	5	9	12	13	9	4	5	18	57	14	8	7	15	4	17	2
T[Del(C):R2]A	6	3	7	5	2	6	7	9	2	7	3	3	4	4	9	11	5	6	3	8	4	4	0	5	4	1	2	7	13	6	3	4	2	10	7	13	1	7	4	1	11	3	9	4	2	0	4	0	4	1	2	4	8	3	7	1	3	6	7	7	8	2	2	6	2	1	4	8	1	3	7	6	1	1	6	2	9	0	3	11	0	5	2	10	9	3	5	1	0	6	0	3	6	6	6	10	3	1	8	4	1	0	2	7	5	4	6	8	5	12	6	6	3	5	1	4	0
T[Del(C):R2]G	1	0	2	0	0	0	0	1	1	0	2	2	1	0	3	2	0	0	0	1	1	1	0	1	1	1	0	0	2	0	0	2	0	0	0	2	0	2	1	2	3	0	2	3	3	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	2	0	2	0	0	0	2	0	1	0	3	0	0	0	1	0	2	0	0	1	2	2	1	0	0	1	0	0	1	0	3	1	0	1	0	1	8	2	1	1	3	1	1	0
T[Del(C):R2]T	10	8	11	8	3	5	19	12	8	11	7	11	4	7	11	12	3	6	7	10	10	4	1	13	8	8	6	6	13	4	2	4	8	9	10	7	0	7	5	7	11	3	15	2	4	1	7	6	1	1	5	5	6	4	5	9	1	6	9	19	5	6	2	10	1	0	5	7	3	7	10	9	6	6	3	4	10	1	2	18	3	4	12	7	4	2	7	3	3	8	2	8	4	6	11	12	1	0	5	4	3	12	7	3	6	8	5	5	7	21	8	10	9	9	5	8	3
T[Del(C):R3]A	11	7	8	4	1	2	12	6	2	2	3	8	3	7	11	7	0	5	4	4	7	5	1	8	2	3	2	4	5	1	1	5	5	2	8	7	2	6	3	4	7	1	6	4	2	2	2	1	1	3	3	3	5	4	3	2	4	6	7	12	5	2	3	5	2	1	4	7	1	2	4	7	5	4	3	4	5	1	3	9	4	2	3	4	2	0	6	1	1	7	0	3	4	6	4	3	2	1	5	2	1	0	2	7	4	4	3	7	8	9	10	5	1	5	1	5	3
T[Del(C):R3]G	1	1	0	2	0	1	1	1	0	1	1	2	1	0	0	0	1	0	0	1	2	2	0	0	1	4	0	1	1	1	0	0	1	0	1	2	0	0	0	0	1	1	2	2	1	1	0	0	0	0	0	1	2	0	0	0	0	1	1	1	0	2	0	1	0	0	0	0	0	2	0	0	1	1	0	0	1	0	0	1	0	2	0	3	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	3	1	0	0	0	2	12	2	1	1	3	1	0	0
T[Del(C):R3]T	7	9	5	1	2	5	7	8	6	5	3	5	1	6	10	9	5	6	4	8	8	7	1	11	5	2	0	2	5	5	2	7	2	3	11	15	2	4	8	5	5	1	8	2	10	0	4	2	0	4	3	4	4	3	4	5	2	5	5	7	6	3	3	5	1	0	1	5	0	2	8	5	2	4	1	4	9	0	2	13	1	4	5	13	2	1	2	2	1	6	0	5	4	5	4	2	2	1	2	0	2	4	3	3	2	4	1	1	7	17	4	7	4	1	2	3	0
T[Del(C):R4]A	2	1	2	4	1	0	0	4	3	6	1	2	0	3	5	1	3	2	1	1	7	5	0	3	2	4	1	3	5	1	0	3	1	0	3	6	0	2	1	0	4	0	2	1	1	0	1	1	1	6	1	2	3	2	0	0	1	4	3	0	3	1	3	4	1	0	2	0	0	1	3	2	0	0	0	4	1	1	1	5	2	3	1	14	3	3	4	1	0	1	0	2	3	4	0	4	1	0	1	3	0	0	1	1	2	1	2	1	5	59	4	1	1	2	2	6	0
T[Del(C):R4]G	0	2	2	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	2	0	0	1	0	1	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	22	0	0	0	0	0	0	0
T[Del(C):R4]T	0	3	2	1	0	2	2	7	3	0	2	4	0	2	2	2	0	1	3	3	4	3	2	3	2	0	0	2	2	0	0	3	0	2	2	2	0	5	1	2	5	0	4	1	3	0	1	1	0	0	0	3	3	2	2	1	2	1	3	2	3	1	1	3	0	0	1	2	2	1	2	3	2	4	3	1	2	0	0	3	4	3	2	11	0	0	1	4	2	2	0	1	4	3	2	1	3	0	3	1	0	3	3	1	4	4	1	2	5	23	2	2	1	2	1	2	0
T[Del(C):R5]A	2	1	1	0	0	1	2	1	2	0	0	0	2	1	1	3	1	1	0	1	1	0	0	1	0	0	1	1	1	4	1	1	1	5	1	2	0	1	0	0	2	1	1	0	1	0	2	0	1	1	0	1	2	2	2	1	0	1	2	2	1	0	0	1	1	0	0	1	0	0	3	0	0	0	1	0	1	0	0	2	3	0	2	25	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	114	1	1	2	1	0	1	0
T[Del(C):R5]G	0	1	1	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	31	1	0	0	0	0	0	0
T[Del(C):R5]T	1	1	0	1	0	0	2	2	0	1	1	1	2	0	0	1	0	2	1	0	0	0	0	1	0	1	0	2	2	1	0	0	1	2	1	4	0	1	1	0	0	0	1	2	3	0	1	0	0	0	1	0	0	0	1	1	0	0	2	2	3	0	0	1	0	1	1	0	0	0	4	0	0	2	0	1	1	0	0	0	1	0	0	39	0	1	1	1	0	1	0	1	0	1	2	0	0	0	2	0	2	3	0	1	1	1	1	2	0	108	0	1	0	1	1	4	0
T[Del(C):R6]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	34	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	1	0	0	144	0	0	0	1	0	1	1
T[Del(C):R6]G	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0
T[Del(C):R6]T	1	0	0	0	0	1	0	0	0	0	2	0	0	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0	3	20	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	65	0	0	0	0	0	1	0
T[Del(C):R7]A	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	125	0	1	0	0	0	0	0
T[Del(C):R7]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0
T[Del(C):R7]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0
T[Del(C):R8]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	92	0	0	0	0	0	0	0
T[Del(C):R8]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
T[Del(C):R8]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
T[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R1]A	20	17	18	4	3	14	20	25	7	8	13	16	8	5	25	13	12	10	9	12	9	7	2	15	12	6	2	15	15	5	2	16	9	22	13	15	2	17	4	7	12	1	14	5	17	2	5	5	8	4	7	12	7	10	8	11	7	11	9	18	11	10	9	9	3	4	4	4	4	8	8	11	6	12	6	10	18	3	1	21	10	7	17	19	11	3	9	7	3	18	0	6	6	17	11	15	5	5	15	3	5	3	7	10	8	17	9	8	16	49	12	10	6	23	4	14	6
A[Del(T):R1]C	4	4	10	1	1	5	14	10	7	5	7	4	7	6	12	13	4	2	5	8	5	4	0	12	6	3	2	5	10	2	0	7	5	10	8	7	1	4	8	1	5	1	12	2	7	2	5	2	1	3	2	1	4	2	1	4	1	5	10	14	5	3	3	6	0	1	3	5	0	6	4	9	5	7	1	5	5	0	1	13	1	3	11	6	4	1	3	1	3	10	0	1	5	6	3	8	3	2	7	1	0	1	3	4	3	7	8	3	10	6	10	5	7	10	2	5	5
A[Del(T):R1]G	5	13	5	6	2	2	11	20	7	7	6	9	6	9	16	8	2	5	4	21	9	7	2	10	6	0	2	8	8	3	1	6	7	9	11	6	2	12	5	11	12	3	6	3	13	1	5	5	1	6	3	4	10	8	6	10	4	9	8	11	3	5	0	8	1	0	0	2	1	6	3	11	9	11	2	10	19	1	5	14	5	6	9	10	2	1	9	2	1	12	0	5	3	7	5	12	4	1	4	1	2	3	9	3	5	9	2	9	18	10	11	6	3	16	1	7	2
A[Del(T):R2]A	15	11	13	9	2	9	17	20	6	11	6	16	3	14	17	11	9	9	11	14	7	17	1	12	11	6	0	11	15	10	2	7	6	10	10	10	5	8	7	13	9	4	20	3	20	0	6	2	5	8	6	8	16	4	5	7	5	10	9	18	4	10	12	18	4	1	4	6	0	2	9	9	6	7	4	4	10	0	1	13	6	8	14	21	3	4	9	3	4	7	0	5	14	7	6	11	1	2	8	3	2	6	9	7	5	9	5	7	13	41	8	17	7	16	4	8	4
A[Del(T):R2]C	12	9	17	7	3	4	19	19	6	10	7	13	7	5	13	15	4	6	6	11	6	12	1	12	15	0	1	11	17	4	0	7	3	18	13	11	2	17	9	8	14	2	21	5	24	5	6	2	3	7	6	10	10	5	6	13	4	6	14	18	8	3	4	10	1	1	2	3	2	5	9	9	8	10	6	8	14	0	3	18	4	4	3	2	2	4	2	1	4	11	0	2	10	8	13	10	3	1	5	6	0	3	4	8	6	7	4	7	14	10	14	10	8	14	5	8	0
A[Del(T):R2]G	3	3	4	5	1	6	14	9	3	6	1	5	4	13	9	6	3	3	2	8	12	8	1	11	11	5	0	15	8	5	2	5	7	5	8	8	2	5	4	10	8	4	10	3	8	1	4	1	0	4	2	8	15	3	5	4	10	6	5	14	7	6	2	10	0	1	4	4	2	4	8	3	6	4	5	4	8	1	1	11	3	4	5	7	2	3	6	3	2	7	0	2	6	5	9	3	5	0	10	5	0	5	5	7	4	3	3	0	12	16	13	9	5	9	2	5	3
A[Del(T):R3]A	7	12	10	3	4	13	21	37	9	13	7	10	9	16	24	14	10	5	7	14	12	16	6	8	6	2	1	13	10	7	3	7	7	24	7	16	5	15	7	11	17	1	25	9	20	2	8	5	2	4	2	7	11	5	9	9	7	14	15	21	16	7	3	17	4	0	5	3	1	10	8	13	11	18	6	10	18	3	3	25	6	9	20	21	6	3	7	2	3	17	0	4	9	22	6	17	4	3	7	7	2	8	8	11	4	7	7	7	34	39	14	14	13	12	6	5	3
A[Del(T):R3]C	12	6	17	4	5	7	21	19	7	9	8	11	6	18	19	15	10	7	9	13	15	9	4	17	12	5	4	15	15	8	0	9	11	19	8	14	2	11	6	9	12	0	23	6	13	3	2	3	4	5	6	7	12	11	12	16	7	12	20	21	5	5	4	19	4	2	4	5	0	3	9	12	16	11	5	5	18	1	7	22	4	2	10	7	5	1	10	2	6	8	0	2	14	9	12	7	3	0	12	2	0	6	4	8	4	9	3	7	16	23	9	10	5	15	4	9	3
A[Del(T):R3]G	6	6	13	6	1	5	18	20	7	8	8	13	2	5	17	10	12	4	4	14	10	5	1	18	11	4	0	6	8	4	1	7	4	6	8	11	5	11	8	11	11	2	14	1	10	1	6	2	3	6	2	5	7	7	5	15	4	5	7	17	5	4	3	8	1	0	5	9	0	3	11	13	13	4	7	8	17	2	2	9	7	5	5	9	6	1	8	2	1	12	0	4	4	8	6	12	5	0	5	3	1	5	8	13	9	7	7	7	14	21	13	16	6	12	5	4	4
A[Del(T):R4]A	10	16	20	5	2	4	16	9	3	8	8	14	6	11	18	15	6	8	6	20	6	13	1	11	13	9	0	9	10	6	0	10	12	21	11	20	2	13	5	10	8	0	12	3	12	0	15	4	2	7	5	11	19	6	4	13	7	12	13	16	9	5	6	21	3	0	2	5	0	7	6	12	13	9	4	10	24	2	1	13	1	5	10	31	10	0	12	2	4	10	0	2	9	12	6	7	4	0	8	3	1	3	3	7	5	5	7	5	14	87	14	7	7	10	3	11	3
A[Del(T):R4]C	10	6	16	7	1	2	13	18	6	3	8	7	5	7	14	7	2	2	8	2	5	8	2	8	10	0	3	8	7	5	0	6	7	8	11	4	1	13	8	7	6	1	5	4	11	2	8	1	4	7	3	3	14	2	6	4	5	4	5	13	3	2	2	11	2	0	5	6	0	5	7	5	6	3	3	12	21	1	3	19	5	3	4	19	4	2	6	1	1	9	0	2	8	8	6	12	1	0	8	4	1	4	9	10	4	7	6	2	8	63	8	11	2	10	2	9	1
A[Del(T):R4]G	2	6	9	4	4	8	11	13	3	4	7	9	7	5	14	12	1	4	2	12	6	7	3	12	4	2	2	11	10	2	0	12	7	10	9	10	3	4	3	4	12	0	7	2	11	1	3	3	0	3	5	3	12	7	8	4	2	7	10	11	5	5	4	2	0	0	5	2	2	6	8	7	6	7	4	7	14	2	1	19	5	4	8	9	2	1	3	0	4	5	0	3	5	4	8	6	1	1	5	1	0	5	3	15	2	11	7	2	11	46	7	11	1	7	2	9	0
A[Del(T):R5]A	8	5	10	2	4	6	12	19	7	8	9	14	2	9	16	7	6	3	8	10	12	11	1	9	5	2	1	10	10	3	0	13	6	9	6	13	2	13	2	8	7	0	9	1	17	0	5	4	2	4	1	3	14	7	12	14	5	1	14	11	11	1	3	2	3	6	3	6	1	5	4	9	6	6	3	5	13	1	3	13	5	3	13	112	3	1	5	2	2	7	0	4	3	12	5	11	1	0	6	3	1	5	4	12	9	3	6	4	9	357	9	9	4	8	3	9	2
A[Del(T):R5]C	4	6	8	4	2	3	8	11	4	4	6	4	2	2	2	5	5	0	3	6	2	2	1	2	4	2	2	2	1	0	0	7	4	7	2	8	2	5	3	4	2	0	6	0	16	1	3	1	2	4	1	3	4	3	5	5	2	1	7	8	1	3	2	5	1	2	1	4	1	0	3	4	1	0	0	2	5	1	4	9	4	3	2	39	3	0	4	0	0	4	0	2	3	2	2	5	1	0	3	6	0	1	3	2	3	6	1	6	4	138	7	6	4	4	1	2	2
A[Del(T):R5]G	7	6	8	3	3	2	8	9	3	4	4	8	1	2	5	11	7	4	4	8	2	6	0	3	8	1	0	6	2	3	0	2	0	5	6	8	0	3	3	6	4	2	5	3	11	1	5	2	3	2	0	2	11	3	1	5	4	2	5	8	6	2	3	5	0	1	1	3	0	3	4	4	2	3	1	3	2	1	2	12	4	3	5	44	1	3	5	5	2	4	0	3	5	7	6	10	2	0	4	1	0	1	5	4	12	3	4	3	3	140	7	5	6	4	1	3	3
