MutationType	SP116536	SP116539	SP116542	SP116545	SP116548	SP116550	SP116553	SP116557	SP116559	SP116562	SP116564	SP116571	SP116393	SP116442	SP116446	SP116419	SP116383	SP116385	SP116440	SP116450	SP116493	SP116391	SP116401	SP116409	SP116416	SP116424	SP116515	SP116499	SP116505	SP116509	SP116437	SP116512	SP116465	SP116496	SP116525	SP116481	SP116586	SP116528	SP116589	SP116406	SP116484	SP116453	SP116469	SP116578	SP116531	SP116593	SP116487	SP116456	SP116472	SP116518	SP116412	SP116534	SP116596	SP116490	SP116459	SP116475	SP116520	SP116431	SP116582	SP116599	SP116478	SP116462	SP116523	SP116434	SP122725	SP122476	SP122372	SP122489	SP122560	SP122590	SP122714	SP121870	SP123010	SP121865	SP122676	SP122412	SP122392	SP122634	SP122702	SP121828	SP121783	SP121774	SP121790	SP121859	SP121808	SP121781	SP121763	SP121811	SP121852	SP122361	SP121837	SP121824	SP121841	SP121831	SP121761	SP121816	SP121861	SP121847
A[Del(T):R(1,4)]C	1	0	1	1	1	0	0	0	0	2	1	0	0	0	0	3	5	0	5	9	3	1	1	1	2	1	3	3	0	4	1	5	4	8	6	0	0	4	4	3	0	0	8	12	1	1	0	1	4	6	2	2	6	0	1	2	3	3	3	3	2	0	1	0	4	7	10	3	3	1	1	5	1	6	6	1	4	0	4	6	2	8	4	2	7	2	2	3	5	11	3	4	3	0	4	5	1	3
A[Del(T):R(1,4)]G	5	0	2	0	1	0	0	0	1	0	1	1	0	1	0	2	8	0	2	2	1	1	3	3	1	1	0	2	1	4	2	2	1	11	6	1	2	6	2	0	0	1	10	10	2	0	1	0	1	7	0	1	9	4	2	1	6	4	6	3	4	2	0	0	3	5	8	2	1	4	5	5	5	3	3	3	8	2	7	5	0	9	5	9	2	9	1	4	5	7	2	4	1	3	8	9	0	6
C[Del(T):R(1,4)]A	3	0	0	0	1	1	3	1	1	0	1	1	0	0	0	2	6	4	3	5	1	0	2	2	0	0	2	0	7	2	3	7	5	10	5	0	0	7	8	4	0	2	5	13	1	3	0	2	3	8	2	1	9	2	3	2	7	9	10	1	2	3	2	0	2	3	8	5	1	6	2	7	5	5	4	3	9	6	7	4	5	9	4	2	1	10	3	3	10	13	4	1	4	2	12	9	1	6
C[Del(T):R(1,4)]C	3	2	0	0	2	0	1	0	0	0	0	0	0	0	0	2	9	2	3	6	2	1	1	2	0	1	0	1	2	1	2	3	2	10	6	0	0	5	8	1	0	3	6	6	2	3	0	1	0	5	5	1	4	2	2	2	1	4	9	1	3	1	1	1	7	8	8	8	0	4	3	4	2	4	3	3	8	4	4	2	3	5	7	3	1	13	4	5	5	4	4	2	2	2	8	0	0	3
C[Del(T):R(1,4)]G	2	1	2	0	1	0	0	0	3	2	1	1	0	0	0	4	8	3	4	8	3	2	1	3	1	0	3	7	3	6	3	3	0	13	5	0	1	2	7	1	0	2	6	15	3	1	1	3	3	14	1	3	4	3	1	0	8	1	5	3	4	2	0	1	4	3	6	6	2	1	5	2	4	3	7	4	16	2	5	6	4	11	7	3	6	8	2	4	7	5	4	6	5	3	7	3	0	10
G[Del(T):R(1,4)]A	0	2	0	2	2	0	0	0	1	0	0	1	0	0	0	3	5	3	1	1	0	1	1	1	0	1	1	4	1	5	0	1	2	4	2	1	3	6	2	1	0	3	8	7	3	3	0	0	2	5	0	0	6	5	2	1	2	5	3	1	2	0	0	1	4	3	5	0	2	2	1	4	3	2	4	1	13	5	10	6	2	9	4	4	4	10	1	1	4	4	4	0	3	2	8	10	0	3
G[Del(T):R(1,4)]C	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	2	7	3	1	2	2	0	0	0	0	0	1	1	0	1	1	3	1	8	4	0	1	1	3	1	0	0	4	6	0	0	0	1	3	3	0	0	7	1	5	2	8	5	5	2	3	0	0	0	1	6	4	3	0	0	3	3	3	3	1	3	4	3	5	2	3	5	2	2	1	13	2	1	1	2	1	1	0	0	5	3	0	3
G[Del(T):R(1,4)]G	0	1	0	2	1	0	0	0	0	1	1	1	0	0	1	4	6	3	3	4	1	0	0	0	1	1	1	1	1	6	2	3	0	3	5	0	3	3	8	4	1	1	11	12	3	1	0	1	3	7	2	1	6	4	6	1	2	4	6	1	2	0	3	1	0	5	7	0	2	3	1	0	3	3	3	1	11	4	4	2	5	3	3	5	6	20	3	3	3	8	1	2	1	4	5	2	0	5
A[Del(T):R(5,7)]A	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	3	10	2	2	11	1	3	1	2	1	1	2	3	7	4	1	8	0	8	5	0	0	2	4	4	0	2	2	6	2	1	1	2	6	14	2	1	2	3	3	3	3	2	7	3	5	3	3	0	5	2	1	1	5	2	2	2	3	4	3	4	10	4	4	2	4	14	1	4	1	7	1	1	2	17	0	1	2	5	11	3	0	3
A[Del(T):R(5,7)]C	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	5	0	1	1	0	3	0	1	0	0	2	7	5	4	1	2	1	8	3	1	1	1	7	1	2	0	2	2	0	0	1	0	0	17	2	1	2	3	2	2	5	3	6	2	2	3	1	0	2	0	3	4	2	1	1	6	4	1	4	1	5	3	2	2	1	6	6	1	0	7	1	1	3	12	2	0	3	5	4	2	0	2
A[Del(T):R(5,7)]G	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	2	3	4	2	5	0	1	0	1	0	1	1	3	6	4	1	3	2	6	3	1	0	2	7	3	0	1	5	5	0	2	0	0	5	8	2	2	4	3	1	2	4	5	2	5	0	2	1	0	3	2	1	2	2	4	0	2	2	1	6	1	9	2	6	2	4	3	2	5	0	9	2	0	4	8	0	0	2	2	6	3	0	2
C[Del(T):R(5,7)]A	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	4	0	0	3	1	2	0	0	0	0	0	2	3	1	0	3	2	4	1	3	0	2	1	1	1	1	0	2	0	1	0	0	5	8	1	0	2	7	0	1	0	0	1	0	2	0	0	0	2	5	0	2	1	3	0	2	2	0	0	1	6	3	6	1	4	2	2	0	1	9	1	0	3	10	0	0	3	1	3	2	0	1
C[Del(T):R(5,7)]C	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	2	5	0	1	1	0	1	2	1	1	0	0	4	2	2	0	4	3	5	3	0	0	2	3	4	0	1	1	2	0	0	0	1	2	3	1	0	6	4	2	0	3	1	3	2	4	1	0	1	2	2	0	3	5	2	0	3	1	2	4	1	6	0	0	0	4	7	4	3	2	3	1	2	2	10	1	2	0	13	2	3	0	2
C[Del(T):R(5,7)]G	2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	2	6	0	0	5	0	1	0	0	0	0	2	1	2	2	0	3	2	4	0	0	1	2	4	2	0	0	0	2	0	0	0	0	1	7	1	3	3	3	1	0	3	2	2	4	4	1	1	0	0	0	0	0	1	2	1	1	0	3	4	0	2	0	4	0	2	4	2	0	0	5	2	0	3	8	1	0	0	3	3	1	0	1
G[Del(T):R(5,7)]A	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0	4	4	1	0	1	0	4	1	2	2	1	1	2	1	0	2	3	1	2	0	1	1	5	0	0	2	2	3	3	5	3	3	2	3	1	0	0	2	2	1	1	0	3	0	0	0	2	5	0	7	2	3	1	2	4	3	3	1	2	1	2	0	5	1	0	1	2	3	0	0	3
G[Del(T):R(5,7)]C	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	2	1	1	1	0	2	0	0	0	1	0	2	0	0	1	0	2	0	1	0	4	1	0	1	0	1	2	1	1	0	2	3	1	0	0	0	3	0	4	0	0	1	4	1	3	0	1	4	0	0	1	1	1	2	1	1	1	1	5	2	2	1	2	3	1	0	1	0	0	2	1	4	1	0	0	3	1	2	0	2
G[Del(T):R(5,7)]G	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	3	1	1	2	0	2	0	0	2	2	4	0	1	2	2	2	3	1	0	2	6	0	2	1	1	0	0	0	0	0	4	2	1	0	0	5	1	2	2	1	4	1	2	1	0	0	2	3	0	3	3	2	2	4	2	1	3	0	7	4	4	3	2	3	7	1	1	4	1	1	2	3	1	1	1	6	4	1	1	4
A[Del(T):R(8,)]A	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	6	0	0	0	1	1	0	0	3	7	2	2	4	5	0	1	0	1	3	1	0	0	0	2	3	0	0	0	0	0	14	2	1	1	1	2	1	3	2	8	4	2	2	2	0	5	1	0	2	0	0	1	1	3	2	5	0	7	1	0	0	0	3	1	2	0	9	0	0	0	15	1	0	2	0	0	2	0	1
A[Del(T):R(8,)]C	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	4	0	0	0	2	0	0	0	1	4	3	0	0	1	1	1	0	0	2	3	1	0	0	0	1	0	0	0	0	3	8	1	0	1	0	2	2	3	1	5	4	0	0	4	1	1	2	1	3	2	4	1	2	2	3	1	0	6	0	1	1	0	2	1	1	0	3	0	0	1	8	0	0	3	0	2	0	0	4
A[Del(T):R(8,)]G	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	3	0	1	1	0	0	0	0	0	3	1	0	1	2	2	0	0	0	0	0	2	1	0	1	1	0	0	0	0	1	4	0	3	0	3	1	1	2	1	1	1	0	0	1	0	2	0	0	0	0	0	0	2	1	0	0	0	1	1	0	1	0	0	0	2	0	3	0	0	0	3	0	0	0	1	1	1	0	0
C[Del(T):R(8,)]A	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	6	1	0	2	0	1	0	1	0	0	0	0	1	5	0	1	1	2	2	0	0	0	1	1	0	1	1	0	0	0	0	0	7	3	1	0	2	0	2	0	1	3	2	7	2	1	1	0	2	0	0	1	3	2	0	1	0	0	4	0	4	1	0	0	0	0	1	0	0	1	1	0	0	8	0	0	1	0	0	1	0	0
C[Del(T):R(8,)]C	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	4	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	4	3	1	1	0	1	1	2	0	0	0	2	0	0	0	0	2	8	2	1	0	3	1	0	1	3	6	0	4	0	2	0	3	2	0	0	0	1	0	6	0	3	2	1	0	1	0	0	0	1	2	1	0	1	0	0	1	11	0	0	0	1	1	1	0	0
C[Del(T):R(8,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	1	0	3	0	0	2	1	0	0	2	0	1	0	0	0	0	2	4	2	1	0	1	3	0	0	2	0	4	3	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2	7	0	0	0	0	1	0	0	0
G[Del(T):R(8,)]A	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	2	1	0	0	2	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	3	2	1	0	1	0	0	2	0	1	1	1	0	0	1	0	2	0	0	0	0	1	1	2	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	5	0	0	0	0	0	2	0	0
G[Del(T):R(8,)]C	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	6	1	0	1	0	1	0	0	0	0	0	1	2	1	0	1	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	2	7	1	0	1	0	1	0	0	0	2	0	0	1	1	0	3	1	0	0	0	0	0	2	0	2	1	0	0	1	0	0	1	2	0	0	0	1	1	0	1	7	1	1	0	0	0	0	0	1
G[Del(T):R(8,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1
A[Ins(C):R0]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	2	0	3	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0
A[Ins(C):R0]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(C):R(0,3)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	6	3	7	1	0	3	2	1	0	1	4	1	3	0	1	3	10	2	1	0	4	1	0	0	2	10	4	1	0	0	4	3	6	0	1	7	0	2	1	4	1	5	1	3	1	0	0	1	1	6	3	6	1	3	4	4	2	2	3	3	6	1	0	5	4	3	3	2	7	0	3	4	8	2	2	2	0	2	1	1	2
Ins(C):R(4,6)	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	2	3	0	0	4	3	0	0	1	1	1	0	0	0	0	2	8	0	0	2	1	2	1	0	1	3	1	4	0	0	0	2	1	0	0	0	1	1	5	0	1	1	0	3	1	2	0	1	3	0	4	0	1	1	1	0	2	1	0	0	0	2	0	0	0
Ins(C):R(7,)	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	6	1	0	0	1	0	0	1	0	0	2	0	2	0	1	0	0	0	7	1	1	0	1	1	1	0	1	0	0	2	13	1	0	0	1	2	2	0	2	1	2	0	0	2	0	2	4	0	0	1	2	0	3	4	0	3	0	3	1	0	0	1	3	1	1	1	1	0	0	1	1	0	0	0	1	2	0	0	0
A[Ins(T):R(0,4)]A	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	4	0	2	2	1	0	0	1	1	0	1	0	2	4	0	1	0	4	2	0	0	5	1	0	1	2	3	4	0	0	1	0	1	2	1	0	1	0	3	0	1	1	2	2	1	0	2	0	4	2	3	1	3	1	0	2	2	1	2	3	7	0	1	2	0	2	0	1	4	0	2	2	7	5	2	1	0	1	3	3	0	2
A[Ins(T):R(0,4)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	0	1	1	0	0	0	1	0	1	2	0	1	0	0	0	1	0	0	3	0	0	0	0	2	0	0	0	1	1	1	0	1	2	0	0	0	1	1	5	0	0	0	0	0	1	2	2	0	2	0	0	2	0	1	0	0	1	0	2	0	0	0	2	0	0	2	2	0	1	4	0	0	0	0	1	0	0	1
A[Ins(T):R(0,4)]G	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	3	1	0	0	2	2	0	0	0	0	1	0	0	2	3	1	0	0	0	4	0	0	1	4	3	0	1	0	1	1	1	0	0	1	1	1	0	2	1	3	0	1	0	0	0	1	0	1	3	1	2	1	1	2	3	4	0	3	1	1	1	0	1	2	1	0	2	0	0	1	0	0	0	0	0	2	3	0	0
C[Ins(T):R(0,4)]A	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	1	2	1	2	0	2	1	1	0	0	0	0	2	0	0	1	1	3	2	0	2	0	3	1	0	0	3	1	2	0	1	4	0	2	0	0	1	0	2	0	1	1	2	0	1	1	1	0	1	1	0	1	0	1	1	0	5	2	0	1	5	3	0	1	0	1	0	1	1	6	0	0	0	3	2	1	1	2	0	2	0	1
C[Ins(T):R(0,4)]C	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	2	1	0	1	1	6	0	1	0	1	1	0	0	1	1	0	0	0	0	4	3	1	1	0	0	1	3	1	0	1	0	2	1	3	1	0	1	2	4	1	0	0	0	1	0	2	1	1	1	0	1	1	3	0	0	1	1	2	0	0
C[Ins(T):R(0,4)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	3	0	0	0	1	0	0	0	2	1	0	0	0	4	1	0	0	2	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	1	2	1	1	1	1	0	0	0	0	0	0	1	0	0	0	2	1	2	0	1	2	1	2	2	1	1	0	3	1	1	0	3	0	0	1	1	0	0	0	1	0	0	1	2
G[Ins(T):R(0,4)]A	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	5	3	6	5	1	0	0	1	0	0	1	1	0	1	0	2	1	0	1	0	3	3	2	0	0	1	2	3	1	0	0	1	3	2	0	0	0	1	0	1	1	3	0	1	0	3	2	0	0	0	0	1	0	0	1	1	2	0	2	2	0	1	2	0	0	0	3	1	0	4	0	1	0	3	1	0	0	0	2	1	0	3
G[Ins(T):R(0,4)]C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	2	0	0	0	0	1	2	0	0	12	0	0	0	1	3	1	1	0	0	0	0	1	1	1	1	1	2	0	0	2	0	3	0	1	0	1	1	2	0	0	1	0	0	1	0	0	0	0	0	1	0	1	3	0	2
G[Ins(T):R(0,4)]G	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	3	2	0	0	1	5	1	1	0	0	0	0	2	0	1	3	0	0	2	0	3	1	1	0	0	0	0	0	2	2	0	1	1	1	0	3	1	0	1	2	0	2	1	0	2	0	2	0	0	1	3	2	3	0	0	0	0	1	1	0	1
A[Ins(T):R(5,7)]A	1	1	1	0	1	0	0	0	0	2	1	0	0	0	0	1	2	2	3	11	5	3	0	6	0	0	0	2	9	4	0	5	2	7	0	0	0	11	9	0	1	1	3	2	2	0	2	1	5	15	2	0	1	3	2	2	4	6	11	7	2	2	7	0	2	2	0	3	7	3	0	7	5	3	7	0	18	1	2	1	1	6	0	2	1	3	2	1	3	9	0	0	1	4	7	2	0	3
A[Ins(T):R(5,7)]C	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	2	4	4	3	8	3	3	3	2	1	0	0	2	19	5	0	5	0	6	3	1	2	6	4	1	0	1	1	5	5	0	0	1	2	12	1	1	3	4	5	4	1	2	6	4	2	0	4	0	4	2	0	3	6	2	3	3	6	0	13	1	9	3	1	6	1	4	2	5	0	3	1	4	1	6	4	0	0	1	9	3	0	2
A[Ins(T):R(5,7)]G	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	4	6	8	8	3	0	1	2	0	2	1	1	14	0	2	7	0	9	3	0	0	12	4	2	1	1	2	1	1	0	0	0	7	7	2	1	7	1	0	3	4	6	15	2	0	3	5	1	4	1	0	5	1	4	4	5	5	5	14	4	16	1	4	3	2	6	0	3	1	8	2	0	2	8	0	0	1	6	1	4	0	4
C[Ins(T):R(5,7)]A	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	5	2	1	2	0	0	1	2	0	0	0	0	4	1	0	1	0	1	2	0	0	4	4	0	0	0	1	1	3	1	1	0	3	4	0	1	1	0	2	1	0	2	3	0	0	3	3	0	3	0	0	1	3	0	0	4	0	0	6	1	2	3	2	1	1	1	0	1	1	1	0	0	3	5	0	0	0	1	5	1	0	1
C[Ins(T):R(5,7)]C	2	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	6	2	1	2	4	1	0	3	0	0	0	1	7	2	0	2	2	2	2	0	0	8	5	1	0	1	0	3	4	1	0	0	3	10	1	0	2	1	2	3	1	2	4	2	4	1	2	0	3	0	0	0	0	0	0	3	2	1	5	1	3	0	3	2	2	2	0	2	0	0	2	3	2	1	0	0	0	1	6	1	0	2
C[Ins(T):R(5,7)]G	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3	8	1	0	0	1	0	1	0	0	5	0	1	1	0	2	0	1	0	8	2	0	0	0	3	2	2	0	0	0	4	6	2	0	0	2	1	2	1	6	3	1	1	1	3	0	4	0	0	1	3	0	1	6	1	0	11	1	6	1	2	1	0	3	1	1	0	4	1	0	0	2	0	1	1	3	5	1	0	1
G[Ins(T):R(5,7)]A	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	1	0	1	0	1	0	0	0	0	0	1	1	2	0	3	1	0	0	6	1	2	0	1	0	3	1	0	0	1	1	5	2	0	2	3	1	1	1	2	7	2	2	2	0	0	5	2	0	1	2	0	0	1	8	1	5	2	4	3	1	1	1	3	1	0	0	2	0	0	4	6	0	0	0	1	3	0	0	1
G[Ins(T):R(5,7)]C	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	2	5	0	2	2	0	0	4	0	0	0	1	2	0	0	1	1	1	3	0	1	6	3	1	0	2	2	0	0	0	0	0	5	2	0	2	1	1	0	3	2	4	6	1	1	1	1	0	1	0	0	0	3	1	1	0	0	0	8	3	8	0	1	2	0	2	0	1	1	2	1	4	3	5	0	0	0	1	3	1	0	0
G[Ins(T):R(5,7)]G	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	6	4	1	6	2	1	1	2	0	0	0	0	4	0	0	1	2	3	1	0	0	7	8	0	0	0	4	1	2	2	0	0	3	3	2	1	3	1	4	1	2	1	2	3	2	2	1	0	6	1	0	3	2	0	1	3	2	0	3	2	10	3	2	0	0	2	1	0	1	3	1	0	3	5	2	0	1	1	2	0	0	0
A[Ins(T):R(8,)]A	0	0	0	1	0	1	3	0	0	1	1	0	0	0	1	0	4	3	1	9	0	0	0	0	0	0	0	1	15	1	0	1	0	4	2	2	0	18	5	2	0	1	1	3	2	0	0	0	2	11	4	1	3	3	3	1	2	6	6	3	1	3	0	0	2	2	1	2	1	4	2	1	4	1	9	0	8	2	1	1	1	3	2	4	1	6	0	1	3	5	0	0	0	5	4	1	1	3
