MutationType	SP53460	SP50827	SP50263	SP50317	SP54113	SP50406	SP51824	SP55387	SP52779	SP55235	SP50713	SP50611	SP50485	SP51037	SP55142	SP53387	SP54745	SP52284	SP53618	SP52232	SP50412	SP50321	SP53548	SP55004	SP56079	SP56168	SP54363	SP53810	SP50518	SP56303	SP55711	SP55509	SP55309	SP52607	SP52667	SP51446	SP50592	SP53073	SP56638	SP56537	SP57586	SP56541	SP56553	SP56771	SP57941	SP57818	SP56460	SP56474	SP56704	SP56533	SP56730	SP59245	SP57024	SP57933	SP56754	SP56827	SP57084	SP57538	SP57735	SP57669	SP56566	SP56569	SP58342	SP58349	SP56644	SP57629	SP56941	SP57619	SP58245	SP57251	SP56502	SP58668	SP58101	SP58991	SP56607	SP58326	SP57267	SP57066	SP57901	SP57651	SP57450	SP57846	SP58612	SP56821	SP58882	SP57189
T[Del(C):R6]T	0	1	0	0	3	0	1	0	3	4	1	3	1	0	8	3	0	0	2	2	0	2	0	0	5	0	1	12	1	0	0	4	0	0	0	0	0	3	3	4	3	5	12	0	2	1	2	1	3	1	1	5	3	1	1	3	3	2	2	2	1	3	4	2	1	0	0	1	7	2	3	4	1	3	1	10	4	3	1	1	0	2	4	4	1	5
T[Del(C):R7]A	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	2	1	0	2	0	0	0	1	0	2	0	1	4	0	0	0	1	0	0	1	0	0	0	1	0	0	1	2	0	1	2	1	0	2	1	1	1	0	3	0	1	1	1	1	1	0	1	2	1	0	2	0	1	3	1	0	3	1	0	0	2	0	1	0	2	0	1	0	2	0	6
T[Del(C):R7]G	0	0	0	0	3	0	1	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0
T[Del(C):R7]T	0	0	0	0	0	0	0	0	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	0	0	2	0	1	0	0	0	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	1	3
T[Del(C):R8]A	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2
T[Del(C):R8]G	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
T[Del(C):R8]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R1]A	11	18	3	2	26	0	5	3	9	28	2	10	0	3	59	9	9	1	19	7	0	5	1	0	7	3	11	68	0	3	3	20	0	1	9	2	1	9	17	17	12	10	27	4	26	20	10	6	21	7	13	11	6	17	6	10	15	22	16	24	3	9	27	14	20	7	1	9	27	13	14	23	20	9	3	25	18	29	9	3	2	17	12	16	6	53
A[Del(T):R1]C	3	4	2	2	5	0	0	1	1	4	1	6	0	1	10	4	1	2	6	0	1	0	0	0	4	1	5	5	1	4	1	2	0	1	2	0	3	3	2	2	2	2	5	3	7	5	7	2	5	4	2	5	1	6	6	1	2	2	5	3	0	2	3	5	2	1	0	0	4	10	5	1	6	4	3	4	6	3	3	2	2	0	3	3	8	2
A[Del(T):R1]G	5	3	4	2	11	0	2	2	4	7	5	4	2	1	16	6	4	2	7	2	1	1	0	0	6	3	5	18	0	2	1	4	0	1	3	3	1	2	3	6	2	7	8	3	10	10	3	2	5	0	5	4	2	8	5	4	3	7	4	7	1	3	3	4	4	2	1	2	6	6	3	5	3	1	0	8	5	3	2	3	0	5	4	4	8	13
A[Del(T):R2]A	3	3	2	1	10	0	0	1	5	7	3	2	2	1	21	7	6	1	7	3	2	4	0	0	2	2	4	11	3	4	1	6	0	0	4	0	6	5	6	3	3	1	6	6	4	8	3	1	4	3	4	6	2	2	5	5	10	4	5	8	3	3	6	1	6	9	0	5	9	7	4	9	5	3	2	4	7	2	3	4	2	7	1	4	5	12
A[Del(T):R2]C	2	2	0	3	7	0	2	1	2	4	1	0	2	0	12	2	4	2	2	1	1	1	1	0	2	2	4	4	3	3	2	3	0	0	2	0	1	6	3	3	2	0	1	2	6	2	2	0	3	1	3	1	2	1	1	2	4	2	4	4	0	4	1	2	3	2	1	0	0	3	3	2	3	0	2	0	2	3	1	0	3	1	1	2	3	4
A[Del(T):R2]G	4	6	1	0	11	0	1	2	2	14	3	6	0	0	12	6	4	1	5	1	0	3	1	0	7	3	4	25	2	0	1	5	0	0	3	1	0	2	6	9	5	5	16	2	8	12	2	1	5	1	2	5	3	17	3	3	3	4	3	10	1	4	9	5	7	4	2	7	17	0	7	8	12	5	2	12	5	4	1	4	2	8	7	1	3	15
A[Del(T):R3]A	4	7	2	2	8	0	4	1	2	12	3	4	0	1	32	6	3	1	6	1	0	5	0	0	3	3	4	17	0	3	1	9	0	0	1	1	1	4	5	10	4	4	9	1	13	6	4	2	7	6	8	7	1	13	2	2	9	7	3	9	1	5	7	11	9	12	2	2	3	12	9	5	6	4	2	17	8	6	5	7	2	6	7	4	4	8
A[Del(T):R3]C	0	1	1	0	3	0	2	0	1	3	2	4	1	0	8	1	1	0	4	2	1	0	1	0	2	3	0	3	3	1	1	1	0	0	3	0	0	4	2	1	5	2	4	2	4	5	0	0	0	4	5	1	1	8	4	1	2	4	2	1	2	1	4	3	5	1	0	4	1	4	1	7	1	3	0	2	2	2	1	3	3	0	5	0	2	7
A[Del(T):R3]G	4	3	1	2	9	0	1	1	3	7	0	4	1	1	12	3	0	0	7	1	0	2	1	0	0	1	2	12	0	3	0	4	0	1	2	1	2	6	6	13	5	2	11	0	7	6	3	2	9	3	3	9	2	3	4	0	4	3	3	4	1	7	6	2	4	4	0	4	5	5	5	5	7	3	1	6	5	3	5	1	1	6	2	3	2	7
A[Del(T):R4]A	0	8	2	6	12	0	3	0	9	7	0	3	0	1	16	9	6	2	6	1	0	1	2	0	4	4	4	15	3	3	1	7	0	0	2	2	4	1	4	6	10	8	3	2	4	5	9	5	8	4	10	7	1	20	5	6	14	9	2	8	3	7	11	4	9	7	0	3	10	9	9	6	8	2	2	9	9	6	5	5	4	3	4	5	4	9
A[Del(T):R4]C	1	2	1	1	4	0	3	0	1	10	1	3	0	0	14	2	5	1	3	1	0	1	2	2	2	0	4	2	3	1	2	0	1	0	2	2	1	0	2	9	7	4	4	1	6	1	4	1	4	5	4	1	0	4	1	5	5	4	6	8	1	3	4	6	5	6	2	7	8	5	7	5	3	2	3	2	3	0	3	5	0	3	6	3	9	8
A[Del(T):R4]G	4	8	0	3	16	0	0	1	1	8	3	8	2	0	17	4	3	2	8	3	0	2	2	0	1	1	7	10	2	3	1	10	0	2	1	0	1	1	5	8	3	3	11	3	13	10	3	4	13	7	5	6	3	11	7	2	9	5	8	4	1	5	9	8	12	11	0	5	10	10	9	14	7	6	0	14	9	3	6	1	1	3	4	7	6	21
A[Del(T):R5]A	1	5	4	5	14	0	4	0	2	8	2	3	1	1	23	6	7	2	7	0	0	2	0	0	2	3	2	8	2	2	2	6	0	1	1	2	2	4	6	4	7	6	8	7	8	7	4	5	8	2	10	8	2	9	6	5	5	8	8	6	3	3	8	13	7	6	1	6	8	8	10	5	17	5	1	11	7	6	4	4	3	4	9	1	3	11
A[Del(T):R5]C	1	2	2	3	5	0	1	0	6	5	0	2	1	1	10	2	1	2	1	0	0	2	0	0	2	0	3	5	3	1	0	4	0	1	2	1	0	5	4	6	0	2	5	3	3	5	1	3	1	3	4	4	1	1	1	3	5	7	3	2	2	4	5	5	1	6	0	2	3	2	6	4	3	1	2	2	4	1	2	1	2	3	1	0	2	10
A[Del(T):R5]G	1	5	4	1	5	0	0	0	4	7	0	9	0	1	18	5	4	1	4	1	0	0	0	0	2	3	2	4	3	1	2	9	0	0	4	0	0	4	2	4	3	4	9	1	13	2	3	2	8	2	4	7	3	12	0	1	7	4	1	6	0	5	5	10	5	4	0	5	6	12	5	5	2	2	1	10	7	4	1	4	1	4	2	6	3	13
A[Del(T):R6]A	1	3	0	9	7	0	2	0	3	5	0	1	0	0	19	4	9	1	4	1	1	0	1	0	1	6	2	8	0	5	2	6	0	0	1	1	0	1	1	7	9	4	13	5	4	5	6	11	4	6	3	5	1	16	9	2	10	5	4	5	2	2	14	8	6	14	0	2	4	9	8	4	10	8	2	12	4	6	4	2	2	3	6	7	5	15
A[Del(T):R6]C	1	4	2	5	3	0	1	0	1	4	0	1	0	0	7	1	5	1	2	0	0	0	1	0	1	2	4	1	1	2	0	0	0	0	1	0	1	0	4	1	4	0	2	1	4	2	4	3	1	1	7	3	3	7	1	2	2	6	4	2	0	4	3	1	6	11	0	0	3	5	4	2	1	3	1	7	1	1	1	2	1	3	2	2	2	8
A[Del(T):R6]G	4	4	1	2	4	0	2	1	3	6	1	4	0	1	14	0	1	0	2	0	1	0	0	0	2	0	1	4	1	2	0	2	1	0	1	0	0	1	1	7	4	4	2	3	6	6	1	4	2	5	4	3	2	6	0	1	4	7	5	3	0	3	5	8	2	13	0	6	6	7	5	5	6	4	3	10	8	3	4	1	3	2	3	3	4	12
A[Del(T):R7]A	0	3	1	9	2	0	0	0	2	4	1	0	2	2	9	0	5	3	2	0	0	2	2	0	1	3	4	3	1	2	2	2	0	0	3	0	2	1	0	3	10	3	9	3	3	2	7	6	2	6	2	7	1	15	4	1	4	5	4	1	3	2	5	0	3	14	1	2	4	6	8	3	6	10	1	10	5	2	5	2	4	1	4	1	7	14
A[Del(T):R7]C	3	5	1	5	3	0	3	1	0	1	0	1	0	0	9	2	4	1	1	0	1	0	0	0	1	2	2	5	1	2	1	0	0	1	3	0	1	0	4	2	3	2	4	0	2	2	7	2	1	2	5	1	1	12	2	0	5	7	3	3	3	3	6	3	4	6	0	5	3	5	2	8	2	11	5	7	5	3	1	1	2	3	3	3	3	10
A[Del(T):R7]G	2	2	3	2	3	0	2	0	2	3	0	0	1	0	6	2	3	0	2	1	0	0	1	0	1	2	2	1	0	3	0	1	0	0	2	1	0	2	0	5	3	2	4	0	2	2	4	3	1	2	4	3	0	4	4	1	4	7	5	2	0	0	5	4	5	9	0	0	4	3	5	7	1	7	0	4	4	2	2	0	1	3	3	5	0	9
A[Del(T):R8]A	0	2	5	10	2	0	0	0	1	0	1	1	3	0	9	0	2	0	0	0	0	0	1	0	0	3	4	0	1	4	1	0	0	0	0	1	0	1	2	3	2	0	8	1	2	4	4	6	4	2	2	1	1	7	2	1	4	4	1	4	1	5	1	1	5	9	0	3	1	4	6	4	3	5	1	9	3	2	5	1	4	3	2	2	1	16
A[Del(T):R8]C	0	5	3	5	1	0	1	0	1	1	0	0	0	1	12	1	1	1	2	0	1	0	0	0	0	2	1	0	0	1	0	1	0	0	0	1	2	0	4	2	1	1	5	3	6	1	3	4	2	1	4	1	0	9	3	0	1	1	1	2	4	2	2	2	4	7	0	2	2	1	4	4	4	4	1	5	5	4	1	1	4	0	2	3	4	13
A[Del(T):R8]G	1	0	0	1	1	0	0	0	0	1	0	1	0	0	5	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	1	1	1	0	6	2	0	1	0	5	0	2	2	0	1	8	2	0	4	1	1	1	4	2	0	2	4	4	0	0	4	0	2	0	0	3	0	1	4	1	2	2	0	0	2	1	3	8
A[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R1]A	9	12	2	0	34	0	4	3	12	22	2	13	1	1	29	11	6	0	21	8	1	3	3	0	10	4	10	39	2	7	1	15	1	1	5	3	3	8	10	15	7	7	21	4	22	12	3	1	10	4	14	16	6	16	8	13	13	14	15	10	4	9	14	15	13	14	1	15	12	16	11	16	7	15	6	19	12	15	12	4	5	10	10	13	2	38
C[Del(T):R1]C	1	6	0	2	10	0	3	1	7	10	3	5	1	1	17	2	7	2	4	4	0	4	1	0	3	1	6	15	0	6	0	2	0	2	2	0	0	4	4	2	1	4	6	4	6	5	6	2	8	5	9	5	0	9	6	3	3	2	7	6	2	4	4	6	6	6	0	2	6	1	2	8	8	5	2	10	6	9	4	1	3	4	0	4	2	9
C[Del(T):R1]G	8	13	1	2	26	0	7	2	5	23	5	14	1	1	38	2	6	2	11	5	1	2	1	0	8	2	7	26	5	3	3	10	0	0	7	6	1	2	5	13	3	8	17	4	13	9	8	1	12	8	15	13	3	15	6	5	10	15	10	17	3	10	14	12	11	14	1	11	13	13	17	9	11	5	11	19	16	13	9	8	5	6	7	7	2	25
C[Del(T):R2]A	6	21	5	0	21	0	4	0	12	25	2	8	0	0	28	13	5	1	17	5	1	4	0	0	12	4	8	71	3	2	1	21	1	0	8	3	4	10	8	10	6	11	22	1	21	22	1	2	14	2	2	8	3	12	6	6	8	14	12	19	5	7	19	7	5	10	1	7	12	11	7	10	11	5	7	23	6	13	6	2	3	14	7	5	10	27
C[Del(T):R2]C	7	14	4	2	25	0	2	2	10	19	2	13	1	1	25	6	4	1	16	2	0	2	1	0	15	3	10	42	0	1	0	12	1	1	9	1	0	7	7	7	7	19	17	2	14	11	3	1	15	5	12	6	6	9	7	11	5	11	7	6	1	8	12	6	3	5	0	13	7	4	7	9	5	9	3	6	9	16	6	5	0	8	9	8	4	18
C[Del(T):R2]G	10	17	2	0	31	0	6	3	16	30	2	17	0	0	37	16	6	0	22	8	1	1	2	0	15	1	7	74	1	1	1	17	0	0	7	1	1	6	10	11	5	8	26	1	25	15	2	0	17	2	14	13	6	15	2	13	9	9	7	13	3	6	22	7	13	6	0	12	18	3	10	21	13	6	7	19	15	16	8	4	3	14	8	6	4	31
C[Del(T):R3]A	7	9	2	4	11	0	3	0	7	13	1	7	0	1	22	7	3	2	9	5	0	4	0	0	9	1	7	22	0	0	1	6	0	1	6	2	1	3	6	6	5	4	9	2	5	5	7	3	4	4	7	9	5	9	3	6	5	9	10	11	2	9	12	6	10	6	1	3	4	6	7	6	10	5	5	14	5	7	7	3	2	6	3	6	4	19
C[Del(T):R3]C	3	2	2	0	7	0	3	0	4	7	0	3	0	0	20	1	5	0	5	1	0	1	0	0	4	2	2	10	1	3	2	6	0	1	1	1	1	5	3	2	3	4	13	1	6	2	2	1	1	1	2	6	3	4	4	2	5	4	1	8	1	0	5	7	5	4	0	4	9	3	5	7	2	2	2	6	6	5	4	0	0	2	0	1	5	7
C[Del(T):R3]G	4	9	2	0	26	0	6	0	4	17	3	6	0	1	28	5	3	1	13	6	0	5	0	0	4	3	4	27	0	2	0	9	0	0	6	1	1	1	7	11	8	3	9	4	12	8	2	2	11	6	8	7	3	13	5	6	4	6	10	5	5	2	6	7	8	5	2	8	9	9	9	9	5	7	2	14	6	8	3	2	2	8	9	4	4	14
C[Del(T):R4]A	12	13	0	6	21	0	2	1	12	12	2	4	0	2	25	7	8	1	7	5	2	4	1	0	6	4	7	28	2	4	2	8	1	1	3	1	0	3	9	8	6	4	8	2	15	10	4	4	3	6	4	0	5	5	7	6	11	6	7	12	3	5	10	14	14	9	0	11	12	11	8	7	3	3	3	18	5	8	6	1	1	5	2	4	3	23
C[Del(T):R4]C	4	11	0	1	12	0	4	0	4	11	2	5	1	0	18	6	3	1	7	1	0	3	2	0	2	0	4	16	3	5	1	4	0	1	4	0	0	2	6	9	6	5	8	2	9	6	7	3	4	7	9	2	3	9	3	3	7	3	9	6	1	7	6	9	3	5	1	6	4	8	6	10	10	2	2	5	6	12	2	2	3	5	1	2	7	12
C[Del(T):R4]G	9	10	2	4	20	0	5	4	8	16	1	10	1	1	31	3	4	0	11	4	1	8	2	0	5	2	7	27	2	3	1	10	0	1	8	1	0	3	12	15	12	8	10	0	32	11	4	3	16	5	9	11	2	20	6	4	7	7	12	14	2	18	11	10	10	9	0	11	21	18	14	16	8	5	2	14	16	12	12	4	5	7	8	5	3	27
C[Del(T):R5]A	8	9	1	1	5	0	3	0	6	10	1	6	1	0	20	8	6	1	4	7	0	1	0	0	4	1	5	9	2	5	1	7	1	0	2	4	2	7	7	9	5	5	4	3	10	4	2	1	4	4	1	6	3	5	1	3	7	8	8	8	2	5	9	2	4	6	0	7	12	14	8	7	8	6	3	12	6	8	3	5	2	5	1	2	2	11
C[Del(T):R5]C	3	8	6	0	4	0	3	1	4	5	1	5	1	0	15	2	5	0	9	5	0	1	0	0	3	0	3	6	1	2	1	7	0	0	2	0	0	2	4	4	1	7	10	2	13	1	1	5	1	6	6	4	4	5	5	1	5	14	8	4	0	5	1	6	4	8	0	4	6	2	0	9	5	4	2	9	9	4	0	2	3	8	5	2	2	14
C[Del(T):R5]G	2	4	0	2	5	0	4	1	9	8	0	4	0	0	13	2	3	0	9	3	0	4	0	0	3	0	3	8	0	0	1	7	1	0	6	0	1	3	5	9	4	4	11	2	17	6	4	2	9	3	2	5	4	9	7	3	9	6	8	7	0	2	10	11	4	4	0	9	5	5	3	3	3	2	1	11	6	7	5	0	4	3	2	7	3	14
C[Del(T):R6]A	1	5	1	4	10	0	3	0	0	4	2	3	0	1	7	4	1	2	3	0	0	1	1	0	3	1	7	9	1	0	0	1	0	0	0	1	0	3	4	4	1	0	5	1	3	5	1	4	5	1	0	5	5	7	2	4	4	8	10	8	0	2	5	3	4	5	1	2	9	6	4	4	7	2	3	4	8	4	0	1	3	5	2	2	5	13
C[Del(T):R6]C	3	2	1	1	4	0	2	0	3	3	1	2	0	0	12	3	2	2	1	1	0	0	0	0	0	2	1	2	0	1	2	2	0	1	1	0	1	2	2	6	0	2	2	2	2	4	3	2	4	1	4	2	5	6	1	2	10	6	3	2	3	3	5	7	2	7	0	3	9	2	7	7	3	0	2	6	5	8	2	0	1	5	2	2	1	6
C[Del(T):R6]G	2	5	1	1	4	0	2	0	2	6	0	3	0	1	11	2	2	0	1	1	0	0	0	0	2	1	4	7	1	1	0	2	0	0	0	1	0	1	3	6	2	1	3	1	12	1	1	2	3	1	4	2	1	4	2	2	2	4	4	4	0	3	5	6	1	5	0	2	4	10	4	6	3	2	1	3	3	0	1	2	3	1	1	3	2	8
C[Del(T):R7]A	2	1	4	1	6	0	0	0	0	5	0	1	1	2	13	1	3	1	2	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	2	0	3	0	4	2	3	4	4	4	2	4	1	3	1	1	3	6	7	3	0	4	5	3	5	6	1	0	9	1	7	5	7	4	2	6	1	0	5	2	0	6	4	1	2	12
C[Del(T):R7]C	0	4	2	3	2	0	1	0	2	2	0	1	0	1	14	1	2	1	1	2	0	1	0	0	1	0	3	6	1	0	2	1	0	0	0	1	0	0	1	3	1	1	8	3	2	3	4	4	5	3	3	3	1	3	3	3	6	3	3	6	2	3	3	6	4	4	0	2	8	1	0	4	5	5	0	8	7	4	1	4	6	2	4	6	3	6
C[Del(T):R7]G	0	3	0	4	4	0	0	0	4	4	0	2	1	0	10	2	1	1	2	1	0	0	0	0	0	1	1	2	1	2	0	1	1	0	3	0	0	1	2	2	2	3	5	1	2	3	2	5	1	1	0	0	1	4	1	0	0	3	7	4	2	0	6	5	3	4	1	1	8	4	2	5	2	1	1	3	2	4	5	1	1	2	2	0	0	13
C[Del(T):R8]A	0	1	0	5	1	0	1	0	0	2	0	1	0	1	8	0	2	1	0	0	0	0	0	0	1	0	1	0	0	2	0	2	0	0	1	0	0	1	2	1	3	2	1	3	5	1	2	4	1	0	6	2	0	5	0	1	3	4	0	5	4	1	3	2	2	10	0	2	5	3	2	0	2	6	0	6	4	3	2	1	5	1	2	2	6	9
C[Del(T):R8]C	1	2	1	3	2	0	1	0	2	1	0	0	0	2	2	0	4	0	1	1	0	0	0	0	0	0	2	1	0	1	0	1	0	0	1	0	1	0	0	1	1	0	3	0	3	0	5	3	5	3	1	1	2	7	3	1	2	2	1	1	2	1	4	0	3	6	0	1	5	0	3	2	2	2	1	1	2	1	2	2	0	0	4	3	1	6
C[Del(T):R8]G	0	1	0	1	0	0	1	0	0	4	0	0	0	1	3	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	2	0	2	2	2	1	2	3	2	0	3	1	0	3	0	0	4	1	1	1	1	1	0	2	3	7	0	0	5	1	1	1	2	2	1	4	3	1	0	0	0	1	0	3	1	1
C[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R1]A	3	5	0	2	11	0	3	1	5	7	1	6	0	0	22	6	2	0	8	2	2	0	1	0	3	1	6	30	1	1	1	8	0	0	3	1	0	2	4	7	1	3	13	3	15	7	4	1	6	2	6	6	3	4	13	3	3	6	2	7	2	2	9	8	5	6	1	7	6	4	9	9	3	3	3	6	6	8	7	2	3	9	6	2	3	10
G[Del(T):R1]C	2	0	2	3	6	0	2	0	2	8	1	0	0	0	10	2	7	1	3	0	0	0	1	1	2	1	2	11	1	5	0	5	0	0	0	0	0	1	6	1	4	2	3	1	2	2	1	1	4	0	3	3	2	3	2	2	6	4	4	8	1	2	7	9	9	4	0	6	1	5	3	4	4	1	1	4	4	6	3	4	1	3	0	0	1	6
G[Del(T):R1]G	4	7	0	1	12	0	2	2	5	14	1	12	0	0	16	5	0	1	4	5	0	1	0	0	4	2	1	17	0	2	0	9	0	0	7	0	1	1	3	4	1	6	8	0	8	5	2	3	2	2	6	6	4	5	5	1	5	3	5	5	3	1	7	8	3	1	0	6	6	2	3	4	3	4	3	5	7	5	4	1	2	6	5	6	1	11
G[Del(T):R2]A	1	5	1	0	5	0	1	0	3	5	0	1	0	0	12	4	14	1	7	1	1	2	4	0	5	2	5	11	1	1	2	5	1	0	3	0	0	5	1	2	2	5	6	1	5	3	3	0	2	0	6	4	1	4	2	4	6	3	0	6	0	1	4	7	3	2	0	4	2	3	3	0	6	1	1	3	3	6	3	0	2	4	0	0	3	6
G[Del(T):R2]C	1	1	0	1	2	0	2	0	3	1	0	3	1	0	5	1	10	0	0	0	0	2	0	0	3	1	0	4	2	0	0	1	0	2	1	0	0	1	0	5	3	2	5	2	4	2	3	1	0	2	0	1	1	1	2	1	0	0	1	0	1	1	0	1	2	1	2	1	0	0	0	1	1	1	0	2	1	0	2	0	0	4	1	4	1	1
G[Del(T):R2]G	2	5	1	3	11	0	5	1	6	7	1	4	1	0	16	5	5	0	12	4	0	2	2	0	7	2	5	19	0	4	1	5	0	0	6	0	1	0	5	3	4	3	9	0	9	4	2	2	7	4	8	3	3	9	1	1	8	2	7	5	2	1	5	6	4	2	0	7	10	7	2	6	8	3	0	9	4	4	0	1	2	6	3	2	1	15
G[Del(T):R3]A	2	2	3	1	4	0	2	1	6	5	0	3	0	0	14	2	2	0	6	2	0	0	1	0	1	1	2	8	2	1	2	1	0	0	3	1	0	3	1	3	1	1	3	2	3	2	3	1	1	3	3	2	3	6	2	4	2	5	4	4	2	4	4	4	3	4	0	6	5	5	2	6	4	4	1	4	8	2	6	1	1	2	2	1	2	7
G[Del(T):R3]C	1	3	1	2	2	0	0	0	4	1	2	3	0	0	12	3	1	0	0	0	1	0	1	0	0	0	3	6	0	1	3	3	0	1	2	0	2	0	0	0	1	1	7	0	2	2	2	1	3	0	4	0	1	3	2	0	4	3	1	4	0	2	5	1	1	1	1	4	0	1	2	3	1	4	4	1	3	1	3	0	0	4	2	3	2	3
G[Del(T):R3]G	1	2	0	2	6	0	1	3	4	4	0	5	0	0	15	3	0	0	5	2	0	0	2	0	3	2	1	8	1	0	0	1	0	0	3	2	0	3	4	5	5	3	6	1	9	5	3	1	4	2	2	8	4	8	1	1	2	3	0	5	2	2	0	2	2	1	0	0	3	6	5	1	3	2	0	5	1	1	3	2	0	3	2	5	2	7
