hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16	hdp.17	hdp.18	hdp.19	hdp.20	hdp.21	hdp.22	hdp.23	hdp.24	hdp.25	hdp.26	hdp.27	hdp.28	hdp.29	hdp.30	hdp.31	hdp.32	hdp.33	hdp.34	hdp.35
A[Del(C):R4]G	0.000268657665444069	3.22513108741105e-05	0.000443442612684055	4.76567121312578e-05	0.00010510780550933	0.000172620270921068	0.00047347413582371	9.4477448794953e-05	0.000813755481240024	7.00436571075197e-05	0.000310637970335067	0.000308587854575046	0.000396501634090842	0.000188507501456671	0.000780677834171369	0.00151948325254475	0.000228173690644669	0.000129921669591568	0.000501866333660615	0.000648280950196411	9.31084635301978e-05	0.000103914955162528	5.29257209855148e-05	0.00278200574508759	0.000124874622863046	0.000153175587495755	0.000505993859601699	0.000365238309098294	0.000334794920539273	3.13572124920436e-06	7.87949532185696e-05	0.00107835254441638	1.53495248893023e-05	0.000136918632964361	0.000199611655908371
A[Del(C):R4]T	0.000524872020248876	8.12903083329447e-05	0.000884930385864789	0.000253232105199335	0.000288319451903959	0.00019577355655225	0.000462343925047324	0.000536074161452033	0.00253492737325501	0.000279724034394175	0.000941272022217866	0.00170585304799775	0.000514337266422729	0.000208475239253775	0.000994794394932159	0.00281645216337866	0.000916755767948074	0.000118749968887103	0.00151445555300377	0.00216792025402186	0.000162640691172165	0.00035938523547897	0.000152829944576202	0.0053493541018522	0.000417477282189639	0.000275363537580527	0.00180385439459599	0.000742795613723308	0.00104998349308207	0.000240773505464475	0.000330603117131083	0.00107835254441638	0.000134618193439098	0.000737288141167679	0.00124192484041089
A[Del(C):R5]A	0.00223448802419301	0.000321202155973445	0.000973353592072356	0.000266877587935044	0.000161114751921647	0.000915614429371324	0.000676773409496339	0.000387825123649327	0.00102334672903173	0.000151304734161495	0.000877594847114329	0.000204488690658469	0.000797947420587218	0.000214272042591504	0.00172825547814848	0.00638618709239762	0.00153421294875729	0.000139298952048166	0.000751052052654187	0.00230195117623407	0.00018497085201082	0.000653289665937349	0.000326086963690715	0.00987182786935603	0.000720523383354123	0.000277097708114536	0.000609122958772831	0.00087772541487445	0.00112409065774164	0.000176705019031868	0.000997895474394752	0.00108801851429884	7.41258111890219e-05	0.000855617557955305	0.000975147671874755
A[Del(C):R5]G	0.000604434284926623	8.09073228458211e-05	0.000139566665519065	5.37846752338725e-05	9.22692901009683e-05	0.00013972580235189	7.68131269513057e-05	0.000115242644300636	0.000444161632497919	6.34151816846141e-05	0.000198796486118006	0.000298295297614006	4.89568032312653e-05	0.000148012876783917	0.000374841077603722	0.000912016274130409	7.56443221016057e-05	2.6308486892122e-05	0.000184993128516752	0.00024896263742758	6.61783639513191e-05	2.42218258675484e-05	6.84796945315676e-05	0.00116541225078549	0.000110283445674145	0.000176089381764793	0.000246902058086233	0.00037625421792875	0.000128503838484682	8.51989716687229e-05	6.93611668362598e-05	0.000618198464235276	2.93643084838826e-05	6.59317958144276e-05	0.000783871972869593
A[Del(C):R5]T	0.00238903846032744	8.23343885729027e-05	0.000689458113188024	0.000244507420082387	0.000240933267012492	0.000330378993513655	0.00022186639364574	0.000360589401027443	0.000902437917623211	0.000372688698643871	0.000634396367657389	0.000253280536697896	0.000655875747051734	0.000267281996248878	0.00033474538520039	0.00269202297232014	0.000572631654056954	0.000272983111514296	0.000587798979190868	0.00136392036115378	0.000327351974715265	0.000381775795551395	0.000183406486223677	0.00473141220285063	0.000345658678518796	0.000473712846035962	0.00118101655175946	0.00104456877446651	0.000577815935785625	0.00010914447938992	0.000490414941489406	0.00043708668591979	0.000114215719362634	0.000337948886431612	0.00172217152951615
A[Del(C):R6]A	0.00450148000887343	0.000416363280983069	0.000694586939411791	8.24614365956327e-05	0.000238783461915589	0.000346625651770383	0.000224666763061419	0.000277155641729231	0.000135094840281795	0.000244565841855865	0.000352727376005424	0.000755754264406669	0.00248753879705476	0.000330797836889853	0.00144635375177659	0.00271230649836245	0.000145204610392128	0.000428779134550921	0.000354749607976833	0.00120046833535452	0.000131104453474707	0.000642351575289471	0.000728343925528389	0.00344928314509697	0.000204693312609175	0.000112721084710592	0.000923927920032552	0.00035602017728398	0.000298293054813073	0.000326115009917253	0.00117795231604973	0.000775896259727923	0.000104252828984174	0.000437310634750007	0.000814799965838505
A[Del(C):R6]G	0.00113081230343744	3.81749445942668e-05	0.000145956678519168	1.75509075175838e-05	0.000146682192653857	0.000217045968865567	4.62354405471784e-05	1.63041358455821e-05	0.000105073481424547	4.33993203002408e-06	6.08567949700203e-05	6.85945637573925e-05	0.000905070722707115	6.98674247050724e-05	0.000425077920355252	0.000370121856101318	8.14293861922429e-05	0.000205200409312591	0.000142505198854266	0.000101643923089546	5.1498236004085e-05	6.77483258984825e-05	9.07403062955028e-05	0.000586206726609213	2.25408317425499e-05	0.000118463747790425	0.000307520707483148	0.000345112859011546	4.1164332328007e-05	9.57820308847876e-05	5.53691956857367e-05	0.000657517011047972	3.05560417827415e-05	4.33057551843842e-05	0.00014930389052117
A[Del(C):R6]T	0.00214870071569955	0.000101489281298087	0.000232219518489492	0.000238398260180456	0.000300348020702666	0.000313719829841138	0.000120742874117312	0.00011585449466266	0.0003324782008724	0.000392076099925536	0.000299522354514736	6.65576357087462e-05	0.00109895905233589	0.000224078993226922	0.00026510047885145	0.00101539294801973	0.000269371718122179	0.000358073267138981	0.000180216047988231	0.000194404662728896	0.000161084647204785	0.000427050409921075	0.000357965637119183	0.00217570643035541	0.000209812626662755	0.000108172440686961	0.000359728320097427	0.000561980268999082	0.000206179631610255	5.84740746584585e-05	0.000593384834858422	0.000603333665929986	9.47666319252575e-05	0.000326126757675492	0.000529890763656216
A[Del(C):R7]A	0.0054221174538722	0.000289868512036696	0.000255752329523498	4.14817410269354e-05	0.000190595946867761	0.000154867400228706	4.11880681273033e-05	7.33864220177127e-05	6.61606816490624e-05	0.000172850243720385	0.000273500122639633	0.000656349477714786	0.000680548036996996	0.000535594923611324	0.000517238405807986	0.000668519222802231	7.61675191123868e-05	0.000401747091913691	6.13382163560505e-05	0.000474190858991904	0.000121204046240022	0.000693121920799323	0.00100814773629148	0.00145763068136641	4.82866381459052e-05	0.000113403381314136	0.000608474204920855	0.000312402969811801	0.000470221972056241	0.000369836941426045	0.000938494493306336	0.000545414866315593	0.000144199729161924	0.000377506161766495	0.000474167281045274
A[Del(C):R7]G	0.00121565384502241	3.04496872134117e-05	5.68888657370289e-05	4.62389507997538e-05	0.000189294862420336	5.05754346477793e-05	2.13549128794385e-05	2.18317428833209e-05	1.05127013608975e-05	4.30435881666322e-06	1.62795938492905e-05	9.05825950109913e-05	0.000647683965124918	9.35613669084183e-05	8.0103961096767e-05	9.11138139450202e-05	6.17472129295236e-05	9.63197407887591e-05	3.76069499159688e-05	1.92891983489949e-05	3.04947421336336e-05	4.52618515880033e-05	0.000200701660588309	0.000337213547277344	1.10599414595425e-05	4.53727241357136e-05	0.00044760601292386	0.000103329948766733	3.72997328144618e-05	2.63685650501275e-06	9.61405023495126e-05	0.000517110133791272	1.53018555573479e-05	9.31803608742648e-05	0.000243468346367292
A[Del(C):R7]T	0.000923101634654865	4.96523360751324e-05	6.66023394458845e-05	5.61764423607598e-05	0.00020208598733558	5.01553603252783e-05	1.39704058050115e-05	8.18831796136304e-05	2.10432467832708e-05	0.000115055629746786	0.000122967178361123	0.000341839693249967	0.0007398778658634	0.0002029798522162	0.000218479798645711	0.000232828130484801	0.000227844823952178	0.000236081768513795	3.44066256517615e-05	5.01997761243428e-05	0.000130000964127322	0.000145866218533792	0.000266281238172048	0.0004370102800367	3.03175782220123e-05	0.000119089186343674	0.000142930717072185	0.000258011165860325	0.000121886191571304	0.000148911126141193	0.000260979736378659	0.000603757274171847	0.000127324785650082	0.000271458422947307	0.000113676966431659
A[Del(C):R8]A	0.00370908546937042	0.000168504250386046	0.000322712005222677	0.000471588033771699	0.000112983243820231	4.71429354540098e-05	1.10820008238704e-05	8.02267833424657e-05	3.74113494598767e-05	0.000303949392692916	0.000703463895446012	0.000458227873407053	0.000647053828053625	0.000838863405087187	0.000662202812039262	0.000159888657265031	0.000418467917708784	0.000173827032204714	8.85849299632726e-05	0.000275731113662722	0.000144358724400039	0.000908364300021814	0.00187739513455539	0.000610499233531876	4.40287768190741e-05	0.000124661275272622	0.000450474187848385	0.000355223846525152	0.000502505696793153	0.000181764932865812	0.00127037319242056	0.000160663053185671	0.000264326445686898	0.00183564680168481	0.00031788136292683
A[Del(C):R8]G	0.000342415436320742	3.91497316165056e-05	6.00301550225328e-05	2.56738902126729e-05	7.63547008665761e-05	5.55406374506741e-05	8.05315815496688e-06	1.98620876083116e-05	5.15438461487263e-06	4.0197731097764e-06	1.45453469117762e-05	3.35890784180742e-05	0.000205279268994464	0.000106692633549874	3.76001428662372e-05	1.10572946041501e-05	6.6789835547719e-05	0.000112064313802306	2.73631720713495e-05	2.4228973505136e-05	3.66383260845242e-05	5.97216964767274e-05	0.000255449612300626	3.84694903530775e-05	4.23727703228519e-06	6.32545809536107e-05	0.000122887637540085	0.000107106487062388	4.3995616463599e-05	9.80269222336498e-05	0.000127085687523334	0.000253202199112125	2.50740686079907e-05	0.000726222916996555	7.75721849400532e-05
A[Del(C):R8]T	0.000783432720345781	4.94725482669961e-05	5.92524231771255e-05	0.000149244764461716	0.000122762918309151	4.30973548165902e-05	8.76163484845434e-06	4.98029431664048e-05	6.57426207802003e-06	8.34784740201352e-05	0.000186852121984666	9.7489264950772e-05	0.000739247728792107	0.000359764380169792	0.000269829306795946	2.67684259993043e-05	0.000166117542337351	8.76949563070734e-05	3.73763164870106e-05	4.60417211118189e-05	4.15048380940592e-05	0.00027126402926586	0.000616899535473438	0.000147982423221431	3.76404410067364e-05	5.53228829374051e-05	8.26421354245212e-05	0.000199432592616223	0.000120344337410915	8.76576621936672e-06	0.000449725124864739	0.000195552968378916	1.34904209430824e-05	0.000315106587348713	0.000284723368748142
A[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R1]A	3.38122964774653e-05	7.18907769888206e-05	0.00186273082908926	0.00104507437268513	0.000139207419421137	0.00187860643030472	0.000935338057430772	0.00184637580857322	0.00490803205128909	0.000371858656998784	0.00260651035137459	0.000823283150575697	0.00161218146086325	0.00098757084986711	0.00268955069696963	0.0183189254618391	0.0272523755884845	2.52376243893624e-05	0.00652329299213658	0.00859211814900267	0.000462405432202805	0.000622250194148692	4.88063865813869e-05	0.00617682238469953	0.00212818448273828	0.00170858441137618	0.00553146882993828	0.000668700656299615	0.00310866879181456	0.000228907651191918	0.000654302582158637	0.00188436349915658	2.22615780226837e-05	0.00290235063116516	0.000968404572978528
G[Del(C):R1]G	0.000261829092824877	4.71353067612247e-05	0.0018868965690425	9.73911779379955e-05	0.00034452888496869	0.00063505019538092	0.000494621536298843	0.000547257193582591	0.000560724140361255	0.00025897299326701	0.00115861107349075	0.000731931648950316	0.00169249970141197	0.000150432943889495	0.000713210572959894	0.0039200469531799	0.000628230056402631	0.000132555412503761	0.00107255619437159	0.00143435494144092	0.000188721475916258	0.000277398286240826	0.000267187642494274	0.00492994013713062	0.000392158599898112	0.000367871585411111	0.000453444797591644	0.000573382277591395	0.000651015997159835	6.39259536485524e-05	0.000147045489683105	0.00100587702521805	1.88293861219702e-05	0.000362557296212834	0.000925928359458992
G[Del(C):R1]T	5.64323903717733e-05	0.00021828674534311	0.00505974355032761	0.00261523564572544	0.000377921949710372	0.00399076661501329	0.0038625143208188	0.00137497863068084	0.00665017326468981	0.000281621272440087	0.00280149490535502	0.00224532872032531	0.00170970729066653	0.000938889933216283	0.0015732452928889	0.0101957586084973	0.0804243546315044	3.72775919879573e-05	0.00651797928927336	0.0298819341381287	0.000173440008268483	0.00156001414188919	0.00031179931801272	0.00525187103673549	0.00597667873943089	0.000597464392503857	0.0145014696551077	0.00206513903561015	0.00391213571134315	0.000709350033044444	0.00224922497041778	0.00188910020949738	0.000185195354642669	0.00293470830217372	0.00383422160387474
G[Del(C):R2]A	6.23912489946963e-05	0.00017799180284457	0.00186441708251985	0.00113421094552325	0.000453509786233764	0.00205367145809368	0.00130091622344008	0.00208024198950026	0.00458989282838834	0.000638278309596	0.00354630861256062	0.00121027250063904	0.00292402989913154	0.00122735406916723	0.0040169287271847	0.0329468242652373	0.0314585556713011	3.19811639337677e-05	0.00556917277228328	0.00579307853005234	0.000161363619230809	0.000792109281981771	0.000182175962268555	0.0326085427977786	0.00161363990118773	0.00110736738755283	0.00834370296178897	0.00101469430539289	0.00573994587901472	6.44604515887577e-05	0.00027286216700064	0.00252389641484556	1.42531302543521e-05	0.00180161312766662	0.00447691326205878
G[Del(C):R2]G	7.54956928709493e-06	3.24114343907319e-05	0.000718131428101133	7.56640795487005e-05	0.000115718967741141	0.000745276183823842	0.00021562425283744	0.000349226166393001	0.000925928349980309	5.74981705289255e-05	0.00106445859793407	0.000628223683135797	0.00257260730167938	0.000196165222821432	0.000739072095869794	0.00656719862841191	0.00299966784464058	2.82186740592068e-05	0.0010198838578462	0.0013101528084927	7.97736006862365e-05	8.37072175077772e-05	5.61631484815311e-05	0.00633055386064964	0.000251048114711943	0.000597862398855925	0.000319994992075529	0.000311124014350652	0.000662761840677513	1.0547426020051e-05	2.82198691078207e-05	0.000547147809123205	7.15039979315323e-06	0.000103722960450988	0.00066416869364485
G[Del(C):R2]T	7.55438848153313e-05	0.000123069436643443	0.00212052908382771	0.000771536691068138	0.000246353016134546	0.00262732268222905	0.00206972243228836	0.00156965914852496	0.00666329374817782	0.000344692579728879	0.00222593191536461	0.00057307824033536	0.000670078067197042	0.000815396617197	0.0016946450354976	0.0202276844330493	0.0253762857815681	0.000145608358145507	0.00709610536544376	0.00818582961914622	0.000735432254383605	0.000559477806100277	0.000292433169947202	0.016097656664436	0.0011001934917512	0.000620378186772896	0.00544930472366785	0.000544521320392653	0.00282961828358622	0.000136760206300526	0.000405176360581631	0.00173340492569353	0.000105396892951079	0.0033031225981514	0.00071816658008156
G[Del(C):R3]A	0.00013088103795111	8.81044535402759e-05	0.00140977326283707	0.000269903022924951	0.000616197040881603	0.000357687608929577	0.000294382546568498	0.000873974810013731	0.00258779932740787	0.000119229553447793	0.00159964704779985	0.000702321999501452	0.000649768264668428	0.000469069288320994	0.00114575129909646	0.0228030218663142	0.0131762732447712	2.51507976999494e-05	0.0036642182880645	0.00341205179279705	0.000475926276397449	0.000509313886095547	5.77290985683702e-05	0.0215716418015153	0.00198671274318283	0.000266152533432676	0.00326808045685929	0.00220791148817399	0.00309324434555137	0.00015400667317115	0.000457662517545027	0.00300923593049729	1.99257807569203e-05	0.000463414832163482	0.000649594042880959
G[Del(C):R3]G	1.9681891285267e-05	4.3510522358644e-05	0.000262544053867174	0.00010999684367593	0.000204860485296313	0.000518216551378656	0.00023302175744083	0.000261482214647242	0.000823391274436967	0.000111403446508405	0.000658951040546031	0.000165490286760215	0.00136128996232362	8.97172169934212e-05	0.000629649401517151	0.00525370638085718	0.00156473775721486	2.38194551289509e-05	0.000895653503862747	0.000895858536163593	7.38779918695897e-05	5.80056824676531e-05	8.08961146545312e-05	0.00600623906064628	0.00035871015047566	0.000136288746558027	0.000807368477960864	0.000257528541158005	0.00055235578295527	4.59668228576548e-06	2.50890743794805e-05	0.000908100541028596	8.00844776833162e-06	0.000162464162707958	0.000399648073951937
G[Del(C):R3]T	0.00011023719027603	0.000117727304115228	0.000770332882986112	0.000140059400928033	0.000570223954330385	0.000906611214837721	0.000460080153363992	0.000906208009051463	0.00399880574285015	0.000278111382055149	0.00118487440987974	0.00128853910023007	0.000274351986424715	0.000425224137529146	0.000811069494775996	0.00862313297202485	0.00866433682885409	4.10979663221268e-05	0.00263210400798563	0.00316779252907216	0.000224690269138324	0.000161801518334532	0.000129009035974839	0.00842341373220701	0.0008030622876245	0.00061614226202589	0.00150986646483213	0.00104225217589537	0.0013098556678956	8.01746910307932e-05	0.00020602127677714	0.00124390634730354	1.49681702336674e-05	0.00172312032004881	0.000564668163475336
G[Del(C):R4]A	0.000529461549952131	0.000206614583736763	0.000829760470993285	0.000271614114187111	0.00600757218223721	0.000253100455986893	0.000141686954357923	0.000427389002452612	0.00127962059079582	0.000644124174324967	0.000917213512959091	0.000498345913252576	0.00135649122616531	0.000439853748967016	0.000639973346895135	0.00664163120760213	0.00348328624726331	3.09681858906167e-05	0.00152333494001866	0.00151266038484384	0.000193284218386344	0.000300690749551736	8.81379271499856e-05	0.00933979267065729	0.000600970829845934	0.000332221587875908	0.00118222300629121	0.000817156014733277	0.00182043377203781	0.000149837589237549	0.000178187828177351	0.00272507181988917	2.4311359296721e-05	0.000211852186878913	0.00252975053905633
G[Del(C):R4]G	0.000259139379929056	4.36266353180654e-05	0.000419466050747264	3.382131706865e-05	0.00267968250868382	0.000365033232893311	0.000167479278953672	0.000109771612467605	0.000563212112361312	7.11108535083453e-05	0.000216526583328982	0.000194762696465926	0.000171300339227022	0.000110344575969122	0.00104627106484225	0.00144488778906685	0.000350412443677842	4.29213267997986e-05	0.000382407351457446	0.000661246772244532	0.00012003236373072	7.63427057293701e-05	0.000102444416992684	0.00221009038096831	0.000139144685057031	0.000379442198646221	0.000827775770181793	0.000175542669851378	0.00042968648594396	1.99902229636778e-05	4.20613465570865e-05	0.000847216483721178	1.02965757021407e-05	0.000135449877638715	0.00156989430404861
G[Del(C):R4]T	0.000433344222880466	9.95752902573032e-05	0.00091197350009293	7.49871643241097e-05	0.00160303943666662	0.00030900440095973	0.000421757433284018	0.000297957506349076	0.0022669682003759	0.000400993118741323	0.000656267105410727	0.000519875298455486	0.000583361511770573	9.15475565552209e-05	0.00044254676711492	0.00383441026191534	0.00312020247026721	0.00014549258922629	0.00139064878813984	0.00187695357429476	0.000192199327174028	0.000240170025591856	6.34275739746294e-05	0.00545802825495072	0.000224253538501471	0.000509448130646608	0.00177139393870414	0.000623707968425823	0.0011874690564484	0.000168651916732775	5.59284539380074e-05	0.000963169612470472	2.9411977815837e-05	0.000248345800798338	0.000576614598527705
G[Del(C):R5]A	0.00161437554436048	0.000192147283550798	0.00100649477791719	0.000256569673320581	0.00585808964226274	0.000665435571375159	0.00039951168432549	0.000149787045219575	0.00080067068587497	0.000327510717675587	0.000475549581555945	0.000344942298886978	0.00178551762755138	0.00075492551802279	0.000894249180939183	0.00570462050573489	0.000965348313177957	0.000110877682380329	0.000764814702914892	0.00208354814019082	0.000102066565254756	0.000210524017511717	0.000138662901552308	0.0072518952449631	0.000606756045828075	0.000243153452088194	0.00210618507126333	0.000716347780036166	0.00106252425135836	0.000183118994314332	0.000316155064632645	0.00133274854857375	2.30719566659078e-05	0.000516677486948104	0.00156692096910224
G[Del(C):R5]G	0.000576414057764571	2.73118281245334e-05	0.000219948638261955	2.09655687616305e-05	0.00118412901863573	8.98996894685721e-05	0.000129950975047757	7.11118892506674e-05	7.68798642927515e-05	0.000236502580160738	8.2051509777666e-05	0.000308817177600391	0.000523789322492132	0.000223869312322468	0.000361799049608902	0.000882022296012387	0.000211436369128347	2.11278277571497e-05	0.000219347233684691	0.000481619375829765	6.84845326997866e-05	1.87639963214461e-05	0.000186707983879684	0.00124578862322785	0.000137805676696816	0.000104903102794977	0.000473738273347314	0.000663005684812237	0.000247707838567784	1.67476021264324e-05	1.80585869731447e-05	0.000421182121929933	1.65889275201155e-05	7.71411922874559e-05	0.000701176094673746
G[Del(C):R5]T	0.00167231581549202	0.00010655517735026	0.000386196410693731	0.000122089182035217	0.00447631210973794	0.000270966860279931	0.000156684441760002	0.000337021637510776	0.000683154795298497	0.000887824401322384	0.000421339053459108	0.000382106118582478	0.000506484789072764	0.000184414355467634	0.000218304951225915	0.00275300097693065	0.000822794567640454	0.000175303085924734	0.000477722895597494	0.00127095367668995	0.000213791761988308	0.000233360888191865	0.000208465456446043	0.00451223583835139	0.000276132136045645	0.000106608844303838	0.000242588414052919	0.00053886254575795	0.000770349161665182	3.29607063126594e-05	0.000218151463405121	0.00109460369696776	1.6922612843796e-05	0.000185991280224901	0.000972121241661488
