hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15
A[Del(C):R4]T	0.000463860191454929	0.000311746969294836	8.10065835060513e-05	0.000402564366082618	0.000111854458488448	0.000109619513186355	0.000706541854977467	0.00300792717896512	0.000316194304830283	0.000994662177264763	0.00101141784553428	0.000244668653471865	0.00106214636618955	0.00095370550545573	0.000225434380004635
A[Del(C):R5]A	0.00224682140641373	0.000169244794785231	5.95216788019034e-05	0.000664992037144589	0.000353099175589962	0.000126299471145838	0.00108066426836009	0.00681576655780949	0.00114659006666883	0.00128646437290684	0.00348288430100971	0.000185848762738787	0.00180413535697852	0.00040568986517669	0.000614427373045179
A[Del(C):R5]G	0.000522596639072889	0.000100715363919245	2.49633270385032e-05	2.55735526444726e-05	9.07801810001254e-05	1.8143112166455e-05	6.53409529653292e-05	0.000960395199361847	0.000328690087503631	0.000109423781877312	0.00137702877654503	9.26022066940165e-05	0.0016322600809235	0.000303619223013164	4.29792731502136e-05
A[Del(C):R5]T	0.00237251814430859	0.000264488690860753	6.60990592159571e-05	4.56101523020579e-05	0.000126478128025017	0.000226086588061341	0.000685643140349958	0.00298623626700604	0.000550107705996165	0.00021956616769531	0.00589253739281266	0.000120155812264337	0.00085121492352074	0.000469142871334497	0.000214119501901658
A[Del(C):R6]A	0.00452395181969054	0.000249688511118811	0.000114806006760138	0.000183794971809341	0.000643775638528982	0.000350513221822254	0.000288213346925133	0.00237433999520623	0.000536846875404041	0.000854959038432147	0.00877059712356636	0.00037832511879961	0.00175851250102214	0.000132637251581481	0.000393057141882364
A[Del(C):R6]G	0.00110735309316489	0.000158494252049407	2.18553340955987e-05	1.93195841628804e-05	8.89469709250266e-05	0.000206597374024471	0.000105060317941001	0.000379782818870941	0.000118136149457721	5.04492630177635e-05	0.00263928627464069	9.33999725568543e-05	0.000814785432643982	2.67457832407101e-05	4.13679999810675e-05
A[Del(C):R6]T	0.00211826847823954	0.00027414118601902	5.85097741228182e-05	0.000457416051427538	0.000167564948833169	0.0003523275330389	0.00043660602796385	0.00102755683343909	0.000438550968639921	0.000195133633711958	0.005613959729639	8.1924417452957e-05	0.000828559845288799	0.00316801073324656	0.000216917650396292
A[Del(C):R7]A	0.00534983345222838	0.000196001492593904	8.72677437078909e-05	4.39371161477466e-05	0.000948944009030423	0.000369739068101869	9.51422838804884e-05	0.000584969102123713	0.000449121380717681	0.000102744031610473	0.01245551253571	0.000428829834577725	0.00179653675931067	0.000369801390726145	0.000131671229291157
A[Del(C):R7]G	0.00111071509534045	0.000187109184220099	1.0055802748409e-05	6.32168661164768e-05	9.01538342244666e-05	0.00010830267440008	0.000152784953265515	7.00955767503009e-05	0.000173066590025866	6.72874599006752e-05	0.00398264104156961	7.11852616070637e-06	0.00104443193993918	1.11895623762155e-05	1.10343439351343e-05
A[Del(C):R7]T	0.000953477082706867	0.00015223444235513	6.60629197631326e-05	3.16283501553135e-05	0.000118742363426866	0.000190210046906383	9.56381855835141e-05	0.000182296787806386	0.000236195794123565	0.000150743508466804	0.0012847715706533	0.00016854338017569	0.000574272617984255	0.000279739059405387	6.27964944939523e-05
A[Del(C):R8]A	0.00333565167696301	9.84113410107819e-05	7.55404912663501e-05	4.74425252329703e-05	0.00196414137593121	0.00014353542770397	0.000798425356238073	0.00014450907207087	0.00110710084326132	0.00038626595002691	0.00792863683738052	0.000178177937134577	0.000583325268292256	0.000465049129001735	0.000222585879223466
A[Del(C):R8]G	0.000270645010459227	9.88946696453475e-05	2.34996791991121e-05	1.81245583383724e-05	0.000231826600340693	0.000108010043558686	5.14320909138009e-05	2.04707712148129e-05	0.000290973225107955	6.35147892120694e-05	0.00142775340925396	9.04543755248379e-05	0.00044661305016935	2.92020286403672e-05	4.88057520207865e-05
A[Del(C):R8]T	0.00070212331382782	0.000121066784192169	1.34529113139093e-05	3.6886463783149e-05	0.00029179739451619	0.000104674051966789	0.000206129807890986	3.41143591485272e-05	0.000248449311622633	0.000174310451339783	0.00133981388202696	1.42370523214127e-05	0.000503680707551396	0.000355473292561479	0.000103423596544564
A[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R1]A	2.87947296786437e-05	0.000152581688170255	2.15300790201785e-05	0.00141116616196743	4.76539139834268e-05	1.80260598298972e-05	0.00299078317094757	0.0154599032422785	0.000761452193558143	0.00243422185335338	0.000242256081482766	0.000277285003940963	0.000285119397265474	0.00645801498800943	0.00157921314899035
G[Del(C):R1]G	0.000174623322501299	0.000412190167575199	2.1647532241858e-05	0.000550389060574266	0.000135222158164473	0.000107161414118642	0.000424940530759342	0.00368302717246324	0.000412934614159558	0.00121584520382662	0.00127004485556743	0.000110091689071614	0.00061770657749311	0.00112250414764327	0.000243985601001188
G[Del(C):R1]T	6.59603980716882e-05	0.000373223556104976	0.000100241807271876	0.00368980156994526	0.000388567971355466	2.69805635765669e-05	0.00976307658550047	0.0097077156942981	0.000724946657033863	0.00491222955136543	0.000297991033961566	0.000847626229265145	0.000569566490622064	0.00145655352199663	0.00413844004401106
G[Del(C):R2]A	4.87063917381409e-05	0.000439983910318231	1.76631575679601e-05	0.000651846753075001	0.000170183001971669	2.63660388096386e-05	0.00341603068847545	0.0295973377529217	0.00211120073505804	0.00177148936905496	0.000255196170914255	7.89481371185237e-05	0.000495738140441785	0.00213829807847922	0.00145049831823723
G[Del(C):R2]G	3.82855837600746e-06	0.000108106068768186	1.28385406158933e-05	0.000286129016581382	3.54974396729281e-05	1.91965831954749e-05	0.000153210011868108	0.00626756551316681	0.00022468182294598	0.000640455762137131	7.96990400602771e-05	1.46666185552485e-05	3.802425828853e-05	0.00126196430311269	8.9835672363685e-05
G[Del(C):R2]T	4.93417023089621e-05	0.000238116778955327	5.54469554959443e-05	0.00150119144074703	0.000256890019336184	0.0001251582108644	0.00218990192056118	0.0186104791020383	0.00117529211442159	0.00232714986619105	0.000268356351911862	0.000167684247708019	0.000823666098231106	0.00349537366178975	0.00141333113759
G[Del(C):R3]A	9.10768239340429e-05	0.000589947177342004	1.9958012822314e-05	0.000520314243990813	5.61974367709184e-05	1.99866864672399e-05	0.00188560718983793	0.0204157269148762	0.00079406873649531	0.00182301653798375	0.000478284866300653	0.000179497319138501	0.00051115422542225	0.00164145421735971	0.00091532544419942
G[Del(C):R3]G	1.06635615910647e-05	0.000206029388633387	1.0516580771921e-05	0.000151887782294975	3.70938601133266e-05	1.93428986161722e-05	0.000174722700032696	0.00499751540756977	0.000262985222079385	0.000395705792702296	0.000110770790571106	1.69371829340945e-05	0.000190512165808281	0.000848632785581512	0.000129045717207503
G[Del(C):R3]T	6.82277529142854e-05	0.00058411438615011	1.60188124644467e-05	0.000552261267699328	0.000107731645413304	1.840647992371e-05	0.000142016801999816	0.0085285984100346	0.00116219704421186	0.00130108143033672	0.000697263028025722	0.00012012512896192	0.000492407890846614	0.00205383052834657	0.00048628080381153
G[Del(C):R4]A	0.00032183443775932	0.00646765039216253	2.50898151233889e-05	0.000145394808648482	8.02544998189333e-05	2.40249920784831e-05	0.00055559882232319	0.00649491696803191	0.00103948335804013	0.000716905422281563	0.00175330767523118	0.000170046861994115	0.00360181346943683	0.00114065307198518	0.000248992056919606
G[Del(C):R4]G	0.000151080734189388	0.00295526835719694	1.23235534131445e-05	0.000640653344518775	5.10625389668136e-05	2.14498406742121e-05	0.000157791199029393	0.00144227534294896	0.000232855084878241	0.000123763196875562	0.00133763238620984	2.35340929537146e-05	0.00134277852573759	0.000782723534024048	3.58364416459187e-05
G[Del(C):R4]T	0.000375880506553639	0.00172121773288651	2.41321196235404e-05	0.000272107380240487	4.66819307248588e-05	0.000114916131415595	0.000492548462938503	0.00386269181919409	0.000291279244275465	0.000734870520798734	0.00116581855244767	0.000189960325262643	0.000926559866239665	0.00114665722740657	7.86646579365249e-05
G[Del(C):R5]A	0.00138304223492469	0.00657950108472085	2.594812712797e-05	0.000707574790691227	0.000157871850561084	8.67943075575895e-05	0.000153469769903027	0.00552221904211963	0.00204937211242226	0.00046944435616141	0.00365141618112417	0.000191770640105236	0.005246143750771	0.00101975121509095	0.00013274301367599
G[Del(C):R5]G	0.000443637642333431	0.00141297137680901	1.27210873942137e-05	4.41761213126482e-05	6.54093173982897e-05	2.62197233889414e-05	6.49395087295466e-05	0.000843910561346638	0.000293510634038563	0.000164266328077911	0.0030661215007205	7.79355881387681e-06	0.00170819915267819	0.000552245840689561	9.93378681513724e-06
G[Del(C):R5]T	0.00155969376837474	0.00495521185936432	1.57477665682632e-05	0.00035850774735242	0.000107271433300701	0.000169521046419796	9.48589114787595e-05	0.00273080432921716	0.000464996125032291	0.000259416022587943	0.004042745458964	5.0136516149113e-05	0.00283801368904568	0.0015045867653677	8.50665915103642e-05
G[Del(C):R6]A	0.00233981408878791	0.0101619141540773	1.97411761053672e-05	0.000190248111261684	0.000284099821794603	0.000145583843593731	0.000205067161384503	0.00217952706400544	0.000863713598701255	0.000753358240363676	0.00736973372506698	0.000124052591671275	0.00620270713331646	0.00134929747287827	0.000154624678767697
G[Del(C):R6]G	0.00089983349759804	0.00185295997963826	1.5350232587194e-05	0.000412642417202636	6.53749447093816e-05	0.000347440597987613	5.32503971582282e-05	0.000530586609975852	0.00050243246985775	8.42236482300442e-05	0.00679878383614913	1.04630061241417e-05	0.00324017650635554	0.000374304507292183	2.42698021102629e-05
G[Del(C):R6]T	0.00168238902479439	0.00359716632398823	6.02715724480112e-05	0.000222274803358501	0.000159628676883053	0.000381736932599041	9.77870929632918e-05	0.000994261650055266	0.000146927452801006	0.000450940304688724	0.00322014028403386	5.22536640158748e-05	0.00120222010385688	0.000282058846727285	0.000175556843599015
G[Del(C):R7]A	0.00214374632723203	0.00415001920175507	2.81345640238505e-05	0.000230719652518358	0.000421044433592138	0.000207504529632794	0.00014690497592964	0.000366975652507503	0.000303902534935276	0.000291426561763992	0.00547533440939121	0.000388389241992333	0.00154506382743866	0.000443215836560339	0.000112530167223756
G[Del(C):R7]G	0.00081120406324932	0.0011754458542416	1.91358402705573e-05	0.000239204335872365	8.97986497724162e-05	0.000222077545534237	2.34962949766905e-05	9.48217504901813e-05	0.000205326110600937	0.000198383683352792	0.0025473786259422	0.000180663284630341	0.000900605808361803	0.000747244433806779	1.35591514457159e-05
G[Del(C):R7]T	0.000782705781756067	0.00169573270556295	2.04368605722382e-05	3.24250340383189e-05	0.000180336312356357	0.000229012896475285	0.000125463130865484	0.000157135157475794	0.000221621631270875	0.000236420696485965	0.00113033849733312	0.000169832078877197	0.00108810042406742	0.000312761914222998	6.0897493973173e-05
G[Del(C):R8]A	0.00155130748835394	0.00233293816133904	1.903645677529e-05	4.12682251396786e-05	0.00169232979042126	9.94066968216896e-05	8.39018452785742e-05	7.65131721490475e-05	0.000361319381239444	0.000415206090547298	0.00279514994314064	9.34920224641048e-05	0.00107101139680205	0.000613106143369952	0.000194971246650467
G[Del(C):R8]G	0.000313853799928272	0.000784935087556625	1.67687061105545e-05	5.80782550710921e-05	0.000108438195129749	0.000132298403394424	5.48561741013588e-05	1.47279179590988e-05	7.34318494038874e-05	7.05865052647374e-05	0.00102014382880273	1.46666185552485e-05	0.000676384637261553	1.85582985751866e-05	2.11695398964148e-05
G[Del(C):R8]T	0.000466731723040658	0.00140487679530779	1.64524858983403e-05	4.81993749218254e-05	0.000226273501488207	0.000265855119406844	0.000167284174487312	1.97421359293657e-05	0.000253893902644592	0.000142234584532762	0.00141823768566002	9.26635732988502e-06	0.000653338684663982	0.000805512033009755	9.96831409733323e-05
G[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R1]A	0.000128095847486521	0.000318241404539873	0.000120073332009304	0.0100770154309701	0.000336741594857361	9.65096514918847e-05	0.00347015481720567	0.0179993545800379	0.00335138166379051	0.0036691100616082	0.00284718865196492	0.000575680119944711	0.000310072816767322	0.00844934771674251	0.00240271040891603
T[Del(C):R1]G	4.87957322871626e-05	0.000134618756004068	2.1647532241858e-05	0.00178166400175908	7.67255704243681e-05	1.95477402051483e-05	9.01596524834214e-05	0.00234943705195923	0.00141262272962467	0.000716627779849934	0.000606682402005298	0.000496731982826187	0.000556151682393627	0.000585405153584931	0.000328304101397305
T[Del(C):R1]T	0.00112373174260398	0.00150963710372214	0.000255027083719084	0.0198898504863357	0.00164509407748621	0.000298307879717487	0.0115803910265217	0.0211848359502769	0.00158458000016831	0.01129028048647	0.00952184731810465	0.00452023342874613	0.00137872333240097	0.009098342334563	0.00665055158520183
T[Del(C):R2]A	0.00018409973770612	0.000207118051188913	5.80851355521307e-05	0.00576715479488178	0.000312445832580818	0.000105903101500646	0.00335930897939604	0.0298853836647743	0.00176488904382526	0.00109371519772534	0.000412671686471951	0.00425868895894501	0.00077483807247655	0.0024944536614295	0.00138510508439478
T[Del(C):R2]G	1.25428716247797e-05	0.00010609767405368	9.45046691359912e-06	0.00261937710473923	5.21853801378116e-05	2.95557149808379e-05	0.000400783033511951	0.00512541461314842	0.00134260809425798	0.000298824915971518	0.000840562057412853	8.16175844287886e-06	6.421284078577e-05	0.00116385094520417	4.831661552301e-05
T[Del(C):R2]T	0.00021655021045635	0.000343285335827997	0.000119892634745182	0.0169659011331235	0.000227992135933612	0.000107219940286921	0.00387037110591417	0.0222397899015939	0.0033851075262099	0.00621028957876972	0.0018413184085531	0.0013056665677437	0.000521832913091274	0.00485586069704424	0.00335301630589026
T[Del(C):R3]A	0.000147152908536689	0.000549990446047573	2.57041858214049e-05	0.00313391539057826	0.000148711528967075	3.07847645146946e-05	0.000446831048792902	0.0506567449592682	0.00191366536242998	0.00236693439345271	0.000667097536904792	0.00159157357966379	0.000818053142340653	0.0052854307258287	0.000827345613253769
T[Del(C):R3]G	2.15725840844922e-05	2.23175823882929e-05	1.08328009841351e-05	0.000489721582883406	2.93848298287707e-05	1.14711289826619e-05	0.000365762927531617	0.00649064863115266	0.00102451392042941	0.000199575912618022	0.000823744472448867	9.23567402746818e-06	0.000285901145996735	0.000942515943079515	2.069478976622e-05
T[Del(C):R3]T	0.000337062940433481	0.000292127580740283	0.00010912307780349	0.00297226823071647	0.00042616023545796	9.51928127056097e-05	0.000886884774311121	0.0228127753245703	0.00199097345462233	0.00210082228869018	0.000989518734705497	0.000436960909718187	0.000570285699454824	0.00155753249953809	0.000704975170604157
T[Del(C):R4]A	0.00103864208909908	0.00155174300506153	9.21465698391944e-05	0.0014888030063663	0.000219320670359629	6.95290879153178e-05	0.000593830482189785	0.0136773379752201	0.00218478559404568	0.00100343241172269	0.00274636729483864	0.00124383971337377	0.00144349903227325	0.0026994136942231	0.000598904482424567
T[Del(C):R4]G	0.000259634464614638	0.000264164907600704	1.45461297618495e-05	0.000351496929181973	0.000174792761473011	2.38786766577859e-05	3.78302156308122e-05	0.00171352599589941	0.000727471315165825	0.000253895837770849	0.00186260903093437	2.00975630830288e-05	0.00053554478583759	0.00116780822945917	4.4748796362758e-05
T[Del(C):R4]T	0.000672177986169351	0.000368305804561046	6.0867873419615e-05	0.000890095068287759	0.000287155171919768	9.50464972849125e-05	0.000923156441732424	0.00761300781355066	0.000460686355089851	0.000472808729156444	0.0015559437999552	0.000254487310245253	0.000834360420874755	0.00048388034373244	0.00042938991320985
T[Del(C):R5]A	0.00267659005654877	0.000420082971102766	0.000130201413663362	0.00142379360151306	0.000318806689622645	5.44878626676438e-05	0.000333907146703923	0.00817251995092335	0.000991782620304423	0.00139512055512024	0.00710557205947408	0.000506151756668157	0.00194136352926406	0.0012073810720092	0.000208918830020888
T[Del(C):R5]G	0.000510266289663207	0.000160183556014879	2.4638071963083e-05	2.58125578093743e-05	0.00011661507590222	0.000112370243095463	5.96971192975614e-05	0.000966817106211986	0.000282825464772986	0.000225935611715034	0.00296765641800795	9.37681721858564e-05	0.00105135823369815	0.00045808976703604	4.95970022377779e-05
T[Del(C):R5]T	0.00316565601441508	0.000467463254823244	2.38881783169752e-05	0.00188579058526788	0.00013627052517617	0.000176836817454657	0.000100526359513338	0.0045253403410687	0.00104006989477786	0.000693044505069212	0.00797943267618437	0.000210548821184341	0.00118878966065382	0.000669736245639823	0.00012901694447234
T[Del(C):R6]A	0.00447968222400558	0.000499818118273051	0.000124572693885951	0.000372170875945963	0.00120146869687528	0.000150090358551206	0.000363236190282868	0.00357084536293842	0.00116674907932858	0.000156280025191641	0.0113003425310937	0.000500598078930709	0.00322759035178224	0.00109548544824705	0.000162659465062055
T[Del(C):R6]G	0.000924338527278958	0.000248567000986178	1.38052709789478e-05	0.000388502895547573	6.48822695016988e-05	9.15641902723188e-05	4.98026996038596e-05	0.000506882250216155	0.000167877014976833	5.21314495152804e-05	0.00371353378902041	6.20109541844292e-05	0.00136060239681034	0.000497662609586071	9.09218431161005e-06
T[Del(C):R6]T	0.00216382539001722	0.000500343679506753	9.58327940272905e-05	0.000394159351116911	0.00089238565902597	0.000334096631620027	0.000135758994794968	0.00187449403366374	0.000383314508904265	0.000638822571362842	0.00823135984001363	0.000723849787315621	0.00143901179455581	0.000433936687272746	0.000348063777270717
T[Del(C):R7]A	0.00448825350213294	0.000233757436222206	9.3266892876753e-05	5.38159962970133e-05	0.000484219526211401	0.000260529238093466	0.00018848987588336	0.000599675462825846	0.00117654169268892	0.000156476008084556	0.00946556860999191	0.000208493039922413	0.0011516409609443	0.000314535869233862	3.92532039465633e-05
T[Del(C):R7]G	0.000967384879386146	0.000171811598310546	1.15826946302429e-05	4.19852406343834e-05	0.000105694108798585	0.000100313852430012	6.41130058911705e-05	0.000124178423026336	0.000336825097039953	8.02876584640096e-05	0.00350880979284218	5.58436103986448e-06	0.000753715221757881	1.51468466312185e-05	9.0346388412834e-06
T[Del(C):R7]T	0.00189505292136829	0.000468429912092376	1.9958012822314e-05	5.10276027064945e-05	0.000344484997830826	0.000469643237353929	7.83524690780493e-05	0.000372923299704393	0.000922239764487649	0.00026109820908546	0.00375847778147805	0.000120278545474004	0.000756388802418793	0.000433390854961711	0.000406148736381676
T[Del(C):R8]A	0.00266019561458839	0.000121357719875112	3.7079078597907e-05	5.43338408209668e-05	0.00139706839270066	0.000122085587029758	0.000231656938413401	0.000138994725738995	0.000541054638957311	9.08544027736544e-05	0.00630094318687073	0.000216532065155624	0.000610092344850629	2.85197382515736e-05	9.446808272498e-05
T[Del(C):R8]G	0.00042594189661861	0.000153590578038523	1.54947903984919e-05	4.3698110982845e-05	0.000144563891172164	9.7914279530578e-05	5.20460644508803e-05	1.30184274817034e-05	8.37982487033075e-05	4.47820910309834e-05	0.00131126671124513	1.59246339543388e-05	0.000478320778709292	2.21062085969135e-05	2.04718010687043e-05
T[Del(C):R8]T	0.000714910743925175	0.000181679948975512	4.73336483368506e-05	3.60499457059934e-05	0.000511570638613109	7.74008575488281e-05	8.79871307368329e-05	2.3232255832144e-05	0.000203324235213473	8.15452153602115e-05	0.00226272902485622	0.000162376036389906	0.000676947496348061	2.86561963293323e-05	6.84503369535452e-05
T[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R1]A	0.000709597688547745	0.00100238604800101	0.000176324390330593	0.01232438099654	0.001182995286181	0.000393120272329284	0.00372356058745177	0.0107311701817366	0.00142080874235558	0.00509968718843824	0.0075844848340663	0.00115436720352627	0.000943992862946783	0.000878926478843949	0.00604687082874016
A[Del(T):R1]C	6.21359006297272e-05	0.000250861638872611	2.25961928785004e-05	0.00245784944745989	0.000189204466094647	3.07555014305551e-05	0.0013831170784721	0.00115701247297068	0.000606300475630291	0.00352338044881846	0.000610508111286944	0.000394894102104703	0.000558934707876916	0.000883293137332228	0.00137474689973599
A[Del(T):R1]G	0.000130809002644439	0.000336509349922048	2.10693009966665e-05	0.00273513527293992	0.000111539375506791	0.00013355671601242	0.00148463524139149	0.00257964268764661	0.00107625666133598	0.00213320846174432	0.0011929545478938	0.000177901787412826	0.00035800964896824	0.00145286915389715	0.00113440824291675
A[Del(T):R2]A	0.00099658299518007	0.000693130802055245	0.000191168670578244	0.149558915968174	0.000576229485636905	0.000142745324432205	0.00097921694854113	0.00243924027302775	0.00136626082574682	0.00182959829680414	0.000991952688495512	0.00408959327932581	0.00113330113570892	0.000777947501302492	0.00345274979915012
A[Del(T):R2]C	0.000149477116455937	0.000779360384470566	7.28300323045148e-05	0.0036589300694788	0.000129791273316993	0.000130630407598476	0.000876825054049743	0.000735479714533888	0.00113492308590749	0.000330165846930109	0.000440500323023213	0.0013718197677544	0.000735437936421001	0.00144522750154266	0.00127272597403064
A[Del(T):R2]G	0.000258273149279292	0.000197338858233236	7.42756104174936e-05	0.00339231980803105	9.7312901486493e-05	0.000119598224877906	0.000255790821293981	0.00356940102672171	0.00043759465874145	0.000929971490695206	0.000348404949165386	0.0008843541422581	0.000782530479992157	0.00313498787842895	0.00142725714140905
A[Del(T):R3]A	0.00117013332866332	0.000632348706875354	0.000479055551777979	0.00638852838943183	0.000697148786027951	0.000182835749703243	0.00200611130367315	0.0029256431291263	0.00219869671536877	0.0050827999958321	0.00130535013208536	0.0115404809718114	0.00147414358253867	0.00075038296959523	0.00396059576796656
A[Del(T):R3]C	0.000229484285394271	0.00127878902432936	0.000351338725496299	0.00139144823586304	0.000273791834309829	0.000105054472060602	0.00128679407625107	0.00104585894460313	0.000836809413557618	0.00193441648069796	0.000546856335709239	0.00918535341150457	0.000764706608919409	0.00106055218034081	0.00151193530099471
A[Del(T):R3]G	0.00041946425559964	0.00033736807943783	0.000254846386454962	0.000800866473391157	0.000112572465767862	9.75631225209047e-05	0.00034935094259815	0.00244523750191566	0.000535431536754305	0.0021105397737972	0.000415882434024737	0.00387232481491218	0.000645224132833494	0.000557977079955427	0.00107314389657025
A[Del(T):R4]A	0.00282369333144712	0.00115327843220579	0.00131673192879639	0.016982990002414	0.000742944665216512	0.000185469427275793	0.00145377126396985	0.00272713959553296	0.0012304903217613	0.00470977922298466	0.00131418616113688	0.0189625877266299	0.00132092083121154	0.00124231433991543	0.00585021637708263
A[Del(T):R4]C	0.0016310628793814	0.00260217567334718	0.000912828369166896	0.00147780876878083	0.00022898512472429	0.000206451058603774	0.00112196579591208	0.0012590753060757	0.000799564330711854	0.00263268719624489	0.000726489893349971	0.012333889805706	0.00107360680258984	0.000441987713860511	0.00201662346212698
A[Del(T):R4]G	0.0014851769822672	0.000492122400208122	0.000366589574588226	0.00138842083710762	0.000131714234302018	0.000144471846396433	0.0023418367566215	0.00309442136108938	0.000371367010572707	0.00398604706326658	0.00063096368037324	0.00585735038146709	0.00112393578590842	0.0021982031746153	0.00167210592446514
A[Del(T):R5]A	0.013992355704068	0.00331504786924337	0.00244917975277759	0.0105781694275747	0.00165164589391086	0.00110734436692068	0.00268660651205837	0.00222109592261278	0.00286509170501894	0.00404709573440947	0.00317551348236268	0.0231340440568039	0.00159048342872492	0.00278852081899955	0.00823068546171741
A[Del(T):R5]C	0.00547301692316339	0.00750577929656632	0.000711224431585585	0.00106098376119241	0.00046950037698342	0.000885852083069234	0.00026842450753773	0.000806797587754155	0.00129554489645459	0.00199522017322471	0.00108875413789946	0.00950004136109166	0.00108969519147919	0.00387377191141469	0.00459577547624829
A[Del(T):R5]G	0.00813064692986422	0.000752950932477019	0.000562230502453498	0.000464068361850633	0.000370671257997315	0.000658097499211945	0.000817789137022883	0.00167888563968091	0.00109948861646949	0.00483488163629514	0.000732374106102959	0.00515040709378315	0.00221829019982592	0.000291337996014878	0.00342346634793765
