Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
SP117244	2.57E-01	9.63E-01	2.82E-01	0.00E+00	1.72E-01	8.25E-01	3.85E-01	2.64E-01	4.73E-01	5.69E-01	3.11E-01	3.46E-01	4.14E-01	3.27E-01	2.22E-01	1.38E-01	5.99E-01	3.83E-01	1.74E-01
SP117162	3.59E-01	5.27E-01	4.42E-01	2.78E-01	3.30E-01	4.58E-01	3.06E-01	1.24E-01	7.05E-01	6.81E-01	1.34E-01	5.74E-01	5.49E-01	5.43E-01	5.90E-01	5.31E-01	5.09E-01	5.26E-01	3.45E-01
SP117079	1.05E-01	6.82E-01	4.98E-02	3.83E-01	5.19E-01	5.00E-01	4.95E-01	1.40E-01	8.05E-01	1.00E+00	2.39E-01	4.94E-01	7.16E-01	7.45E-01	3.52E-01	5.05E-01	9.33E-01	6.85E-01	2.04E-01
SP117344	5.43E-01	9.43E-01	1.15E+00	5.21E+00	2.65E+00	1.01E+00	1.01E+00	3.69E-01	3.00E+00	1.09E+00	6.35E-01	6.63E-01	6.34E+00	3.64E-01	7.43E-01	5.18E-01	1.32E+00	9.65E-01	4.25E-01
SP118074	1.31E+00	2.26E+00	1.01E+00	5.89E-01	6.32E-01	2.24E+00	8.99E-01	2.44E-01	8.93E-01	9.16E-01	1.86E-01	4.86E-01	6.73E-01	8.65E-01	7.77E-01	6.57E-01	7.63E-01	6.29E-01	5.27E-01
SP117598	2.55E-01	1.01E+00	3.00E-01	1.02E+00	2.01E+00	4.00E-01	1.13E+00	0.00E+00	6.40E+00	5.86E+00	7.77E-01	9.12E-01	1.41E+00	9.02E-01	1.11E+00	1.16E+00	1.67E+00	4.87E-01	3.69E-01
SP117312	2.96E-01	6.36E-01	1.60E-01	1.95E-01	3.04E-01	4.15E-01	5.10E-01	0.00E+00	5.70E-01	5.83E-01	0.00E+00	3.54E-01	3.47E-01	9.29E-01	3.55E-01	8.56E-01	5.08E-01	2.52E-01	2.36E-01
SP118038	1.82E-01	8.18E-01	1.00E-01	4.01E-01	1.97E-01	5.86E-01	4.59E-01	1.58E-01	7.73E-01	5.96E-01	5.26E-01	4.27E-01	4.41E-01	5.40E-01	3.22E-01	3.57E-01	8.46E-01	6.58E-01	2.85E-01
SP117552	3.00E-01	7.06E-01	1.33E-01	6.87E-02	3.28E-01	5.96E-01	3.04E-01	2.10E-01	1.87E-01	5.55E-01	9.80E-02	3.68E-01	4.14E-01	5.35E-01	4.45E-01	4.09E-01	4.69E-01	5.85E-01	1.92E-01
SP118073	2.28E-01	1.16E+00	2.28E-01	2.38E-01	5.10E-01	1.11E+00	3.19E-01	0.00E+00	7.05E-01	8.79E-01	2.04E-01	4.04E-01	5.33E-01	6.09E-01	3.37E-01	4.80E-01	9.52E-01	5.59E-01	8.42E-02
SP117933	2.52E-01	5.28E-01	1.62E-01	3.33E-01	3.91E-01	3.31E-01	3.70E-01	0.00E+00	4.25E-01	3.88E-01	6.11E-02	3.44E-01	4.09E-01	5.39E-01	3.60E-01	4.54E-01	3.18E-01	5.45E-01	1.77E-01
SP118012	2.94E-01	6.48E-01	2.23E-01	4.20E-01	4.53E-01	5.05E-01	6.08E-01	1.91E-01	5.58E-01	8.21E-01	1.30E-01	4.95E-01	5.84E-01	8.58E-01	6.43E-01	7.63E-01	7.41E-01	3.54E-01	3.70E-01
SP117108	2.80E-01	8.53E-01	2.84E-01	2.21E-01	4.19E-01	7.38E-01	2.35E-01	0.00E+00	8.10E-01	8.46E-01	1.88E-01	2.71E-01	3.31E-01	4.23E-01	4.93E-01	5.65E-01	6.72E-01	5.09E-02	1.01E-01
SP117812	3.53E-01	5.52E-01	3.00E-01	3.33E-01	4.17E-01	5.65E-01	4.49E-01	0.00E+00	4.23E-01	6.39E-01	1.83E-01	4.16E-01	4.34E-01	4.90E-01	4.86E-01	3.84E-01	4.63E-01	5.04E-01	2.55E-01
SP117354	5.35E-01	1.10E+00	2.49E-01	6.11E-01	7.70E-01	8.87E-01	6.35E-01	3.30E-01	8.39E-01	5.60E-01	6.12E-01	5.50E-01	6.73E-01	9.19E-01	5.28E-01	5.67E-01	7.67E-01	9.06E-01	4.28E-01
SP117370	3.31E-01	1.26E+00	3.39E-01	3.84E-01	2.31E-01	1.40E+00	3.45E-01	0.00E+00	4.47E-01	5.50E-01	2.25E-01	3.64E-01	5.09E-01	6.21E-01	4.09E-01	4.72E-01	9.25E-01	3.12E-01	2.56E-01
SP116991	4.76E-01	9.72E-01	6.41E-01	3.31E-01	5.90E-01	9.19E-01	3.97E-01	1.37E-01	6.98E-01	7.22E-01	3.20E-01	3.78E-01	5.58E-01	6.24E-01	3.78E-01	4.57E-01	6.72E-01	7.33E-01	3.90E-01
SP117629	3.88E-01	8.38E-01	1.19E+00	5.74E+00	3.12E+00	1.05E+00	9.16E-01	3.57E-01	3.58E+00	1.59E+00	3.06E-01	7.87E-01	6.62E+00	9.41E-01	6.38E-01	4.96E-01	2.16E+00	6.48E-01	5.66E-01
SP124199	4.95E-01	1.20E+00	1.34E-01	3.22E-01	5.53E-01	9.32E-01	6.08E-01	0.00E+00	8.39E-01	8.39E-01	1.55E-01	3.03E-01	5.95E-01	6.82E-01	5.21E-01	5.77E-01	8.30E-01	4.32E-01	1.00E-02
SP124195	4.53E-01	1.47E+00	4.80E-01	4.73E-01	4.14E-01	1.30E+00	4.32E-01	1.58E-01	3.56E-01	6.05E-01	3.94E-01	4.42E-01	7.10E-01	7.73E-01	4.76E-01	4.58E-01	6.30E-01	4.98E-01	1.99E-01
SP117850	4.10E-01	7.40E-01	4.80E-01	2.47E-01	5.11E-01	6.46E-01	5.95E-01	1.71E-01	9.45E-01	7.90E-01	3.13E-01	3.34E-01	4.67E-01	2.86E-01	4.52E-01	3.28E-01	8.15E-01	5.36E-01	2.00E-02
SP117127	3.96E-01	1.04E+00	0.00E+00	3.18E-01	3.97E-01	9.75E-01	3.65E-01	0.00E+00	4.44E-01	3.31E-01	1.00E-01	1.43E-01	5.97E-01	6.40E-01	4.42E-01	4.65E-01	7.44E-01	4.53E-01	3.65E-01
SP117614	4.37E-01	5.06E-01	4.71E-01	2.78E-01	4.46E-01	5.97E-01	9.94E-01	0.00E+00	8.91E-01	9.95E-01	3.12E-01	5.47E-01	6.19E-01	6.56E-01	6.67E-01	4.84E-01	6.44E-01	4.98E-01	3.12E-01
SP116948	4.82E-01	1.68E+00	5.22E-01	4.51E-01	6.79E-01	1.73E+00	7.53E-01	0.00E+00	1.17E+00	9.72E-01	4.49E-01	5.09E-01	6.81E-01	1.18E+00	6.04E-01	8.30E-01	1.31E+00	6.91E-01	3.44E-01
SP117409	5.90E-01	1.10E+00	1.07E+00	5.01E+00	3.36E+00	9.36E-01	1.35E+00	3.34E-01	3.03E+00	1.65E+00	5.23E-01	9.80E-01	5.91E+00	1.15E+00	8.37E-01	6.02E-01	2.20E+00	1.75E+00	3.97E-01
SP117593	3.93E-01	9.47E-01	4.17E-01	4.00E-01	4.11E-01	1.02E+00	5.08E-01	0.00E+00	6.85E-01	6.05E-01	3.17E-01	0.00E+00	4.58E-01	6.92E-01	5.85E-01	4.99E-01	7.47E-01	4.31E-01	2.54E-01
SP117372	3.97E-01	6.81E-01	1.83E-01	3.40E-01	3.88E-01	6.40E-01	7.02E-01	1.37E-01	5.92E-01	8.24E-01	3.61E-01	5.64E-01	6.50E-01	8.10E-01	6.18E-01	3.35E-01	7.06E-01	7.16E-02	6.57E-02
SP118077	4.66E-01	8.12E-01	3.11E-01	6.19E-01	6.02E-01	9.25E-01	5.73E-01	0.00E+00	8.04E-01	6.75E-01	3.57E-01	4.02E-01	6.57E-01	7.96E-01	4.80E-01	6.47E-01	6.90E-01	4.71E-01	2.26E-01
SP117840	4.18E-01	1.20E+00	4.21E-01	2.13E-01	5.93E-01	1.13E+00	6.29E-01	0.00E+00	8.19E-01	8.50E-01	3.47E-01	2.50E-01	8.28E-01	4.54E-01	6.27E-01	3.80E-01	8.52E-01	8.51E-01	3.03E-01
SP117363	6.90E-01	1.28E+00	7.20E-01	1.57E+00	1.09E+00	9.91E-01	1.38E+00	4.16E-01	1.88E+00	1.56E+00	4.49E-01	1.07E+00	1.82E+00	8.87E-01	1.31E+00	6.58E-01	7.97E-01	6.76E-01	3.50E-01
SP117887	4.43E-01	9.83E-01	1.60E+00	7.80E+00	3.78E+00	9.97E-01	1.21E+00	6.66E-01	4.71E+00	2.14E+00	8.87E-01	9.16E-01	9.56E+00	1.49E+00	8.07E-01	1.01E+00	2.07E+00	1.27E+00	4.30E-01
SP116946	4.36E-01	8.31E-01	5.28E-01	4.53E-01	5.66E-01	4.82E-01	7.43E-01	1.30E-01	1.12E+00	1.35E+00	2.74E-01	4.71E-01	8.25E-01	6.99E-01	5.63E-01	5.13E-01	6.44E-01	5.33E-01	0.00E+00
SP117901	4.13E-01	8.62E-01	5.24E-01	2.07E+00	1.78E+00	8.50E-01	7.53E-01	1.80E-01	1.42E+00	1.15E+00	3.43E-01	8.10E-01	2.45E+00	7.90E-01	4.36E-01	2.58E-01	9.73E-01	6.26E-01	5.10E-02
SP117454	3.94E-01	9.18E-01	3.13E-01	3.79E-01	4.47E-01	8.91E-01	3.32E-01	0.00E+00	6.29E-01	7.69E-01	1.39E-01	5.19E-01	6.77E-01	9.28E-01	4.52E-01	9.01E-01	5.87E-01	6.20E-01	0.00E+00
SP124197	9.09E-01	1.24E+00	1.36E+00	7.36E+00	4.79E+00	7.75E-01	1.85E+00	7.04E-01	4.94E+00	1.35E+00	1.09E+00	1.60E+00	9.17E+00	1.15E+00	1.43E+00	8.72E-01	2.52E+00	1.37E+00	6.97E-01
SP117919	7.97E-01	1.04E+00	1.50E+00	8.49E+00	4.08E+00	1.12E+00	1.24E+00	4.45E-01	5.16E+00	1.32E+00	5.51E-01	1.15E+00	9.74E+00	1.01E+00	9.70E-01	7.74E-01	2.29E+00	8.35E-01	4.45E-01
SP117250	1.79E-01	8.49E-01	2.45E-01	1.82E-01	3.78E-01	6.28E-01	6.19E-01	0.00E+00	4.87E-01	7.24E-01	2.43E-01	5.06E-01	5.14E-01	7.24E-01	6.14E-01	4.60E-01	5.80E-01	4.03E-01	1.74E-01
SP117983	5.33E-01	1.37E+00	2.96E-01	4.75E-01	6.36E-01	1.22E+00	5.69E-01	1.57E-01	9.33E-01	9.14E-01	3.28E-01	5.24E-01	7.75E-01	7.29E-01	4.19E-01	3.50E-01	5.07E-01	5.09E-01	3.13E-01
SP117676	2.69E-01	5.07E-01	0.00E+00	1.92E-01	2.39E-01	4.42E-01	3.09E-01	0.00E+00	4.57E-01	4.34E-01	5.63E-02	2.91E-01	2.70E-01	7.26E-01	5.32E-01	5.26E-01	7.00E-01	4.97E-01	0.00E+00
SP117011	4.51E-01	8.13E-01	2.13E-01	4.68E-01	5.85E-01	8.14E-01	5.26E-01	1.59E-01	5.82E-01	6.41E-01	3.10E-01	7.01E-01	6.63E-01	7.49E-01	5.06E-01	5.44E-01	8.52E-01	6.78E-01	3.59E-02
SP117057	4.00E-01	6.89E-01	2.00E-01	2.00E-01	2.42E-01	5.17E-01	4.86E-01	0.00E+00	3.26E-01	6.31E-01	5.00E-02	5.20E-01	3.39E-01	5.50E-01	5.38E-01	3.86E-01	5.30E-01	2.64E-01	1.71E-01
SP117126	3.43E-01	1.12E+00	5.07E-01	2.18E-01	5.13E-01	1.16E+00	6.43E-01	1.71E-01	7.69E-01	8.03E-01	2.88E-01	3.27E-01	5.48E-01	5.62E-01	4.22E-01	7.20E-01	7.38E-01	5.93E-01	2.14E-01
SP117728	2.88E-01	8.63E-01	2.86E-01	4.87E-01	5.09E-01	8.24E-01	4.71E-01	0.00E+00	6.40E-01	5.94E-01	3.71E-01	2.65E-01	4.85E-01	4.33E-01	4.64E-01	4.37E-01	5.39E-01	2.40E-01	1.33E-01
SP117618	3.26E-01	8.47E-01	1.25E-01	3.31E-01	3.12E-01	8.53E-01	3.29E-01	1.44E-01	2.48E-01	3.39E-01	1.53E-01	2.08E-01	3.36E-01	4.76E-01	3.29E-01	1.86E-01	4.46E-01	5.08E-01	3.22E-01
SP117257	2.41E-01	6.04E-01	2.98E-01	3.34E-01	2.90E-01	3.81E-01	5.14E-01	1.19E-01	4.88E-01	6.04E-01	2.74E-01	3.15E-01	4.84E-01	6.60E-01	1.26E-01	2.80E-01	3.93E-01	7.59E-01	1.28E-01
SP116963	4.05E-01	8.41E-01	4.38E-01	2.58E-01	4.47E-01	9.93E-01	2.67E-01	0.00E+00	5.81E-01	6.38E-01	2.48E-01	2.00E-01	3.54E-01	5.05E-01	4.68E-01	5.00E-01	6.61E-01	3.28E-01	4.73E-02
SP117078	5.67E-01	1.74E+00	3.96E-01	6.72E-01	4.38E-01	1.72E+00	7.89E-01	0.00E+00	1.26E+00	9.90E-01	2.31E-01	4.12E-01	8.44E-01	7.73E-01	7.88E-01	8.18E-01	9.61E-01	5.92E-01	1.51E-01
SP117944	4.80E-01	1.00E+00	9.24E-01	3.58E+00	2.17E+00	9.37E-01	1.11E+00	2.98E-01	2.19E+00	1.04E+00	2.85E-01	8.36E-01	4.08E+00	9.27E-01	9.32E-01	7.46E-01	1.02E+00	1.03E+00	3.19E-01
SP117639	7.56E-01	1.19E+00	7.35E-01	6.98E-01	7.78E-01	9.79E-01	8.13E-01	2.14E-01	1.49E+00	1.19E+00	6.10E-01	5.16E-01	1.25E+00	1.17E+00	5.71E-01	8.43E-01	1.44E+00	6.84E-01	2.82E-01
SP117834	6.33E-01	1.02E+00	5.20E-01	3.82E-01	6.46E-01	9.82E-01	8.51E-01	0.00E+00	1.59E+00	1.42E+00	1.66E-01	5.89E-01	1.02E+00	8.72E-01	5.30E-01	6.08E-01	1.02E+00	8.28E-01	3.29E-01
SP117105	5.78E-01	1.29E+00	5.54E-01	3.31E-01	5.99E-01	1.23E+00	4.45E-01	0.00E+00	8.45E-01	6.30E-01	3.27E-01	3.76E-01	5.49E-01	7.58E-01	5.31E-01	5.91E-01	9.83E-01	5.61E-01	2.75E-01
SP117785	4.26E-01	3.10E-01	1.74E-01	1.65E-01	4.86E-01	4.86E-01	5.23E-01	1.87E-01	9.38E-01	7.08E-01	3.71E-01	4.69E-01	4.74E-01	7.81E-01	5.75E-01	6.11E-01	6.98E-01	6.14E-01	0.00E+00
SP117882	2.98E-01	8.84E-01	4.11E-01	0.00E+00	1.47E-01	7.83E-01	2.49E-01	1.73E-01	6.88E-01	4.89E-01	4.63E-01	2.00E-01	4.68E-01	3.56E-01	1.59E-01	5.11E-01	7.54E-01	6.41E-01	1.27E-01
SP117778	5.73E-01	1.72E+00	6.54E-01	4.31E-01	7.06E-01	1.70E+00	9.40E-01	2.38E-01	8.09E-01	1.06E+00	3.89E-01	5.00E-01	6.44E-01	1.14E+00	8.31E-01	1.08E+00	1.08E+00	5.93E-01	3.62E-01
SP117032	3.04E-01	1.03E+00	1.16E-01	4.93E-01	5.63E-01	9.94E-01	5.21E-01	0.00E+00	5.13E-01	8.05E-01	2.73E-01	3.20E-01	5.50E-01	7.79E-01	4.43E-01	3.48E-01	6.99E-01	9.37E-01	2.58E-01
SP117710	3.80E-01	8.15E-01	4.16E-01	7.48E-01	1.09E+00	6.54E-01	1.04E+00	1.22E-01	3.83E+00	3.01E+00	3.54E-01	7.24E-01	1.04E+00	9.17E-01	1.13E+00	1.02E+00	1.56E+00	8.62E-01	2.12E-01
SP117538	9.02E-01	1.27E+00	2.66E+00	1.08E+01	5.10E+00	1.12E+00	1.85E+00	6.10E-01	5.92E+00	2.13E+00	6.48E-01	1.20E+00	1.23E+01	7.03E-01	9.07E-01	7.28E-01	3.25E+00	9.67E-01	6.86E-01
SP124207	2.37E+00	3.94E+00	1.97E+00	7.60E-01	6.84E-01	3.98E+00	1.31E+00	1.48E-01	1.01E+00	1.25E+00	5.10E-01	8.14E-01	1.06E+00	9.55E-01	6.79E-01	6.12E-01	1.21E+00	1.03E+00	3.99E-01
SP117800	5.31E-01	8.69E-01	3.38E-01	1.51E-01	5.13E-01	7.21E-01	5.83E-01	1.92E-01	4.82E-01	3.86E-01	2.62E-01	4.79E-01	5.76E-01	7.25E-01	5.01E-01	6.32E-01	5.41E-01	8.09E-01	7.48E-02
SP117724	5.81E-01	9.79E-01	3.53E-01	3.32E-01	5.39E-01	8.69E-01	4.69E-01	0.00E+00	6.53E-01	3.61E-01	2.94E-01	3.88E-01	5.70E-01	1.25E+00	4.50E-01	9.91E-01	4.27E-01	4.80E-01	3.30E-02
SP124193	2.79E-01	5.25E-01	1.99E-01	1.44E-01	2.83E-01	4.27E-01	2.38E-01	1.13E-01	7.24E-01	6.04E-01	1.67E-01	3.92E-01	4.32E-01	5.98E-01	3.75E-01	2.28E-01	4.49E-01	4.66E-01	0.00E+00
SP2293	3.45E-01	1.54E+00	8.02E-01	4.65E-01	5.43E-01	9.13E-01	3.26E-01	2.13E-01	5.72E-01	6.97E-01	8.78E-01	1.33E+00	7.94E-01	9.35E-01	1.01E+00	5.47E-01	9.39E-01	1.19E+00	7.27E-01
SP2357	7.63E-01	1.12E+00	7.48E-01	2.75E+00	2.25E+00	1.14E+00	1.71E+00	0.00E+00	2.11E+00	1.82E+00	4.93E-01	9.85E-01	3.17E+00	7.06E-01	8.09E-01	6.37E-01	9.17E-01	6.43E-01	5.86E-01
SP2144	3.02E-01	6.54E-01	8.60E-01	2.40E+00	2.29E+00	6.05E-01	5.85E-01	0.00E+00	1.89E+00	3.50E-01	1.03E-01	6.76E-01	3.07E+00	6.42E-01	4.54E-01	5.39E-01	1.27E+00	7.56E-01	1.90E-01
SP2145	6.94E-01	1.05E+00	1.33E+00	7.56E+00	3.92E+00	7.97E-01	1.29E+00	0.00E+00	4.22E+00	1.51E+00	3.15E-01	9.86E-01	8.43E+00	7.67E-01	8.52E-01	6.81E-01	1.80E+00	8.77E-01	4.72E-01
SP2147	9.87E-01	1.62E+00	1.95E+00	9.83E+00	5.47E+00	1.16E+00	1.81E+00	2.34E-01	5.68E+00	1.72E+00	9.65E-01	1.42E+00	1.19E+01	8.84E-01	1.09E+00	6.30E-01	3.02E+00	1.39E+00	2.16E-01
SP2146	3.57E-01	6.10E-01	6.75E-01	2.14E+00	1.81E+00	4.33E-01	8.24E-01	1.41E-01	1.52E+00	1.05E+00	3.97E-01	6.45E-01	2.62E+00	4.95E-01	5.08E-01	2.99E-01	1.07E+00	4.92E-01	3.26E-02
SP2148	3.82E-01	6.89E-01	4.52E-01	2.20E+00	2.01E+00	5.19E-01	1.86E-01	1.33E-01	1.27E+00	7.00E-01	2.91E-01	5.90E-01	2.52E+00	6.12E-01	4.77E-01	4.85E-01	1.23E+00	6.13E-01	0.00E+00
SP2150	3.63E-01	5.94E-01	2.58E-01	4.73E-01	2.42E-01	3.96E-01	4.77E-01	0.00E+00	7.87E-01	7.72E-01	2.18E-01	3.83E-01	6.95E-01	1.03E+00	4.94E-01	6.43E-01	8.05E-01	5.08E-01	1.62E-01
SP2152	2.36E-01	7.84E-01	0.00E+00	2.86E-01	3.32E-01	6.33E-01	3.82E-01	1.81E-01	1.55E-01	1.80E-01	1.60E-01	3.59E-01	1.11E-01	4.57E-01	1.98E-01	5.51E-01	2.02E-01	3.93E-01	0.00E+00
SP2349	7.54E-01	1.11E+00	8.93E-01	6.47E-01	7.75E-01	1.05E+00	6.73E-01	1.52E-01	1.53E+00	1.21E+00	2.43E-01	5.90E-01	6.13E-01	1.09E+00	5.85E-01	9.54E-01	9.42E-01	4.55E-01	2.83E-01
SP2155	9.85E-01	1.22E+00	1.40E+00	7.47E+00	3.07E+00	1.25E+00	1.60E+00	3.98E-01	4.19E+00	1.02E+00	5.16E-01	9.22E-01	8.13E+00	1.05E+00	1.22E+00	5.16E-01	2.17E+00	1.95E+00	3.75E-01
SP2154	9.31E-01	1.37E+00	2.49E+00	1.08E+01	5.28E+00	1.42E+00	2.00E+00	6.90E-01	5.80E+00	1.77E+00	1.02E+00	1.32E+00	1.25E+01	1.60E+00	1.27E+00	7.83E-01	3.83E+00	2.07E+00	6.17E-01
SP2158	6.84E-01	1.62E+00	7.17E-01	3.95E-01	5.13E-01	1.34E+00	6.11E-01	1.47E-01	8.82E-01	7.42E-01	3.20E-01	4.68E-01	5.66E-01	6.97E-01	5.91E-01	5.75E-01	6.92E-01	8.56E-01	0.00E+00
SP2156	1.80E-01	4.49E-01	1.48E-01	3.54E-01	5.45E-01	5.16E-01	1.29E-01	0.00E+00	5.49E-01	5.35E-01	3.02E-01	3.01E-01	2.50E-01	2.55E-01	3.16E-01	4.61E-01	7.28E-01	4.56E-01	2.62E-01
SP2159	4.39E-01	9.54E-01	4.19E-01	3.97E-01	3.38E-01	8.13E-01	3.36E-01	0.00E+00	7.01E-01	7.26E-01	8.56E-02	6.72E-01	3.99E-01	6.63E-01	5.86E-01	3.12E-01	5.96E-01	1.92E-01	2.42E-01
SP2153	1.10E+00	3.35E+00	7.96E-01	9.02E-01	6.58E-01	3.87E+00	8.17E-01	1.02E-01	1.31E+00	1.14E+00	5.43E-01	6.81E-01	1.04E+00	1.77E+00	7.97E-01	1.38E+00	1.50E+00	8.48E-01	4.34E-01
SP2160	4.78E-01	9.15E-01	2.02E-01	5.07E-01	6.63E-01	7.07E-01	4.07E-01	0.00E+00	7.62E-01	7.58E-01	2.26E-01	3.27E-01	4.39E-01	7.86E-01	6.25E-01	7.66E-01	9.20E-01	4.99E-01	3.53E-01
SP2151	2.58E-01	4.93E-01	6.68E-02	4.36E-01	4.69E-01	2.72E-01	3.48E-01	1.92E-01	5.60E-01	5.55E-01	1.27E-01	3.42E-01	4.83E-01	4.82E-01	1.08E-01	3.30E-01	4.75E-01	5.53E-01	0.00E+00
SP116341	5.53E-01	8.25E-01	1.28E+00	5.05E+00	2.98E+00	7.81E-01	1.28E+00	2.68E-01	2.74E+00	1.36E+00	3.23E-01	1.03E+00	6.02E+00	2.88E-01	8.65E-01	4.68E-01	1.78E+00	9.52E-01	3.82E-01
SP116331	7.57E-01	2.04E+00	1.05E+00	6.84E-01	8.20E-01	2.20E+00	7.54E-01	2.20E-01	1.01E+00	1.05E+00	5.27E-01	6.17E-01	8.30E-01	8.08E-01	5.61E-01	5.34E-01	1.08E+00	7.93E-01	2.93E-01
SP116351	8.59E-01	1.18E+00	9.79E-01	5.66E-01	5.22E-01	1.02E+00	6.30E-01	0.00E+00	1.01E+00	5.44E-01	0.00E+00	5.36E-01	9.45E-01	1.51E+00	6.05E-01	1.12E+00	7.38E-01	7.74E-01	1.83E-01
SP116371	3.43E-01	1.27E+00	6.24E-01	4.55E-01	1.09E+00	9.28E-01	5.82E-01	0.00E+00	2.10E+00	1.51E+00	6.11E-01	7.56E-01	1.14E+00	1.49E+00	6.56E-01	1.72E+00	1.39E+00	9.13E-01	4.16E-01
SP116361	5.35E-01	5.71E-01	5.77E-01	2.33E+00	2.16E+00	6.00E-01	7.26E-01	1.68E-01	1.65E+00	7.90E-01	1.25E-01	6.16E-01	3.00E+00	5.33E-01	7.49E-01	3.74E-01	9.87E-01	7.73E-01	2.57E-01
SP116343	9.72E-01	1.57E+00	8.46E-01	5.40E-01	7.45E-01	1.65E+00	9.00E-01	3.21E-01	1.17E+00	1.00E+00	6.61E-01	6.22E-01	1.18E+00	9.42E-01	6.97E-01	6.90E-01	1.88E+00	1.69E+00	2.61E-01
SP116333	8.62E-01	1.64E+00	5.53E-01	1.22E+00	7.35E-01	2.07E+00	9.32E-01	0.00E+00	9.74E-01	8.62E-01	5.46E-01	8.96E-01	1.27E+00	1.13E+00	4.70E-01	6.06E-01	1.02E+00	1.05E+00	1.90E-01
SP116373	6.33E-01	6.42E-01	6.72E-01	4.31E+00	2.90E+00	6.58E-01	9.70E-01	2.44E-01	2.69E+00	1.23E+00	3.13E-01	9.11E-01	4.56E+00	7.27E-01	8.75E-01	3.51E-01	1.34E+00	2.79E-01	5.40E-01
SP116363	3.79E-01	3.45E-01	6.23E-01	2.50E+00	1.97E+00	5.31E-01	4.73E-01	2.00E-01	1.63E+00	4.98E-01	1.14E-01	6.65E-01	2.68E+00	6.01E-01	4.82E-01	3.94E-01	8.71E-01	3.15E-01	1.00E-02
SP116353	1.26E+00	4.43E+00	1.55E+00	8.30E-01	8.75E-01	4.36E+00	1.66E+00	2.85E-01	2.21E+00	1.87E+00	7.51E-01	8.57E-01	1.66E+00	1.42E+00	9.18E-01	1.18E+00	1.60E+00	9.94E-01	5.49E-01
SP116345	6.51E-01	1.55E+00	5.18E-01	2.75E-01	6.75E-01	1.49E+00	6.26E-01	0.00E+00	1.28E+00	1.00E+00	3.66E-01	4.28E-01	6.84E-01	1.50E+00	3.72E-01	1.14E+00	1.06E+00	2.79E-01	3.43E-02
