signature	cluster_id	retained
C.P.MSI.2	2	TRUE
C.P.MSI.3	108	TRUE
C.P.MSI.4	120	TRUE
C.P.MSI.5	111	TRUE
C.P.MSI.6	109	TRUE
C.P.MSI.7	9	TRUE
C.P.MSI.8	138	TRUE
C.P.MSI.9	27	TRUE
C.P.MSI.10	137	TRUE
C.P.Myeloid.1	154	FALSE
C.P.Myeloid.2	155	FALSE
C.P.Ovary.1	156	TRUE
C.P.Ovary.2	126	TRUE
C.P.Ovary.3	27	TRUE
C.P.Ovary.4	157	FALSE
C.P.Ovary.5	19	TRUE
C.P.Pancreas.1	143	TRUE
C.P.Pancreas.2	152	TRUE
C.P.Pancreas.3	111	TRUE
C.P.Pancreas.4	17	TRUE
C.P.Pancreas.5	158	FALSE
C.P.Pancreas.6	1	TRUE
C.P.Pancreas.7	159	FALSE
C.P.Pancreas.8	37	TRUE
C.P.Prostate.1	124	TRUE
C.P.Prostate.2	160	TRUE
C.P.Prostate.3	126	TRUE
C.P.Prostate.4	123	TRUE
C.P.Prostate.5	161	FALSE
C.P.Prostate.6	114	TRUE
C.P.Prostate.7	162	FALSE
C.P.Prostate.8	115	TRUE
C.P.Prostate.9	163	FALSE
C.P.Prostate.10	164	FALSE
C.P.Prostate.11	121	TRUE
C.P.Prostate.12	165	FALSE
C.P.Prostate.13	157	FALSE
C.P.Skin.1	125	TRUE
C.P.Skin.2	97	TRUE
C.P.Skin.3	113	TRUE
C.P.Skin.4	98	TRUE
C.P.Skin.5	166	FALSE
C.P.Skin.6	167	FALSE
C.P.Skin.7	168	FALSE
C.P.Stomach.1	73	TRUE
C.P.Stomach.2	17	TRUE
C.P.Stomach.3	10	TRUE
C.P.Stomach.4	169	FALSE
C.P.Stomach.5	170	FALSE
C.P.Stomach.6	146	FALSE
C.P.Stomach.7	171	FALSE
C.P.Stomach.8	143	TRUE
C.P.Stomach.9	133	TRUE
C.P.Thymus.1	172	FALSE
C.P.Thymus.2	173	FALSE
C.P.Uterus.1	3	TRUE
C.P.Uterus.2	156	TRUE
C.P.Uterus.3	27	TRUE
C.P.Uterus.4	126	TRUE
C.P.Uterus.5	174	FALSE
C.P.Uterus.6	175	FALSE
C.P.Uterus.7	176	FALSE
C.P.Uterus.8	109	TRUE
C.P.Uterus.9	177	FALSE
C.PH.All.1	3	TRUE
C.PH.All.2	35	TRUE
C.PH.All.3	2	TRUE
C.PH.All.4	16	FALSE
C.PH.All.5	178	TRUE
C.PH.All.6	74	TRUE
C.PH.All.7	17	TRUE
C.PH.All.8	112	FALSE
C.PH.All.9	56	TRUE
C.PH.All.10	28	TRUE
C.PH.All.11	179	FALSE
C.PH.All.12	24	TRUE
C.PH.All.13	22	TRUE
C.PH.All.14	113	TRUE
C.PH.All.15	12	TRUE
C.PH.All.16	108	TRUE
C.PH.All.17	107	TRUE
C.PH.All.18	11	TRUE
C.PH.All.19	9	TRUE
C.PH.All.20	27	TRUE
C.PH.All.21	20	TRUE
C.PH.All.22	15	TRUE
C.PH.All.23	21	TRUE
C.PH.All.24	8	TRUE
C.PH.All.25	120	TRUE
C.PH.All.26	7	TRUE
C.PH.All.27	10	TRUE
C.PH.All.28	19	TRUE
C.PH.All.29	114	TRUE
C.PH.All.30	26	FALSE
C.PH.All.31	180	FALSE
C.PH.All.32	110	FALSE
C.PH.All.33	181	FALSE
C.PH.All.34	182	FALSE
C.PH.All.35	183	FALSE
C.PH.Biliary.1	3	TRUE
C.PH.Biliary.2	35	TRUE
C.PH.Biliary.3	17	TRUE
C.PH.Biliary.4	75	TRUE
C.PH.Biliary.5	127	TRUE
C.PH.Biliary.6	36	FALSE
C.PH.Bladder.1	37	TRUE
C.PH.Bladder.2	3	TRUE
C.PH.Bladder.3	39	FALSE
C.PH.Bladder.4	38	TRUE
C.PH.Bladder.5	24	TRUE
C.PH.Bladder.6	20	TRUE
C.PH.Bladder.7	40	TRUE
C.PH.Bladder.8	11	TRUE
C.PH.Bladder.9	42	FALSE
C.PH.Bladder.10	43	TRUE
C.PH.Bladder.11	41	FALSE
C.PH.Bladder.12	44	FALSE
C.PH.Bladder.13	45	FALSE
C.PH.Bone.SoftTissue.1	40	TRUE
C.PH.Bone.SoftTissue.2	24	TRUE
C.PH.Bone.SoftTissue.3	46	TRUE
C.PH.Bone.SoftTissue.4	178	TRUE
C.PH.Bone.SoftTissue.5	49	FALSE
C.PH.Bone.SoftTissue.6	48	TRUE
C.PH.Bone.SoftTissue.7	38	TRUE
C.PH.Bone.SoftTissue.8	14	TRUE
C.PH.Bone.SoftTissue.9	6	TRUE
C.PH.Bone.SoftTissue.10	184	FALSE
C.PH.Breast.1	9	TRUE
C.PH.Breast.2	51	TRUE
C.PH.Breast.3	3	TRUE
C.PH.Breast.4	22	TRUE
C.PH.Breast.5	119	TRUE
C.PH.Breast.6	2	TRUE
C.PH.Breast.7	17	TRUE
C.PH.Breast.8	133	TRUE
C.PH.Breast.9	24	TRUE
C.PH.Breast.10	48	TRUE
C.PH.Breast.11	4	TRUE
C.PH.Breast.12	106	FALSE
C.PH.Breast.13	14	TRUE
C.PH.Breast.14	29	TRUE
C.PH.Breast.15	56	TRUE
C.PH.Breast.16	53	FALSE
C.PH.Breast.17	185	FALSE
C.PH.Breast.18	57	TRUE
C.PH.Breast.19	55	FALSE
C.PH.Breast.20	59	FALSE
C.PH.Breast.21	72	FALSE
C.PH.CNS.1	63	TRUE
C.PH.CNS.2	64	TRUE
C.PH.CNS.3	22	TRUE
C.PH.CNS.4	134	FALSE
C.PH.CNS.5	75	TRUE
C.PH.CNS.6	21	TRUE
C.PH.CNS.7	35	TRUE
C.PH.CNS.8	61	FALSE
C.PH.CNS.9	135	FALSE
C.PH.CNS.10	65	FALSE
C.PH.Colon.1	3	TRUE
C.PH.Colon.2	143	TRUE
C.PH.Colon.3	69	FALSE
C.PH.Colon.4	20	TRUE
C.PH.Colon.5	2	TRUE
C.PH.Colon.6	138	TRUE
C.PH.Colon.7	15	TRUE
C.PH.Colon.8	108	TRUE
C.PH.Colon.9	120	TRUE
C.PH.Colon.10	17	TRUE
C.PH.Colon.11	46	TRUE
C.PH.Colon.12	24	TRUE
C.PH.Colon.13	10	TRUE
C.PH.Colon.14	67	FALSE
C.PH.Colon.15	183	FALSE
C.PH.Colon.16	186	FALSE
C.PH.Colon.17	70	FALSE
C.PH.Colon.18	1	TRUE
C.PH.Colon.19	71	FALSE
C.PH.Colon.20	137	TRUE
C.PH.Colon.21	9	TRUE
C.PH.Esophagus.1	73	TRUE
C.PH.Esophagus.2	57	TRUE
C.PH.Esophagus.3	2	TRUE
C.PH.Esophagus.4	17	TRUE
C.PH.Esophagus.5	10	TRUE
C.PH.Esophagus.6	4	TRUE
C.PH.Esophagus.7	75	TRUE
C.PH.Esophagus.8	133	TRUE
C.PH.Esophagus.9	144	FALSE
C.PH.Esophagus.10	187	FALSE
C.PH.Esophagus.11	188	FALSE
C.PH.Head.1	24	TRUE
C.PH.Head.2	2	TRUE
C.PH.Head.3	22	TRUE
C.PH.Head.4	11	TRUE
C.PH.Head.5	20	TRUE
C.PH.Head.6	17	TRUE
C.PH.Head.7	21	TRUE
C.PH.Head.8	63	TRUE
C.PH.Head.9	35	TRUE
C.PH.Head.10	145	TRUE
C.PH.Kidney.1	24	TRUE
C.PH.Kidney.2	3	TRUE
C.PH.Kidney.3	12	TRUE
C.PH.Kidney.4	147	FALSE
C.PH.Kidney.5	148	FALSE
C.PH.Kidney.6	35	TRUE
C.PH.Kidney.7	11	TRUE
C.PH.Kidney.8	189	FALSE
C.PH.Liver.1	17	TRUE
C.PH.Liver.2	107	TRUE
C.PH.Liver.3	129	TRUE
C.PH.Liver.4	125	TRUE
C.PH.Liver.5	75	TRUE
C.PH.Liver.6	22	TRUE
C.PH.Liver.7	121	TRUE
C.PH.Liver.8	160	TRUE
C.PH.Liver.9	131	TRUE
C.PH.Liver.10	190	FALSE
C.PH.Lung.1	2	TRUE
C.PH.Lung.2	29	TRUE
C.PH.Lung.3	5	TRUE
C.PH.Lung.4	3	TRUE
C.PH.Lung.5	43	TRUE
C.PH.Lung.6	24	TRUE
C.PH.Lung.7	4	TRUE
C.PH.Lung.8	80	TRUE
C.PH.Lung.9	17	TRUE
C.PH.Lung.10	46	TRUE
C.PH.Lung.11	48	TRUE
C.PH.Lung.12	118	FALSE
C.PH.Lung.13	14	TRUE
C.PH.Lung.14	7	TRUE
C.PH.Lung.15	82	FALSE
C.PH.Lung.16	191	FALSE
C.PH.Lymphoid.1	151	TRUE
C.PH.Lymphoid.2	74	TRUE
C.PH.Lymphoid.3	152	TRUE
C.PH.Lymphoid.4	83	FALSE
C.PH.Lymphoid.5	75	TRUE
C.PH.Lymphoid.6	84	FALSE
C.PH.MSI.1	3	TRUE
C.PH.MSI.2	86	TRUE
C.PH.MSI.3	27	TRUE
C.PH.MSI.4	120	TRUE
C.PH.MSI.5	10	TRUE
C.PH.MSI.6	40	TRUE
C.PH.MSI.7	80	TRUE
C.PH.MSI.8	111	TRUE
C.PH.MSI.9	6	TRUE
C.PH.MSI.10	108	TRUE
C.PH.MSI.11	64	TRUE
C.PH.MSI.12	2	TRUE
C.PH.MSI.13	28	TRUE
C.PH.MSI.14	109	TRUE
C.PH.MSI.15	48	TRUE
C.PH.MSI.16	87	FALSE
C.PH.MSI.17	138	TRUE
C.PH.MSI.18	186	FALSE
C.PH.MSI.19	151	TRUE
C.PH.MSI.20	88	FALSE
C.PH.MSI.21	192	FALSE
C.PH.MSI.22	90	FALSE
C.PH.Myeloid.1	154	FALSE
C.PH.Myeloid.2	155	FALSE
C.PH.Other.1	38	TRUE
C.PH.Other.2	11	TRUE
C.PH.Other.3	8	TRUE
C.PH.Other.4	29	TRUE
C.PH.Other.5	24	TRUE
C.PH.Other.6	17	TRUE
C.PH.Other.7	74	TRUE
C.PH.Other.8	2	TRUE
C.PH.Other.9	46	TRUE
C.PH.Other.10	3	TRUE
C.PH.Other.11	10	TRUE
C.PH.Other.12	7	TRUE
C.PH.Other.13	145	TRUE
C.PH.Ovary.1	126	TRUE
C.PH.Ovary.2	24	TRUE
C.PH.Ovary.3	27	TRUE
C.PH.Ovary.4	156	TRUE
C.PH.Ovary.5	178	TRUE
C.PH.Ovary.6	56	TRUE
C.PH.Ovary.7	35	TRUE
C.PH.Ovary.8	54	TRUE
C.PH.Pancreas.1	143	TRUE
C.PH.Pancreas.2	3	TRUE
C.PH.Pancreas.3	152	TRUE
C.PH.Pancreas.4	111	TRUE
C.PH.Pancreas.5	17	TRUE
C.PH.Pancreas.6	75	TRUE
C.PH.Pancreas.7	159	FALSE
C.PH.Pancreas.8	193	FALSE
C.PH.Pancreas.9	194	FALSE
C.PH.Pancreas.10	74	TRUE
C.PH.Prostate.1	3	TRUE
C.PH.Prostate.2	4	TRUE
C.PH.Prostate.3	52	TRUE
C.PH.Prostate.4	160	TRUE
C.PH.Prostate.5	2	TRUE
C.PH.Prostate.6	24	TRUE
C.PH.Prostate.7	17	TRUE
C.PH.Prostate.8	37	TRUE
C.PH.Prostate.9	114	TRUE
C.PH.Prostate.10	11	TRUE
C.PH.Prostate.11	123	TRUE
C.PH.Prostate.12	161	FALSE
C.PH.Prostate.13	14	TRUE
C.PH.Prostate.14	54	TRUE
C.PH.Prostate.15	93	FALSE
C.PH.Prostate.16	86	TRUE
C.PH.Prostate.17	22	TRUE
C.PH.Prostate.18	115	TRUE
C.PH.Prostate.19	195	FALSE
C.PH.Skin.1	3	TRUE
C.PH.Skin.2	113	TRUE
C.PH.Skin.3	196	FALSE
C.PH.Skin.4	97	TRUE
C.PH.Skin.5	24	TRUE
C.PH.Skin.6	80	TRUE
C.PH.Skin.7	2	TRUE
C.PH.Skin.8	31	TRUE
C.PH.Skin.9	98	TRUE
C.PH.Skin.10	14	TRUE
C.PH.Skin.11	102	FALSE
C.PH.Skin.12	99	FALSE
C.PH.Skin.13	38	TRUE
C.PH.Skin.14	197	FALSE
C.PH.Skin.15	198	FALSE
C.PH.Stomach.1	73	TRUE
C.PH.Stomach.2	28	TRUE
C.PH.Stomach.3	17	TRUE
C.PH.Stomach.4	10	TRUE
C.PH.Stomach.5	74	TRUE
C.PH.Stomach.6	133	TRUE
C.PH.Stomach.7	199	FALSE
C.PH.Stomach.8	143	TRUE
C.PH.Thymus.1	172	FALSE
C.PH.Thymus.2	103	FALSE
C.PH.Thymus.3	104	FALSE
C.PH.Thymus.4	5	TRUE
C.PH.Uterus.1	3	TRUE
C.PH.Uterus.2	109	TRUE
C.PH.Uterus.3	17	TRUE
C.PH.Uterus.4	75	TRUE
C.PH.Uterus.5	174	FALSE
C.PH.Uterus.6	46	TRUE
C.PH.Uterus.7	27	TRUE
C.PH.Uterus.8	156	TRUE
C.PH.Uterus.9	14	TRUE
C.PH.Uterus.10	200	FALSE
C.PH.Uterus.11	86	TRUE
C.PH.Uterus.12	201	FALSE
C.PH.Uterus.13	175	FALSE
